"","dia_mes_ano","hora_minuto","Vd1","Pd","Nloss","Vd2","m","x_gauss","SR"
"1476510",20200405,"900",0.0284332351595849,9.119e-05,1.36785e-06,0.0284396475990436,0.93319658457134,0.1603271835536,-5.16500361781979
"1476610",20200405,"1900",0.0284313386531589,9.119e-05,1.36785e-06,0.0284377510926176,0.933295046312936,0.160341516492321,-5.16554537588101
"1476710",20200405,"2900",0.0284293528062535,9.12e-05,1.368e-06,0.0284357652457122,0.933375936210203,0.160353291349348,-5.16599044141393
"1476810",20200405,"3900",0.0284273669817412,9.12e-05,1.368e-06,0.0284337794211999,0.93346048124816,0.160365598105771,-5.16645560986072
"147695",20200405,"4900",0.0284253809593191,9.12e-05,1.368e-06,0.0284317933987778,0.933530168851859,0.160375742019193,-5.16683902619731
"147701",20200405,"5900",0.028423395171606,9.12e-05,1.368e-06,0.0284298076110648,0.933601756610318,0.160386162403808,-5.16723289120302
"1477110",20200405,"10900",0.0284214104768813,9.12e-05,1.368e-06,0.0284278229163401,0.933708503401028,0.160401700345171,-5.16782018486931
"1477210",20200405,"11900",0.0284194251330214,9.12e-05,1.368e-06,0.0284258375724802,0.933773096421928,0.160411102300048,-5.1681755528252
"1477310",20200405,"12900",0.0284174404644704,9.12e-05,1.368e-06,0.0284238529039292,0.933828649711127,0.160419188380865,-5.16848118351457
"1477410",20200405,"13900",0.028415455353767,9.12e-05,1.368e-06,0.0284218677932257,0.933883776280606,0.160427212277716,-5.16878446304437
"1477510",20200405,"14900",0.0284134708875686,9.12e-05,1.368e-06,0.0284198833270273,0.933934987144978,0.160434666162929,-5.16906619712337
"1477610",20200405,"15900",0.0284114867762986,9.12e-05,1.368e-06,0.0284178992157573,0.933978205587951,0.160440956680187,-5.16930395892511
"1477710",20200405,"20900",0.0284095029147668,9.12e-05,1.368e-06,0.0284159153542255,0.934005409621002,0.16044491625028,-5.16945361799646
"1477810",20200405,"21900",0.0284075193414112,9.119e-05,1.36785e-06,0.0284139317808699,0.93404716745058,0.160450994103543,-5.16968334101916
"147795",20200405,"22900",0.0284055360972687,9.119e-05,1.36785e-06,0.0284119485367275,0.934104415959557,0.160459326558193,-5.16999827988983
"147801",20200405,"23900",0.0284035532824426,9.119e-05,1.36785e-06,0.0284099657219013,0.934173697517154,0.160469410304946,-5.1703794106086
