"","dia_mes_ano","hora_minuto","Vd1","Pd","Nloss","Vd2","m","x_gauss","SR"
"1031510",20200224,"900",0.0262744574751985,6.375e-05,9.5625e-07,0.0262808699146572,0.644419101907669,0.117154051216719,-3.52281295949861
"1031610",20200224,"1900",0.026277237821121,6.375e-05,9.5625e-07,0.0262836502605797,0.644514239393469,0.117168705780229,-3.52337355035558
"1031710",20200224,"2900",0.0262815500329386,6.376e-05,9.564e-07,0.0262879624723974,0.644647800966184,0.117189278465207,-3.52416052783809
"1031810",20200224,"3900",0.0262857299430942,6.376e-05,9.564e-07,0.0262921423825529,0.644774668181562,0.117208819405764,-3.52490803395757
"1031910",20200224,"4900",0.0262869322473271,6.376e-05,9.564e-07,0.0262933446867858,0.644826035275736,0.117216731143604,-3.5252106833313
"103206",20200224,"5900",0.0262894039602559,6.377e-05,9.5655e-07,0.0262958163997147,0.644910502740248,0.117229740905942,-3.52570834728932
"1032110",20200224,"10900",0.0262920066377449,6.377e-05,9.5655e-07,0.0262984190772036,0.644999817570092,0.11724349698126,-3.52623455839379
"1032210",20200224,"11900",0.0262942149065628,6.377e-05,9.5655e-07,0.0263006273460215,0.645078671103897,0.117255641588817,-3.52669912461646
"1032310",20200224,"12900",0.0262979537033296,6.377e-05,9.5655e-07,0.0263043661427883,0.64519317930543,0.117273277137626,-3.52737373280352
"1032410",20200224,"13900",0.0262993728916121,6.377e-05,9.5655e-07,0.0263057853310709,0.645250263051566,0.117282068496984,-3.52771002540672
"1032510",20200224,"14900",0.0263034168115802,6.378e-05,9.567e-07,0.026309829251039,0.645373928746313,0.117301113608513,-3.52843854860362
"103269",20200224,"15900",0.0263052727086977,6.378e-05,9.567e-07,0.0263116851481565,0.645446063114092,0.117312222390613,-3.52886348582765
"103271",20200224,"20900",0.0263073469513037,6.378e-05,9.567e-07,0.0263137593907624,0.645522017362184,0.117323919234119,-3.52931091659609
"103281",20200224,"21900",0.0263085898790439,6.378e-05,9.567e-07,0.0263150023185026,0.645578496239999,0.117332616762749,-3.5296436159782
"103291",20200224,"22900",0.0263084334347779,6.378e-05,9.567e-07,0.0263148458742366,0.645599806993583,0.117335898506144,-3.52976914962245
"103301",20200224,"23900",0.0263078396977827,6.377e-05,9.5655e-07,0.0263142521372415,0.645608436560798,0.11733722740917,-3.52981998295383
"1033110",20200224,"24900",0.0263058910147298,6.376e-05,9.564e-07,0.0263123034541885,0.645584751105659,0.11733357998071,-3.52968046111787
"1033210",20200224,"25900",0.0263035928872485,6.375e-05,9.5625e-07,0.0263100053267072,0.645552045778125,0.117328543508441,-3.52948780522851
"1033310",20200224,"30900",0.0263016886011496,6.375e-05,9.5625e-07,0.0263081010406083,0.645527902322066,0.117324825500591,-3.52934558329094
"1033410",20200224,"31900",0.026299041166298,6.374e-05,9.561e-07,0.0263054536057567,0.645485230484037,0.117318254134746,-3.52909421386163
"1033510",20200224,"32900",0.0262963948056096,6.373e-05,9.5595e-07,0.0263028072450683,0.645441833565531,0.117311571040121,-3.52883857015933
"103367",20200224,"33900",0.0262937482816344,6.371e-05,9.5565e-07,0.0263001607210931,0.645398291124117,0.117304865466112,-3.52858206616609
"103371",20200224,"34900",0.026291102665758,6.37e-05,9.555e-07,0.0262975151052167,0.645358729287035,0.117298772848749,-3.52834900885784
"103381",20200224,"35900",0.0262884573932676,6.369e-05,9.5535e-07,0.0262948698327263,0.645316961070681,0.117292340381819,-3.52810295112248
"103391",20200224,"40900",0.0262858130773747,6.368e-05,9.552e-07,0.0262922255168334,0.645275912613031,0.117286018698573,-3.52786113077467
"103401",20200224,"41900",0.026283518472339,6.367e-05,9.5505e-07,0.0262899309117978,0.64524397571733,0.117281100202396,-3.52767298562759
"1034110",20200224,"42900",0.0262808748598103,6.366e-05,9.549e-07,0.026287287299269,0.645202097271382,0.117274650584458,-3.5274262708006
"1034210",20200224,"43900",0.0262804157734722,6.366e-05,9.549e-07,0.0262868282129309,0.645234735671019,0.117279677166347,-3.52761855079299
"1034310",20200224,"44900",0.0262784274145154,6.366e-05,9.549e-07,0.0262848398539741,0.645238500433639,0.117280256968245,-3.52764072972767
"1034410",20200224,"45900",0.026275784779561,6.365e-05,9.5475e-07,0.0262821972190198,0.645224108027505,0.117278040426131,-3.52755594119503
"1034510",20200224,"50900",0.0262731427560343,6.364e-05,9.546e-07,0.026279555195493,0.645205897636248,0.11727523587389,-3.52744865967413
"103467",20200224,"51900",0.0262705010290426,6.363e-05,9.5445e-07,0.0262769134685013,0.64519350259692,0.117273326927469,-3.52737563739783
"103471",20200224,"52900",0.0262678596709017,6.363e-05,9.5445e-07,0.0262742721103604,0.645177832175433,0.117270913535017,-3.52728331867277
"103481",20200224,"53900",0.0262652189934478,6.362e-05,9.543e-07,0.0262716314329066,0.645160371928305,0.11726822448202,-3.52718045513207
"103491",20200224,"54900",0.0262625791634621,6.361e-05,9.5415e-07,0.0262689916029208,0.645139330025031,0.117264983803326,-3.52705649033218
"103501",20200224,"55900",0.0262599405961686,6.36e-05,9.54e-07,0.0262663530356273,0.645118081991998,0.117261711362061,-3.52693131043171
"1035110",20200224,"60900",0.0262573024942712,6.359e-05,9.5385e-07,0.02626371493373,0.645096927967777,0.117258453382884,-3.52680668365054
"1035210",20200224,"61900",0.0262546651877429,6.358e-05,9.537e-07,0.0262610776272017,0.645076971854742,0.117255379881767,-3.5266891135819
"1035310",20200224,"62900",0.0262525534537073,6.358e-05,9.537e-07,0.0262589658931661,0.645069156869618,0.117254176268398,-3.52664307195963
"1035410",20200224,"63900",0.026252320078555,6.357e-05,9.5355e-07,0.0262587325180137,0.645094515028424,0.117258081759593,-3.52679246801817
"1035510",20200224,"64900",0.0262534027801399,6.357e-05,9.5355e-07,0.0262598152195986,0.645145951043963,0.117266003512966,-3.52709549701759
"103567",20200224,"65900",0.0262553917836771,6.357e-05,9.5355e-07,0.0262618042231358,0.645222228021325,0.117277750890048,-3.5275448656794
"103571",20200224,"70900",0.026257892332199,6.358e-05,9.537e-07,0.0262643047716577,0.64531789704156,0.117292484525653,-3.52810846498391
"103581",20200224,"71900",0.0262597888066736,6.358e-05,9.537e-07,0.0262662012461324,0.645397344335624,0.11730471965909,-3.52857648869973
"103591",20200224,"72900",0.0262619560258744,6.358e-05,9.537e-07,0.0262683684653331,0.645480526285464,0.117317529694823,-3.52906650239187
"103601",20200224,"73900",0.026263643390931,6.358e-05,9.537e-07,0.0262700558303897,0.645550292322036,0.117328273483047,-3.52947747617038
"1036110",20200224,"74900",0.0262682851323481,6.359e-05,9.5385e-07,0.0262746975718069,0.645696410891668,0.11735077478832,-3.53033819775058
"1036210",20200224,"75900",0.0262718802852443,6.36e-05,9.54e-07,0.0262782927247031,0.645831760131792,0.117371616993509,-3.5311354512575
"1036310",20200224,"80900",0.0262754375083611,6.36e-05,9.54e-07,0.0262818499478198,0.645964346931355,0.117392033168354,-3.53191640452151
"1036410",20200224,"81900",0.0262782473852507,6.361e-05,9.5415e-07,0.0262846598247094,0.646076946163587,0.117409371085856,-3.53257960628962
"1036510",20200224,"82900",0.0262809701772281,6.361e-05,9.5415e-07,0.0262873826166869,0.646182858748678,0.11742567897898,-3.53320340559125
