"","dia_mes_ano","hora_minuto","Vd1","Pd","Nloss","Vd2","m","x_gauss","SR"
"40341",20191111,"900",0.0276131322641534,3.838e-05,5.757e-07,0.0276195447036122,0.373679803931184,0.073829147695356,-1.85807712281302
"40351",20191111,"1900",0.0276067202569233,3.837e-05,5.7555e-07,0.027613132696382,0.373632244593386,0.0738211860018639,-1.85777002758123
"40361",20191111,"2900",0.0275996408438658,3.835e-05,5.7525e-07,0.0276060532833245,0.373575555467816,0.0738116957297532,-1.8574039721596
"40371",20191111,"3900",0.0275925662619271,3.834e-05,5.751e-07,0.0275989787013858,0.37352102302903,0.0738025662989887,-1.85705183449887
"40381",20191111,"4900",0.0275854950668427,3.832e-05,5.748e-07,0.0275919075063014,0.373466979048977,0.0737935184416875,-1.85670284279708
"40391",20191111,"5900",0.0275784267034943,3.831e-05,5.7465e-07,0.0275848391429531,0.37341394324106,0.0737846391747257,-1.85636035346686
"40401",20191111,"10900",0.0275713613396828,3.829e-05,5.7435e-07,0.0275777737791416,0.373359327906477,0.0737754952617884,-1.85600765579534
"404110",20191111,"11900",0.0275642994109558,3.828e-05,5.742e-07,0.0275707118504145,0.373307917832808,0.0737668877995489,-1.85567564958683
"40427",20191111,"12900",0.0275572417886063,3.826e-05,5.739e-07,0.027563654228065,0.373260025910681,0.073758869209921,-1.85536635693692
"40431",20191111,"13900",0.0275501879063245,3.825e-05,5.7375e-07,0.0275566003457833,0.373209620909169,0.0737504296833565,-1.85504082753275
"40441",20191111,"14900",0.027543136598433,3.823e-05,5.7345e-07,0.0275495490378917,0.373157231868402,0.0737416577760863,-1.85470247711109
"40451",20191111,"15900",0.0275360890145544,3.822e-05,5.733e-07,0.0275425014540131,0.373108047726465,0.0737334223189692,-1.85438481827168
"40461",20191111,"20900",0.0275290453167073,3.82e-05,5.73e-07,0.027535457756166,0.373062307633688,0.0737257633891827,-1.85408939695338
"40471",20191111,"21900",0.0275220045949254,3.819e-05,5.7285e-07,0.0275284170343841,0.373018082150502,0.0737183579361868,-1.85380375246029
"40481",20191111,"22900",0.0275149672429676,3.818e-05,5.727e-07,0.0275213796824264,0.37296934631604,0.0737101970802128,-1.85348897006358
"40491",20191111,"23900",0.0275079328915372,3.816e-05,5.724e-07,0.0275143453309959,0.37291711916683,0.0737014514199299,-1.85315163004138
"40501",20191111,"24900",0.0275009020004191,3.815e-05,5.7225e-07,0.0275073144398778,0.372866319780745,0.0736929446652757,-1.85282350473581
"405110",20191111,"25900",0.0274938747179825,3.813e-05,5.7195e-07,0.0275002871574412,0.372817650379719,0.073684794427285,-1.85250913072097
"40527",20191111,"30900",0.0274868502442657,3.812e-05,5.718e-07,0.0274932626837244,0.372767274393757,0.0736763582313578,-1.85218372623242
"40531",20191111,"31900",0.0274798299008626,3.81e-05,5.715e-07,0.0274862423403213,0.37272121661219,0.0736686450295933,-1.85188620902404
"40541",20191111,"32900",0.0274728128492805,3.809e-05,5.7135e-07,0.0274792252887392,0.372674318389174,0.0736607909312784,-1.8515832567409
"40551",20191111,"33900",0.0274657982140494,3.807e-05,5.7105e-07,0.0274722106535082,0.372627109863004,0.0736528847137162,-1.85127829373356
"40561",20191111,"34900",0.0274587874057808,3.806e-05,5.709e-07,0.0274651998452395,0.372576044881835,0.0736443324666268,-1.85094841131722
"40571",20191111,"35900",0.0274517804694768,3.805e-05,5.7075e-07,0.0274581929089355,0.372523052587979,0.0736354572483325,-1.85060607062203
"40581",20191111,"40900",0.0274447759378942,3.803e-05,5.7045e-07,0.0274511883773529,0.372470819202394,0.0736267089443152,-1.850268624909
"40591",20191111,"41900",0.0274377761480718,3.802e-05,5.703e-07,0.0274441885875305,0.372418230686719,0.0736179009721139,-1.84992887719381
"40601",20191111,"42900",0.0274312220014146,3.8e-05,5.7e-07,0.0274376344408733,0.372370110264218,0.0736098411877829,-1.8496179887567
"406110",20191111,"43900",0.0274242274085258,3.799e-05,5.6985e-07,0.0274306398479845,0.372315674213322,0.0736007233946865,-1.84926628951596
"40627",20191111,"44900",0.027417236056142,3.797e-05,5.6955e-07,0.0274236484956007,0.372263216404433,0.0735919367556021,-1.84892736338172
"40631",20191111,"45900",0.0274102473760029,3.796e-05,5.694e-07,0.0274166598154616,0.372211297589834,0.0735832402114427,-1.84859191203824
"40641",20191111,"50900",0.0274032634541255,3.794e-05,5.691e-07,0.0274096758935842,0.372157245181572,0.0735741860876686,-1.8482426673388
"40651",20191111,"51900",0.0273962845762464,3.793e-05,5.6895e-07,0.0274026970157052,0.372108370180926,0.0735659990398775,-1.84792686795904
"40661",20191111,"52900",0.0273893107304763,3.791e-05,5.6865e-07,0.0273957231699351,0.372055189759367,0.0735570906048024,-1.84758324204147
"40671",20191111,"53900",0.0273823369945457,3.79e-05,5.685e-07,0.0273887494340044,0.372003799247657,0.0735484818189391,-1.84725117409371
"40681",20191111,"54900",0.0273753752830299,3.788e-05,5.682e-07,0.0273817877224886,0.371949344423811,0.073539359510441,-1.84689929750387
"40691",20191111,"55900",0.0273684116621681,3.787e-05,5.6805e-07,0.0273748241016268,0.371891432245189,0.0735296577997857,-1.84652507100326
"40701",20191111,"60900",0.0273614572199049,3.785e-05,5.6775e-07,0.0273678696593636,0.371837464520282,0.0735206166742314,-1.8461763249356
"407110",20191111,"61900",0.027354496279751,3.784e-05,5.676e-07,0.0273609087192097,0.371782468197947,0.073511403023274,-1.84582092351645
"40727",20191111,"62900",0.0273475341778379,3.782e-05,5.673e-07,0.0273539466172966,0.37172510553874,0.073501792713114,-1.84545022110853
"40731",20191111,"63900",0.0273405860599988,3.781e-05,5.6715e-07,0.0273469984994576,0.371665821896746,0.0734918603312307,-1.84506709474652
"40741",20191111,"64900",0.0273341800843141,3.779e-05,5.6685e-07,0.0273405925237728,0.371617597028425,0.0734837805579437,-1.84475542950052
"40751",20191111,"65900",0.0273291029713756,3.778e-05,5.667e-07,0.0273355154108343,0.371587021896948,0.0734786578040901,-1.84455782669258
"40761",20191111,"70900",0.0273237055534626,3.777e-05,5.6655e-07,0.0273301179929213,0.371552711525557,0.0734729091475159,-1.84433608041689
"40771",20191111,"71900",0.0273191948497552,3.776e-05,5.664e-07,0.0273256072892139,0.371533197452215,0.0734696395546148,-1.84420996042348
"40781",20191111,"72900",0.027316453956468,3.775e-05,5.6625e-07,0.0273228663959268,0.371536690430802,0.0734702248068781,-1.84423253571905
"40791",20191111,"73900",0.0273151498867549,3.774e-05,5.661e-07,0.0273215623262136,0.371562803021254,0.0734745999724599,-1.84440130161094
"40801",20191111,"74900",0.0273110863596485,3.773e-05,5.6595e-07,0.0273174987991072,0.371551553584268,0.0734727151345966,-1.84432859664037
"408110",20191111,"75900",0.0273108883498866,3.773e-05,5.6595e-07,0.0273173007893453,0.371594440424675,0.0734799007577742,-1.8446057718438
"40827",20191111,"80900",0.0273082637098371,3.772e-05,5.658e-07,0.0273146761492958,0.371601416394664,0.0734810695586837,-1.84465085665036
"40831",20191111,"81900",0.027308066769521,3.771e-05,5.6565e-07,0.0273144792089797,0.371641557971971,0.0734877950832991,-1.84491028389579
"40841",20191111,"82900",0.0273073186130927,3.771e-05,5.6565e-07,0.0273137310525514,0.371676936765384,0.0734937225348422,-1.84513892643066
"40851",20191111,"83900",0.0273067912638947,3.77e-05,5.655e-07,0.0273132037033534,0.371716631958809,0.073500373064277,-1.84539546037134
"40861",20191111,"84900",0.0273031779513799,3.769e-05,5.6535e-07,0.0273095903908386,0.371714290246715,0.0734999807370359,-1.8453803269586
"40871",20191111,"85900",0.0273013290626692,3.769e-05,5.6535e-07,0.0273077415021279,0.371741462533492,0.0735045331215764,-1.84555592805365
"40881",20191111,"90900",0.0272977187419002,3.768e-05,5.652e-07,0.027304131181359,0.371749836263688,0.073505936027482,-1.84561004292537
"40891",20191111,"91900",0.027293560792005,3.767e-05,5.6505e-07,0.0272999732314637,0.371745025888324,0.0735051301143573,-1.84557895610531
"40901",20191111,"92900",0.0272906159781969,3.766e-05,5.649e-07,0.0272970284176557,0.371753098554447,0.0735064825791294,-1.84563112528587
