"","dia_mes_ano","hora_minuto","Vd1","Pd","Nloss","Vd2","m","x_gauss","SR"
"20181",20191026,"900",0.0262490909902814,1.739e-05,2.6085e-07,0.0262555034297402,0.158773415623612,0.0357493328018324,-0.385854231625217
"20191",20191026,"1900",0.0262487683606105,1.739e-05,2.6085e-07,0.0262551808000692,0.15883237558982,0.0357605807232588,-0.386289895606476
"20201",20191026,"2900",0.026250681589103,1.739e-05,2.6085e-07,0.0262570940285617,0.158902886943811,0.0357740314910117,-0.386810881629775
"20216",20191026,"3900",0.0262472271887388,1.738e-05,2.607e-07,0.0262536396281975,0.158939572021357,0.0357810291873212,-0.387081921868723
"20221",20191026,"4900",0.0262491396764155,1.738e-05,2.607e-07,0.0262555521158742,0.159007421024636,0.0357939707677222,-0.38758318491108
"20231",20191026,"5900",0.0262559660478981,1.738e-05,2.607e-07,0.0262623784873569,0.159106128603953,0.0358127968353237,-0.388312369515894
"20241",20191026,"10900",0.0262616688408309,1.738e-05,2.607e-07,0.0262680812802896,0.159193839547185,0.0358295240658582,-0.388960259649682
"20251",20191026,"11900",0.0262593304301882,1.738e-05,2.607e-07,0.0262657428696469,0.159233814228412,0.0358371471141654,-0.389255520330689
"20261",20191026,"12900",0.0262552094716226,1.737e-05,2.6055e-07,0.0262616219110813,0.159265891302755,0.0358432639018919,-0.389492439466926
"20271",20191026,"13900",0.0262537693414321,1.737e-05,2.6055e-07,0.0262601817808908,0.159332188324966,0.0358559055064554,-0.389982081441419
"20281",20191026,"14900",0.0262556734446627,1.738e-05,2.607e-07,0.0262620858841215,0.159440725347415,0.0358765997569237,-0.390783622218662
"20291",20191026,"15900",0.0262560163096066,1.738e-05,2.607e-07,0.0262624287490653,0.159594281690977,0.0359058739584919,-0.391917484217972
"20301",20191026,"20900",0.0262565811182781,1.739e-05,2.6085e-07,0.0262629935577368,0.159752768903315,0.0359360836779041,-0.393087578630666
"20314",20191026,"21900",0.0262529168924084,1.74e-05,2.61e-07,0.0262593293318671,0.159866718266081,0.0359578010770449,-0.393928743675293
"20321",20191026,"22900",0.0262488117127043,1.741e-05,2.6115e-07,0.026255224152163,0.160023013650836,0.0359875852825173,-0.395082352630189
"20331",20191026,"23900",0.0262467123848734,1.741e-05,2.6115e-07,0.0262531248243321,0.160187200994542,0.0360188686240408,-0.396294023817514
