"","dia_mes_ano","hora_minuto","Vd1","Pd","Nloss","Vd2","m","x_gauss","SR"
"88757",20200201,"900",0.0266719463506847,5.982e-05,8.973e-07,0.0266783587901434,0.600820503212239,0.110402610763728,-3.26434467334118
"88761",20200201,"1900",0.0266688260910164,5.982e-05,8.973e-07,0.0266752385304751,0.600937589260545,0.110420840084731,-3.26504308375907
"88771",20200201,"2900",0.026665706221915,5.983e-05,8.9745e-07,0.0266721186613737,0.601053140855761,0.110438829972454,-3.26573231813874
"88781",20200201,"3900",0.0266625871776198,5.983e-05,8.9745e-07,0.0266689996170785,0.60115622535572,0.110454878449095,-3.26634717023968
"88791",20200201,"4900",0.0266594689521929,5.983e-05,8.9745e-07,0.0266658813916516,0.601245131574373,0.11046871927466,-3.26687744066799
"88801",20200201,"5900",0.0266563523398273,5.983e-05,8.9745e-07,0.0266627647792861,0.601323220155004,0.110480875764046,-3.26734317938357
"888110",20200201,"10900",0.0266532352494504,5.983e-05,8.9745e-07,0.0266596476889092,0.601398111316765,0.110492534266764,-3.26778983808761
"888210",20200201,"11900",0.026651084456145,5.984e-05,8.976e-07,0.0266574968956037,0.601478627146695,0.110505068128974,-3.26827003214185
"888310",20200201,"12900",0.0266498486584525,5.984e-05,8.976e-07,0.0266562610979113,0.601552211191466,0.110516522699311,-3.26870887548454
"888410",20200201,"13900",0.0266491710755567,5.983e-05,8.9745e-07,0.0266555835150154,0.601572822227098,0.110519731108627,-3.26883179469896
"88857",20200201,"14900",0.0266476808670101,5.982e-05,8.973e-07,0.0266540933064689,0.601560106613726,0.110517751739311,-3.26875596195305
"88861",20200201,"15900",0.0266460391614153,5.981e-05,8.9715e-07,0.026652451600874,0.601542038561927,0.110514939174472,-3.26864820812161
"88871",20200201,"20900",0.026643735130914,5.98e-05,8.97e-07,0.0266501475703727,0.601505945518172,0.110509320709084,-3.26843295557773
"88881",20200201,"21900",0.0266413819404454,5.979e-05,8.9685e-07,0.0266477943799042,0.601470763279231,0.110503843975634,-3.26822313275751
"88891",20200201,"22900",0.0266388276840542,5.978e-05,8.967e-07,0.026645240123513,0.601430421757866,0.110497564049048,-3.26798253795211
"88901",20200201,"23900",0.0266374414058528,5.978e-05,8.967e-07,0.0266438538453115,0.60141792341263,0.110495618430381,-3.26790799788168
"889110",20200201,"24900",0.0266370197488929,5.977e-05,8.9655e-07,0.0266434321883516,0.601426780771887,0.11049699725703,-3.2679608231571
"889210",20200201,"25900",0.0266360906578945,5.976e-05,8.964e-07,0.0266425030973533,0.601431532628807,0.110497736978141,-3.26798916316802
"889310",20200201,"30900",0.0266355170562398,5.976e-05,8.964e-07,0.0266419294956985,0.601440818352475,0.110499182483278,-3.26804454298735
"889410",20200201,"31900",0.026634994450711,5.975e-05,8.9625e-07,0.0266414068901697,0.601446051058857,0.110499997055226,-3.26807575064955
"88957",20200201,"32900",0.0266345226483677,5.974e-05,8.961e-07,0.0266409350878264,0.601449697180179,0.110500564643885,-3.26809749595086
"88961",20200201,"33900",0.026634152447952,5.974e-05,8.961e-07,0.0266405648874107,0.6014512826384,0.110500811450678,-3.26810695154427
"88971",20200201,"34900",0.0266343393011602,5.973e-05,8.9595e-07,0.0266407517406189,0.601459994113929,0.11050216755612,-3.2681589062708
"88981",20200201,"35900",0.0266349318824597,5.973e-05,8.9595e-07,0.0266413443219185,0.601477047390973,0.110504822211592,-3.26826061063214
"88991",20200201,"40900",0.0266354738536879,5.972e-05,8.958e-07,0.0266418862931466,0.601492942769183,0.110507296608516,-3.26835540892852
"89001",20200201,"41900",0.0266342417550834,5.971e-05,8.9565e-07,0.0266406541945422,0.601468877577951,0.110503550431727,-3.26821188659221
"890110",20200201,"42900",0.0266336182504845,5.97e-05,8.955e-07,0.0266400306899432,0.60145697760048,0.110501697979258,-3.26814091597718
"890210",20200201,"43900",0.0266328933800616,5.97e-05,8.955e-07,0.0266393058195204,0.601442958786092,0.110499515683297,-3.26805730845787
"890310",20200201,"44900",0.0266325234992032,5.969e-05,8.9535e-07,0.0266389359386619,0.601437093521297,0.110498602640608,-3.26802232820693
"890410",20200201,"45900",0.0266323056101059,5.968e-05,8.952e-07,0.0266387180495646,0.601435586092703,0.110498367979772,-3.26801333794163
"89057",20200201,"50900",0.0266306689393121,5.967e-05,8.9505e-07,0.0266370813787708,0.601404454162621,0.110493521663958,-3.2678276670392
"89061",20200201,"51900",0.0266286275770868,5.966e-05,8.949e-07,0.0266350400165455,0.601362640772391,0.110487012502132,-3.26757828926165
"89071",20200201,"52900",0.0266263839502578,5.965e-05,8.9475e-07,0.0266327963897166,0.601315858674275,0.11047972977115,-3.26729927422367
"89081",20200201,"53900",0.0266243940964681,5.964e-05,8.946e-07,0.0266308065359269,0.601275453882816,0.110473439747916,-3.2670582913139
"89091",20200201,"54900",0.0266223538349577,5.963e-05,8.9445e-07,0.0266287662744164,0.601234404142956,0.110467049256126,-3.26681345891717
"891010",20200201,"55900",0.0266205165254003,5.962e-05,8.943e-07,0.0266269289648591,0.601199155109913,0.110461561746593,-3.26660322128317
"891110",20200201,"60900",0.026618881946519,5.961e-05,8.9415e-07,0.0266252943859777,0.601169393060977,0.110456928403163,-3.26642570828874
"891210",20200201,"61900",0.026617906103881,5.96e-05,8.94e-07,0.0266243185433398,0.601153454581432,0.110454447092878,-3.26633064407185
"891310",20200201,"62900",0.026616626853706,5.959e-05,8.9385e-07,0.0266230392931647,0.601130649483533,0.110450896766623,-3.2661946235136
"891410",20200201,"63900",0.0266165118961247,5.958e-05,8.937e-07,0.0266229243355834,0.601134673056494,0.110451523163004,-3.26621862210045
"891510",20200201,"64900",0.0266165997233194,5.958e-05,8.937e-07,0.0266230121627781,0.601145003524938,0.110453131424198,-3.26628023801581
"891610",20200201,"65900",0.0266154728034653,5.957e-05,8.9355e-07,0.026621885242924,0.601128568239339,0.110450572754892,-3.26618220992896
"891710",20200201,"70900",0.0266138905182481,5.956e-05,8.934e-07,0.0266203029577068,0.601100368694906,0.11044618258367,-3.2660140129623
"891810",20200201,"71900",0.0266131695092901,5.955e-05,8.9325e-07,0.0266195819487488,0.601093113037531,0.110445053000825,-3.26597073617092
"89194",20200201,"72900",0.0266128535129832,5.955e-05,8.9325e-07,0.0266192659524419,0.601098026322458,0.110445817916219,-3.26600004175519
