"","dia_mes_ano","hora_minuto","Vd1","Pd","Nloss","Vd2","m","x_gauss","SR"
"1606110",20200419,"900",0.0280968763492883,9.75e-05,1.4625e-06,0.028103288788747,0.999370674775984,0.169909347008779,-5.52662524977105
"1606210",20200419,"1900",0.0280974482138853,9.751e-05,1.46265e-06,0.028103860653344,0.999451633635682,0.169921009452801,-5.52706467559402
"1606310",20200419,"2900",0.0280981885241294,9.751e-05,1.46265e-06,0.0281046009635881,0.99953798306018,0.169933448270025,-5.52753335223688
"1606410",20200419,"3900",0.028098928194879,9.751e-05,1.46265e-06,0.0281053406343378,0.999621038892313,0.169945412483486,-5.5279841446269
"1606510",20200419,"4900",0.0280990524074792,9.751e-05,1.46265e-06,0.0281054648469379,0.999683200113335,0.169954366723655,-5.52832152484753
"1606610",20200419,"5900",0.0280976087471144,9.751e-05,1.46265e-06,0.0281040211865731,0.99968898830436,0.169955200500449,-5.52835294005705
"1606710",20200419,"10900",0.0280965017348525,9.75e-05,1.4625e-06,0.0281029141743112,0.999706420485555,0.169957711565187,-5.52844755240479
"1606810",20200419,"11900",0.028095311341555,9.75e-05,1.4625e-06,0.0281017237810137,0.999722982864261,0.169960097330727,-5.52853744363202
"1606910",20200419,"12900",0.028094541298178,9.749e-05,1.46235e-06,0.0281009537376367,0.999751531080722,0.169964209609381,-5.52869238650488
"160701",20200419,"13900",0.0280930986617022,9.749e-05,1.46235e-06,0.0280995111011609,0.999759321573304,0.169965331801637,-5.52873466854654
"1607110",20200419,"14900",0.028092299874012,9.748e-05,1.4622e-06,0.0280987123134707,0.999791627194081,0.16996998529512,-5.52891000304122
"1607210",20200419,"15900",0.0280914457642831,9.748e-05,1.4622e-06,0.0280978582037418,0.99982121173055,0.169974246807317,-5.52907056820763
"1607310",20200419,"20900",0.0280911797017736,9.748e-05,1.4622e-06,0.0280975921412323,0.999866817158427,0.169980816015236,-5.52931808222897
"1607410",20200419,"21900",0.0280913049648442,9.748e-05,1.4622e-06,0.0280977174043029,0.999926380394466,0.169989395698793,-5.52964134593697
"1607510",20200419,"22900",0.0280915424120564,9.748e-05,1.4622e-06,0.0280979548515151,0.999989285317486,0.169998456645153,-5.5299827415509
"1607610",20200419,"23900",0.0280927025006829,9.748e-05,1.4622e-06,0.0280991149401416,1.00008351469639,0.17001202946368,-5.53049413216068
"1607710",20200419,"24900",0.02809425332296,9.749e-05,1.46235e-06,0.0281006657624187,1.00018986444595,0.170027347868243,-5.53107128934853
"1607810",20200419,"25900",0.0280963352569865,9.749e-05,1.46235e-06,0.0281027476964452,1.00031823555968,0.170045837854626,-5.53176793939166
"1607910",20200419,"30900",0.0280972421995416,9.75e-05,1.4625e-06,0.0281036546390003,1.00040488631057,0.170058318426484,-5.53223816932883
"160801",20200419,"31900",0.0280982613219062,9.75e-05,1.4625e-06,0.0281046737613649,1.00049216238744,0.170070888899089,-5.53271178443467
"1608110",20200419,"32900",0.0281010701643623,9.751e-05,1.46265e-06,0.028107482603821,1.00064828856788,0.170093375512735,-5.5335590028916
"1608210",20200419,"33900",0.0281041575237745,9.752e-05,1.4628e-06,0.0281105699632332,1.00081478181877,0.170117354689319,-5.53446244885899
"1608310",20200419,"34900",0.0281064055825647,9.753e-05,1.46295e-06,0.0281128180220234,1.00095102962554,0.170136977315128,-5.53520175075292
"1608410",20200419,"35900",0.028107758691577,9.753e-05,1.46295e-06,0.0281141711310357,1.00105599041259,0.170152093656473,-5.53577127054315
"1608510",20200419,"40900",0.0281086929685265,9.753e-05,1.46295e-06,0.0281151054079852,1.00114700390686,0.170165201127572,-5.53626510222975
"1608610",20200419,"41900",0.0281113878903045,9.754e-05,1.4631e-06,0.0281178003297632,1.00129962759969,0.170187181093176,-5.53709320542332
"1608710",20200419,"42900",0.0281141101121747,9.755e-05,1.46325e-06,0.0281205225516334,1.00145302252275,0.170209271611348,-5.53792546748287
"1608810",20200419,"43900",0.0281155182775329,9.755e-05,1.46325e-06,0.0281219307169916,1.00155816155065,0.170224412463344,-5.53849589669208
"1608910",20200419,"44900",0.0281168706132125,9.756e-05,1.4634e-06,0.0281232830526712,1.00166402324576,0.170239657139926,-5.53907023450553
"160901",20200419,"45900",0.0281182230681927,9.756e-05,1.4634e-06,0.0281246355076514,1.00177155731749,0.170255142396222,-5.53965363302277
"1609110",20200419,"50900",0.0281197011413307,9.757e-05,1.46355e-06,0.0281261135807895,1.00188327834604,0.170271230319087,-5.54025973341358
"1609210",20200419,"51900",0.0281211095838992,9.757e-05,1.46355e-06,0.0281275220233579,1.00199816542441,0.170287773870118,-5.54088299578976
"1609310",20200419,"52900",0.0281233277128128,9.758e-05,1.4637e-06,0.0281297401522715,1.00215030054708,0.170309680632769,-5.54170830660241
"1609410",20200419,"53900",0.0281249027753581,9.759e-05,1.46385e-06,0.0281313152148169,1.00228336700263,0.170328841178132,-5.5424301519483
"1609510",20200419,"54900",0.0281273155512458,9.76e-05,1.464e-06,0.0281337279907046,1.00244775849441,0.170352511751243,-5.543321899446
"1609610",20200419,"55900",0.028129728297673,9.761e-05,1.46415e-06,0.0281361407371318,1.00261527692131,0.170376631958986,-5.54423057874526
"1609710",20200419,"60900",0.0281318897051837,9.762e-05,1.4643e-06,0.0281383021446424,1.00277836952226,0.170400114321203,-5.54511522134924
"1609810",20200419,"61900",0.0281348064921861,9.763e-05,1.46445e-06,0.0281412189316448,1.00296551072003,0.170427058524577,-5.54613027193057
"1609910",20200419,"62900",0.0281374422260777,9.764e-05,1.4646e-06,0.0281438546655364,1.0031367958531,0.170451719131607,-5.54705928597511
"1610010",20200419,"63900",0.0281391287923628,9.765e-05,1.46475e-06,0.0281455412318215,1.0032702977099,0.170470939483059,-5.54778334937161
"1610139",20200419,"64900",0.0281407868878035,9.766e-05,1.4649e-06,0.0281471993272622,1.00340065643646,0.170489706939094,-5.54849034684751
"1610210",20200419,"65900",0.0281432821026665,9.766e-05,1.4649e-06,0.0281496945421253,1.00355775155348,0.170512323079144,-5.54934232385949
"1610310",20200419,"70900",0.0281470888967054,9.768e-05,1.4652e-06,0.0281535013361641,1.00376300761296,0.170541871876768,-5.55045545246254
"1610410",20200419,"71900",0.0281505611200822,9.769e-05,1.46535e-06,0.0281569735595409,1.00395540665565,0.170569568932004,-5.55149881415218
"1610510",20200419,"72900",0.0281538931683636,9.77e-05,1.4655e-06,0.0281603056078223,1.00413789546252,0.170595838597355,-5.55248839625375
"1610610",20200419,"73900",0.0281557191064601,9.771e-05,1.46565e-06,0.0281621315459188,1.0042678010421,0.170614538347228,-5.55319281313809
"1610710",20200419,"74900",0.0281587152978156,9.772e-05,1.4658e-06,0.0281651277372743,1.0044344379659,0.170638524988565,-5.5540963798817
"1610810",20200419,"75900",0.0281600382082708,9.772e-05,1.4658e-06,0.0281664506477295,1.0045366932997,0.170653243886559,-5.5546508309491
