dia_mes_ano,hora_minuto,irr,temp,rainfall,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,vento_dir,vento_vel,n
20191026,000100,0,26.06,0,3.92,0.13,0,0,32.36,0.09,0,0,0.45,70.71,9.03,14
20191026,001500,0,26.16,0,3.87,0.13,0,0,31.9,0.09,0,0,0.45,66,9.22,15
20191026,003000,0,26.13,0,3.65,0.12,0,0,30.07,0.08,0,0,0.44,60,6.65,15
20191026,004500,0,26.32,0,3.61,0.12,0,0,29.82,0.08,0,0,0.44,63,11.53,15
20191026,010000,0,26.58,0,3.4,0.11,0,0,28.01,0.08,0,0,0.45,27,9.66,15
20191026,011500,0,25.94,0,3.57,0.12,0,0,29.48,0.08,0,0,0.46,42,6.12,15
20191026,013000,0,25.82,0,5.22,0.17,0,0,43.08,0.12,0,0,0.44,45,8.6,15
20191026,014500,0,25.92,0,8.49,0.28,0,0,70.05,0.19,0,0,0.44,66,7.8,15
20191026,020000,0,25.72,0,9.32,0.31,0,0,76.9,0.21,0,0,0.44,66,7.98,15
20191026,021500,0,25.1,0,10.72,0.36,0,0,88.4,0.24,0,0,0.46,48,5.23,15
20191026,023000,0,25.14,0,11.51,0.38,0,0,94.93,0.26,0,0,0.46,54,6.56,15
20191026,024500,0,24.97,0,9.58,0.32,0,0,79.03,0.22,0,0,0.47,27,4.52,15
20191026,030000,0,24.72,0,6.3,0.21,0,0,52,0.14,0,0,0.45,21,5.94,15
20191026,031500,0,24.64,0,5.44,0.18,0,0,44.89,0.12,0,0,0.45,24,3.81,15
20191026,033000,0,24.77,0,5.1,0.17,0,0,42.11,0.12,0,0,0.46,12,0.35,15
20191026,034500,0,23.9,0,5.08,0.17,0,0,41.94,0.11,0,0,0.45,176.79,0,14
20191026,040000,0.08,23.41,0,5.32,0.18,0,0,43.9,0.12,0,0,0.45,177,0.27,15
20191026,041500,0,22.57,0,7.46,0.25,0,0,61.55,0.17,0,0,0.46,180,0,15
20191026,043000,0,22.21,0,8.23,0.27,0,0,67.91,0.19,0,0,0.46,138,1.68,15
20191026,044500,0,22.65,0,6.97,0.23,0,0,57.54,0.16,0,0,0.46,36,2.39,15
20191026,050000,3.73,23.55,0,5.85,0.2,0,0,48.26,0.13,0,0,0.46,54,1.68,15
20191026,051500,32.62,25.35,0,5.8,0.19,0,0,47.81,0.13,0,0,0.46,66,2.39,15
20191026,053000,60.67,27.13,0,5.71,0.19,0,0,47.11,0.13,0,0,0.48,139,1.24,15
20191026,054500,80.5,27.65,0,4.61,0.15,0,0,38.07,0.11,0,0,0.46,22.33,2.75,15
20191026,060000,86.24,27.97,0,4.58,0.15,0,0,37.83,0.1,0,0,0.45,39,1.86,15
20191026,061500,195.3,29.07,0,3.79,0.12,0,0,31.26,0.09,0,0,0.44,44.67,5.41,15
20191026,063000,282.32,30.82,0,4.01,0.13,0,0,33.05,0.09,0,0,0.44,65.67,6.47,15
20191026,064500,270.45,31.05,0,3.68,0.12,0,0,30.4,0.08,0,0,0.44,88,5.23,15
20191026,070000,408.61,34.17,0,3.35,0.11,0,0,27.63,0.08,0,0,0.44,191.33,4.08,15
20191026,071500,440.05,35.37,0,3.12,0.1,0,0,25.76,0.07,0,0,0.43,212.33,6.56,15
20191026,073000,496.93,35.56,0,3.49,0.12,0,0,28.8,0.08,0,0,0.42,195.67,6.12,15
20191026,074500,573.39,37.02,0,2.89,0.1,0,0,23.82,0.06,0,0,0.44,206.33,6.65,15
20191026,080000,619.83,37,0,2.79,0.09,0,0,23,0.06,0,0,0.43,226.67,6.65,15
20191026,081500,669.75,35.96,0,2.78,0.09,0,0,22.9,0.06,0,0,0.42,125,8.74,14
20191026,083000,719.11,35.34,0,3,0.1,0,0,24.73,0.07,0,0,0.42,174.33,11.97,15
20191026,084500,766.73,35.35,0,2.84,0.09,0,0,23.44,0.06,0,0,0.43,132.67,11.97,15
20191026,090000,787.08,36.99,0,2.82,0.09,0,0,23.29,0.06,0,0,0.43,169,8.6,15
20191026,091500,861.84,37.46,0,2.62,0.09,0,0,21.59,0.06,0,0,0.43,161.33,8.33,15
20191026,093000,748.21,36.18,0,2.79,0.09,0,0,23.02,0.06,0,0,0.42,121,10.2,15
20191026,094500,915.91,35.54,0,2.65,0.09,0,0,21.85,0.06,0,0,0.43,16.07,15.01,14
20191026,100000,959.17,35.73,0,2.65,0.09,0,0,21.91,0.06,0,0,0.43,3,15.78,15
20191026,101500,999.48,35.39,0,2.59,0.09,0,0,21.39,0.06,0,0,0.43,43.33,17.02,15
20191026,103000,658.58,35.24,0,2.59,0.09,0,0,21.34,0.06,0,0,0.43,50.67,11.44,15
20191026,104500,1059.36,36.6,0,2.57,0.09,0,0,21.24,0.06,0,0,0.44,92.67,11.53,15
20191026,110000,731.9,35.97,0,2.44,0.08,0,0,20.12,0.05,0,0,0.42,80.67,11.26,15
20191026,111500,910.24,36.72,0,2.47,0.08,0,0,20.38,0.06,0,0,0.41,130,10.82,15
20191026,113000,598.69,35.11,0,2.57,0.09,0,0,21.19,0.06,0,0,0.42,22.33,13.12,15
20191026,114500,797.13,35.65,0,2.55,0.08,0,0,21.03,0.06,0,0,0.44,87,8.25,15
20191026,120100,1046.74,36.71,0,2.56,0.09,0,0,21.11,0.06,0,0,0.43,155,10.74,14
