dia_mes_ano,hora_minuto,irr,temp,rainfall,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,vento_dir,vento_vel,n
20191104,000100,0,26.09,0,7.7,0.26,0,0,63.53,0.17,0,0,0.44,3.21,7.03,14
20191104,001500,0,26,0,7.26,0.24,0,0,59.85,0.16,0,0,0.44,70,8.25,15
20191104,003000,0,25.76,0,7.51,0.25,0,0,62,0.17,0,0,0.45,9,8.25,15
20191104,004600,0,25.71,0,9.13,0.3,0,0,75.36,0.21,0,0,0.46,0,7.51,14
20191104,010000,0,25.64,0,7.83,0.26,0,0,64.57,0.18,0,0,0.44,36,9.04,15
20191104,011500,0,25.62,0,6.02,0.2,0,0,49.71,0.14,0,0,0.44,31.33,11.79,15
20191104,013000,0,25.45,0,5.56,0.18,0,0,45.88,0.13,0,0,0.45,85,8.69,15
20191104,014500,0,25.36,0,5.73,0.19,0,0,47.3,0.13,0,0,0.44,80.67,8.69,15
20191104,020000,0,25.17,0,5.77,0.19,0,0,47.65,0.13,0,0,0.45,52.33,7.45,15
20191104,021500,0,25.21,0,5.53,0.18,0,0,45.63,0.13,0,0,0.44,53.67,7.89,15
20191104,023000,0,25.01,0,5.48,0.18,0,0,45.2,0.12,0,0,0.44,85,6.12,15
20191104,024500,0,25.01,0,5.21,0.17,0,0,42.99,0.12,0,0,0.44,22.33,7.27,15
20191104,030100,0,25.04,0,5.17,0.17,0,0,42.65,0.12,0,0,0.45,3.46,7.47,13
20191104,031500,0,24.92,0,6.24,0.21,0,0,51.49,0.14,0,0,0.44,6,7,15
20191104,033000,0,24.76,0,6.22,0.21,0,0,51.3,0.14,0,0,0.43,44.67,6.3,15
20191104,034500,0,24.76,0,5.95,0.2,0,0,49.06,0.13,0,0,0.43,56.67,7.45,15
20191104,040000,0,24.61,0,5.79,0.19,0,0,47.78,0.13,0,0,0.45,6,7.45,15
20191104,041500,0,24.46,0,5.68,0.19,0,0,46.88,0.13,0,0,0.44,56.67,3.81,15
20191104,043000,0,24.03,0,5.59,0.19,0,0,46.08,0.13,0,0,0.45,152.67,1.15,15
20191104,044500,0,23.92,0,5.39,0.18,0,0,44.46,0.12,0,0,0.44,79.33,1.86,15
20191104,050000,0.08,24.29,0,5.55,0.18,0,0,45.76,0.12,0,0,0.45,0,4.79,15
20191104,051500,13.8,24.6,0,5.45,0.18,0,0,44.94,0.12,0,0,0.44,25.33,6.74,15
20191104,053000,50.1,15.46,0,5.01,0.17,0,0,41.37,0.11,0,0,0.43,71.67,7.98,15
20191104,054500,111.42,27.3,0,4.63,0.15,0,0,38.21,0.11,0,0,0.44,43.33,7.36,15
20191104,060000,185.26,28.72,0,4.38,0.15,0,0,36.13,0.1,0,0,0.43,54,6.92,15
20191104,061500,240.57,28.99,0,4.22,0.14,0,0,34.79,0.1,0,0,0.42,80.67,8.51,15
20191104,063000,301.11,8.16,0,4.58,0.15,0,0,37.81,0.1,0,0,0.43,28.33,11.44,15
20191104,064500,362.95,29.85,0,4.59,0.15,0,0,37.89,0.1,0,0,0.43,98.67,10.55,15
20191104,070000,419.7,30.34,0,4.48,0.15,0,0,36.95,0.1,0,0,0.44,53.67,12.15,15
20191104,071500,477.76,30.76,0,4.16,0.14,0,0,34.3,0.1,0,0,0.43,79.33,12.59,15
20191104,073000,537.9,31.55,0,5.06,0.17,0,0,41.69,0.11,0,0,0.44,106,12.24,15
