dia_mes_ano,hora_minuto,irr,temp,rainfall,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,vento_dir,vento_vel,n
20191031,000100,0,27.98,0,4.55,0.15,0,0,37.56,0.1,0,0,0.44,102.86,3.8,14
20191031,001500,0,17.35,0,4.31,0.14,0,0,35.54,0.1,0,0,0.44,81,3.46,15
20191031,003000,0,17.2,0,4.53,0.15,0,0,37.39,0.1,0,0,0.44,81,5.14,15
20191031,004500,0,27.52,0,4.44,0.15,0,0,36.63,0.1,0,0,0.44,57,5.76,15
20191031,010000,0.47,27.47,0,4.46,0.15,0,0,36.8,0.1,0,0,0.44,57,7.63,15
20191031,011500,0,26.93,0,4.7,0.16,0,0,38.78,0.11,0,0,0.44,54,6.83,15
20191031,013000,0,27.1,0,4.67,0.15,0,0,38.53,0.11,0,0,0.45,48,11.62,15
20191031,014500,0,27.05,0,4.69,0.16,0,0,38.72,0.11,0,0,0.44,60,8.42,15
20191031,020000,0,26.98,0,4.6,0.15,0,0,37.95,0.1,0,0,0.44,12,8.87,15
20191031,021500,0,16.49,0,4.54,0.15,0,0,37.42,0.1,0,0,0.45,36,8.96,15
20191031,023000,0,26.71,0,4.46,0.15,0,0,36.75,0.1,0,0,0.43,33,7.89,15
20191031,024500,0,26.67,0,4.15,0.14,0,0,34.25,0.09,0,0,0.43,30,7.27,15
20191031,030000,0,26.92,0,3.93,0.13,0,0,32.4,0.09,0,0,0.44,48.21,8.08,14
20191031,031500,0,27.05,0,3.66,0.12,0,0,30.17,0.08,0,0,0.45,60,7.54,15
20191031,033000,0,27.02,0,3.52,0.12,0,0,29.01,0.08,0,0,0.44,33,7.8,15
20191031,034500,0,27.26,0,3.15,0.1,0,0,25.99,0.07,0,0,0.44,39,7.98,15
20191031,040000,0,27.15,0,3.14,0.11,0,0,25.93,0.07,0,0,0.45,36,8.42,15
20191031,041500,0,27.24,0,3.03,0.1,0,0,24.98,0.07,0,0,0.44,39,7.45,15
20191031,043000,0,27.38,0,2.98,0.1,0,0,24.59,0.07,0,0,0.43,30,7.98,15
20191031,044500,0,27.25,0,2.91,0.1,0,0,23.98,0.07,0,0,0.44,33,8.07,15
20191031,050000,1.17,27.7,0,2.95,0.1,0,0,24.36,0.07,0,0,0.44,48,9.4,15
20191031,051500,28.7,28.67,0,2.95,0.1,0,0,24.32,0.07,0,0,0.45,27,10.02,15
20191031,053000,77.23,30.25,0,2.83,0.09,0,0,23.32,0.06,0,0,0.43,15,9.04,15
20191031,054500,125.63,31.36,0,2.84,0.09,0,0,23.47,0.07,0,0,0.44,33,10.29,15
20191031,060000,179.78,31.9,0,2.98,0.1,0,0,24.59,0.07,0,0,0.43,18,11.08,15
20191031,061500,235.62,32.01,0,2.83,0.09,0,0,23.38,0.06,0,0,0.43,24,13.65,15
20191031,063000,295.24,32.53,0,2.89,0.09,0,0,23.86,0.06,0,0,0.43,15,12.59,15
20191031,064500,353.82,32.77,0,3.06,0.1,0,0,25.21,0.07,0,0,0.44,24,15.87,15
20191031,070000,417.35,33.63,0,2.94,0.1,0,0,24.22,0.07,0,0,0.43,6,15.78,15
20191031,071500,479.32,33.95,0,2.93,0.1,0,0,24.21,0.07,0,0,0.44,28.33,16.58,15
20191031,073000,534.77,34.13,0,2.91,0.1,0,0,24.01,0.07,0,0,0.43,6,17.29,15
20191031,074500,586.43,34.84,0,2.97,0.1,0,0,24.54,0.07,0,0,0.44,50.67,13.74,15
20191031,080000,641.62,34.93,0,2.73,0.09,0,0,22.5,0.06,0,0,0.42,6,15.61,15
20191031,081500,694.98,35.5,0,2.55,0.08,0,0,21.04,0.06,0,0,0.42,15,14.9,15
20191031,083000,740.64,35.88,0,2.47,0.08,0,0,20.37,0.06,0,0,0.42,18,16.58,15
20191031,084500,780.3,35.37,0,2.63,0.09,0,0,21.72,0.06,0,0,0.42,15,19.24,15
20191031,090000,826.48,35.86,0,2.61,0.09,0,0,21.5,0.06,0,0,0.42,28.33,17.56,15
20191031,091500,866.01,36.06,0,2.69,0.09,0,0,22.17,0.06,0,0,0.41,21,15.61,15
20191031,093000,897.33,36.51,0,2.87,0.1,0,0,23.68,0.07,0,0,0.41,25.33,16.14,15
20191031,094500,925.38,30.94,0,2.95,0.1,0,0,24.32,0.07,0,0,0.43,21,16.49,15
20191031,100000,953.55,37.06,0,2.85,0.09,0,0,23.51,0.06,0,0,0.42,36,15.87,15
20191031,101500,961.9,37.15,0,2.87,0.1,0,0,23.66,0.06,0,0,0.42,24,14.19,15
20191031,103000,991.26,37.28,0,2.9,0.1,0,0,23.97,0.06,0,0,0.43,52.33,15.43,15
20191031,104500,1052.58,37.96,0,2.72,0.09,0,0,22.45,0.06,0,0,0.41,48,9.84,15
20191031,110000,1091.19,38.4,0,2.59,0.09,0,0,21.37,0.06,0,0,0.42,107.67,8.6,15
20191031,111500,777.56,37.6,0,2.58,0.09,0,0,21.28,0.06,0,0,0.42,76.33,9.75,15
20191031,113000,1122.77,37.76,0,2.51,0.08,0,0,20.73,0.06,0,0,0.4,69,10.02,15
20191031,114500,1074.1,37.71,0,2.58,0.09,0,0,21.27,0.06,0,0,0.41,15,13.83,15
20191031,120100,1048.98,38.28,0,2.59,0.09,0,0,21.41,0.06,0,0,0.41,65.71,9.41,14
20191031,121500,976.52,37.6,0,2.47,0.08,0,0,20.33,0.06,0,0,0.41,40.33,15.07,15
20191031,123000,425.31,36.53,0,2.66,0.09,0,0,21.99,0.06,0,0,0.42,18,12.5,15
20191031,124500,1058.71,38.52,0,2.4,0.08,0,0,19.78,0.06,0,0,0.42,48,9.84,15
