dia_mes_ano,hora_minuto,irr,temp,rainfall,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,vento_dir,vento_vel,n
20191112,000100,0.36,23.67,0,2.39,0.08,0,0,19.76,0.06,0,0,0.46,64.29,10.07,14
20191112,001500,0,23.64,0,2.42,0.08,0,0,19.93,0.05,0,0,0.46,39,12.06,15
20191112,003000,0,23.67,0,2.42,0.08,0,0,19.93,0.05,0,0,0.44,28.33,9.04,15
20191112,004500,0,23.59,0,2.24,0.07,0,0,18.48,0.05,0,0,0.44,28.33,10.11,15
20191112,010000,0,23.25,0,2.39,0.08,0,0,19.68,0.05,0,0,0.44,24,8.69,15
20191112,011500,0.08,22.87,0,2.48,0.08,0,0,20.51,0.06,0,0,0.44,114,1.33,15
20191112,013000,0,22.4,0,2.4,0.08,0,0,19.82,0.06,0,0,0.44,51,2.66,15
20191112,014500,0,22.76,0,2.47,0.08,0,0,20.38,0.06,0,0,0.44,18,3.9,15
20191112,020000,0,22.73,0,2.63,0.09,0,0,21.68,0.06,0,0,0.44,45,1.51,15
20191112,021500,0,22.84,0,2.58,0.09,0,0,21.31,0.06,0,0,0.44,62.67,5.76,15
20191112,023000,0.21,22.85,0,2.99,0.1,0,0,24.64,0.07,0,0,0.44,67,4.88,15
20191112,024500,0,22.77,0,2.56,0.09,0,0,21.16,0.06,0,0,0.45,21,2.13,15
20191112,030000,0,22.14,0,2.4,0.08,0,0,19.8,0.05,0,0,0.46,0,0,15
20191112,031500,0,21.52,0,2.34,0.08,0,0,19.35,0.05,0,0,0.44,0,0,15
20191112,033000,0,21.3,0,2.35,0.08,0,0,19.42,0.05,0,0,0.46,99,0.98,15
20191112,034500,0,21.36,0,2.53,0.08,0,0,20.89,0.06,0,0,0.44,153,0,15
20191112,040000,0.21,20.89,0,2.61,0.09,0,0,21.51,0.06,0,0,0.43,213,0,15
20191112,041500,0,20.7,0,2.5,0.08,0,0,20.64,0.06,0,0,0.45,225,0,15
20191112,043000,0.08,20.55,0,2.7,0.09,0,0,22.26,0.06,0,0,0.45,219,0,15
20191112,044500,0,20.9,0,3.01,0.1,0,0,24.85,0.07,0,0,0.45,177,0,15
20191112,050000,5.82,21.28,0,3.78,0.13,0,0,31.19,0.09,0,0,0.43,126,1.42,15
20191112,051500,39.66,22.49,0,3.79,0.13,0,0,31.27,0.09,0,0,0.45,96,4.61,15
20191112,053000,101.24,24.67,0,3.16,0.11,0,0,26.05,0.07,0,0,0.45,108,5.76,15
20191112,054500,151.21,25.43,0,3.07,0.1,0,0,25.32,0.07,0,0,0.44,135,6.21,15
20191112,060100,209.59,26.11,0,2.6,0.09,0,0,21.45,0.06,0,0,0.44,102.86,10.26,14
20191112,061500,262.23,25.85,0,2.7,0.09,0,0,22.25,0.06,0,0,0.44,63,14.45,15
20191112,063000,320.29,25.66,0,2.8,0.09,0,0,23.07,0.06,0,0,0.44,93,18.44,15
20191112,064500,384.74,25.04,0,3.12,0.1,0,0,25.7,0.07,0,0,0.44,57,17.11,15
20191112,070000,449.58,25.07,0,3.14,0.1,0,0,25.86,0.07,0,0,0.45,84,13.74,15
20191112,071500,508.41,25.42,0,3.43,0.11,0,0,28.3,0.08,0,0,0.44,54,14.19,15
20191112,073000,563.6,26.1,0,3.31,0.11,0,0,27.32,0.08,0,0,0.43,81,14.28,15
20191112,074500,618,26.64,0,2.73,0.09,0,0,22.54,0.06,0,0,0.44,81,16.85,15
20191112,080000,670.71,27.29,0,2.19,0.07,0,0,18.03,0.05,0,0,0.44,42,18.8,15
20191112,081500,718.46,28.14,0,1.66,0.06,0,0,13.7,0.04,0,0,0.43,60,16.94,15
20191112,083000,767.9,28.43,0,1.55,0.05,0,0,12.83,0.04,0,0,0.44,54,18.44,15
20191112,084500,809.91,29.65,0,1.62,0.05,0,0,13.36,0.04,0,0,0.43,54,17.56,15
20191112,090100,850.49,30.43,0,1.51,0.05,0,0,12.41,0.03,0,0,0.44,28.93,16.62,14
20191112,091500,888.06,31.13,0,1.72,0.06,0,0,14.15,0.04,0,0,0.46,63,13.39,15
20191112,093000,921.2,31.68,0,1.54,0.05,0,0,12.68,0.03,0,0,0.46,45,16.49,15
20191112,094500,951.86,32.36,0,1.43,0.05,0,0,11.8,0.03,0,0,0.44,66,14.19,15
20191112,100000,986.17,32.55,0,1.32,0.04,0,0,10.88,0.03,0,0,0.43,15,17.73,15
20191112,101500,1001.7,32.84,0,1.33,0.04,0,0,10.93,0.03,0,0,0.44,30,15.61,15
20191112,103000,1018.53,33.35,0,1.31,0.04,0,0,10.8,0.03,0,0,0.43,39,15.52,15
20191112,104500,1030.14,33.59,0,1.51,0.05,0,0,12.49,0.03,0,0,0.42,51,13.57,15
20191112,110000,1055.32,33.46,0,1.44,0.05,0,0,11.92,0.03,0,0,0.41,48,13.57,15
20191112,111500,1068.36,33.34,0,1.53,0.05,0,0,12.61,0.03,0,0,0.42,66,12.15,15
20191112,113000,893.93,33.16,0,1.61,0.05,0,0,13.26,0.04,0,0,0.43,81,11.62,15
20191112,114500,944.94,33.61,0,1.62,0.06,0,0,13.33,0.04,0,0,0.43,27,10.37,15
20191112,120100,773.89,33.46,0,1.59,0.05,0,0,13.15,0.04,0,0,0.41,49.64,10.93,14
