dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_DC,I_DC,V_DC,m
20200225,000900,0,1.19,9.81,0.04,0.03,0.46,22.7,1.92,190,0,0,45,94.1543456705823
20200225,001900,0,1.13,9.34,0.04,0.03,0.45,22.96,7.45,335,0,0,43.66,94.1561755551465
20200225,002900,0,1.15,9.45,0.04,0.03,0.46,22.98,10.51,211,0,0,44.42,94.1615633502641
20200225,003900,0,1.09,9.03,0.04,0.02,0.47,23.44,12.77,148,0,0,44.2,94.1694468445165
20200225,004900,0,1.29,10.69,0.04,0.03,0.46,23.22,11.3,190.5,0,0,43.61,94.1760943849837
20200225,005900,0,1,8.29,0.04,0.02,0.47,23.23,11.57,145.5,0,0,43.71,94.1823898761951
20200225,010900,0,0.93,7.65,0.03,0.02,0.48,23.01,11.3,150,0,0,0,94.1881919965722
20200225,011900,0,0.94,7.76,0.03,0.02,0.46,22.98,11.3,31.5,0,0,0,94.1940266112774
20200225,012900,0,1,8.24,0.04,0.02,0.47,23.15,14.1,58.5,0,0,0,94.2032275634805
20200225,013900,0,1.08,8.93,0.04,0.02,0.47,23.15,12.1,126.25,0,0,0,94.2103085763597
20200225,014900,0,1.28,10.59,0.04,0.03,0.48,23.31,15.69,172.5,0,0,0,94.2219935521198
20200225,015900,0,0.99,8.15,0.03,0.02,0.48,23.34,14.63,51.5,0,0,0,94.2317746866186
20200225,020900,0,1.03,8.5,0.03,0.02,0.48,23.31,12.1,105.5,0,0,0,94.2387291223124
20200225,021900,0,1.28,10.58,0.04,0.03,0.48,23.49,19.42,54,0,0,0,94.2546954285102
20200225,022900,0,0.94,7.81,0.03,0.02,0.48,23.67,19.68,112,0,0,0,94.270199057419
20200225,023900,0,0.96,7.9,0.03,0.02,0.47,23.64,19.42,71.5,0,0,0,94.2854205445641
20200225,024900,0,0.68,5.6,0.02,0.01,0.48,23.79,23.67,141,0,0,0,94.3049099891919
20200225,025900,0,0.58,4.79,0.02,0.01,0.46,23.93,24.61,76.5,0,0,0,94.3252435276892
20200225,030900,0,0.53,4.36,0.02,0.01,0.47,23.89,16.49,163.5,0,0,0,94.3361011118898
20200225,031900,0,0.46,3.81,0.02,0.01,0.47,23.8,20.08,36,0,0,0,94.3509436584744
20200225,032900,0,0.47,3.88,0.02,0.01,0.46,23.73,17.96,18,0,0,0,94.3633521511227
20200225,033900,0,0.48,3.93,0.02,0.01,0.47,23.74,22.08,9,0,0,0,94.380522471131
20200225,034900,0,0.51,4.18,0.02,0.01,0.48,23.59,18.62,197.25,0,0,0,94.3937758961673
