dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_DC,I_DC,V_DC,m
20200207,000900,0,1.76,14.48,0.06,0.04,0.48,22.61,0.44,225,0,0,41.22,87.7600267568187
20200207,001900,0,1.69,13.95,0.06,0.04,0.46,22.67,0,225,0,0,41.48,87.7544389004353
20200207,002900,0,1.66,13.72,0.06,0.04,0.46,22.86,0,229.5,0,0,41.65,87.7487926204973
20200207,003900,0,1.64,13.58,0.06,0.04,0.47,22.31,0.53,315.5,0,0,42.11,87.7437246900702
20200207,004900,0,2.15,17.79,0.07,0.05,0.47,22.2,0,211,0,0,42.3,87.7391775532825
20200207,005900,0,2.04,16.81,0.07,0.05,0.45,21.91,0,180,0,0,42.77,87.7343689726867
20200207,010900,0,2.11,17.43,0.07,0.05,0.45,21.99,0,180,0,0,0,87.7297343822625
20200207,011900,0,2.08,17.15,0.07,0.05,0.45,21.96,0,180,0,0,0,87.7250214269872
20200207,012900,0,2.07,17.09,0.07,0.05,0.45,21.78,0,180,0,0,0,87.7202925022489
20200207,013900,0,1.98,16.37,0.07,0.04,0.46,21.76,0,180,0,0,0,87.71536868864
20200207,014900,0,2.04,16.84,0.07,0.05,0.45,21.67,0,180,0,0,0,87.7105774094225
20200207,015900,0,1.99,16.41,0.07,0.04,0.46,21.85,0,180,0,0,0,87.7056662115316
20200207,020900,0,2.41,19.85,0.08,0.06,0.45,21.75,0,180,0,0,0,87.7016896187606
20200207,021900,0,2.81,23.14,0.09,0.06,0.46,21.51,0,180,0,0,0,87.6986098451002
20200207,022900,0,2.9,23.93,0.1,0.06,0.46,21.45,0,180,0,0,0,87.69573617633
20200207,023900,0,3.16,26.05,0.1,0.07,0.47,21.38,0,180,0,0,0,87.6934437388184
20200207,024900,0,3.51,28.96,0.12,0.08,0.46,21.23,0,180,0,0,0,87.6919484472571
20200207,025900,0,3.8,31.32,0.13,0.08,0.49,21.17,0,180,0,0,0,87.6910848091666
20200207,030900,0,4.32,35.66,0.15,0.1,0.49,21.09,0,180,0,0,0,87.6914062758496
20200207,031900,0,4.2,34.69,0.14,0.09,0.49,20.97,0,180,0,0,0,87.6914606305392
20200207,032900,0,4.9,40.44,0.16,0.11,0.47,21.12,0,180,0,0,0,87.6930731043384
20200207,033900,0,4.69,38.73,0.16,0.11,0.47,21.02,0,180,0,0,0,87.6942211151709
20200207,034900,0,5.21,43,0.17,0.12,0.49,20.95,0,180,0,0,0,87.6965276408466
20200207,035900,0,5.71,47.09,0.19,0.13,0.47,20.87,0,180,0,0,0,87.6999402180676
20200207,040900,0,6.33,52.2,0.21,0.14,0.49,20.64,0,180,0,0,0,87.7047362555146
20200207,041900,0,8.11,66.91,0.27,0.18,0.48,20.8,0,180,0,0,0,87.713529989916
20200207,042900,0,8.07,66.57,0.27,0.18,0.49,20.57,0,180,0,0,0,87.722224530866
20200207,043900,0,7.58,62.52,0.25,0.17,0.48,20.59,0,180,0,0,0,87.7298221147465
20200207,044900,0,7.08,58.37,0.23,0.16,0.46,20.73,0,180,0,0,0,87.7362914824043
20200207,045900,0,6.64,54.77,0.22,0.15,0.47,20.53,0,180,0,0,0,87.7417731517664
20200207,050900,0,6.76,55.79,0.22,0.15,0.47,20.51,0,180,0,0,0,87.7475388373559
20200207,051900,0,6.72,55.41,0.22,0.15,0.45,20.61,0,180,0,0,0,87.7531983232212
20200207,052900,7.86,6.57,54.22,0.22,0.15,0.45,20.56,0,180,52.29,0.11,474.16,87.7585391053986
20200207,053900,13.7,6.22,51.34,0.21,0.14,0.45,20.71,0,180,103.16,0.21,499.87,87.7630974659436
20200207,054900,22.5,6.19,51.06,0.2,0.14,0.46,21.15,0,180,168.48,0.32,519.36,87.7675821213298
20200207,055900,32.9,6.27,51.75,0.21,0.14,0.45,23.68,0,180,257.93,0.47,548.72,87.7722780610691
20200207,060900,53.6,9.24,76.25,0.31,0.21,0.5,26.25,0,180,406.93,0.71,570.43,87.7836039899362
20200207,061900,79.7,8.29,68.34,0.29,0.2,0.5,28.45,0.27,211.5,625.43,1.09,575.8,87.7931197715747
20200207,062900,104.7,8.16,67.33,0.27,0.18,0.47,28.1,1.73,243,884.19,1.56,567.55,87.8040347747908
20200207,063900,125.2,7.58,62.55,0.25,0.17,0.46,28.94,2.66,193.5,1225.86,2.14,573.31,87.8147649357324
20200207,064900,157.1,6.68,55.1,0.22,0.15,0.45,31.66,1.33,251.5,1564.24,2.75,568.12,87.8219309514429
20200207,065900,198.4,6.57,54.17,0.22,0.15,0.45,30.71,3.33,112.5,1950.85,3.41,571.46,87.8311519780459
