dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_DC,I_DC,V_DC,m
20191122,060900,115.67,5.21,43,0.17,0.12,0.46,27.12,7.65,112.5,1199.81,2.09,574.03,60.2727600610927
20191122,061900,143.4,5.17,42.7,0.17,0.12,0.45,27.28,10.11,72,1488.89,2.61,571.47,60.2875432539986
20191122,062900,189.2,4.25,35.09,0.14,0.1,0.46,28.25,9.04,76.5,1940.1,3.4,570.81,60.2987434633005
20191122,063900,232.6,3.11,25.67,0.1,0.07,0.45,28.03,12.1,90,2358.83,4.15,568.26,60.3119874965248
20191122,064900,271.5,2.89,23.83,0.1,0.06,0.45,27.2,14.9,58.5,2740.67,4.82,568.48,60.3288903886711
20191122,065900,308.3,3.13,25.82,0.1,0.07,0.46,26.7,10.11,63,3083.41,5.47,564.12,60.3392000177422
20191122,070900,350.3,3.22,26.53,0.11,0.07,0.44,26.57,8.64,81,3475.33,6.2,560.16,60.3475273737809
20191122,071900,391.4,3.12,25.7,0.1,0.07,0.44,26.84,11.84,72,3778.26,6.88,549.37,60.3603889957376
20191122,072900,439.8,3.02,24.95,0.1,0.07,0.44,27.02,11.17,54,4307.02,7.75,555.59,60.3720577361899
20191122,073900,480.5,3.01,24.84,0.1,0.07,0.44,27.44,14.76,67.5,4650.57,8.44,550.87,60.3890306273624
20191122,074900,523.7,3.1,25.58,0.1,0.07,0.44,27.99,13.57,36,4991.08,9.18,543.81,60.4044227864114
20191122,075900,564.6,3.11,25.68,0.11,0.07,0.42,28.96,10.37,65,5295.9,9.84,538.3,60.4151074766087
20191122,080900,603,3.31,27.3,0.11,0.07,0.43,29.76,7.85,69.5,5559.43,10.45,532.11,60.4224606286475
20191122,081900,639.9,3.49,28.82,0.12,0.08,0.43,30.18,8.64,69.5,5817.95,11.07,525.6,60.4313982379438
20191122,082900,674.6,3.33,27.49,0.11,0.08,0.44,30.73,10.77,94,6083.37,11.63,522.95,60.4431450929203
20191122,083900,707.8,3.34,27.58,0.11,0.08,0.43,30.8,14.1,31.5,6332.58,12.16,520.61,60.4598525880918
20191122,084900,743.3,3.18,26.2,0.11,0.07,0.42,31.53,10.91,96.5,6590.34,12.75,517.02,60.4714563133811
20191122,085900,776.2,3.16,26.07,0.1,0.07,0.42,32.2,9.98,63,6809.06,13.29,512.36,60.4816442978818
20191122,090900,810.8,3.07,25.35,0.1,0.07,0.44,31.95,14.63,69.5,6862.16,13.71,499.59,60.4985480527438
20191122,091900,889.8,3.26,26.89,0.11,0.07,0.43,33.05,16.36,76,7551.59,14.96,504.91,60.5184346649988
20191122,092900,944,2.86,23.57,0.09,0.06,0.44,34.33,11.57,49.5,7710.12,14.59,527.61,60.5303238187442
20191122,093900,906.7,2.83,23.36,0.1,0.06,0.41,34.63,11.84,92,7551.8,14.86,508.19,60.5425508529759
20191122,094900,922.9,2.88,23.79,0.1,0.07,0.41,34.56,10.24,208.5,7310.64,13.68,532.33,60.5525144712665
20191122,095900,1035.4,2.99,24.66,0.1,0.07,0.43,34.16,13.17,148,8187.33,15.35,533.54,60.5670453174477
20191122,100900,567.3,3.17,26.17,0.1,0.07,0.43,33.68,19.42,105.5,4406.4,8.44,514.39,60.5912559869584
20191122,101900,959,3.52,29.07,0.12,0.08,0.43,33.79,12.63,121,7209.74,12.93,554.24,60.6061733291773
20191122,102900,432,3.19,26.3,0.11,0.07,0.43,33.87,13.83,81,3678.5,7.11,513.06,60.6221311618253
20191122,103900,1045,3.46,28.53,0.12,0.08,0.46,35.32,15.16,225,7446.2,13.13,562.43,60.6406652252559
20191122,104900,280.7,2.95,24.37,0.1,0.07,0.44,33.08,10.51,159.5,2349.98,4.68,501.77,60.651157580934
20191122,105900,796.6,2.79,23.05,0.09,0.06,0.43,33.93,11.97,247.5,5792.62,10.1,558.17,60.6634921689878
20191122,110900,1013.2,3.23,26.65,0.11,0.07,0.43,34.11,14.03,167.25,6717.15,12.04,547.31,60.6798379288506
20191122,111900,397.9,3.37,27.77,0.11,0.08,0.43,32.8,15.03,114.5,3201.21,6.07,517.86,60.6979447702015
20191122,112900,1017.5,3.15,25.94,0.1,0.07,0.44,34.7,14.63,152.5,7546.64,13.27,566.46,60.7149951499811
20191122,113900,1180.3,2.87,23.63,0.1,0.06,0.43,34.79,15.29,101.25,8177.3,14.84,551.02,60.7324122867574
20191122,114900,1145.7,2.86,23.61,0.09,0.06,0.45,34.7,17.42,200,8136.86,15.06,539.96,60.7529654919862
20191122,115900,473.2,2.89,23.83,0.1,0.06,0.44,34.18,10.77,195.5,3726.3,7.19,506.64,60.7637096214824
20191122,120900,843.6,3.06,25.21,0.1,0.07,0.42,34.34,8.11,233,6401.78,11.52,547.71,60.7708868946612
20191122,121900,841.3,2.82,23.27,0.09,0.06,0.42,35.02,14.36,139,6009.07,11.16,524.87,60.786815636048
20191122,122900,305.4,3.01,24.83,0.1,0.07,0.43,33.81,13.43,81,2588.37,5.12,504.86,60.8017678914677
20191122,123900,880.7,3.1,25.55,0.1,0.07,0.43,34.48,14.76,168.5,6985.09,12.61,551.01,60.8188961374348
20191122,124900,418.7,3.06,25.28,0.1,0.07,0.44,34.22,12.77,92,3508.69,6.88,509.2,60.832981641168
20191122,125900,565.2,3.01,24.81,0.1,0.07,0.44,33.39,18.35,152.5,4733.76,8.84,533.74,60.8552210742494
20191122,130900,310.3,2.7,22.27,0.09,0.06,0.43,31.67,23.81,118.5,2682.47,5.04,532.86,60.8848559961374
20191122,131900,314.1,2.26,18.68,0.07,0.05,0.46,30.7,21.01,76.5,2884.74,5.17,552.63,60.9093945104149
20191122,132900,425.9,2.45,20.25,0.08,0.06,0.43,31.09,26.33,94,3824.37,6.98,543.86,60.9422387128509
20191122,133900,403.1,2.22,18.29,0.07,0.05,0.44,31.7,21.81,98.5,3574.01,6.54,542.72,60.9678618850886
20191122,134900,263.7,2.4,19.82,0.08,0.05,0.43,31.36,18.35,72,2371.78,4.41,537.74,60.9887586534315
20191122,135900,655.3,2.43,20.04,0.08,0.06,0.43,31.93,23.54,90,5519.93,9.77,558.1,61.0173975797361
20191122,140900,866,2.29,18.92,0.08,0.05,0.43,32.66,20.88,51.5,7487.02,14.11,530.46,61.0417929017756
20191122,141900,761.7,2.23,18.42,0.07,0.05,0.43,32.86,16.49,145.5,6538.85,12.48,525.45,61.0595462024471
20191122,142900,385.2,2.24,18.46,0.08,0.05,0.46,32.18,14.23,202,3259.9,6.13,538.26,61.0739570612222
20191122,143900,263.2,2.27,18.76,0.08,0.05,0.45,30.93,13.7,119,2278.94,4.28,533.17,61.0876525426879
20191122,144900,139.2,2.55,21.05,0.08,0.06,0.44,26.88,20.75,112.5,1227.13,2.28,539.36,61.1123711016283
20191122,145900,125.8,2.67,21.99,0.09,0.06,0.45,25.12,18.89,76.5,1133.64,2.02,560.84,61.1345963924205
20191122,150900,111.3,3.13,25.84,0.1,0.07,0.46,25.67,13.17,81,980.74,1.81,541.6,61.1494052654902
20191122,151900,80.7,3.02,24.88,0.1,0.07,0.46,26.18,5.45,40.5,692.08,1.3,531.01,61.1525361098564
20191122,152900,75,3.22,26.55,0.11,0.07,0.47,26.67,0.66,144,636.64,1.2,530.09,61.1490289111839
20191122,153900,72.1,3.44,28.37,0.12,0.08,0.46,27.22,3.26,218.25,625.38,1.17,534.71,61.1498434671949
20191122,154900,56.3,3.19,26.32,0.11,0.07,0.46,27.21,2.93,99,480.12,0.9,532.27,61.1496185737524
20191122,155900,57.5,3.13,25.86,0.1,0.07,0.44,27.82,6.65,152.5,496,0.93,533.91,61.1547861845695
20191122,160900,57.2,3.64,29.98,0.12,0.08,0.46,28.32,5.19,170.5,493.64,0.94,527.96,61.1588873230739
20191122,161900,61,3.45,28.45,0.12,0.08,0.46,28.46,9.18,193,529.1,1,529.55,61.1684784347791
20191122,162900,73.6,6.11,50.42,0.2,0.14,0.49,28.31,6.65,164,652.74,1.21,538.9,61.180184833063
20191122,163900,80,3.49,28.82,0.12,0.08,0.49,28.51,8.51,175.5,714.03,1.31,545.46,61.1888904250998
20191122,164900,79.3,3.17,26.19,0.1,0.07,0.46,28.33,7.98,193,690.78,1.25,551.29,61.1961052528437
20191122,165900,72.1,3.23,26.65,0.11,0.07,0.46,28.34,7.58,261.5,623.22,1.14,545.66,61.2028548555247
20191122,170900,60.8,2.79,23.01,0.09,0.06,0.46,28.19,16.49,211.5,525.41,0.98,533.73,61.2218171045589
20191122,171900,48,3.22,26.57,0.11,0.07,0.46,27.36,21.15,216,409.67,0.78,528.43,61.2486026087404
20191122,172900,33.7,3.04,25.05,0.1,0.07,0.47,26.96,9.84,202.5,283.56,0.54,521.08,61.25826247768
20191122,173900,21.9,2.81,23.23,0.09,0.06,0.46,26.74,14.9,236,184.11,0.36,505.15,61.2749068580298
