dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200407,055600,12,0.1,0.09,220.5,453.8,6
20200407,055700,15,0.12,0.09,220.5,492,6
20200407,055800,24,0.14,0.11,220.5,479.1,7
20200407,055900,33,0.16,0.13,220.1,479,9
20200407,060000,36,0.19,0.13,220.2,489.1,9
20200407,060100,39,0.21,0.14,220.3,486.8,9
20200407,060200,45,0.22,0.15,220.4,489.4,10
20200407,060300,48,0.24,0.16,220.2,504.1,10
20200407,060400,53,0.25,0.17,220.6,480.7,10
20200407,060500,57,0.28,0.18,220.6,501.2,12
20200407,060600,66,0.31,0.19,220.6,495.7,12
20200407,060700,69,0.33,0.2,220.3,496.3,13
20200407,060800,72,0.35,0.2,220.3,501.5,13
20200407,060900,73,0.36,0.21,220.4,504.5,15
20200407,061000,77,0.37,0.21,220.1,501.9,13
20200407,061100,79,0.39,0.22,219.8,498.1,15
20200407,061200,84,0.4,0.22,220.2,511.3,15
20200407,061300,87,0.41,0.23,220.3,505.6,15
20200407,061400,90,0.42,0.23,220.3,502.8,15
20200407,061500,93,0.43,0.24,219.9,501.5,16
20200407,061600,99,0.46,0.25,220.3,504.1,16
20200407,061700,105,0.48,0.26,220.4,502.7,16
20200407,061800,112,0.52,0.28,220.6,510.7,18
20200407,061900,120,0.55,0.28,220.4,516.5,18
20200407,062000,128,0.59,0.31,220.6,508.1,19
20200407,062100,135,0.62,0.31,220.6,522.5,19
20200407,062200,141,0.66,0.33,220.4,516.4,21
20200407,062300,149,0.69,0.34,220.1,523.6,21
20200407,062400,156,0.72,0.35,220.4,522.9,22
20200407,062500,165,0.75,0.36,220.3,526.5,22
20200407,062600,171,0.79,0.38,220.4,526.1,24
20200407,062700,180,0.83,0.39,220.2,526.5,25
20200407,062800,190,0.88,0.41,220.3,531,27
20200407,062900,200,0.92,0.43,220.3,531,27
20200407,063000,210,0.96,0.45,220.2,526.5,30
20200407,063100,218,1,0.47,220.2,525.2,28
20200407,063200,226,1.04,0.48,220.3,541,30
20200407,063300,231,1.06,0.49,220.4,528.3,30
20200407,063400,237,1.09,0.49,220.3,531.4,31
20200407,063500,237,1.1,0.49,220.1,540.6,30
20200407,063600,243,1.11,0.5,220.1,536,31
20200407,063700,243,1.11,0.5,220.1,528.5,31
20200407,063800,243,1.12,0.51,220.1,529.8,31
20200407,063900,243,1.11,0.51,219.9,527.2,33
20200407,064000,240,1.11,0.5,220.1,531.1,31
20200407,064100,237,1.09,0.5,220.1,533.9,31
20200407,064200,237,1.09,0.5,220.3,533.5,31
20200407,064300,237,1.08,0.49,220,536.7,31
20200407,064400,237,1.08,0.49,220.3,531.4,30
20200407,064500,237,1.08,0.49,220.4,531.7,31
20200407,064600,237,1.08,0.51,220.5,518.1,31
20200407,064700,246,1.12,0.52,220.2,527,31
20200407,064800,254,1.16,0.53,220.5,534.5,33
20200407,064900,267,1.22,0.55,220.5,531.5,35
20200407,065000,282,1.29,0.57,220.6,540.3,38
20200407,065100,300,1.37,0.61,220.3,539.5,38
20200407,065200,321,1.47,0.65,220.5,538.8,41
20200407,065300,345,1.59,0.69,220.6,541.4,42
20200407,065400,378,1.72,0.75,220.7,537.7,48
20200407,065500,410,1.87,0.8,220.5,543.8,50
20200407,065600,444,2.03,0.86,220.7,551.5,53
20200407,065700,482,2.18,0.93,221.5,547.2,57
20200407,065800,517,2.35,0.98,221.4,555.7,62
20200407,065900,552,2.51,1.05,221.5,555.8,65
20200407,070000,588,2.66,1.11,221.5,556.6,68
20200407,070100,618,2.79,1.16,221.5,552.1,71
20200407,070200,645,2.92,1.21,221.2,557.2,74
20200407,070300,653,2.96,1.22,221.3,556.4,76
20200407,070400,623,2.82,1.16,221.3,555.6,73
20200407,070500,549,2.49,1.04,221.3,551.2,65
20200407,070600,522,2.37,0.99,220.9,549,62
20200407,070700,570,2.6,1.08,221.1,557.3,68
20200407,070800,678,3.08,1.27,220.9,553,79
20200407,070900,741,3.37,1.38,220.8,563,85
20200407,071000,786,3.57,1.46,220.7,558.2,91
20200407,071100,809,3.66,1.49,221,562.7,92
20200407,071200,816,3.71,1.5,220.8,557.9,92
20200407,071300,825,3.74,1.52,221,559.9,95
20200407,071400,834,3.78,1.55,220.8,560.3,94
20200407,071500,835,3.79,1.55,220.9,558.4,94
20200407,071600,840,3.81,1.53,220.7,563.8,95
20200407,071700,843,3.83,1.55,220.5,557.7,95
20200407,071800,845,3.85,1.54,220.2,566.3,95
20200407,071900,852,3.88,1.58,220.5,562.5,98
20200407,072000,864,3.92,1.58,220.6,559.8,98
20200407,072100,876,3.98,1.62,220.5,561.4,98
20200407,072200,893,4.06,1.63,220.3,567.6,100
20200407,072300,912,4.14,1.67,220.5,566.7,103
20200407,072400,936,4.25,1.7,220.4,565.5,105
20200407,072500,963,4.37,1.76,220.5,565.1,109
20200407,072600,993,4.51,1.8,220.4,567.2,111
20200407,072700,1023,4.65,1.86,220.8,563.3,117
20200407,072800,1056,4.8,1.92,220.9,569.1,118
