dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200321,025700,0,0,0,2.0263137587552473e+44,45.1,0
20200321,025800,0,0,0,2.0263137587552473e+44,45.1,0
20200321,025900,0,0,0,2.0263137587552473e+44,45.1,0
20200321,030000,0,0,0,2.0263137587552473e+44,45.1,0
20200321,030100,0,0,0,2.0263137587552473e+44,45.1,0
20200321,030200,0,0,0,2.0263137587552473e+44,45.1,0
20200321,030300,0,0,0,2.0263137587552473e+44,45.1,0
20200321,030400,0,0,0,2.0263137587552473e+44,45.1,0
20200321,030500,0,0,0,2.0263137587552473e+44,44.9,0
20200321,030600,0,0,0,2.0263137587552473e+44,44.9,0
20200321,030700,0,0,0,2.0263137587552473e+44,44.7,0
20200321,030800,0,0,0,2.0263137587552473e+44,44.7,0
20200321,030900,0,0,0,2.0263137587552473e+44,44.4,0
20200321,031000,0,0,0,2.0263137587552473e+44,44.4,0
20200321,031100,0,0,0,2.0263137587552473e+44,44.1,0
20200321,031200,0,0,0,2.0263137587552473e+44,44,0
20200321,031300,0,0,0,2.0263137587552473e+44,43.9,0
20200321,031400,0,0,0,2.0263137587552473e+44,43.8,0
20200321,031500,0,0,0,2.0263137587552473e+44,43.7,0
20200321,031600,0,0,0,2.0263137587552473e+44,43.6,0
20200321,031700,0,0,0,2.0263137587552473e+44,43.5,0
20200321,031800,0,0,0,2.0263137587552473e+44,43.4,0
20200321,031900,0,0,0,2.0263137587552473e+44,43.4,0
20200321,032000,0,0,0,2.0263137587552473e+44,43.4,0
20200321,032100,0,0,0,2.0263137587552473e+44,43.3,0
20200321,032200,0,0,0,2.0263137587552473e+44,43.2,0
20200321,032300,0,0,0,2.0263137587552473e+44,43.1,0
20200321,032400,0,0,0,2.0263137587552473e+44,43,0
20200321,032500,0,0,0,2.0263137587552473e+44,42.9,0
20200321,032600,0,0,0,2.0263137587552473e+44,42.7,0
20200321,032700,0,0,0,2.0263137587552473e+44,42.7,0
20200321,032800,0,0,0,2.0263137587552473e+44,42.6,0
20200321,032900,0,0,0,2.0263137587552473e+44,42.6,0
20200321,033000,0,0,0,2.0263137587552473e+44,42.6,0
20200321,033100,0,0,0,2.0263137587552473e+44,42.6,0
20200321,033200,0,0,0,2.0263137587552473e+44,42.4,0
20200321,033300,0,0,0,2.0263137587552473e+44,42.4,0
20200321,033400,0,0,0,2.0263137587552473e+44,42.3,0
20200321,033500,0,0,0,2.0263137587552473e+44,42.3,0
20200321,033600,0,0,0,2.0263137587552473e+44,42.4,0
20200321,033700,0,0,0,2.0263137587552473e+44,42.4,0
20200321,033800,0,0,0,2.0263137587552473e+44,42.4,0
20200321,033900,0,0,0,2.0263137587552473e+44,42.4,0
20200321,034000,0,0,0,2.0263137587552473e+44,42.4,0
20200321,034100,0,0,0,2.0263137587552473e+44,42.4,0
20200321,034200,0,0,0,2.0263137587552473e+44,42.7,0
20200321,034300,0,0,0,2.0263137587552473e+44,42.7,0
20200321,034400,0,0,0,2.0263137587552473e+44,43.2,0
20200321,034500,0,0,0,2.0263137587552473e+44,43.2,0
20200321,034600,0,0,0,2.0263137587552473e+44,43.6,0
20200321,034700,0,0,0,2.0263137587552473e+44,43.6,0
20200321,034800,0,0,0,2.0263137587552473e+44,43.7,0
20200321,034900,0,0,0,2.0263137587552473e+44,43.7,0
20200321,035000,0,0,0,2.0263137587552473e+44,44,0
20200321,035100,0,0,0,2.0263137587552473e+44,44,0
20200321,035200,0,0,0,2.0263137587552473e+44,44.1,0
20200321,035300,0,0,0,2.0263137587552473e+44,43.8,0
20200321,035400,0,0,0,2.0263137587552473e+44,43.6,0
20200321,035500,0,0,0,2.0263137587552473e+44,43.5,0
20200321,035600,0,0,0,2.0263137587552473e+44,43.5,0
20200321,035700,0,0,0,2.0263137587552473e+44,43.5,0
20200321,035800,0,0,0,2.0263137587552473e+44,43.5,0
20200321,035900,0,0,0,2.0263137587552473e+44,43.4,0
20200321,040000,0,0,0,2.0263137587552473e+44,43.3,0
20200321,040100,0,0,0,2.0263137587552473e+44,43.3,0
20200321,040200,0,0,0,2.0263137587552473e+44,43.3,0
20200321,040300,0,0,0,2.0263137587552473e+44,43.3,0
20200321,040400,0,0,0,2.0263137587552473e+44,43.5,0
20200321,040500,0,0,0,2.0263137587552473e+44,43.5,0
20200321,040600,0,0,0,2.0263137587552473e+44,43.5,0
20200321,040700,0,0,0,2.0263137587552473e+44,43.6,0
20200321,040800,0,0,0,2.0263137587552473e+44,43.6,0
20200321,040900,0,0,0,2.0263137587552473e+44,43.6,0
20200321,041000,0,0,0,2.0263137587552473e+44,43.6,0
20200321,041100,0,0,0,2.0263137587552473e+44,43.5,0
20200321,041200,0,0,0,2.0263137587552473e+44,43.5,0
20200321,041300,0,0,0,2.0263137587552473e+44,43.5,0
20200321,041400,0,0,0,2.0263137587552473e+44,43.5,0
20200321,041500,0,0,0,2.0263137587552473e+44,43.6,0
20200321,041600,0,0,0,2.0263137587552473e+44,43.6,0
20200321,041700,0,0,0,2.0263137587552473e+44,43.7,0
20200321,041800,0,0,0,2.0263137587552473e+44,43.7,0
20200321,041900,0,0,0,2.0263137587552473e+44,43.7,0
20200321,042000,0,0,0,2.0263137587552473e+44,43.7,0
20200321,042100,0,0,0,2.0263137587552473e+44,43.7,0
20200321,042200,0,0,0,2.0263137587552473e+44,43.7,0
20200321,042300,0,0,0,2.0263137587552473e+44,43.7,0
20200321,042400,0,0,0,2.0263137587552473e+44,43.7,0
20200321,042500,0,0,0,2.0263137587552473e+44,43.7,0
20200321,042600,0,0,0,2.0263137587552473e+44,43.7,0
20200321,042700,0,0,0,2.0263137587552473e+44,43.8,0
20200321,042800,0,0,0,2.0263137587552473e+44,43.8,0
20200321,042900,0,0,0,2.0263137587552473e+44,43.8,0
20200321,043000,0,0,0,2.0263137587552473e+44,43.8,0
20200321,043100,0,0,0,2.0263137587552473e+44,43.8,0
20200321,043200,0,0,0,2.0263137587552473e+44,43.8,0
20200321,043300,0,0,0,2.0263137587552473e+44,43.8,0
20200321,043400,0,0,0,2.0263137587552473e+44,43.8,0
20200321,043500,0,0,0,2.0263137587552473e+44,43.7,0
20200321,043600,0,0,0,2.0263137587552473e+44,43.8,0
20200321,043700,0,0,0,2.0263137587552473e+44,43.8,0
20200321,043800,0,0,0,2.0263137587552473e+44,43.9,0
20200321,043900,0,0,0,2.0263137587552473e+44,43.9,0
20200321,044000,0,0,0,2.0263137587552473e+44,44.1,0
20200321,044100,0,0,0,2.0263137587552473e+44,44.3,0
20200321,044200,0,0,0,2.0263137587552473e+44,44.4,0
20200321,044300,0,0,0,2.0263137587552473e+44,44.5,0
20200321,044400,0,0,0,2.0263137587552473e+44,44.6,0
20200321,044500,0,0,0,2.0263137587552473e+44,44.7,0
20200321,044600,0,0,0,2.0263137587552473e+44,44.7,0
20200321,044700,0,0,0,2.0263137587552473e+44,44.7,0
20200321,044800,0,0,0,2.0263137587552473e+44,44.7,0
20200321,044900,0,0,0,2.0263137587552473e+44,44.7,0
20200321,045000,0,0,0,2.0263137587552473e+44,44.7,0
20200321,045100,0,0,0,2.0263137587552473e+44,44.7,0
