dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200427,055300,9,0.09,0.09,221.7,459.1,6
20200427,055400,15,0.1,0.09,221.6,494.3,7
20200427,055500,21,0.13,0.11,221.5,475.5,7
20200427,055600,27,0.15,0.11,221.7,497.1,9
20200427,055700,33,0.18,0.13,221.7,500.4,9
20200427,055800,39,0.2,0.14,221.8,501.5,10
20200427,055900,48,0.24,0.15,219.9,500.5,10
20200427,060000,50,0.26,0.16,217.6,520.5,12
20200427,060100,60,0.3,0.17,217.5,505.5,12
20200427,060200,66,0.33,0.19,217.6,519.4,13
20200427,060300,72,0.36,0.19,217.4,515.4,13
20200427,060400,87,0.41,0.22,217.4,530.5,15
20200427,060500,105,0.5,0.24,217.4,559.6,16
20200427,060600,122,0.57,0.26,217.4,568.9,18
20200427,060700,132,0.62,0.28,217.4,577.6,18
20200427,060800,153,0.71,0.32,217.5,567.5,18
20200427,060900,177,0.83,0.38,217.4,545.9,25
20200427,061000,198,0.92,0.42,217.4,532.3,35
20200427,061100,215,1,0.46,217.5,532.9,39
20200427,061200,243,1.13,0.5,217.5,542.2,42
20200427,061300,267,1.24,0.55,217.4,534.5,45
20200427,061400,294,1.36,0.6,217.5,534.9,48
20200427,061500,312,1.45,0.65,217.6,527.3,51
20200427,061600,336,1.55,0.69,217.6,525.5,56
20200427,061700,360,1.66,0.74,217.6,521.7,59
20200427,061800,384,1.78,0.79,217.6,523,62
20200427,061900,405,1.89,0.82,217.8,525.5,65
20200427,062000,435,2.01,0.87,217.7,525.8,70
20200427,062100,462,2.13,0.93,217.6,528.7,74
20200427,062200,486,2.26,0.98,217.8,527.7,76
20200427,062300,516,2.39,1.04,217.7,523.7,77
20200427,062400,538,2.48,1.06,217.8,542.8,85
20200427,062500,573,2.65,1.14,217.6,531.2,88
20200427,062600,598,2.77,1.18,217.6,530.9,92
20200427,062700,633,2.93,1.21,217.6,542.9,95
20200427,062800,668,3.09,1.29,217.8,542.4,98
20200427,062900,700,3.22,1.35,217.9,537.9,103
20200427,063000,729,3.35,1.41,218,538.5,108
20200427,063100,762,3.5,1.47,218,542,112
20200427,063200,791,3.64,1.51,218.1,539,115
20200427,063300,813,3.73,1.65,217.9,514.2,120
20200427,063400,868,3.97,1.59,218.1,556.3,123
20200427,063500,903,4.15,1.69,218,553.4,127
20200427,063600,935,4.31,1.76,218,551,132
20200427,063700,972,4.47,1.81,218.1,553,137
20200427,063800,1017,4.67,1.84,218.1,566.5,140
20200427,063900,1056,4.85,1.93,218.3,566.1,144
20200427,064000,1093,5.02,1.97,218.2,565,149
20200427,064100,1125,5.17,2.06,218.2,564.7,152
20200427,064200,1155,5.32,2.1,218.2,566.8,156
20200427,064300,1197,5.5,2.17,218.4,570.7,161
20200427,064400,1254,5.76,2.23,218.7,576.2,165
20200427,064500,1290,5.91,2.31,218.7,577,172
20200427,064600,1333,6.1,2.35,218.8,577.2,175
20200427,064700,1371,6.27,2.43,218.8,576.9,179
20200427,064800,1407,6.43,2.5,218.9,582.8,184
20200427,064900,1433,6.55,2.49,219,584.9,188
20200427,065000,1470,6.71,2.67,219,562.2,191
20200427,065100,1510,6.93,2.75,218.6,566,197
20200427,065200,1580,7.23,2.81,218.7,571.1,200
20200427,065300,1617,7.41,2.87,218.7,572.3,208
20200427,065400,1659,7.59,2.95,218.7,572.4,211
20200427,065500,1701,7.8,3.01,218.5,578.2,217
20200427,065600,1747,8,3.07,218.5,579.2,220
20200427,065700,1791,8.21,3.1,218.6,584.6,226
20200427,065800,1835,8.41,3.17,218.7,586,228
20200427,065900,1872,8.56,3.23,218.6,587.5,234
20200427,070000,1914,8.78,3.34,218.7,584,239
20200427,070100,1971,9.01,3.42,218.8,584.2,245
20200427,070200,2007,9.18,3.43,218.7,593.7,249
20200427,070300,2046,9.36,3.55,218.7,584.3,252
20200427,070400,2076,9.5,3.49,218.6,596.1,258
20200427,070500,2113,9.69,3.78,218.4,570.8,263
20200427,070600,2184,10,3.71,218.6,588.8,267
20200427,070700,2232,10.21,3.91,218.6,585.3,272
20200427,070800,2274,10.38,3.98,219.4,585,278
20200427,070900,2307,10.52,4.03,219.4,583.6,281
20200427,071000,2334,10.64,4.07,219.4,593.5,287
20200427,071100,2389,10.91,4.15,219.2,586,293
20200427,071200,2439,11.13,4.23,219.3,585.9,298
20200427,071300,2481,11.27,4.24,219.3,595.6,302
20200427,071400,2526,11.51,4.41,219.3,586.6,307
20200427,071500,2559,11.75,4.51,219.4,579.7,310
20200427,071600,2631,12,4.62,219.5,575.6,316
20200427,071700,2676,12.2,4.7,219.4,580.3,321
20200427,071800,2712,12.34,4.78,219.6,579.8,327
20200427,071900,2760,12.56,4.87,219.7,579.1,330
20200427,072000,2799,12.74,4.89,219.8,578.6,336
20200427,072100,2838,12.92,5.04,219.9,576.7,341
20200427,072200,2883,13.1,5.02,219.9,579.5,347
20200427,072300,2922,13.31,5.21,219.9,573.2,350
20200427,072400,2967,13.5,5.28,219.9,572.5,354
20200427,072500,3021,13.74,5.33,219.9,583.9,359
20200427,072600,3084,14.04,5.4,219.9,578.3,363
20200427,072700,3123,14.22,5.51,219.7,577,368
20200427,072800,3177,14.46,5.55,219.9,578.8,372
20200427,072900,3228,14.68,5.7,220,575.4,377
20200427,073000,3273,14.9,5.75,219.9,579.6,383
20200427,073100,3316,15.08,5.83,220,575.1,388
20200427,073200,3357,15.3,5.94,220,579.8,388
20200427,073300,3406,15.47,5.95,220.1,578.7,397
20200427,073400,3448,15.68,6.09,220,577.1,401
20200427,073500,3447,15.7,5.47,220,573.2,406
20200427,073600,3522,16,6.16,220.4,575.5,409
20200427,073700,3570,16.2,6.3,220.4,578.3,415
20200427,073800,3601,16.37,6.39,220.3,577.2,418
20200427,073900,3615,16.51,6.44,220.2,570.2,423
20200427,074000,3687,16.74,6.51,220.1,570.7,426
20200427,074100,3719,16.89,6.58,220.2,572.3,432
20200427,074200,3756,17.07,6.69,220.1,571.3,436
20200427,074300,3792,17.23,6.69,220.2,573.9,443
20200427,074400,3831,17.42,6.82,220.2,569.7,447
20200427,074500,3870,17.58,6.84,220.1,569.9,450
20200427,074600,3906,17.76,6.95,220.3,571.2,455
20200427,074700,3939,17.91,7.08,220.3,568.8,459
20200427,074800,3984,18.05,7.07,220.4,566.6,464
20200427,074900,4014,18.2,7.16,220.5,567.1,468
20200427,075000,4044,18.36,7.21,220.3,568.5,471
20200427,075100,4088,18.56,7.32,220.3,565.2,476
20200427,075200,4110,18.68,7.36,220.3,565,481
20200427,075300,4140,18.78,7.38,220.4,563.6,484
20200427,075400,4171,18.97,7.52,220.4,563.6,488
20200427,075500,4232,19.19,7.52,220.1,566.4,494
20200427,075600,4253,19.34,7.69,220.1,562.5,497
20200427,075700,4297,19.51,7.77,220.3,563.6,502
20200427,075800,4338,19.7,7.79,220.2,568.8,506
20200427,075900,4383,19.91,7.87,220,568.1,511
20200427,080000,4416,20.06,7.83,220.1,568.3,513
20200427,080100,4449,20.19,8,220.3,561.5,519
20200427,080200,4494,20.41,8.04,220,562.2,523
20200427,080300,4518,20.52,8.17,220.2,562.8,528
20200427,080400,4557,20.68,8.16,220.4,564,531
20200427,080500,4596,20.85,8.25,220.3,561.5,535
20200427,080600,4635,21.07,8.35,220.3,564.8,540
20200427,080700,4668,21.2,8.42,220.3,565.1,543
20200427,080800,4710,20.71,8.28,220,560,548
20200427,080900,4737,21.5,8.51,220.2,561.7,552
20200427,081000,4767,21.69,8.57,220,562.6,557
20200427,081100,4797,21.82,8.69,220,561.7,560
20200427,081200,4830,21.95,8.66,220,560.4,564
20200427,081300,4869,22.12,8.79,220.3,564.6,567
20200427,081400,4911,22.29,8.85,220.3,560.1,572
20200427,081500,4926,22.38,8.92,220.1,565.2,576
20200427,081600,4983,22.62,9.22,220.3,541.2,581
20200427,081700,5010,22.74,9.02,220.2,565.2,586
20200427,081800,5046,22.92,9.08,220.3,560.2,589
20200427,081900,5070,22.97,9.25,220.5,555.9,593
20200427,082000,5097,23.15,9.27,220.6,560.2,596
20200427,082100,5131,23.25,9.34,220.7,555.7,602
20200427,082200,5166,23.43,9.43,220.7,559.7,608
20200427,082300,5193,23.54,9.42,220.7,555.9,610
20200427,082400,5225,23.68,9.56,220.6,558.8,613
20200427,082500,5244,23.77,9.49,220.7,557.9,616
20200427,082600,5268,23.88,9.64,220.8,556.5,621
