dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200418,055200,6,0.1,0.08,220.9,480.9,6
20200418,055300,12,0.11,0.08,220.9,495.8,7
20200418,055400,18,0.13,0.1,220.8,496.5,6
20200418,055500,24,0.15,0.11,221,491.5,9
20200418,055600,33,0.19,0.13,221,505.3,9
20200418,055700,41,0.23,0.15,221.1,496.9,10
20200418,055800,52,0.26,0.16,221.1,506.4,10
20200418,055900,57,0.28,0.17,221.1,506.5,12
20200418,060000,66,0.31,0.18,221,502.3,13
20200418,060100,72,0.34,0.2,221.1,519.1,15
20200418,060200,81,0.38,0.21,221,523,15
20200418,060300,90,0.43,0.23,221,517.8,15
20200418,060400,102,0.48,0.25,221,527.9,16
20200418,060500,108,0.51,0.26,221.1,526.4,18
20200418,060600,117,0.55,0.28,221,530.2,19
20200418,060700,129,0.6,0.3,220.9,532.5,21
20200418,060800,138,0.65,0.32,221,533.9,21
20200418,060900,147,0.68,0.33,221,534.8,22
20200418,061000,171,0.8,0.38,221,540.8,25
20200418,061100,264,1.22,0.53,221,570.2,38
20200418,061200,345,1.59,0.64,221.2,586.7,51
20200418,061300,345,1.57,0.62,221.3,581.6,51
20200418,061400,213,0.96,0.44,221.4,542,28
20200418,061500,197,0.89,0.41,221.4,539.6,27
20200418,061600,204,0.94,0.43,221.3,539.6,28
20200418,061700,213,0.98,0.45,221.4,541.5,30
20200418,061800,231,1.05,0.47,221.5,551.6,31
20200418,061900,267,1.22,0.54,221.4,554.3,36
20200418,062000,312,1.42,0.61,221.2,556.7,42
20200418,062100,333,1.51,0.63,220.8,562.3,45
20200418,062200,486,2.26,0.95,221,561,71
20200418,062300,640,2.9,1.17,221.1,568.4,92
20200418,062400,693,3.17,1.3,221.1,565.1,101
20200418,062500,744,3.38,1.45,221.1,536.3,105
20200418,062600,765,3.47,1.5,221.2,533.6,108
20200418,062700,768,3.48,1.49,221.3,533.7,106
20200418,062800,835,3.79,1.62,221.3,540,115
20200418,062900,783,3.54,1.49,221,539.2,106
20200418,063000,726,3.28,1.4,221.1,537.8,97
20200418,063100,852,3.86,1.63,221.3,541.5,114
20200418,063200,987,4.46,1.85,221.4,549.7,130
20200418,063300,1065,4.83,2.02,221.5,548.9,143
20200418,063400,1029,4.64,1.91,221.3,555.4,135
20200418,063500,1032,4.66,1.92,221.3,554.8,135
20200418,063600,1056,4.83,1.99,221.3,552.3,138
20200418,063700,1182,5.35,2.18,221.3,560.5,152
20200418,063800,1104,5.02,2.01,221.3,570.8,141
20200418,063900,1334,6.02,2.39,221.6,572.1,168
20200418,064000,1383,6.25,2.45,221.6,571.3,175
20200418,064100,1428,6.46,2.55,221.6,571,182
20200418,064200,1455,6.58,2.61,221.5,570.5,182
20200418,064300,1490,6.72,2.68,221.8,569.3,187
20200418,064400,1524,6.9,2.7,221.9,575.7,181
20200418,064500,1584,7.16,2.74,222,586.5,196
20200418,064600,1599,7.21,2.76,222,587.8,197
20200418,064700,1634,7.37,2.84,222.1,592.3,203
20200418,064800,1677,7.57,2.92,222.1,583.7,207
20200418,064900,1719,7.77,3,221.6,582.2,210
20200418,065000,1758,7.92,3.09,221.4,579.3,216
20200418,065100,1725,7.43,2.75,221.3,605.2,219
20200418,065200,1839,8.33,3.21,221.3,585.7,225
20200418,065300,1880,8.49,3.3,221.5,580.5,229
20200418,065400,1944,8.78,3.32,221.4,590.6,232
20200418,065500,1998,9.02,3.4,221.3,592.2,240
20200418,065600,2034,9.21,3.5,221.2,592.2,243
20200418,065700,2091,9.44,3.56,221.4,594.7,249
20200418,065800,1989,9.01,3.44,221.3,586.5,237
20200418,065900,2154,9.73,3.69,221.1,587.4,255
20200418,070000,1956,8.85,3.34,221.1,587.2,232
20200418,070100,1614,7.31,2.77,220.7,584.2,191
20200418,070200,1596,7.25,2.79,220.6,583.8,188
20200418,070300,1512,6.66,2.53,220.6,561.6,185
20200418,070400,1962,8.92,3.41,221.3,592.8,232
20200418,070500,2021,9.2,3.52,221.3,588.8,239
20200418,070600,2283,10.32,3.9,221.5,593.6,266
20200418,070700,2345,10.45,3.91,221.5,594.4,272
20200418,070800,1885,8.05,3.01,220.7,587.5,217
20200418,070900,1643,7.43,2.97,220.7,586.9,199
20200418,071000,2625,11.84,4.5,221.8,589.2,304
20200418,071100,2652,11.97,4.57,221.8,593.3,309
20200418,071200,2694,12.17,4.68,221.5,584.7,312
20200418,071300,2691,12.17,4.77,221.6,573.6,316
20200418,071400,2763,12.48,4.81,221.8,581.8,319
20200418,071500,2805,12.67,4.89,221.7,582.1,322
20200418,071600,2850,12.88,4.98,221.7,583.1,328
20200418,071700,2895,13.04,5.04,222,583.3,333
20200418,071800,2934,13.23,5.1,221.9,579.4,337
20200418,071900,2976,13.41,5.17,222.1,583.7,342
20200418,072000,3018,13.6,5.23,221.8,583.8,347
20200418,072100,3076,13.93,5.31,220.7,583.5,351
20200418,072200,3125,14.1,5.38,222.1,584.4,356
20200418,072300,3168,14.24,5.54,222.2,579.5,360
20200418,072400,3213,14.47,5.61,222.1,583.8,365
20200418,072500,3258,14.66,5.7,222.2,583.4,369
20200418,072600,3300,14.86,5.73,222.1,579.6,374
20200418,072700,3339,15.05,5.86,221.9,581.9,379
20200418,072800,3369,15.18,5.85,222,582,382
20200418,072900,3417,15.37,5.93,222.1,583.7,386
20200418,073000,3468,15.61,6.02,222.1,584,392
20200418,073100,3516,15.84,6.15,222.2,579,397
20200418,073200,3561,16.02,6.22,222.2,578.8,401
20200418,073300,3578,16.08,6.25,222.4,583.5,406
20200418,073400,3632,16.25,6.48,222.4,565.2,411
20200418,073500,3687,16.59,6.48,222.4,580.2,414
20200418,073600,3726,16.77,6.48,222.3,581.5,420
20200418,073700,3752,16.92,6.6,222.3,573.1,426
20200418,073800,3804,17.08,6.63,222.5,582.6,429
20200418,073900,3843,17.29,6.7,222.3,575.8,433
20200418,074000,3885,17.46,6.87,222.5,576.5,438
20200418,074100,3924,17.62,6.9,222.6,577.1,441
20200418,074200,3961,17.78,6.99,222.8,573,446
20200418,074300,4002,17.96,7.07,222.9,577.2,450
20200418,074400,4050,18.17,7.11,222.9,573.8,455
20200418,074500,4086,18.36,7.2,222.8,577.4,459
20200418,074600,4127,18.51,7.27,223,573.1,464
20200418,074700,4167,18.67,7.36,223.2,577,468
20200418,074800,4203,18.82,7.38,223.3,576.3,473
20200418,074900,4239,18.97,7.5,223.4,574.8,478
20200418,075000,4279,19.16,7.58,223.3,574.5,482
20200418,075100,4311,19.31,7.63,223.4,573.9,487
20200418,075200,4350,19.46,7.64,223.4,577,491
20200418,075300,4383,19.66,7.73,223.3,573.2,496
20200418,075400,4424,19.79,7.9,223.5,569.2,499
20200418,075500,4458,19.98,7.85,223.5,572.3,503
20200418,075600,4497,20.13,7.93,223.4,571.1,509
20200418,075700,4542,20.34,8.06,223.3,574.1,513
20200418,075800,4584,20.52,8.14,223.4,572,516
20200418,075900,4617,20.66,8.13,223.2,575.6,522
20200418,080000,4650,20.84,8.26,223.2,571.2,525
20200418,080100,4683,21,8.39,223.1,567.4,531
20200418,080200,4728,21.19,8.39,223,570.5,537
20200418,080300,4761,21.34,8.5,223,566.4,538
20200418,080400,4800,21.53,8.58,223,566.1,541
20200418,080500,4830,21.67,8.6,223,565,546
20200418,080600,4864,21.81,8.7,223,570.2,551
20200418,080700,4901,21.97,8.7,223,568.1,555
20200418,080800,4932,22.12,8.85,223.1,568.1,560
20200418,080900,4959,22.22,8.82,223.1,570.7,564
20200418,081000,5001,22.4,8.89,223.1,571.1,569
20200418,081100,5037,22.57,8.99,223.1,571,575
20200418,081200,5080,22.78,9.08,223.1,566.5,575
20200418,081300,5121,22.95,9.17,223,570.5,581
20200418,081400,5160,23.14,9.24,223,569.4,583
20200418,081500,5190,23.27,9.21,223,568.9,587
20200418,081600,5229,23.44,9.28,223.2,568,593
20200418,081700,5250,23.53,9.45,223.2,562.8,595
20200418,081800,5297,23.69,9.52,223.3,562.6,602
20200418,081900,5319,23.86,9.57,222.9,566.9,604
20200418,082000,5358,24,9.66,223.2,563.5,608
20200418,082100,5391,24.15,9.74,223.4,565.9,611
20200418,082200,5415,24.24,9.69,223.5,565.1,616
20200418,082300,5460,24.42,9.85,223.5,564,621
20200418,082400,5466,24.47,9.87,223.4,558.7,622
20200418,082500,5523,24.71,9.89,223.3,567,628
20200418,082600,5546,24.81,9.96,223.5,567.1,631
20200418,082700,5580,24.95,9.99,223.6,566.5,636
20200418,082800,5608,25.07,10.01,223.6,564.1,640
20200418,082900,5631,25.18,10.2,223.6,565.1,642
20200418,083000,5669,25.33,10.25,223.5,557.8,648
20200418,083100,5700,25.51,10.37,223.4,561.2,651
20200418,083200,5715,25.58,10.33,223.5,559.4,654
20200418,083300,5759,25.77,10.48,223.4,559.7,659
20200418,083400,5784,25.87,10.45,223.6,561.3,663
20200418,083500,5829,26.06,10.6,223.7,558.2,669
20200418,083600,5850,26.13,10.71,223.9,556.5,671
20200418,083700,5820,26.02,10.65,223.8,567.5,675
20200418,083800,5913,26.4,10.83,223.9,555.1,680
20200418,083900,5934,26.53,10.8,223.8,558.8,683
20200418,084000,5940,26.61,10.86,223.8,561.6,688
20200418,084100,5994,26.79,10.92,223.6,554.1,689
20200418,084200,6021,26.9,11.03,223.7,558.3,694
20200418,084300,6045,27.01,10.98,223.7,557.2,697
20200418,084400,6066,27.1,11.01,223.8,557.8,701
20200418,084500,6102,27.24,11.24,223.9,554.1,706
