vento_vel,tamanho_medio,massaPM1,rainfall,massaPM2,massaPM4,numPM4,irr,massaPM10,numPM2,hora_minuto,tipo,temp,numPM1,vento_dir,numPM10,dia_mes_ano
2.66,0.49,4.12,0.0,0.14,0.0,0.0,0.0,0.0,0.09,202200,station,-127.0,33.98,315.0,0.0,20191022.0
2.66,0.48,4.62,0.0,0.15,0.0,0.0,0.0,0.0,0.1,202300,station,-127.0,38.11,315.0,0.0,20191022.0
2.66,0.49,4.24,0.0,0.14,0.0,0.0,0.0,0.0,0.1,202400,station,-127.0,34.95,315.0,0.0,20191022.0
2.66,0.49,4.45,0.0,0.15,0.0,0.0,0.0,0.0,0.1,202500,station,-127.0,36.68,315.0,0.0,20191022.0
2.66,0.49,4.83,0.0,0.16,0.0,0.0,0.0,0.0,0.11,202600,station,-127.0,39.82,315.0,0.0,20191022.0
2.66,0.48,4.48,0.0,0.15,0.0,0.0,0.0,0.0,0.1,202700,station,-127.0,37.0,315.0,0.0,20191022.0
1.33,0.47,3.89,0.0,0.13,0.0,0.0,0.0,0.0,0.09,202800,station,-127.0,32.06,315.0,0.0,20191022.0
0.0,0.47,3.96,0.0,0.13,0.0,0.0,0.0,0.0,0.09,202900,station,-127.0,32.67,315.0,0.0,20191022.0
0.0,0.48,3.48,0.0,0.12,0.0,0.0,0.0,0.0,0.08,203000,station,-127.0,28.67,315.0,0.0,20191022.0
0.0,0.49,3.35,0.0,0.11,0.0,0.0,0.0,0.0,0.08,203100,station,-127.0,27.63,315.0,0.0,20191022.0
0.0,0.49,3.56,0.0,0.12,0.0,0.0,0.0,0.0,0.08,203200,station,-127.0,29.35,315.0,0.0,20191022.0
3.99,0.49,3.02,0.0,0.1,0.0,0.0,0.0,0.0,0.07,203300,station,-127.0,24.88,315.0,0.0,20191022.0
0.0,0.51,3.21,0.0,0.11,0.0,0.0,0.0,0.0,0.07,203400,station,-127.0,26.46,315.0,0.0,20191022.0
0.0,0.52,3.18,0.0,0.11,0.0,0.0,0.0,0.0,0.07,203500,station,-127.0,26.22,315.0,0.0,20191022.0
0.0,0.52,3.43,0.0,0.11,0.0,0.0,0.0,0.0,0.08,203600,station,-127.0,28.34,315.0,0.0,20191022.0
0.0,0.51,2.91,0.0,0.1,0.0,0.0,0.0,0.0,0.07,203700,station,-127.0,24.01,315.0,0.0,20191022.0
2.66,0.48,3.37,0.0,0.11,0.0,0.0,0.0,0.0,0.08,203800,station,-127.0,27.81,315.0,0.0,20191022.0
2.66,0.5,3.22,0.0,0.11,0.0,0.0,0.0,0.0,0.07,203900,station,-127.0,26.6,315.0,0.0,20191022.0
2.66,0.5,2.85,0.0,0.09,0.0,0.0,0.0,0.0,0.06,204000,station,-127.0,23.48,315.0,0.0,20191022.0
2.66,0.49,3.77,0.0,0.13,0.0,0.0,0.0,0.0,0.09,204100,station,-127.0,31.12,315.0,0.0,20191022.0
3.99,0.5,2.97,0.0,0.1,0.0,0.0,0.0,0.0,0.07,204200,station,-127.0,24.46,315.0,0.0,20191022.0
0.0,0.51,3.92,0.0,0.13,0.0,0.0,0.0,0.0,0.09,204300,station,-127.0,32.36,315.0,0.0,20191022.0
0.0,0.5,3.38,0.0,0.11,0.0,0.0,0.0,0.0,0.08,204400,station,-127.0,27.87,315.0,0.0,20191022.0
0.0,0.49,3.45,0.0,0.11,0.0,0.0,0.0,0.0,0.08,204500,station,-127.0,28.44,315.0,0.0,20191022.0
0.0,0.49,3.17,0.0,0.11,0.0,0.0,0.0,0.0,0.07,204600,station,-127.0,26.11,315.0,0.0,20191022.0
1.33,0.49,3.15,0.0,0.1,0.0,0.0,0.0,0.0,0.07,204700,station,-127.0,26.01,315.0,0.0,20191022.0
3.99,0.5,3.66,0.0,0.12,0.0,0.0,0.0,0.0,0.08,204800,station,-127.0,30.18,315.0,0.0,20191022.0
2.66,0.5,3.01,0.0,0.1,0.0,0.0,0.0,0.0,0.07,204900,station,-127.0,24.85,315.0,0.0,20191022.0
2.66,0.48,3.23,0.0,0.11,0.0,0.0,0.0,0.0,0.07,205000,station,-127.0,26.62,315.0,0.0,20191022.0
