rainfall,vento_vel,tamanho_medio,massaPM1,massaPM2,irr,massaPM4,numPM4,massaPM10,numPM2,hora_minuto,tipo,temp,numPM1,vento_dir,numPM10,dia_mes_ano
0.0,0.0,0.46,4.77,0.16,0.0,0.0,0.0,0.0,0.11,000100,station,22.81,39.37,90.0,0.0,20191015.0
0.0,0.0,0.44,4.67,0.16,0.0,0.0,0.0,0.0,0.11,000200,station,22.88,38.5,90.0,0.0,20191015.0
0.0,5.32,0.45,5.0,0.17,6.54,0.0,0.0,0.0,0.11,000300,station,22.69,41.27,180.0,0.0,20191015.0
0.0,1.33,0.44,5.52,0.18,0.6,0.0,0.0,0.0,0.13,000500,station,22.56,45.54,180.0,0.0,20191015.0
0.0,0.0,0.44,6.22,0.21,0.0,0.0,0.0,0.0,0.14,000600,station,22.75,51.34,180.0,0.0,20191015.0
0.0,2.66,0.46,5.04,0.17,0.0,0.0,0.0,0.0,0.11,000700,station,22.75,41.57,180.0,0.0,20191015.0
0.0,0.0,0.47,6.09,0.2,0.0,0.0,0.0,0.0,0.14,000800,station,22.88,50.21,135.0,0.0,20191015.0
0.0,0.0,0.44,5.39,0.18,0.0,0.0,0.0,0.0,0.12,000900,station,22.94,44.43,135.0,0.0,20191015.0
0.0,0.0,0.44,5.31,0.18,0.0,0.0,0.0,0.0,0.12,001000,station,22.81,43.8,135.0,0.0,20191015.0
0.0,0.0,0.43,5.24,0.17,0.0,0.0,0.0,0.0,0.12,001100,station,22.69,43.27,135.0,0.0,20191015.0
0.0,0.0,0.44,5.24,0.17,0.0,0.0,0.0,0.0,0.12,001200,station,22.81,43.21,135.0,0.0,20191015.0
0.0,0.0,0.45,4.69,0.16,0.6,0.0,0.0,0.0,0.11,001300,station,22.62,38.71,135.0,0.0,20191015.0
0.0,0.0,0.44,5.42,0.18,0.0,0.0,0.0,0.0,0.12,001400,station,22.69,44.68,135.0,0.0,20191015.0
0.0,0.0,0.44,4.97,0.17,0.0,0.0,0.0,0.0,0.11,001500,station,22.75,40.98,135.0,0.0,20191015.0
0.0,0.0,0.43,5.48,0.18,0.0,0.0,0.0,0.0,0.12,001600,station,22.75,45.19,135.0,0.0,20191015.0
0.0,0.0,0.43,5.61,0.19,0.0,0.0,0.0,0.0,0.13,001700,station,22.56,46.26,135.0,0.0,20191015.0
0.0,0.0,0.42,5.84,0.19,0.0,0.0,0.0,0.0,0.13,001800,station,22.62,48.2,135.0,0.0,20191015.0
0.0,2.66,0.43,5.67,0.19,0.0,0.0,0.0,0.0,0.13,001900,station,22.62,46.75,180.0,0.0,20191015.0
0.0,1.33,0.43,5.15,0.17,0.0,0.0,0.0,0.0,0.12,002000,station,22.75,42.48,180.0,0.0,20191015.0
0.0,0.0,0.45,5.18,0.17,0.0,0.0,0.0,0.0,0.12,002100,station,22.75,42.76,180.0,0.0,20191015.0
0.0,0.0,0.45,4.97,0.17,0.0,0.0,0.0,0.0,0.11,002200,station,22.75,41.01,180.0,0.0,20191015.0
0.0,0.0,0.46,5.74,0.19,0.0,0.0,0.0,0.0,0.13,002300,station,22.69,47.36,180.0,0.0,20191015.0
0.0,0.0,0.46,6.33,0.21,0.0,0.0,0.0,0.0,0.14,002400,station,22.75,52.21,180.0,0.0,20191015.0
0.0,0.0,0.46,5.28,0.18,0.0,0.0,0.0,0.0,0.12,002500,station,22.69,43.56,180.0,0.0,20191015.0
0.0,0.0,0.45,5.76,0.19,0.0,0.0,0.0,0.0,0.13,002600,station,22.75,47.56,180.0,0.0,20191015.0
0.0,0.0,0.44,5.3,0.18,0.0,0.0,0.0,0.0,0.12,002700,station,22.81,43.69,180.0,0.0,20191015.0
0.0,0.0,0.43,5.35,0.18,0.0,0.0,0.0,0.0,0.12,002800,station,22.69,44.11,180.0,0.0,20191015.0
0.0,0.0,0.45,6.31,0.21,0.0,0.0,0.0,0.0,0.14,002900,station,22.75,52.04,180.0,0.0,20191015.0
0.0,2.66,0.43,6.41,0.21,0.0,0.0,0.0,0.0,0.15,003000,station,22.56,52.92,180.0,0.0,20191015.0
0.0,2.66,0.43,5.82,0.19,0.0,0.0,0.0,0.0,0.13,003100,station,22.62,48.01,180.0,0.0,20191015.0
0.0,0.0,0.43,5.92,0.2,0.0,0.0,0.0,0.0,0.13,003200,station,22.56,48.82,180.0,0.0,20191015.0
0.0,2.66,0.43,5.66,0.19,0.0,0.0,0.0,0.0,0.13,003300,station,22.62,46.69,180.0,0.0,20191015.0
0.0,7.98,0.42,4.82,0.16,0.0,0.0,0.0,0.0,0.11,003400,station,22.44,39.74,225.0,0.0,20191015.0
0.0,5.32,0.42,5.65,0.19,0.0,0.0,0.0,0.0,0.13,003500,station,22.56,46.63,225.0,0.0,20191015.0
0.0,5.32,0.42,5.6,0.19,0.0,0.0,0.0,0.0,0.13,003600,station,22.69,46.23,180.0,0.0,20191015.0
0.0,5.32,0.43,5.03,0.17,0.0,0.0,0.0,0.0,0.11,003700,station,22.69,41.49,225.0,0.0,20191015.0
0.0,0.0,0.46,5.91,0.2,0.6,0.0,0.0,0.0,0.13,003800,station,22.69,48.75,225.0,0.0,20191015.0
0.0,2.66,0.45,4.85,0.16,0.0,0.0,0.0,0.0,0.11,003900,station,22.75,40.03,225.0,0.0,20191015.0
0.0,2.66,0.46,5.48,0.18,0.0,0.0,0.0,0.0,0.12,004000,station,22.69,45.24,225.0,0.0,20191015.0
0.0,0.0,0.43,6.29,0.21,0.0,0.0,0.0,0.0,0.14,004100,station,22.75,51.89,225.0,0.0,20191015.0
0.0,0.0,0.46,5.61,0.19,0.0,0.0,0.0,0.0,0.13,004200,station,22.81,46.27,225.0,0.0,20191015.0
0.0,0.0,0.45,5.12,0.17,0.6,0.0,0.0,0.0,0.12,004300,station,22.62,42.2,135.0,0.0,20191015.0
0.0,0.0,0.44,5.85,0.19,0.0,0.0,0.0,0.0,0.13,004400,station,22.5,48.24,135.0,0.0,20191015.0
0.0,0.0,0.44,5.81,0.19,0.0,0.0,0.0,0.0,0.13,004500,station,22.69,47.96,135.0,0.0,20191015.0
0.0,0.0,0.45,5.12,0.17,2.58,0.0,0.0,0.0,0.12,004600,station,22.56,42.28,135.0,0.0,20191015.0
0.0,0.0,0.45,5.23,0.17,0.0,0.0,0.0,0.0,0.12,004700,station,22.62,43.17,135.0,0.0,20191015.0
0.0,0.0,0.44,5.54,0.18,0.6,0.0,0.0,0.0,0.13,004800,station,22.56,45.73,135.0,0.0,20191015.0
0.0,0.0,0.46,5.21,0.17,0.0,0.0,0.0,0.0,0.12,004900,station,22.38,42.98,135.0,0.0,20191015.0
0.0,0.0,0.45,5.97,0.2,0.0,0.0,0.0,0.0,0.14,005200,station,22.31,49.27,225.0,0.0,20191015.0
0.0,0.0,0.47,6.13,0.2,0.0,0.0,0.0,0.0,0.14,005300,station,22.44,50.6,225.0,0.0,20191015.0
0.0,0.0,0.45,5.34,0.18,0.0,0.0,0.0,0.0,0.12,005400,station,22.31,44.05,225.0,0.0,20191015.0
0.0,0.0,0.44,6.58,0.22,0.0,0.0,0.0,0.0,0.15,005500,station,22.25,54.32,225.0,0.0,20191015.0
0.0,0.0,0.46,6.31,0.21,4.56,0.0,0.0,0.0,0.14,005600,station,22.31,52.08,225.0,0.0,20191015.0
0.0,0.0,0.43,6.17,0.21,0.0,0.0,0.0,0.0,0.14,005700,station,22.38,50.9,225.0,0.0,20191015.0
0.0,0.0,0.42,5.27,0.18,2.58,0.0,0.0,0.0,0.12,005800,station,22.31,43.51,225.0,0.0,20191015.0
0.0,0.0,0.41,5.6,0.19,0.0,0.0,0.0,0.0,0.13,005900,station,22.38,46.23,225.0,0.0,20191015.0
0.0,0.0,0.43,5.82,0.19,0.0,0.0,0.0,0.0,0.13,010000,station,22.31,48.02,225.0,0.0,20191015.0
0.0,0.0,0.43,5.73,0.19,0.0,0.0,0.0,0.0,0.13,010100,station,22.31,47.27,225.0,0.0,20191015.0
