rainfall,vento_vel,tamanho_medio,massaPM1,massaPM2,irr,massaPM4,numPM4,massaPM10,numPM2,hora_minuto,tipo,temp,numPM1,vento_dir,numPM10,dia_mes_ano
0.0,2.66,0.46,5.14,0.17,0.0,0.0,0.0,0.0,0.12,000100,station,23.25,42.38,135.0,0.0,20191013.0
0.0,2.66,0.45,5.74,0.19,0.0,0.0,0.0,0.0,0.13,000200,station,23.25,47.33,135.0,0.0,20191013.0
0.0,5.32,0.46,5.47,0.18,0.0,0.0,0.0,0.0,0.12,000300,station,23.06,45.1,135.0,0.0,20191013.0
0.0,6.65,0.46,5.23,0.17,0.0,0.0,0.0,0.0,0.12,000400,station,23.19,43.15,90.0,0.0,20191013.0
0.0,7.98,0.47,5.1,0.17,0.0,0.0,0.0,0.0,0.12,000500,station,23.06,42.1,90.0,0.0,20191013.0
0.0,5.32,0.48,4.34,0.14,0.0,0.0,0.0,0.0,0.1,000600,station,23.0,35.8,90.0,0.0,20191013.0
0.0,6.65,0.49,5.48,0.18,0.0,0.0,0.0,0.0,0.12,000700,station,22.94,45.18,90.0,0.0,20191013.0
0.0,2.66,0.45,5.12,0.17,0.6,0.0,0.0,0.0,0.12,000800,station,23.0,42.21,90.0,0.0,20191013.0
0.0,1.33,0.45,4.83,0.16,0.0,0.0,0.0,0.0,0.11,000900,station,22.88,39.87,90.0,0.0,20191013.0
0.0,0.0,0.45,5.63,0.19,0.0,0.0,0.0,0.0,0.13,001000,station,23.12,46.43,90.0,0.0,20191013.0
0.0,0.0,0.45,4.77,0.16,0.0,0.0,0.0,0.0,0.11,001100,station,22.94,39.35,90.0,0.0,20191013.0
0.0,0.0,0.46,5.35,0.18,0.0,0.0,0.0,0.0,0.12,001200,station,22.81,44.17,90.0,0.0,20191013.0
0.0,2.66,0.47,5.27,0.18,0.0,0.0,0.0,0.0,0.12,001300,station,23.12,43.49,90.0,0.0,20191013.0
0.0,2.66,0.47,4.64,0.15,0.0,0.0,0.0,0.0,0.11,001400,station,23.06,38.27,90.0,0.0,20191013.0
0.0,0.0,0.46,5.28,0.18,0.0,0.0,0.0,0.0,0.12,001500,station,23.19,43.59,90.0,0.0,20191013.0
0.0,0.0,0.43,4.67,0.16,0.0,0.0,0.0,0.0,0.11,001600,station,23.31,38.5,90.0,0.0,20191013.0
