rainfall,vento_vel,tamanho_medio,massaPM1,massaPM2,irr,massaPM4,numPM4,massaPM10,numPM2,hora_minuto,tipo,temp,numPM1,vento_dir,numPM10,dia_mes_ano
0.0,5.32,0.47,2.58,0.09,0.0,0.0,0.0,0.0,0.06,000100,station,20.69,21.3,90.0,0.0,20191009.0
0.0,5.32,0.47,2.3,0.08,0.0,0.0,0.0,0.0,0.05,000200,station,20.62,18.97,90.0,0.0,20191009.0
0.0,7.98,0.47,2.69,0.09,0.0,0.0,0.0,0.0,0.06,000300,station,20.5,22.22,90.0,0.0,20191009.0
0.0,5.32,0.46,2.63,0.09,0.0,0.0,0.0,0.0,0.06,000400,station,20.56,21.72,90.0,0.0,20191009.0
0.0,5.32,0.45,2.59,0.09,0.0,0.0,0.0,0.0,0.06,000500,station,20.56,21.39,90.0,0.0,20191009.0
0.0,5.32,0.45,2.59,0.09,0.0,0.0,0.0,0.0,0.06,000600,station,20.38,21.39,90.0,0.0,20191009.0
0.0,7.98,0.45,2.52,0.08,0.0,0.0,0.0,0.0,0.06,000700,station,20.69,20.75,135.0,0.0,20191009.0
0.0,6.65,0.44,3.0,0.1,0.0,0.0,0.0,0.0,0.07,000800,station,20.56,24.78,90.0,0.0,20191009.0
0.0,5.32,0.44,2.63,0.09,0.0,0.0,0.0,0.0,0.06,000900,station,20.56,21.7,90.0,0.0,20191009.0
0.0,14.63,0.46,2.23,0.07,0.0,0.0,0.0,0.0,0.05,001000,station,20.75,18.43,135.0,0.0,20191009.0
0.0,6.65,0.47,2.67,0.09,0.0,0.0,0.0,0.0,0.06,001100,station,20.62,22.02,90.0,0.0,20191009.0
0.0,10.64,0.47,2.68,0.09,0.0,0.0,0.0,0.0,0.06,001200,station,20.75,22.11,90.0,0.0,20191009.0
0.0,9.31,0.46,2.77,0.09,0.0,0.0,0.0,0.0,0.06,001300,station,20.75,22.88,90.0,0.0,20191009.0
0.0,10.64,0.47,2.83,0.09,0.0,0.0,0.0,0.0,0.06,001400,station,20.5,23.37,90.0,0.0,20191009.0
0.0,7.98,0.47,2.62,0.09,0.6,0.0,0.0,0.0,0.06,001500,station,20.75,21.64,90.0,0.0,20191009.0
0.0,10.64,0.46,2.53,0.08,0.0,0.0,0.0,0.0,0.06,001600,station,20.62,20.86,90.0,0.0,20191009.0
0.0,13.3,0.47,3.06,0.1,0.0,0.0,0.0,0.0,0.07,001700,station,20.75,25.27,90.0,0.0,20191009.0
0.0,7.98,0.47,2.62,0.09,0.0,0.0,0.0,0.0,0.06,001800,station,20.75,21.63,90.0,0.0,20191009.0
0.0,6.65,0.46,2.86,0.1,0.0,0.0,0.0,0.0,0.06,001900,station,20.56,23.58,90.0,0.0,20191009.0
0.0,3.99,0.47,2.79,0.09,0.0,0.0,0.0,0.0,0.06,002000,station,20.56,23.05,90.0,0.0,20191009.0
0.0,9.31,0.48,3.18,0.11,0.0,0.0,0.0,0.0,0.07,002100,station,20.62,26.23,135.0,0.0,20191009.0
0.0,6.65,0.5,2.83,0.09,0.0,0.0,0.0,0.0,0.06,002200,station,20.62,23.37,90.0,0.0,20191009.0
0.0,11.97,0.5,2.78,0.09,0.0,0.0,0.0,0.0,0.06,002300,station,20.56,22.97,45.0,0.0,20191009.0
0.0,10.64,0.51,3.24,0.11,0.0,0.0,0.0,0.0,0.07,002400,station,20.5,26.77,90.0,0.0,20191009.0
0.0,9.31,0.49,3.18,0.11,0.0,0.0,0.0,0.0,0.07,002500,station,20.38,26.25,90.0,0.0,20191009.0
0.0,7.98,0.47,2.66,0.09,0.0,0.0,0.0,0.0,0.06,002600,station,20.69,21.93,90.0,0.0,20191009.0
0.0,5.32,0.47,2.59,0.09,0.0,0.0,0.0,0.0,0.06,002700,station,20.44,21.35,90.0,0.0,20191009.0
0.0,6.65,0.47,3.05,0.1,0.0,0.0,0.0,0.0,0.07,002800,station,20.31,25.14,90.0,0.0,20191009.0
0.0,10.64,0.45,3.06,0.1,0.0,0.0,0.0,0.0,0.07,002900,station,20.56,25.25,90.0,0.0,20191009.0
0.0,5.32,0.45,2.88,0.1,0.0,0.0,0.0,0.0,0.07,003000,station,20.5,23.79,90.0,0.0,20191009.0
0.0,7.98,0.44,2.99,0.1,0.0,0.0,0.0,0.0,0.07,003100,station,20.44,24.67,90.0,0.0,20191009.0
0.0,5.32,0.43,2.4,0.08,0.0,0.0,0.0,0.0,0.05,003200,station,20.31,19.77,90.0,0.0,20191009.0
0.0,7.98,0.43,3.09,0.1,0.0,0.0,0.0,0.0,0.07,003300,station,20.31,25.46,90.0,0.0,20191009.0
0.0,7.98,0.44,2.68,0.09,0.0,0.0,0.0,0.0,0.06,003400,station,20.38,22.08,135.0,0.0,20191009.0
