"","dia","hora","hora_1","amostras","linha","diferenca"
"150",20200218,"180200","180500",1408,1053,3
"151",20200222,"115900","120100",1438,719,2
"152",20200223,"115900","120100",1438,719,2
"153",20200224,"115900","120100",1438,719,2
"154",20200225,"115900","120100",1438,719,2
"155",20200226,"075500","080200",1427,475,7
"156",20200226,"080200","080800",1427,476,6
"157",20200226,"115900","120100",1427,708,2
"158",20200227,"115900","120100",1437,719,2
"159",20200227,"195900","200100",1437,1198,2
"160",20200228,"115900","120100",1437,719,2
"161",20200228,"195900","200100",1437,1198,2
"162",20200229,"075900","080100",1288,479,2
"163",20200229,"115900","120100",1288,718,2
"164",20200303,"115900","120100",1438,719,2
"165",20200304,"115900","120100",1438,719,2
"166",20200305,"053200","080600",1285,332,2.56666666666667
"167",20200305,"115900","120100",1285,566,2
"168",20200306,"115900","120100",1438,719,2
"169",20200307,"115900","120100",1438,719,2
"170",20200308,"115900","120100",1438,719,2
"171",20200309,"115900","120100",1438,719,2
"172",20200310,"115900","120100",1438,719,2
"173",20200311,"115900","120100",1438,719,2
"174",20200312,"020500","020800",1436,125,3
"175",20200312,"115900","120100",1436,717,2
"176",20200314,"115900","120100",1438,719,2
"177",20200315,"115900","120100",1438,719,2
"178",20200316,"075900","080100",1437,479,2
"179",20200316,"115900","120100",1437,718,2
"180",20200317,"115900","120100",1436,719,2
"181",20200317,"163000","163300",1436,989,3
"182",20200318,"115900","120200",1437,719,3
