irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir
1,0.8370255597636765,0.8355732127042563,-0.029171493640204594,0.834524463471472,-0.013054262891672233,0.5000931127983963,0.8347443314087069,-0.009860190842464468,-0.009740269524297159,-0.02386277270958973,-0.02877715431392973,0.12299691460153189,0.27741298981108453,0.40774155194919404,0.14374955018910476
0.8370255597636765,1,0.9898668081528468,-0.03590600951686765,0.9905568115469982,-0.016066828090796695,0.6221013802680826,0.9906482518309375,-0.09006812924246521,-0.09016873906310899,-0.06355924017112255,-0.04790800898129067,-0.06445586261017401,0.16916379082423474,0.3615119054668791,0.057627199515547345
0.8355732127042563,0.9898668081528468,1,-0.03760164008670546,0.9994652310056195,-0.01682491954204426,0.6420176516977479,0.9994495974441785,-0.09362699920495726,-0.09372973038402663,-0.06614079029068527,-0.04985167502280445,-0.07149273265756051,0.16802250072651792,0.36905003356012533,0.05498595509037049
-0.029171493640204594,-0.03590600951686765,-0.03760164008670546,1,-0.03692899893970538,0.4608507860311671,-0.05305216551735986,-0.03701108145975088,-0.007968400386089584,-0.007963320003367302,-0.00869236719024451,-0.007986463407731913,0.017232101362013117,0.009382361531128735,0.05648086254313582,-0.05358465087997341
0.834524463471472,0.9905568115469982,0.9994652310056195,-0.03692899893970538,1,-0.016523944581964465,0.6428691255284906,0.9999791694218398,-0.09287545664561946,-0.0929768346690008,-0.06571795252235302,-0.049589349558756664,-0.0694898879873098,0.16982504610051252,0.3701076223078316,0.05462274381135856
-0.013054262891672233,-0.016066828090796695,-0.01682491954204426,0.4608507860311671,-0.016523944581964465,1,-0.025358642254193677,-0.016560674859690268,-0.0023967338178615925,-0.0023911080763568933,-0.0027012104647873942,-0.003346754425922483,0.005819262544466036,0.004755290326789789,0.03345219976855789,-0.023654127545176498
0.5000931127983963,0.6221013802680826,0.6420176516977479,-0.05305216551735986,0.6428691255284906,-0.025358642254193677,1,0.6441195868094465,-0.12570186076627243,-0.1258927946957969,-0.08504300370711242,-0.0614870082474829,-0.10485885884865712,0.08143852262556979,0.2507789515222401,0.07255230655597573
0.8347443314087069,0.9906482518309375,0.9994495974441785,-0.03701108145975088,0.9999791694218398,-0.016560674859690268,0.6441195868094465,1,-0.09297393830239838,-0.09307542781888713,-0.06580057703890559,-0.049663983925732846,-0.06936977721968011,0.1698493467903941,0.3701348423420414,0.05481232965642863
-0.009860190842464468,-0.09006812924246521,-0.09362699920495726,-0.007968400386089584,-0.09287545664561946,-0.0023967338178615925,-0.12570186076627243,-0.09297393830239838,1,0.999994670093853,0.8854543288076935,0.7716633659061278,0.23107773201024295,0.07409695409355307,0.012018547810311765,0.13576952042706547
-0.009740269524297159,-0.09016873906310899,-0.09372973038402663,-0.007963320003367302,-0.0929768346690008,-0.0023911080763568933,-0.1258927946957969,-0.09307542781888713,0.999994670093853,1,0.8839503409307483,0.769606926964659,0.23067867250106228,0.07407778151411809,0.012125704124992654,0.13561920406173705
-0.02386277270958973,-0.06355924017112255,-0.06614079029068527,-0.00869236719024451,-0.06571795252235302,-0.0027012104647873942,-0.08504300370711242,-0.06580057703890559,0.8854543288076935,0.8839503409307483,1,0.9786474812534157,0.2621192360019323,0.0661435950803661,-0.003241691738262022,0.14275434504714088
-0.02877715431392973,-0.04790800898129067,-0.04985167502280445,-0.007986463407731913,-0.049589349558756664,-0.003346754425922483,-0.0614870082474829,-0.049663983925732846,0.7716633659061278,0.769606926964659,0.9786474812534157,1,0.25711421140590607,0.05761867501008381,-0.00940510432443826,0.1350173233462542
0.12299691460153189,-0.06445586261017401,-0.07149273265756051,0.017232101362013117,-0.0694898879873098,0.005819262544466036,-0.10485885884865712,-0.06936977721968011,0.23107773201024295,0.23067867250106228,0.2621192360019323,0.25711421140590607,1,0.252306653969782,0.3290828602616646,0.5375480565295971
0.27741298981108453,0.16916379082423474,0.16802250072651792,0.009382361531128735,0.16982504610051252,0.004755290326789789,0.08143852262556979,0.1698493467903941,0.07409695409355307,0.07407778151411809,0.0661435950803661,0.05761867501008381,0.252306653969782,1,0.2578955659833291,0.10540511915364138
0.40774155194919404,0.3615119054668791,0.36905003356012533,0.05648086254313582,0.3701076223078316,0.03345219976855789,0.2507789515222401,0.3701348423420414,0.012018547810311765,0.012125704124992654,-0.003241691738262022,-0.00940510432443826,0.3290828602616646,0.2578955659833291,1,-0.006114868660140294
0.14374955018910476,0.057627199515547345,0.05498595509037049,-0.05358465087997341,0.05462274381135856,-0.023654127545176498,0.07255230655597573,0.05481232965642863,0.13576952042706547,0.13561920406173705,0.14275434504714088,0.1350173233462542,0.5375480565295971,0.10540511915364138,-0.006114868660140294,1
