Dia,RL_Res_Min,RL_Res_1Q,RL_Res_Mdn,RL_Res_3Q,RegLin_Max,CoefEst_Intercept,CoefEst_irr_est,CoefEst_temp,CoefEst_numPM1,CoefEst_massaPM1,CoefEst_numPM2,CoefEst_massaPM2,CoefStdError_Intercept,CoefStdError_irr_est,CoefStdError_temp,CoefStdError_numPM1,CoefStdError_massaPM1,CoefStdError_numPM2,CoefStdError_massaPM2,CoefPValue_Intercept,CoefPValue_irr_est,CoefPValue_temp,CoefPValue_numPM1,CoefPValue_massaPM1,CoefPValue_numPM2,CoefPValue_massaPM2,R2,R2_ajust,Graus_Lib,Err_res_pad
20191207,-687.8131541040985,-162.6953432511074,6.20750763952789,172.22181151105738,563.5747996232435,207.19170376737847,8.387773566657232,-21.266291478178008,-4669.9779346507175,39027.93626838813,10566.525907962628,-22677.617716270488,214.0193406936665,0.2426567787714264,27.011239091630493,3514.3136255142213,29049.71161063136,28540.24581129465,29195.980746402493,0.34834676881045123,1.02160806976373e-15,0.4433619838105515,0.2037603331486911,0.1990869870411704,0.7163848770152782,0.4493896248008299,0.9924320916289632,0.9883958738310769,15,369.68883623332425
20191208,-798.5641014453807,-129.44225593827335,15.217626628232843,79.64966003767944,581.0721524405197,154.8908567206985,8.464327015020531,-0.4955356146099302,-2806.215197641982,23586.562909812666,-4298.194736008055,-10891.64593840318,85.44860346732376,0.13400755851970247,0.8713393320044482,2045.5176669063717,16958.048603412983,17452.609804043856,15030.46229664982,0.07800155300626266,2.736735035624286e-39,0.5729919060119169,0.1783607694350057,0.17257137588386923,0.8068282002800791,0.47323186046251897,0.9931309925599198,0.9916458017620646,37,275.8924424352365
20191209,-843.9570012322728,-83.33660178761686,3.8612460415760257,61.88191644010483,592.3063539063211,132.9486109375921,8.487880331601682,-0.28647132745547127,-1633.4521763841808,13695.851365392497,-2929.529005893635,-5234.812924321438,65.16572529121713,0.10274592289673702,0.4740022956338708,1249.9018003014176,10363.94318358668,10216.17630162874,9418.470185298838,0.04567021662454371,2.5406233032233346e-64,0.5478410802907745,0.19616417116959983,0.19127303431658568,0.7752724739252459,0.5803785574010842,0.9936683282260517,0.992837945042583,61,221.960648654377
20191210,-881.8024092379986,-56.13840125674392,2.846074513715311,65.05723294961321,671.4291426241275,65.51613961294329,8.462166416125037,-0.13644749714910462,-1057.9157954234909,8900.975343381568,-1095.074815665173,-4700.149032866387,62.34562336625569,0.10084119731880667,0.4158886715588658,1220.3942092410418,10111.963974389193,10208.225769342978,9769.894318912577,0.2966556987684051,1.1066818347420952e-76,0.7437483671738215,0.388745199888228,0.3815032568971748,0.9148544786650967,0.631838313707819,0.9924963531306511,0.9917064955654564,76,236.09051966787072
20191211,-878.4705946917942,-56.038039982412236,2.2286518497337555,57.02375919631895,671.5393462707256,56.038039982411014,8.482771954659519,-0.14399427708493165,-942.2946094783971,7916.7189526890215,-290.99016669223164,-4302.438853961083,41.191173476928775,0.07447014240413137,0.331169951870448,1020.1716303331383,8447.47497401021,8028.907954599471,7977.232723324,0.1766611477056559,3.590817008753344e-110,0.6646137646185892,0.35782067686697006,0.35086346919898614,0.9711589008247725,0.5908164138296723,0.9935154333310694,0.9930117776674632,103,208.99140312305533
20191218,-868.085417507213,-47.83142802219092,-6.578197226514861,57.173782867158224,691.911370196767,42.49761794965225,8.467745225465931,-0.2081574661179353,-868.7732458736502,7450.090873701674,-3699.2091449411337,-6157.832385258685,34.42598749903495,0.0663266364595703,0.31046526462364554,938.9848887210106,7757.346103913189,6132.043069416489,6720.564005885554,0.21930958922957533,5.704175799847603e-136,0.5037760039201746,0.35660310103837234,0.3386830064709643,0.5474123757102408,0.361263364532748,0.9934627083660337,0.9930509104678311,127,205.36957171191378
20191219,-868.5479498668458,-72.3006153351011,-5.613385510067767,57.34482956770212,701.4346400937018,72.3006153351226,8.381243526760633,-0.0953007005333693,-985.351055423895,8216.79252587094,2053.2082905712173,-4182.344773226855,32.18361070183893,0.0578803961732988,0.30143991224919503,809.8043566695068,6710.196640776375,4859.271111355272,5233.861702995071,0.026122216616730882,6.50762702849957e-164,0.7523240603953505,0.22558760596516317,0.2226618074630474,0.6732361968017753,0.4254913556887737,0.9938174635346393,0.9934899119338255,151,205.7477937160472
20191220,-868.2282360047793,-68.11430932997311,-1.4554760243846445,62.0478891073347,698.5221746010194,68.11430932997838,8.396857919778759,-0.15718821980427578,-1034.1729012259707,8624.659904579816,815.1889440907934,-3319.507411453624,31.60829170454021,0.05356541300564279,0.30745027729984437,752.6447013925247,6236.399521695989,4595.702187512838,4979.740909543126,0.03253240314206769,4.090986857362212e-190,0.6098107440023144,0.17118287801510967,0.16844066460966214,0.8594144937667517,0.5059039977930798,0.9938779828122684,0.9935981191694007,175,212.52622239598264
20191221,-883.8586155736699,-58.782881859005705,-11.169949841961095,60.41821029683652,704.2500047951875,58.55173630743772,8.40529278511622,-0.13024733251130302,-1222.5322501409482,10167.800716777483,-1074.2346313630842,-1596.9279475958688,29.71570384445359,0.05112724565734656,0.2897342433990167,650.1562121561766,5394.193264165083,3981.3572752066257,4389.6538223746775,0.05017970761140855,1.6152215921983333e-214,0.6535309029608581,0.06151896212702269,0.060893623190420965,0.7875812567694,0.7163983501383466,0.993747139275028,0.993495767989602,199,206.1004637280909
20191222,-896.5881008493985,-62.82479434624075,-8.153827093821825,57.50720668598439,693.4740833071995,62.824794346241156,8.41959642422753,-0.04969897024941497,-1119.441380889916,9312.524722595239,-1034.3503719376697,-1500.1668256813334,28.435382533861453,0.04879647382254676,0.2771614904546668,595.1257369362495,4934.4434799957235,3628.5764216757375,3935.505992348213,0.028164962129387766,2.3670603002402693e-239,0.8578538738210861,0.06127273148614786,0.0604256858967916,0.7758651923875035,0.7034268268617051,0.993652391663421,0.9934246747724227,223,200.6639514318931
