irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir
1,0.9991308265265834,0.9991034988296779,0.3584633054032308,0.9994295211775857,0.9994989462471819,0.6153476384577439,0.9994296515820689,-0.2789147364048166,-0.2792931998957824,-0.25769555185451,-0.2735553883898617,-0.7105687675407951,0.93072967628251,0.8009321903598295,-0.35598367674086395
0.9991308265265834,1,0.997806203371291,0.3531924716455352,0.9982237792419962,0.9993344341593301,0.6039727466295193,0.998337488118765,-0.28467275243719703,-0.28503171335062644,-0.26415857298682976,-0.27968873588073245,-0.7161894218426199,0.9300617289236072,0.7947726927681104,-0.3532237362982956
0.9991034988296779,0.997806203371291,1,0.3661526730168411,0.9999413150792134,0.9986378497198799,0.6272389970501218,0.9999296506471888,-0.2916186337546201,-0.29200451448824033,-0.27001091995767884,-0.28656559679911203,-0.7122672728437317,0.9318041253490214,0.8187539268330755,-0.3559514751353173
0.3584633054032308,0.3531924716455352,0.3661526730168411,1,0.3638170576602835,0.35744676317412405,0.6150501198955419,0.36440906844764037,-0.2124692364085645,-0.21269136298332436,-0.21722422855445608,-0.19466841845468225,-0.46072647967221164,0.4915741871028204,0.5344174840741638,0.24650680588361848
0.9994295211775857,0.9982237792419962,0.9999413150792134,0.3638170576602835,1,0.9989926730044573,0.6263975945031464,0.999991332350675,-0.2917626910222978,-0.29214706420150316,-0.2702649418314857,-0.2866951999132341,-0.7122876994225733,0.9319638625675281,0.8152987828618558,-0.35407203556865946
0.9994989462471819,0.9993344341593301,0.9986378497198799,0.35744676317412405,0.9989926730044573,1,0.6122427713317156,0.9990488103548869,-0.2927749373467203,-0.2931519134491381,-0.2724786228746864,-0.2874213142720204,-0.7189171361635704,0.9297932776407714,0.7997282879084251,-0.34813511149848536
0.6153476384577439,0.6039727466295193,0.6272389970501218,0.6150501198955419,0.6263975945031464,0.6122427713317156,1,0.6272370119281324,-0.23871588369738647,-0.2391564269005361,-0.22983288990225148,-0.2305268773979241,-0.36876438330473593,0.7084772588501238,0.6657571139541556,0.09974014456641088
0.9994296515820689,0.998337488118765,0.9999296506471888,0.36440906844764037,0.999991332350675,0.9990488103548869,0.6272370119281324,1,-0.29161131779824345,-0.2919946712761063,-0.2701902937217034,-0.28654934571033397,-0.7119251471139932,0.9321858763435021,0.8144396571846021,-0.3524287048680823
-0.2789147364048166,-0.28467275243719703,-0.2916186337546201,-0.2124692364085645,-0.2917626910222978,-0.2927749373467203,-0.23871588369738647,-0.29161131779824345,1,0.9999991020329647,0.9982321918585252,0.9975484359477998,0.5734895090620984,-0.2083343191162831,-0.45027124800043655,-0.10243705963000671
-0.2792931998957824,-0.28503171335062644,-0.29200451448824033,-0.21269136298332436,-0.29214706420150316,-0.2931519134491381,-0.2391564269005361,-0.2919946712761063,0.9999991020329647,1,0.9982148967790861,0.997509528333362,0.5737883206819384,-0.20869826180789133,-0.4507441796132328,-0.10245605311715339
-0.25769555185451,-0.26415857298682976,-0.27001091995767884,-0.21722422855445608,-0.2702649418314857,-0.2724786228746864,-0.22983288990225148,-0.2701902937217034,0.9982321918585252,0.9982148967790861,1,0.9959053076483791,0.567594437438104,-0.18513636879093978,-0.4264335817240868,-0.11575948014334514
-0.2735553883898617,-0.27968873588073245,-0.28656559679911203,-0.19466841845468225,-0.2866951999132341,-0.2874213142720204,-0.2305268773979241,-0.28654934571033397,0.9975484359477998,0.997509528333362,0.9959053076483791,1,0.5593351591745385,-0.20294906148547145,-0.4466997167777714,-0.09178333009006051
-0.7105687675407951,-0.7161894218426199,-0.7122672728437317,-0.46072647967221164,-0.7122876994225733,-0.7189171361635704,-0.36876438330473593,-0.7119251471139932,0.5734895090620984,0.5737883206819384,0.567594437438104,0.5593351591745385,1,-0.7104777148932988,-0.7458410238269214,0.17867942620126617
0.93072967628251,0.9300617289236072,0.9318041253490214,0.4915741871028204,0.9319638625675281,0.9297932776407714,0.7084772588501238,0.9321858763435021,-0.2083343191162831,-0.20869826180789133,-0.18513636879093978,-0.20294906148547145,-0.7104777148932988,1,0.8414234956342871,-0.1717712653727591
0.8009321903598295,0.7947726927681104,0.8187539268330755,0.5344174840741638,0.8152987828618558,0.7997282879084251,0.6657571139541556,0.8144396571846021,-0.45027124800043655,-0.4507441796132328,-0.4264335817240868,-0.4466997167777714,-0.7458410238269214,0.8414234956342871,1,-0.25450009702903587
-0.35598367674086395,-0.3532237362982956,-0.3559514751353173,0.24650680588361848,-0.35407203556865946,-0.34813511149848536,0.09974014456641088,-0.3524287048680823,-0.10243705963000671,-0.10245605311715339,-0.11575948014334514,-0.09178333009006051,0.17867942620126617,-0.1717712653727591,-0.25450009702903587,1
