dia_mes_ano,hora_minuto,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n
20191015,051700,11.62,0.34,217.84,69.46,0.2,486.01,13
20191015,053000,25.13,0.93,218.86,200.4,0.44,515.06,15
20191015,054500,36.07,1.41,218.66,304.87,0.63,527.65,15
20191015,060000,48.27,1.97,218.19,427.2,0.85,535.06,15
20191015,061500,62.67,2.72,219.09,593.2,1.16,536.64,15
20191015,063000,106,4.78,218.35,1042.53,1.92,558.19,15
20191015,064500,128.47,5.78,218.24,1260.6,2.31,558.93,15
20191015,070000,184.4,8.26,219.5,1811.33,3.28,562.57,15
20191015,071500,169.6,7.57,216.58,1637.93,2.98,560.81,15
20191015,073000,260.07,11.23,217.7,2448.13,4.38,566.76,15
20191015,074500,407,16.85,219.65,3708.93,6.68,563.82,15
20191015,080000,645.13,25.87,220.05,5692.13,10.55,543.66,15
20191015,081500,694.6,28.12,219.04,6159.6,11.48,545.65,15
20191015,083000,740.42,29.67,220.39,6539.17,12.22,543.32,12
20191015,084500,783.86,31.52,219.46,6918.5,12.96,542.34,14
20191015,090000,859.5,34.19,219.62,7509.33,14.36,533.27,12
20191015,091500,697,28.4,217.14,6130.75,11.62,540.33,12
20191015,093000,938,34.93,217.92,7717.07,13.93,552.45,15
20191015,094500,983.8,37.75,218.22,8248.27,15.49,541.5,15
20191015,100000,1052.07,37.39,218.19,8152.8,15,552.35,15
20191015,101500,1049.42,36.36,218.58,7962.58,14.62,554.36,12
20191015,103100,954.18,35.76,219.34,7854.27,14.81,538.6,11
20191015,104500,926.87,34.76,218.69,7655.2,14.59,531.96,15
20191015,110000,561,23.39,214.5,4971,9.7,523.7,1
20191015,114500,1029.87,37.27,221.98,8276.8,15.72,536.16,15
20191015,120000,1023.53,37.4,221.2,8274.87,15.75,534.61,15
20191015,121500,1015,37.42,221.06,8276.93,15.88,530.65,14
20191015,123000,971.85,35.88,220.65,7843.08,15.45,523.01,13
20191015,124500,893.31,33.97,219.8,7466.85,14.74,514.78,13
20191015,130000,857.46,33.6,218.99,7362.08,14.24,522.73,13
20191015,131600,645.62,27.22,217,5918.23,11.56,519.86,13
20191015,133000,593.87,25.55,215.56,5519.93,10.69,524.35,15
20191015,134500,389.73,18.18,212.29,3858.27,7.33,533.91,15
20191015,140000,332.73,15.51,213.26,3309.2,6.21,539.45,15
20191015,141500,299.93,19.31,214.58,4147.4,7.63,555.53,15
20191015,143000,184.33,13.35,213.55,2839.93,5.12,565.9,15
20191015,144500,286.2,23.87,216.46,5172.07,9.64,546.12,15
20191015,150000,185.67,8.76,212.52,1861.47,3.43,549.89,15
20191015,151500,184.67,9.27,212.69,1973.67,3.57,560.27,15
20191015,153000,146.42,7.1,212.47,1509.83,2.75,557.98,12
20191015,154500,76.31,3.6,213.12,765.31,1.44,546.99,13
20191015,160000,77.64,3.62,213.5,771.71,1.43,558.03,14
20191015,161500,75,3.43,215.6,737.4,1.36,561.21,15
20191015,163000,64.13,2.99,215.29,643.13,1.17,567.37,15
20191015,164500,49.15,2.16,216.19,466,0.9,542.02,13
20191015,170000,28.47,1.1,214.55,233.53,0.49,520.56,15
20191015,171500,13.73,0.43,214.89,89.13,0.23,498.31,15
20191015,173000,3.47,0.1,216.36,9.2,0.07,445.91,15
20191015,174500,0,0.09,216.3,0,0,336.51,15
20191015,180000,0,0.09,216.3,0,0,52.12,15
20191015,181500,0,0.09,216.3,0,0,43.43,15
20191015,183000,0,0.09,216.3,0,0,41.89,15
20191015,184500,0,0.09,216.3,0,0,42.42,15
20191015,190000,0,0.09,216.3,0,0,44.79,15
20191015,191500,0,0.09,216.3,0,0,43.12,15
20191015,193000,0,0.09,216.3,0,0,42.15,15
20191015,194500,0,0.09,216.3,0,0,42.17,15
20191015,200000,0,0.09,216.3,0,0,41.96,15
20191015,201500,0,0.09,216.3,0,0,42.75,15
20191015,203000,0,0.09,216.3,0,0,42.57,15
20191015,204500,0,0.09,216.3,0,0,42,15
20191015,210000,0,0.09,216.3,0,0,43.43,15
20191015,211500,0,0.09,216.3,0,0,42,15
20191015,213000,0,0.09,216.3,0,0,42.39,15
20191015,214500,0,0.09,216.3,0,0,42.33,15
20191015,220000,0,0.09,216.3,0,0,42.41,15
20191015,221500,0,0.09,216.3,0,0,45.05,15
20191015,223000,0,0.09,216.3,0,0,45.11,15
20191015,224500,0,0.09,216.3,0,0,45.72,15
20191015,230000,0,0.09,216.3,0,0,44.73,15
20191015,231500,0,0.09,216.3,0,0,45.43,15
20191015,233000,0,0.09,216.3,0,0,47.64,15
20191015,234500,0,0.09,216.3,0,0,46.47,15
