dia_mes_ano,hora_minuto,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n
20191111,000000,0,0.08,213.3,0,0,45.53,15
20191111,001500,0,0.08,213.3,0,0,45.04,15
20191111,003000,0,0.08,213.3,0,0,45.62,15
20191111,004500,0,0.08,213.3,0,0,46.07,14
20191111,045200,7.88,0.15,216.05,25.12,0.11,472.66,8
20191111,050000,22.2,0.7,216.41,149.53,0.34,517.75,15
20191111,051500,42.73,1.38,216.92,296.53,0.6,536.31,15
20191111,053000,58.07,2.13,215.76,457.47,0.88,548.31,15
20191111,054500,99.6,3.64,217.15,788.73,1.42,572.26,15
20191111,060000,147.6,5.74,216.64,1242.8,2.2,576.61,15
20191111,061500,206.67,8.38,216.45,1806.07,3.19,576.97,15
20191111,063000,271.53,11.13,217.83,2422.6,4.32,568.37,15
20191111,064500,302,12.41,218.25,2696.6,4.93,557.83,15
20191111,070000,402.67,16.77,217.13,3638.73,6.62,557.45,15
20191111,071500,466.8,19.35,216.67,4190.6,7.69,552.54,15
20191111,073000,530.33,21.77,216.95,4721.8,8.79,544.97,15
20191111,074500,590.87,23.8,218.53,5199.47,9.8,537.67,15
20191111,080000,649.07,26,217.59,5657,10.8,532.83,15
20191111,081500,702.27,27.97,216.97,6068.27,11.66,527.99,15
20191111,083000,754.4,29.5,217.65,6421,12.53,520.35,15
20191111,084500,806.4,30.96,218.55,6768.47,13.35,515.37,15
20191111,090000,876.73,33.2,219.64,7290.53,14.51,510.67,15
20191111,091500,999,35.61,219.92,7847.93,15.41,516.16,15
20191111,093000,757.07,27.91,216.3,6124,12.04,502.48,15
20191111,094500,624.73,24.35,216.01,5255.73,10.26,520.45,15
20191111,100000,795,30.4,218.92,6649.13,13.03,518.22,15
20191111,101500,770.53,29.75,218.13,6473.87,12.78,515.15,15
20191111,103000,693.93,26.34,217.03,5727.27,10.98,528.16,15
20191111,104500,710.53,27.41,218.25,5959.47,11.56,525.67,15
20191111,110000,752.6,28.37,218.41,6204.07,11.97,526.13,15
20191111,111500,1020.6,34.94,220.86,7711.27,15.04,523.57,15
20191111,113000,881.43,31.37,220.51,6914.43,13.78,511.49,14
20191111,114500,1084,34.69,220.75,7666.4,14.65,530.13,15
20191111,120000,881.47,31.75,219.91,6981.47,13.88,512.15,15
20191111,121500,1044.4,35.67,221.64,7905.6,14.91,538.43,15
20191111,123000,1045.47,37.05,221.79,8220.87,16.37,511.26,15
20191111,124500,1037.4,36.98,221.35,8189.33,16.84,495.47,15
20191111,130000,652.2,23.27,216.97,5116,10.26,508.91,15
20191111,131500,217.13,9.01,211.53,1903.13,3.6,535.45,15
20191111,133000,180.4,7.5,210.31,1579,2.99,539.08,15
20191111,134500,282.87,11.9,212.31,2512.73,4.61,554.92,15
20191111,140000,730.4,29.46,216.59,6369.27,11.97,543.95,15
20191111,141500,373.6,14.97,212.9,3201.8,5.99,538.07,15
20191111,143000,287.2,11.88,210.9,2505.07,4.7,540.02,15
20191111,144500,248.67,10.31,209.61,2160.67,4,548.31,15
20191111,150000,404.73,16.83,212.07,3580.8,6.61,551.28,15
20191111,151500,687,26.62,214.73,5717.07,11.02,530.94,15
20191111,153000,322.67,12.49,212.62,2660.47,5.18,520.11,15
20191111,154500,116.33,4.57,210.89,961.8,1.88,523.58,15
20191111,160000,94,3.7,211.75,781,1.52,530.86,15
20191111,161500,89.13,3.45,212.33,730.93,1.41,534.27,15
20191111,163000,82.93,3.2,212.87,680.4,1.32,534.6,15
20191111,164500,70.8,2.67,215.33,573.8,1.12,534.07,15
20191111,170000,61.73,2.28,214.62,487.73,0.96,533.15,15
20191111,171500,55.27,2.02,214.83,431.8,0.86,528.94,15
20191111,173000,38.13,1.3,216.17,279,0.58,520.19,15
20191111,174500,12.13,0.33,213.87,65.67,0.18,471.1,15
20191111,180000,0.2,0.09,213.27,0,0,336.38,15
20191111,181500,0,0.09,213.3,0,0,52.44,15
20191111,183000,0,0.09,213.3,0,0,42.19,15
20191111,184500,0,0.09,213.3,0,0,41.11,15
20191111,190000,0,0.09,213.3,0,0,41.85,15
20191111,191500,0,0.09,213.3,0,0,42,15
20191111,193000,0,0.09,213.3,0,0,42.85,15
20191111,194500,0,0.09,213.3,0,0,41.98,15
20191111,200000,0,0.09,213.3,0,0,41.63,15
20191111,201500,0,0.09,213.3,0,0,42.17,15
20191111,203000,0,0.09,213.3,0,0,42.37,15
20191111,204500,0,0.09,213.3,0,0,41.93,15
20191111,210000,0,0.09,213.3,0,0,41.68,15
20191111,211500,0,0.09,213.3,0,0,42.07,15
20191111,213000,0,0.09,213.3,0,0,40.77,15
20191111,214500,0,0.09,213.3,0,0,40.77,15
20191111,220000,0,0.09,213.3,0,0,41.28,15
20191111,221500,0,0.09,213.3,0,0,40.86,15
20191111,223000,0,0.09,213.3,0,0,42.27,15
20191111,224500,0,0.09,213.3,0,0,41.88,15
20191111,230000,0,0.09,213.3,0,0,41.77,15
20191111,231500,0,0.09,213.3,0,0,42.75,15
20191111,233000,0,0.09,213.3,0,0,42.64,15
20191111,234500,0,0.09,213.3,0,0,43.12,15
