dia_mes_ano,hora_minuto,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n
20191013,051000,5.8,0.11,219.88,13.6,0.09,462.12,5
20191013,051500,13.8,0.42,219.23,88.87,0.23,498.37,15
20191013,053000,21.27,0.7,218.84,151.4,0.35,512.19,15
20191013,054500,35,1.3,220.17,283.73,0.58,531.43,15
20191013,060000,103.13,3.82,220.15,838.93,1.59,545.59,15
20191013,061500,125.64,4.97,219.74,1087.57,2.02,555.66,14
20191013,063000,175.6,6.97,220.66,1542.2,2.79,559.07,15
20191013,064500,278.4,11.18,222.05,2477.33,4.45,565.54,15
20191013,070000,334.53,13.35,221.25,2980.67,5.4,554.6,15
20191013,071500,340.8,13.68,221.15,3040.6,5.57,548.39,15
20191013,073000,364.07,14.85,221.63,3279.47,6.02,555.63,15
20191013,074500,533.4,20.9,223.15,4660.6,8.72,543.03,15
20191013,080000,625.33,24.33,222.91,5423.8,10.21,538.02,15
20191013,081500,686.73,26.41,223.33,5895.2,11.28,530.92,15
20191013,083000,734,27.95,224.21,6266.47,12.08,526.46,15
20191013,084500,791.67,29.61,223.56,6706.87,12.88,518.81,15
20191013,090000,831.33,31.34,223.89,7048.47,13.68,520.23,15
20191013,091500,892.73,33.35,224.69,7496.27,14.8,515.02,15
20191013,093000,825.2,29.92,224.56,6728.53,13.26,516.58,15
20191013,094500,813.8,29.07,223.56,6484.6,12.23,538.81,15
20191013,100000,808.6,30.22,223.05,6654.93,13.01,533.04,15
20191013,101500,1073.8,34.1,223.93,7634.13,14.43,538.45,15
20191013,103000,810.27,29.65,223.45,6652.2,13.16,516.02,15
20191013,104500,682.73,25.57,221.64,5634.2,10.78,526.07,15
20191013,110000,1131.27,36.79,224.7,8269.13,15.44,544.59,15
20191013,111500,1043.93,36.26,224.82,8157.8,16.12,515.34,15
20191013,113000,988.27,33.73,223.17,7626.6,14.53,524.27,15
20191013,114500,994.8,33.13,223.1,7429.8,14.11,530.59,15
20191013,120000,1097.67,36.78,225.03,8277.47,16.01,526.39,15
20191013,121500,1052.2,35.41,223.51,7905.6,15.51,520.79,15
20191013,123000,1122.53,36.96,223.89,8276.27,16.02,526.07,15
20191013,124500,854.53,29.24,222.69,6562.13,13.04,506.01,15
20191013,130000,157.07,6.81,215.71,1469.33,2.93,511.87,15
20191013,131500,216.87,9.69,217.05,2099.47,3.95,540.07,15
20191013,133000,433,18.15,219.85,4024.13,7.51,539.05,15
20191013,134500,104.53,4.84,215.71,1046.13,2.02,528.07,15
20191013,140000,24.07,1.17,215.99,249.27,0.53,518.79,15
20191013,141500,34.33,1.7,216.19,364.33,0.74,525.34,15
20191013,143000,82,5.09,217.62,1099.4,2.02,564.99,15
20191013,144500,59.87,2.95,217.77,640.93,1.21,549.54,15
20191013,150000,29.8,1.14,216.89,244.6,0.52,517.78,15
20191013,151500,18,0.61,216.57,130.07,0.31,502.38,15
20191013,153000,16.13,0.53,217.44,112.8,0.28,501.03,15
20191013,154500,18.47,0.63,216.93,135.07,0.32,507.31,15
20191013,160000,17.13,0.58,216.41,122.13,0.29,503.22,15
20191013,161500,14.07,0.44,217.4,92.67,0.24,500.76,15
20191013,163000,12.93,0.4,215.92,80.93,0.22,499.35,15
20191013,164500,11.2,0.31,216.69,64.27,0.19,490.98,15
20191013,170000,7.47,0.16,216.78,28.47,0.12,467.88,15
20191013,171500,2.53,0.08,217.27,0.93,0.05,445.09,15
20191013,173000,0,0.1,216.3,0,0,460.45,15
20191013,174500,0,0.1,216.3,0,0,249.87,15
20191013,180000,0,0.1,216.3,0,0,48.46,15
20191013,181500,0,0.1,216.3,0,0,43.52,15
20191013,183000,0,0.1,216.3,0,0,44.03,15
20191013,184500,0,0.1,216.3,0,0,45.13,15
20191013,190000,0,0.1,216.3,0,0,44.22,15
20191013,191500,0,0.1,216.3,0,0,43.59,15
20191013,193000,0,0.1,216.3,0,0,42.82,15
20191013,194500,0,0.1,216.3,0,0,42.8,15
20191013,200000,0,0.1,216.3,0,0,43.11,15
20191013,201500,0,0.1,216.3,0,0,43.37,15
20191013,203000,0,0.1,216.3,0,0,43.01,15
20191013,204500,0,0.1,216.3,0,0,43.91,15
20191013,210000,0,0.1,216.3,0,0,43.85,15
20191013,211500,0,0.1,216.3,0,0,44.37,15
20191013,213000,0,0.1,216.3,0,0,44.4,15
20191013,214500,0,0.1,216.3,0,0,44.18,15
20191013,220000,0,0.1,216.3,0,0,43.57,15
20191013,221500,0,0.1,216.3,0,0,44.08,15
20191013,223000,0,0.1,216.3,0,0,44.05,15
20191013,224500,0,0.1,216.3,0,0,45.12,15
20191013,230000,0,0.1,216.3,0,0,46.98,15
20191013,231500,0,0.1,216.3,0,0,45.28,15
20191013,233000,0,0.1,216.3,0,0,45.61,15
20191013,234500,0,0.1,216.3,0,0,46.46,15
