dia_mes_ano,hora_minuto,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n
20191008,051500,7.67,0.17,219.01,27.87,0.12,475.46,15
20191008,053000,19.4,0.64,218.23,138.4,0.31,515.25,15
20191008,054500,27.8,1.02,216.81,218.47,0.47,523.61,15
20191008,060000,32.33,1.25,217.61,268.8,0.55,533.41,15
20191008,061500,34.4,1.44,216.01,307,0.61,539.78,15
20191008,063000,83.4,3.71,217.93,806.07,1.48,559.55,15
20191008,064500,106.6,4.89,217.58,1063.93,1.92,564.55,15
20191008,070000,153.2,7.02,217.94,1530.6,2.71,570.66,15
20191008,071500,252.87,11.16,218.42,2429.53,4.35,568.65,15
20191008,073000,363.67,16.12,217.09,3502.73,6.19,569.77,15
20191008,074500,289.47,13.24,216.37,2863.07,5.1,566.33,15
20191008,080000,300.33,13.85,215.13,2975.73,5.29,566.53,15
20191008,081500,279,12.66,215.37,2729.33,4.88,565.03,15
20191008,083000,219.13,9.92,213.28,2114.4,3.78,565.91,15
20191008,084500,151.67,6.86,213.97,1465.87,2.66,559.07,15
20191008,090000,151,7.16,215.67,1552.13,2.78,564.23,15
20191008,091500,194.93,9.52,214.89,2044.93,3.61,574.58,15
20191008,093000,287.07,13.5,216.94,2921.53,5.2,570.49,15
20191008,094500,420.6,19.21,218.13,4199.07,7.48,566.07,15
20191008,100000,485.07,21.48,218.65,4694.67,8.61,553.06,15
20191008,101500,372.8,16.92,216.17,3662.8,6.67,555.24,15
20191008,103000,365.07,16.82,216.47,3642,6.6,558.77,15
20191008,104500,344.4,15.62,218.11,3428.33,6.24,552.53,15
20191008,110000,398.6,17.96,218.19,3924.13,7.12,557.45,15
20191008,111500,219.73,9.86,217.23,2150.2,3.95,551,15
20191008,113000,274.47,13.02,214.58,2791.73,5.08,557.27,15
20191008,114500,323.87,15.06,215.09,3235.87,5.88,557.7,15
20191008,120000,245.73,11.36,215.13,2444.53,4.46,554.05,15
20191008,121500,89.73,3.96,213.21,848.4,1.61,534.43,15
20191008,123000,321.2,15.34,215.86,3330.27,6,565.15,15
20191008,124500,810.4,30.68,220.93,6763.67,12.39,555.85,15
20191008,130000,739.2,29.94,219.81,6610.27,12.75,523.87,15
20191008,131500,436.07,19.66,216.04,4267.67,8.07,533.45,15
20191008,133000,370.8,17.07,217.37,3707.93,6.88,545.66,15
20191008,134500,410.87,19.18,219.02,4140.4,7.81,545.85,15
20191008,140000,288.6,13.48,216.08,2907.07,5.4,547.15,15
20191008,141500,312.33,15.04,217.53,3276.67,6,551.57,15
20191008,143000,261,14.33,216.93,3132.6,5.82,540.99,15
20191008,144500,131,5.88,213.95,1257.47,2.38,540.59,15
20191008,150000,135.73,6.25,215.27,1344.47,2.49,550.27,15
20191008,151500,98.13,4.84,215.25,1038.8,1.92,551.91,15
20191008,153000,133.93,6.54,212.9,1390.4,2.57,551.67,15
20191008,154500,133.47,6.2,213.62,1325.4,2.45,547.88,15
20191008,160000,64.47,2.88,211.43,607.53,1.18,532.35,15
20191008,161500,44.27,1.91,212.44,404.07,0.81,524.23,15
20191008,163000,49.73,2.13,214.15,454.2,0.9,529.15,15
20191008,164500,35.67,1.54,214.82,328.67,0.67,522.36,15
20191008,170000,16.13,0.58,215.35,121.07,0.29,492.79,15
20191008,171500,2,0.08,212.94,3.27,0.05,438.35,15
20191008,173000,4.8,0.13,215.52,20.87,0.1,467.11,15
20191008,174500,0,0.07,216.5,0,0,351.43,15
20191008,180000,0,0.07,216.5,0,0,62.07,15
20191008,181500,0,0.07,216.5,0,0,43.43,15
20191008,183000,0,0.07,216.5,0,0,41.76,14
20191008,184500,0,0.07,216.5,0,0,41.82,15
20191008,190000,0,0.07,216.5,0,0,41.72,15
20191008,191500,0,0.07,216.5,0,0,41.92,15
20191008,193000,0,0.07,216.5,0,0,43.31,15
20191008,194500,0,0.07,216.5,0,0,42.47,15
20191008,200000,0,0.07,216.5,0,0,42.37,15
20191008,201500,0,0.07,216.5,0,0,43.29,15
20191008,203000,0,0.07,216.5,0,0,42.45,15
20191008,204500,0,0.07,216.5,0,0,43.15,15
20191008,210000,0,0.07,216.5,0,0,43.98,15
20191008,211500,0,0.07,216.5,0,0,43.02,15
20191008,213000,0,0.07,216.5,0,0,43.39,15
20191008,214500,0,0.07,216.5,0,0,43.29,15
20191008,220000,0,0.07,216.5,0,0,43.13,15
20191008,221500,0,0.07,216.5,0,0,44.55,15
20191008,223000,0,0.07,216.5,0,0,44.09,15
20191008,224500,0,0.07,216.5,0,0,43.55,15
20191008,230000,0,0.07,216.5,0,0,44.66,15
20191008,231500,0,0.07,216.5,0,0,43.85,15
20191008,233000,0,0.07,216.5,0,0,45.82,15
20191008,234500,0,0.07,216.5,0,0,44.94,15
