dia_mes_ano,m,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n
20191022,2,203000,0,3.3080000000000003,0.11066666666666666,0,0,27.284,0.076,0,0,0.49933333333333335,-127,315,1.2413333333333334,15
20191022,3,204500,0,3.1186666666666665,0.10333333333333333,0,0,25.72,0.07066666666666667,0,0,0.48066666666666663,-127,315,2.482666666666667,15
20191022,0,210000,0,2.292,0.07666666666666667,0,0,18.912,0.051333333333333335,0,0,0.49666666666666665,-127,315,4.788,15
20191022,1,211900,0,1.7736363636363637,0.05818181818181818,0,0,14.635454545454545,0.04181818181818182,0,0,0.4854545454545454,-127,286.3636363636364,6.287272727272728,11
20191022,2,213000,0,1.7346666666666666,0.05733333333333333,0,0,14.320666666666666,0.04066666666666667,0,0,0.4646666666666667,-127,315,6.65,15
20191022,3,214500,0,1.808,0.06,0,0,14.918,0.04133333333333333,0,0,0.4766666666666666,-127,315,6.738666666666667,15
20191022,0,220000,0,1.8346666666666667,0.06066666666666667,0,0,15.148,0.043333333333333335,0,0,0.4666666666666667,-127,315,7.270666666666667,15
20191022,1,221500,0,1.734,0.058666666666666666,0,0,14.310666666666666,0.04,0,0,0.4693333333333333,-127,315,5.32,15
20191022,2,223000,0,1.768,0.059333333333333335,0,0,14.586666666666666,0.04066666666666667,0,0,0.48066666666666663,-127,315,4.1673333333333336,15
20191022,3,224500,0,1.8546666666666667,0.062,0,0,15.311333333333334,0.043333333333333335,0,0,0.46599999999999997,-127,315,3.458,15
20191022,0,230000,0,1.2986666666666666,0.044,0,0,10.72,0.03,0,0,0.4673333333333333,-127,315,6.472666666666667,15
20191022,1,231500,0,1.1446666666666667,0.038,0,0,9.458,0.026,0,0,0.45266666666666666,-127,294,7.625333333333334,15
20191022,2,233000,0,1.7993333333333332,0.060000000000000005,0,0,14.850666666666667,0.04133333333333333,0,0,0.4533333333333333,-127,315,5.408666666666667,15
20191022,3,234500,0,1.158,0.03933333333333333,0,0,9.558,0.026,0,0,0.44866666666666666,-127,315,7.270666666666667,15
20191023,0,000100,0.08357142857142856,1.1185714285714285,0.03785714285714286,0,0,9.235,0.025,0,0,0.4585714285714286,-116.68285714285715,315,5.415,14
20191023,1,001500,0,1.5033333333333334,0.051333333333333335,0,0,12.419333333333332,0.03333333333333333,0,0,0.4613333333333333,-127,189,4.433333333333334,15
20191023,2,003000,0,1.7013333333333334,0.05666666666666667,0,0,14.043333333333333,0.038,0,0,0.45466666666666666,-127,273,3.724,15
20191023,3,004500,0,1.9706666666666666,0.06533333333333334,0,0,16.258666666666667,0.044000000000000004,0,0,0.44466666666666665,-127,63,5.763333333333334,15
