dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n
20191013,000100,0.04,5.15,0.17,0,0,42.49,0.12,0,0,0.46,23.05,99.64,3.33,14
20191013,001500,0.34,4.81,0.16,0,0,39.66,0.11,0,0,0.44,23.11,93,0.89,15
20191013,003000,0,5.14,0.17,0,0,42.45,0.12,0,0,0.44,23.28,63,6.83,15
20191013,004500,0,5.37,0.18,0,0,44.29,0.12,0,0,0.44,22.89,231,1.15,15
20191013,010000,0.04,5.66,0.19,0,0,46.72,0.13,0,0,0.46,21.79,315,0,15
20191013,011500,0,5.6,0.19,0,0,46.2,0.13,0,0,0.47,21,144,2.84,15
20191013,013000,0.04,5.46,0.18,0,0,45.08,0.12,0,0,0.44,21.05,90,0,15
20191013,014500,0.82,5.46,0.18,0,0,45.07,0.12,0,0,0.44,21.29,90,0.89,15
20191013,020000,0.3,5.09,0.17,0,0,42,0.12,0,0,0.46,22.25,108,0,15
20191013,021500,0.65,5.06,0.17,0,0,41.75,0.11,0,0,0.45,22.33,132,0.71,15
20191013,023000,0,5.09,0.17,0,0,42.03,0.12,0,0,0.45,22.72,24,1.6,15
20191013,024500,1.22,4.86,0.16,0,0,40.13,0.11,0,0,0.45,22.92,54,0.62,15
20191013,030000,0,5.23,0.17,0,0,43.17,0.12,0,0,0.44,21.97,195,0.62,15
20191013,031500,0,5.93,0.2,0,0,48.93,0.14,0,0,0.46,23.31,57,3.9,15
20191013,033000,0.17,5.67,0.19,0,0,46.8,0.13,0,0,0.46,23.68,18,2.93,15
20191013,034500,0.21,5.63,0.19,0,0,46.47,0.13,0,0,0.44,24.09,36,5.5,15
20191013,040000,0,5.22,0.17,0,0,43.09,0.12,0,0,0.45,24.18,75,5.59,15
20191013,041500,0.48,5.29,0.18,0,0,43.69,0.12,0,0,0.44,24.24,78,4.7,15
20191013,043000,0,5.14,0.17,0,0,42.45,0.12,0,0,0.45,24.46,33,5.23,15
20191013,044500,0.04,4.97,0.17,0,0,41.05,0.11,0,0,0.45,24.41,57,5.85,15
20191013,050000,0.21,5.13,0.17,0,0,42.35,0.12,0,0,0.46,24.06,69,6.21,15
20191013,051500,8.53,5.53,0.18,0,0,45.59,0.13,0,0,0.45,23.85,21,3.28,15
20191013,053000,22.01,5.38,0.18,0,0,44.35,0.12,0,0,0.46,24.59,51,3.72,15
20191013,054500,34.04,5.17,0.17,0,0,42.63,0.12,0,0,0.44,24.48,30,2.48,15
20191013,060000,117.73,4.97,0.17,0,0,41.04,0.11,0,0,0.45,26.43,6,4.34,15
20191013,061500,126.72,4.87,0.16,0,0,40.15,0.11,0,0,0.46,26.96,27,5.85,15
20191013,063000,182.65,4.88,0.16,0,0,40.25,0.11,0,0,0.44,27.84,18,4.88,15
20191013,064500,288.68,4.45,0.15,0,0,36.7,0.1,0,0,0.44,30.29,33,5.85,15
20191013,070000,335.75,4.59,0.15,0,0,37.9,0.1,0,0,0.43,31.18,45,5.32,15
20191013,071500,319.75,4.78,0.16,0,0,39.44,0.11,0,0,0.43,31.52,30,5.67,15
20191013,073000,366.82,4.73,0.16,0,0,38.99,0.11,0,0,0.44,31.14,93,6.74,15
20191013,074500,508.54,4.63,0.15,0,0,38.18,0.1,0,0,0.44,34.69,141,5.23,15
20191013,080000,588.4,4.22,0.14,0,0,34.81,0.1,0,0,0.44,33.9,147,11.44,15
20191013,081500,645.91,4.04,0.14,0,0,33.34,0.09,0,0,0.45,35.12,72,11.17,15
20191013,083000,691.79,4.15,0.14,0,0,34.27,0.09,0,0,0.43,35.45,165,12.24,15
20191013,084500,739.51,4.15,0.14,0,0,34.21,0.09,0,0,0.45,35.37,93,10.91,15
20191013,090000,787.9,4.11,0.14,0,0,33.89,0.09,0,0,0.44,35.2,144,11.88,15
20191013,091500,841.05,4.38,0.15,0,0,36.11,0.1,0,0,0.44,35.16,93,12.77,15
20191013,093000,715.85,4.43,0.15,0,0,36.58,0.1,0,0,0.44,34.77,84,13.12,15
20191013,094500,800.73,4.31,0.14,0,0,35.52,0.1,0,0,0.44,35.04,108,11.97,15
20191013,100000,824.13,4.3,0.14,0,0,35.46,0.1,0,0,0.43,35.57,114,9.75,15
20191013,101500,1023.76,4.05,0.14,0,0,33.45,0.09,0,0,0.42,36.17,120,17.2,15
20191013,103000,739.38,4.35,0.15,0,0,35.89,0.1,0,0,0.43,35.45,99,12.59,15
20191013,104500,636.13,4.39,0.15,0,0,36.17,0.1,0,0,0.42,36.16,132,10.73,15
20191013,110000,1106.26,4.32,0.14,0,0,35.64,0.1,0,0,0.42,37.47,141,9.4,15
20191013,111500,1003.67,4.46,0.15,0,0,36.79,0.1,0,0,0.43,37.37,201,11.26,15
20191013,113000,977.49,4.49,0.15,0,0,37.05,0.1,0,0,0.43,36.62,174,11.35,15
20191013,114500,982.51,4.43,0.15,0,0,36.53,0.1,0,0,0.43,36.45,117,11.88,15
20191013,120000,1059.86,4.22,0.14,0,0,34.84,0.1,0,0,0.41,36.9,144,11.97,15
20191013,121500,1047.69,4.06,0.14,0,0,33.45,0.09,0,0,0.42,38.09,201,7.89,15
20191013,123000,1105.73,4.15,0.14,0,0,34.21,0.09,0,0,0.42,37.75,141,13.83,15
20191013,124500,833.91,3.97,0.13,0,0,32.73,0.09,0,0,0.42,37.57,138,10.37,15
20191013,130000,153.96,4.51,0.15,0,0,37.21,0.1,0,0,0.43,36.35,219,6.83,15
20191013,131500,220.2,4.96,0.17,0,0,40.96,0.11,0,0,0.43,33.48,219,13.48,15
20191013,133000,434.9,6.81,0.23,0,0,56.16,0.15,0,0,0.43,34.7,231,15.25,15
20191013,134500,119.98,7.12,0.24,0,0,58.71,0.16,0,0,0.46,33.47,165,7.71,15
20191013,140000,23.73,6.23,0.21,0,0,51.36,0.14,0,0,0.48,21.12,24,28.82,15
20191013,141500,39.99,7.71,0.26,0,0,63.59,0.17,0,0,0.49,20.22,72,29.97,15
20191013,143000,110.86,7.34,0.24,0,0,60.55,0.17,0,0,0.47,20.52,87,27.31,15
20191013,144500,62.07,7.45,0.25,0,0,61.49,0.17,0,0,0.46,21.64,87,14.45,15
20191013,150000,26.77,6.33,0.21,0,0,52.26,0.14,0,0,0.45,22.72,105,6.92,15
20191013,151500,12.23,7.2,0.24,0,0,59.42,0.16,0,0,0.46,22.89,135,0,15
20191013,153000,9.98,7.33,0.24,0,0,60.46,0.17,0,0,0.45,22.43,135,0,15
20191013,154500,9.41,7.48,0.25,0,0,61.68,0.17,0,0,0.46,22.36,39,0.44,15
20191013,160000,8.84,7.61,0.25,0,0,62.78,0.17,0,0,0.44,22.31,117,1.06,15
20191013,161500,7.13,6.99,0.23,0,0,57.68,0.16,0,0,0.46,22.52,69,2.04,15
20191013,163000,6.11,6.72,0.22,0,0,55.45,0.15,0,0,0.45,22.56,54,2.22,15
20191013,164500,5.37,7.14,0.24,0,0,58.92,0.16,0,0,0.44,21.97,126,0,15
20191013,170000,2.64,6.51,0.22,0,0,53.74,0.15,0,0,0.46,21.86,138,0,15
20191013,171500,1.39,6.5,0.22,0,0,53.64,0.15,0,0,0.46,21.66,204,0,15
20191013,173000,0.7,6.98,0.23,0,0,57.6,0.16,0,0,0.45,21.54,180,0,15
20191013,174500,0.21,7.04,0.23,0,0,58.12,0.16,0,0,0.46,21.85,177,0,15
20191013,180000,0,9.37,0.31,0,0,77.34,0.21,0,0,0.45,21.53,90,3.46,15
20191013,181500,0.38,6.61,0.22,0,0,54.55,0.15,0,0,0.45,21.49,129,3.19,15
20191013,183100,0.23,6.35,0.21,0,0,52.42,0.14,0,0,0.45,22,83.57,0.1,14
20191013,184500,0.78,6.12,0.2,0,0,50.45,0.14,0,0,0.45,21.93,72,1.06,15
20191013,190000,0.21,5.65,0.19,0,0,46.61,0.13,0,0,0.45,22.65,45,10.99,15
20191013,191500,0.17,5.48,0.18,0,0,45.21,0.12,0,0,0.43,22.95,42,9.84,15
20191013,193000,1.16,5.41,0.18,0,0,44.59,0.12,0,0,0.44,23.26,42,10.02,15
20191013,194500,0.25,5.52,0.18,0,0,45.58,0.12,0,0,0.44,23.32,39,12.06,15
20191013,200000,0.34,5.48,0.18,0,0,45.22,0.12,0,0,0.45,23.22,45,13.3,15
20191013,201500,0.04,5.36,0.18,0,0,44.22,0.12,0,0,0.44,23.24,45,12.95,15
20191013,203000,0.04,5.33,0.18,0,0,43.99,0.12,0,0,0.45,23.32,45,13.39,15
20191013,204500,0.17,5.06,0.17,0,0,41.75,0.12,0,0,0.43,23.55,42,12.59,15
20191013,210000,0,5.05,0.17,0,0,41.68,0.11,0,0,0.43,23.79,66,19.68,15
20191013,211500,0.17,5.05,0.17,0,0,41.64,0.11,0,0,0.45,23.38,78,21.19,15
20191013,213000,0,5.1,0.17,0,0,42.06,0.12,0,0,0.44,23.1,69,15.16,15
20191013,214500,0.17,4.93,0.16,0,0,40.64,0.11,0,0,0.45,22.67,69,14.19,15
20191013,220000,0,4.38,0.15,0,0,36.11,0.1,0,0,0.45,22.62,69,17.73,15
20191013,221500,0.04,3.89,0.13,0,0,32.1,0.09,0,0,0.45,22.93,63,16.4,15
20191013,223000,0.17,3.33,0.11,0,0,27.45,0.08,0,0,0.45,23.32,90,10.29,15
20191013,224500,0.3,3.3,0.11,0,0,27.2,0.08,0,0,0.44,23.12,69,4.88,15
20191013,230000,0.3,3.11,0.1,0,0,25.68,0.07,0,0,0.45,22.91,117,1.42,15
20191013,231500,0.74,2.94,0.1,0,0,24.24,0.07,0,0,0.43,22.67,72,10.29,15
20191013,233000,0.04,4,0.13,0,0,33.01,0.09,0,0,0.46,22.17,66,10.55,15
20191013,234500,0,4.18,0.14,0,0,34.5,0.09,0,0,0.45,22.07,42,10.02,15
