dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n
20191017,000100,0.18,3.68,0.12,0,0,30.38,0.08,0,0,0.45,23.92,135,0,14
20191017,001500,0,3.22,0.11,0,0,26.58,0.07,0,0,0.45,23.96,132,0.62,15
20191017,003000,0.48,3.2,0.11,0,0,26.43,0.07,0,0,0.43,23.87,153,0.44,15
20191017,004500,0.04,3.84,0.13,0,0,31.67,0.09,0,0,0.45,23.1,180,1.33,15
20191017,010000,0.08,5.55,0.18,0,0,45.81,0.13,0,0,0.47,22.77,180,0.35,15
20191017,011500,0,4.57,0.15,0,0,37.74,0.1,0,0,0.48,22.14,180,0.44,15
20191017,013000,0.04,4.69,0.16,0,0,38.73,0.11,0,0,0.47,22.5,180,2.48,15
20191017,014500,0.61,6.03,0.2,0,0,49.78,0.14,0,0,0.45,22.59,180,2.04,15
20191017,020000,0.38,5.67,0.19,0,0,46.74,0.13,0,0,0.45,21.89,180,1.51,15
20191017,021500,0.48,4.2,0.14,0,0,34.64,0.1,0,0,0.44,22.39,165,0.09,15
20191017,023000,0.3,4.18,0.14,0,0,34.49,0.09,0,0,0.45,22.39,135,0,15
20191017,024500,0.65,4.72,0.16,0,0,38.98,0.11,0,0,0.44,22.41,105,3.1,15
20191017,030000,0.08,3.99,0.13,0,0,32.92,0.09,0,0,0.45,23.3,144,2.31,15
20191017,031500,1.14,3.44,0.12,0,0,28.4,0.08,0,0,0.43,23.75,123,1.86,15
20191017,033000,0.3,3.79,0.13,0,0,31.26,0.09,0,0,0.45,23.55,111,3.64,15
20191017,034500,0,3.66,0.12,0,0,30.18,0.08,0,0,0.44,23.29,180,2.85,14
20191017,040000,0.61,3.67,0.12,0,0,30.27,0.08,0,0,0.47,23.87,153,4.43,15
20191017,041500,0,3.7,0.12,0,0,30.48,0.08,0,0,0.45,23.89,135,1.06,15
20191017,043000,0,3.75,0.12,0,0,30.96,0.09,0,0,0.45,22.84,135,0.53,15
20191017,044500,0.04,3.76,0.12,0,0,31,0.09,0,0,0.45,21.91,135,1.06,15
20191017,050000,1.42,3.87,0.13,0,0,31.94,0.09,0,0,0.44,22.03,135,0,15
20191017,051500,12.63,4.11,0.14,0,0,33.95,0.09,0,0,0.45,22.55,138,0.27,15
20191017,053000,44.36,4.08,0.13,0,0,33.67,0.09,0,0,0.45,24.23,153,1.68,15
20191017,054500,22.15,4.29,0.14,0,0,35.36,0.1,0,0,0.44,24.36,126,5.76,15
20191017,060000,8.22,4.66,0.15,0,0,38.45,0.11,0,0,0.44,24.06,33,3.46,15
20191017,061500,18.05,4.85,0.16,0,0,40.03,0.11,0,0,0.45,24.54,63,9.31,15
20191017,063000,24.13,4.9,0.16,0,0,40.43,0.11,0,0,0.44,24.7,153,2.93,15
20191017,064500,31.4,5,0.17,0,0,41.27,0.11,0,0,0.44,24.9,159,3.01,15
20191017,070000,37.22,5.61,0.19,0,0,46.3,0.13,0,0,0.44,24.95,135,1.86,15
20191017,071500,49.91,5.61,0.19,0,0,46.3,0.13,0,0,0.44,25.26,111,2.22,15
20191017,073000,91.82,7.06,0.24,0,0,58.26,0.16,0,0,0.44,25.86,102,7.89,15
20191017,074500,151.31,6.68,0.22,0,0,55.15,0.15,0,0,0.44,26.05,86.79,16.15,14
20191017,080000,178.42,7.09,0.24,0,0,58.46,0.16,0,0,0.45,26.32,72,23.32,15
20191017,081500,158.85,7.69,0.26,0,0,63.41,0.17,0,0,0.45,26.46,69,21.28,15
20191017,083000,132.94,7.48,0.25,0,0,61.74,0.17,0,0,0.44,26.2,78,19.77,15
20191017,084500,141.13,8.17,0.27,0,0,67.44,0.19,0,0,0.44,26.1,96,15.25,15
20191017,090000,145.89,8.19,0.27,0,0,67.57,0.19,0,0,0.45,25.96,87,16.49,15
20191017,091500,116.15,8.09,0.27,0,0,66.77,0.18,0,0,0.45,26.11,87,10.55,15
20191017,093000,134.26,7.69,0.26,0,0,63.45,0.18,0,0,0.45,26.5,126,4.43,15
20191017,094500,164.14,8.15,0.27,0,0,67.28,0.19,0,0,0.45,27.79,225,4.61,15
20191017,100000,163.34,10.92,0.36,0,0,90.09,0.25,0,0,0.46,27.69,198,3.99,15
20191017,101500,146.55,8.07,0.27,0,0,66.6,0.18,0,0,0.45,27.2,195,4.52,15
20191017,103000,129.5,8.45,0.28,0,0,69.72,0.19,0,0,0.46,27.57,165,3.37,15
20191017,104500,103.32,10,0.33,0,0,82.5,0.23,0,0,0.46,27.07,141,2.04,15
20191017,110000,149.6,10.03,0.33,0,0,82.71,0.23,0,0,0.46,27.72,150,1.86,15
20191017,111500,271.36,9.54,0.32,0,0,78.69,0.22,0,0,0.45,28.18,150,3.37,15
20191017,113000,383.08,9.07,0.3,0,0,74.83,0.21,0,0,0.46,29.23,147,4.08,15
20191017,114500,496.12,9,0.3,0,0,74.29,0.2,0,0,0.44,29.97,171,6.12,15
20191017,120000,867.1,9.48,0.32,0,0,78.2,0.21,0,0,0.44,32.1,219,7.98,15
20191017,121500,584.43,8.96,0.3,0,0,73.88,0.2,0,0,0.44,31.61,156,5.94,15
20191017,123000,339.05,9.07,0.3,0,0,74.8,0.21,0,0,0.44,31.03,195,5.94,15
20191017,124500,275.85,8.66,0.29,0,0,71.45,0.2,0,0,0.44,30.37,165,3.9,15
20191017,130000,249.28,8.45,0.28,0,0,69.71,0.19,0,0,0.44,30.53,165,4.26,15
20191017,131500,238.18,8.72,0.29,0,0,71.93,0.2,0,0,0.44,30.55,180,5.05,15
20191017,133000,279.42,8.19,0.27,0,0,67.54,0.19,0,0,0.44,30.9,168,4.7,15
