dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n
20191016,000100,0.32,1.5,0.05,0,0,12.4,0.03,0,0,0.47,20.19,225,0,12
20191016,001500,0.21,1.47,0.05,0,0,12.11,0.03,0,0,0.46,20.4,186,0,15
20191016,003000,1.04,1.06,0.03,0,0,8.79,0.02,0,0,0.48,20.33,180,0,15
20191016,004500,0,1.18,0.04,0,0,9.77,0.03,0,0,0.48,20.32,132,0,15
20191016,010000,0.65,1.15,0.04,0,0,9.45,0.02,0,0,0.48,20.36,111,0.27,15
20191016,011500,0.04,1.27,0.04,0,0,10.52,0.03,0,0,0.46,20.89,162,1.06,15
20191016,013000,0.57,2.03,0.07,0,0,16.77,0.05,0,0,0.46,21.13,153,1.6,15
20191016,014500,0.25,3.03,0.1,0,0,24.96,0.07,0,0,0.44,21.26,171,1.6,15
20191016,020000,0.21,3.76,0.13,0,0,31.07,0.08,0,0,0.44,21.35,159,1.6,15
20191016,021500,0.3,4.38,0.15,0,0,36.16,0.1,0,0,0.44,21.45,150,1.95,15
20191016,023000,0,4.68,0.16,0,0,38.57,0.11,0,0,0.45,21.43,171,2.84,15
20191016,024500,1.22,5.47,0.18,0,0,45.11,0.12,0,0,0.44,21.54,153,5.14,15
20191016,030000,0.04,6.02,0.2,0,0,49.69,0.14,0,0,0.44,21.57,147,4.26,15
20191016,031500,0.52,6.36,0.21,0,0,52.47,0.14,0,0,0.44,21.46,156,3.19,15
20191016,033000,0.04,6.44,0.21,0,0,53.16,0.15,0,0,0.43,21.42,132,6.83,15
20191016,034500,0.04,6.46,0.21,0,0,53.29,0.15,0,0,0.44,21.54,156,5.05,15
20191016,040000,0,6.83,0.23,0,0,56.31,0.15,0,0,0.44,21.57,120,4.7,15
20191016,041500,0.25,7.26,0.24,0,0,59.86,0.17,0,0,0.45,21.6,114,4.7,15
20191016,043000,0,5.32,0.18,0,0,43.88,0.12,0,0,0.43,21.88,117,8.78,15
20191016,044500,0,4.06,0.14,0,0,33.51,0.09,0,0,0.44,22.16,102,14.81,15
20191016,050000,0.52,3.99,0.13,0,0,32.89,0.09,0,0,0.44,22.09,99,12.95,15
20191016,051500,2.25,3.88,0.13,0,0,32.03,0.09,0,0,0.43,22,120,8.87,15
20191016,053000,9.06,3.64,0.12,0,0,30.02,0.08,0,0,0.43,21.95,111,8.78,15
20191016,054500,16.86,3.74,0.12,0,0,30.87,0.08,0,0,0.45,21.95,111,11.88,15
20191016,060000,30.47,3.66,0.12,0,0,30.21,0.08,0,0,0.43,21.97,111,12.41,15
20191016,061500,31.93,3.32,0.11,0,0,27.39,0.08,0,0,0.44,21.94,105,15.34,15
20191016,063000,30.47,3.25,0.11,0,0,26.83,0.07,0,0,0.43,21.89,99,18.18,15
20191016,064500,29.15,2.94,0.1,0,0,24.27,0.06,0,0,0.46,21.91,108,14.63,15
20191016,070000,34.31,2.63,0.09,0,0,21.68,0.06,0,0,0.42,21.94,117,9.13,15
20191016,071500,36.95,2.61,0.09,0,0,21.51,0.06,0,0,0.44,21.9,99,8.07,15
20191016,073000,42.11,2.34,0.08,0,0,19.29,0.05,0,0,0.43,21.84,114,12.15,15
20191016,074500,53.08,2.31,0.08,0,0,19.08,0.05,0,0,0.44,21.97,123,7.8,15
20191016,080000,70.53,2.24,0.08,0,0,18.48,0.05,0,0,0.44,22.05,120,5.85,15
20191016,081500,88.52,2.2,0.07,0,0,18.13,0.05,0,0,0.43,22.25,123,7.54,15
20191016,083000,109.14,2.25,0.07,0,0,18.54,0.05,0,0,0.44,22.21,93,10.37,15
20191016,084500,132.94,2.48,0.08,0,0,20.44,0.06,0,0,0.44,22.32,105,14.45,15
20191016,090000,189.26,2.53,0.08,0,0,20.88,0.06,0,0,0.45,22.81,105,13.21,15
20191016,091500,252.98,2.69,0.09,0,0,22.18,0.06,0,0,0.45,23.62,114,8.78,15
20191016,093000,283.66,2.99,0.1,0,0,24.65,0.07,0,0,0.45,24,102,10.91,15
20191016,094500,367.62,3.5,0.12,0,0,28.92,0.08,0,0,0.45,25.02,106.07,9.69,14
