dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n
20191014,000100,0.09,3.72,0.12,0,0,30.67,0.08,0,0,0.43,22.37,48.21,6.94,14
20191014,001500,0.17,3.51,0.12,0,0,28.93,0.08,0,0,0.43,22.39,60,5.85,15
20191014,003000,0,3.23,0.11,0,0,26.6,0.07,0,0,0.45,22.35,60,9.49,15
20191014,004500,0,3.13,0.1,0,0,25.82,0.07,0,0,0.45,22.54,42,8.96,15
20191014,010000,0.04,3.26,0.11,0,0,26.89,0.07,0,0,0.45,22.47,66,6.92,15
20191014,011500,0.04,3.32,0.11,0,0,27.38,0.08,0,0,0.44,22.36,66,7.27,15
20191014,013000,0.04,3.28,0.11,0,0,27.07,0.07,0,0,0.46,22.38,21,6.74,15
20191014,014500,0.21,3.2,0.11,0,0,26.37,0.07,0,0,0.46,21.84,57,0,15
20191014,020000,0,2.91,0.1,0,0,24,0.07,0,0,0.45,21.63,30,1.33,15
20191014,021500,0,2.98,0.1,0,0,24.56,0.07,0,0,0.45,21.02,165,0,15
20191014,023000,0,2.98,0.1,0,0,24.6,0.07,0,0,0.45,20.66,135,0,15
20191014,024500,0.21,2.82,0.09,0,0,23.25,0.06,0,0,0.45,21.4,177,0,15
20191014,030000,0.3,2.88,0.1,0,0,23.76,0.07,0,0,0.44,21.15,138,0.98,15
20191014,031500,0.04,2.91,0.1,0,0,24.01,0.07,0,0,0.46,20.77,135,0.53,15
20191014,033000,0,2.94,0.1,0,0,24.22,0.07,0,0,0.45,20.49,126,0,15
20191014,034500,0,2.78,0.09,0,0,22.91,0.06,0,0,0.44,20.85,216,0,15
20191014,040000,0,2.67,0.09,0,0,22.01,0.06,0,0,0.44,20.72,168,0,15
20191014,041500,0.04,3.1,0.1,0,0,25.59,0.07,0,0,0.45,21.1,174,0,15
20191014,043000,0.04,2.98,0.1,0,0,24.58,0.07,0,0,0.45,21.02,102,0,15
20191014,044500,0.04,2.94,0.1,0,0,24.22,0.07,0,0,0.45,20.89,90,0,15
20191014,050000,0.91,2.96,0.1,0,0,24.42,0.07,0,0,0.44,20.9,90,0,15
20191014,051500,8.1,3.13,0.1,0,0,25.82,0.07,0,0,0.45,21.13,90,0,15
20191014,053000,39.2,3.21,0.11,0,0,26.45,0.07,0,0,0.45,22.07,90,0,15
20191014,054500,53.61,3.17,0.11,0,0,26.16,0.07,0,0,0.44,22.81,132,0,15
20191014,060000,117.07,4.19,0.14,0,0,34.56,0.1,0,0,0.44,27.51,144,0,15
20191014,061500,107.82,4.34,0.14,0,0,35.83,0.1,0,0,0.45,28.68,147,0,15
20191014,063000,99.22,4.78,0.16,0,0,39.46,0.11,0,0,0.45,26.17,180,0,15
20191014,064500,202.21,4.48,0.15,0,0,36.94,0.1,0,0,0.45,29,180,0,15
20191014,070000,376.07,4.21,0.14,0,0,34.71,0.1,0,0,0.43,30.21,111,3.28,15
20191014,071500,428.82,4.5,0.15,0,0,37.17,0.1,0,0,0.45,30.66,108,6.12,15
20191014,073000,485.54,3.66,0.12,0,0,30.2,0.08,0,0,0.43,30.23,72,10.02,15
20191014,074500,551.78,3.28,0.11,0,0,27.07,0.08,0,0,0.43,30.74,84,8.16,15
20191014,080000,589.32,3.38,0.11,0,0,27.85,0.08,0,0,0.43,30.56,57,10.2,15
20191014,081500,633.61,3.65,0.12,0,0,30.14,0.08,0,0,0.43,31.84,72,8.07,15
20191014,083000,729.73,3.8,0.13,0,0,31.32,0.09,0,0,0.42,32.57,96,8.87,15
20191014,084500,809.45,3.81,0.13,0,0,31.4,0.08,0,0,0.43,33.38,90,7.36,15
20191014,090000,869.08,3.91,0.13,0,0,32.26,0.09,0,0,0.44,34.26,84,7.71,15
20191014,091500,746.26,3.42,0.11,0,0,28.21,0.08,0,0,0.42,34.79,153,9.93,15
20191014,093000,612.2,3.23,0.11,0,0,26.69,0.07,0,0,0.43,34.6,237,7.71,15
20191014,094500,725.9,3.31,0.11,0,0,27.29,0.07,0,0,0.43,33.98,90,8.33,15
20191014,100000,739.65,3.13,0.1,0,0,25.79,0.07,0,0,0.42,35.36,195,7.27,15
20191014,101500,765.56,3.19,0.11,0,0,26.33,0.07,0,0,0.43,35.7,189,7.27,15
20191014,103000,894.73,3.2,0.11,0,0,26.36,0.07,0,0,0.43,36.03,132,8.33,15
20191014,104500,783.14,3.45,0.11,0,0,28.44,0.08,0,0,0.41,35.79,171,7.71,5
20191014,110700,889.61,3.35,0.11,0,0,27.6,0.08,0,0,0.42,36.67,167.14,10.64,7
20191014,111600,949.1,3.63,0.12,0,0,29.95,0.08,0,0,0.44,36.07,196.07,12.45,14
20191014,113000,809.98,3.7,0.12,0,0,30.54,0.09,0,0,0.42,35.53,195,7.27,15
20191014,114500,820.56,3.46,0.11,0,0,28.52,0.08,0,0,0.42,36.07,180,6.03,15
20191014,120000,900.23,3.43,0.11,0,0,28.27,0.08,0,0,0.42,35.57,90,7.79,14
20191014,121500,1091.85,3.38,0.11,0,0,27.93,0.08,0,0,0.42,35.95,195,8.69,15
20191014,123000,871.59,3.28,0.11,0,0,27.1,0.07,0,0,0.42,35.18,168,9.22,15
