dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n
20191015,000100,0.6,5.28,0.18,0,0,43.53,0.12,0,0,0.45,22.76,141.92,0.72,13
20191015,001500,0,5.53,0.18,0,0,45.61,0.12,0,0,0.44,22.71,168,0.27,15
20191015,003000,0.08,5.6,0.19,0,0,46.21,0.13,0,0,0.44,22.64,198,2.48,15
20191015,004500,0.79,5.71,0.19,0,0,47.16,0.13,0,0,0.44,22.42,190.38,0,13
20191015,010000,0.56,5.83,0.19,0,0,48.06,0.13,0,0,0.45,22.19,216,0.71,15
20191015,011500,0.08,5.97,0.2,0,0,49.24,0.14,0,0,0.45,22.35,186,1.77,15
20191015,013000,0.17,5.92,0.2,0,0,48.87,0.13,0,0,0.45,22.41,144,2.22,15
20191015,014500,0.61,5.84,0.19,0,0,48.16,0.13,0,0,0.44,22.44,192,1.86,15
20191015,020000,0.08,5.81,0.19,0,0,47.97,0.13,0,0,0.45,22.4,186,2.22,15
20191015,021500,0.04,5.76,0.19,0,0,47.49,0.13,0,0,0.44,22.2,180,0,15
20191015,023000,0.38,5.7,0.19,0,0,47.04,0.13,0,0,0.45,22.07,180,0,15
20191015,024500,0,5.97,0.2,0,0,49.29,0.14,0,0,0.44,22.24,180,1.15,15
20191015,030000,0.69,6.36,0.21,0,0,52.43,0.14,0,0,0.44,22.25,180,1.71,14
20191015,031500,0.04,6.55,0.22,0,0,54.08,0.15,0,0,0.44,22.18,180,1.06,15
20191015,033000,0.52,6.96,0.23,0,0,57.43,0.16,0,0,0.46,22.09,198,2.04,15
20191015,034500,0.56,6.43,0.21,0,0,53.05,0.15,0,0,0.45,22.09,171,1.33,15
20191015,040000,0,7.04,0.23,0,0,58.07,0.16,0,0,0.44,22.11,171,1.42,15
20191015,041500,0.08,7.54,0.25,0,0,62.21,0.17,0,0,0.44,22.1,192,1.33,15
20191015,043000,0.95,8.09,0.27,0,0,66.71,0.18,0,0,0.45,22.13,174,0.09,15
20191015,044500,0.08,9.14,0.3,0,0,75.38,0.21,0,0,0.45,22.39,141,0.71,15
20191015,050000,0.78,9.35,0.31,0,0,77.13,0.21,0,0,0.45,22.56,171,2.75,15
20191015,051500,7.97,9.07,0.3,0,0,74.87,0.2,0,0,0.45,22.57,201,0.98,15
20191015,053000,23.47,8.88,0.3,0,0,73.29,0.2,0,0,0.45,22.81,225,5.32,15
20191015,054500,34.04,8.37,0.28,0,0,69.04,0.19,0,0,0.44,22.76,219,8.33,15
20191015,060000,47.79,8.81,0.29,0,0,72.7,0.2,0,0,0.45,22.5,225,9.49,15
20191015,061500,66.83,8.8,0.29,0,0,72.62,0.2,0,0,0.44,22.42,228,7.8,15
20191015,063000,114.96,8.56,0.29,0,0,70.62,0.19,0,0,0.44,22.98,222,7.45,15
20191015,064500,133.86,8.4,0.28,0,0,69.25,0.19,0,0,0.45,23.55,204,7.27,15
20191015,070000,189.79,7.77,0.26,0,0,64.12,0.18,0,0,0.45,24.57,216,6.38,15
20191015,071500,183.84,6.77,0.22,0,0,55.9,0.15,0,0,0.44,24.34,204,8.07,15
20191015,073000,282.86,7.16,0.24,0,0,59.08,0.16,0,0,0.45,25.57,213,7.18,15
20191015,074500,433.45,6.59,0.22,0,0,54.38,0.15,0,0,0.44,27.52,186,6.56,15
20191015,080000,632.56,6.45,0.21,0,0,53.19,0.15,0,0,0.43,29.25,186,7.36,15
20191015,081500,676.58,6.31,0.21,0,0,52.05,0.14,0,0,0.44,29.48,183,10.2,15
20191015,083000,721.04,6.68,0.22,0,0,55.13,0.15,0,0,0.44,29.6,163.93,10.07,14
20191015,084500,764.5,6.97,0.23,0,0,57.5,0.16,0,0,0.44,29.87,180,9.31,15
20191015,090000,872.02,7.45,0.25,0,0,61.51,0.17,0,0,0.42,30.99,213.75,15.18,12
20191015,091500,672.55,8.74,0.29,0,0,72.1,0.2,0,0,0.42,29.79,213.75,13.52,12
20191015,093000,931.61,9.13,0.3,0,0,75.29,0.21,0,0,0.43,30.64,204,12.5,15
20191015,094500,990.71,8.03,0.27,0,0,66.22,0.18,0,0,0.43,31.03,228,17.38,15
20191015,100000,1052.85,7.5,0.25,0,0,61.88,0.17,0,0,0.43,31.48,216,13.21,15
20191015,101500,1000.36,8.32,0.28,0,0,68.63,0.19,0,0,0.43,31.36,177,10.37,15
20191015,103000,961.23,8.85,0.3,0,0,73,0.2,0,0,0.44,31.3,204,13.57,15
20191015,104500,905.33,8.85,0.29,0,0,73.01,0.2,0,0,0.43,31.1,180,12.45,14
20191015,114300,1029.84,8.25,0.28,0,0,68.1,0.18,0,0,0.42,32.38,225,10.64,2
20191015,114500,1015.3,8.48,0.28,0,0,69.95,0.19,0,0,0.43,32.52,177,8.96,15
20191015,120000,1004.73,7.7,0.26,0,0,63.51,0.18,0,0,0.44,32.98,192,11.17,15
20191015,121500,991.5,7.67,0.26,0,0,63.26,0.17,0,0,0.42,32.76,201,12.68,15
20191015,123000,941.8,7.28,0.24,0,0,60.08,0.17,0,0,0.42,33.35,183,9.4,15
20191015,124500,901.93,6.72,0.22,0,0,55.49,0.15,0,0,0.43,33.74,225,12.92,14
20191015,130000,867.49,6.09,0.2,0,0,50.24,0.14,0,0,0.43,34,240,14.98,15
20191015,131500,697.87,5.44,0.18,0,0,44.9,0.12,0,0,0.43,34.44,225,11.62,15
20191015,133000,625.99,5.39,0.18,0,0,44.48,0.12,0,0,0.42,34.51,212.14,10.54,14
20191015,134500,433.45,5.82,0.19,0,0,47.99,0.13,0,0,0.42,33.82,216,10.99,15
20191015,140000,368.53,5.91,0.2,0,0,48.75,0.13,0,0,0.42,33.79,204,8.87,15
20191015,141500,437.94,5.94,0.2,0,0,49.05,0.14,0,0,0.42,29.62,159,9.75,15
20191015,143000,311.68,7.08,0.24,0,0,58.42,0.16,0,0,0.45,25.78,150,3.99,15
20191015,144500,584.43,6.54,0.22,0,0,53.98,0.15,0,0,0.44,32.01,165,5.32,15
20191015,150000,211.34,5.45,0.18,0,0,44.95,0.12,0,0,0.43,29.55,168,13.57,15
20191015,151500,217.02,3.99,0.13,0,0,32.95,0.09,0,0,0.44,27.26,195,14.1,15
20191015,153000,160.07,3.53,0.12,0,0,29.12,0.08,0,0,0.44,27.34,172.5,6.43,12
20191015,154500,82.05,5.37,0.18,0,0,44.29,0.12,0,0,0.44,26.74,128.57,8.55,14
20191015,160000,78.93,6.98,0.23,0,0,57.63,0.16,0,0,0.44,22.73,86.79,21.85,14
20191015,161500,74.1,8.14,0.27,0,0,67.13,0.18,0,0,0.45,21.94,105,14.9,15
20191015,163000,55.98,7.28,0.24,0,0,60.05,0.16,0,0,0.46,22,118.93,4.94,14
20191015,164500,41.11,4.12,0.14,0,0,33.96,0.09,0,0,0.45,23.39,160.71,1.43,14
20191015,170000,21.35,4.49,0.15,0,0,37.04,0.1,0,0,0.45,23.44,210,4.97,15
20191015,171500,5.37,4.19,0.14,0,0,34.56,0.1,0,0,0.45,23.41,177,4.43,15
20191015,173000,1.38,3.83,0.13,0,0,31.58,0.09,0,0,0.46,22.91,168,1.86,15
20191015,174500,0.21,4,0.13,0,0,33.01,0.09,0,0,0.45,23.07,153,3.64,15
20191015,180000,0.3,3.87,0.13,0,0,31.94,0.09,0,0,0.45,22.92,177,2.93,15
20191015,181500,0.04,3.88,0.13,0,0,32.03,0.09,0,0,0.45,22.62,153,2.93,15
20191015,183000,0.69,4.81,0.16,0,0,39.67,0.11,0,0,0.45,22.6,201,5.67,15
20191015,184500,0.48,4.99,0.17,0,0,41.21,0.11,0,0,0.44,22.62,174,5.14,15
20191015,190000,0.34,4.6,0.15,0,0,37.96,0.11,0,0,0.44,22.72,51,16.85,15
20191015,191500,1.04,3.84,0.13,0,0,31.68,0.09,0,0,0.43,22.96,69,8.87,15
20191015,193000,0,3.72,0.12,0,0,30.72,0.08,0,0,0.46,22.92,51,17.91,15
20191015,194500,0.21,4.38,0.15,0,0,36.14,0.1,0,0,0.45,21.18,69,14.9,15
20191015,200000,0.21,5.93,0.2,0,0,48.89,0.13,0,0,0.46,20.5,93,12.15,15
20191015,201500,0.48,6.16,0.2,0,0,50.79,0.14,0,0,0.45,20.52,81,14.36,15
20191015,203000,0.61,4.75,0.16,0,0,39.17,0.11,0,0,0.43,20.14,48,18.09,15
20191015,204500,0.34,3.41,0.11,0,0,28.09,0.08,0,0,0.43,19.69,69,15.69,15
20191015,210000,0.05,2.35,0.08,0,0,19.38,0.05,0,0,0.44,19.9,51.92,20.46,13
20191015,211500,0.52,2.8,0.09,0,0,23.07,0.06,0,0,0.44,20.27,96,18.09,15
20191015,213000,0.38,2.79,0.09,0,0,23.04,0.06,0,0,0.43,20.64,93,16.76,15
20191015,214500,0,2.12,0.07,0,0,17.51,0.05,0,0,0.44,20.7,99,13.92,15
20191015,220000,0.25,1.56,0.05,0,0,12.85,0.04,0,0,0.46,20.67,129,8.6,15
20191015,221500,0.25,1.37,0.05,0,0,11.31,0.03,0,0,0.46,20.57,126,2.31,15
20191015,223000,0.08,1.27,0.04,0,0,10.48,0.03,0,0,0.46,20.48,96,0.89,15
20191015,224500,0.3,1.19,0.04,0,0,9.83,0.03,0,0,0.45,20.51,114,0,15
20191015,230000,0.91,1.15,0.04,0,0,9.47,0.03,0,0,0.45,20.86,147,0.89,15
20191015,231500,0.04,1.04,0.03,0,0,8.55,0.02,0,0,0.46,20.59,93,0.8,15
20191015,233000,0.48,1,0.03,0,0,8.23,0.02,0,0,0.46,20.53,129,0,15
20191015,234500,0.48,1.17,0.04,0,0,9.61,0.03,0,0,0.47,20.37,213,0,15
