dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n
20191005,000100,0,8.81,0.29,0,0,72.68,0.2,0,0,0.47,24.09,106.07,0.1,14
20191005,001500,0.04,11.22,0.37,0,0,92.52,0.25,0,0,0.46,24.27,135,0.98,15
20191005,003000,0.04,10.91,0.36,0,0,90.04,0.25,0,0,0.48,24.02,129,2.13,15
20191005,004500,0,9.74,0.32,0,0,80.32,0.22,0,0,0.47,23.93,132,1.06,15
20191005,010000,0.04,8.39,0.28,0,0,69.24,0.19,0,0,0.45,24.19,122.14,5.51,14
20191005,011500,0.17,7.68,0.25,0,0,63.37,0.17,0,0,0.46,24.31,114,4.97,15
20191005,013000,0,7.25,0.24,0,0,59.81,0.16,0,0,0.46,24.73,123,5.05,15
20191005,014500,0.17,6.64,0.22,0,0,54.79,0.15,0,0,0.46,25.06,108,5.59,15
20191005,020000,0.04,6.22,0.21,0,0,51.34,0.14,0,0,0.45,25.13,117,3.37,15
20191005,021500,0.33,6,0.2,0,0,49.51,0.14,0,0,0.45,24.93,128.57,1.71,14
20191005,023000,0.17,6.16,0.21,0,0,50.82,0.14,0,0,0.45,24.6,135,0.53,15
20191005,024500,0.57,6.3,0.21,0,0,51.97,0.14,0,0,0.47,24.34,135,0.09,15
20191005,030000,0.04,8.1,0.27,0,0,66.79,0.18,0,0,0.47,24.35,135,0,15
20191005,031500,0,6.55,0.22,0,0,54.05,0.15,0,0,0.46,23.98,135,0,15
20191005,033000,0,6.96,0.23,0,0,57.43,0.16,0,0,0.46,23.66,162,0,15
20191005,034500,0.08,6.99,0.23,0,0,57.7,0.16,0,0,0.46,23.54,180,0,15
20191005,040000,0.34,7.53,0.25,0,0,62.11,0.17,0,0,0.47,23.32,108,1.77,15
20191005,041500,0.3,7.82,0.26,0,0,64.48,0.18,0,0,0.47,22.36,114,2.75,15
20191005,043000,0.55,8.55,0.28,0,0,70.52,0.19,0,0,0.47,20.86,215.36,3.61,14
20191005,044500,0,9.3,0.31,0,0,76.76,0.21,0,0,0.48,21.09,9,0.35,15
20191005,050000,0,8.44,0.28,0,0,69.59,0.19,0,0,0.47,21.41,135,0.27,15
20191005,051500,0.9,7.58,0.25,0,0,62.52,0.17,0,0,0.46,22,135,0,15
20191005,053000,6.16,6.92,0.23,0,0,57.05,0.16,0,0,0.46,22.32,135,0,15
20191005,054500,27.43,7.04,0.23,0,0,58.06,0.16,0,0,0.46,23.44,135,0,15
20191005,060000,55.59,6.72,0.22,0,0,55.42,0.15,0,0,0.45,25.15,135,0,15
20191005,061500,93.93,6.98,0.23,0,0,57.57,0.16,0,0,0.44,25.73,171,4.08,15
20191005,063000,125,6.85,0.23,0,0,56.54,0.16,0,0,0.45,25.25,42,5.67,15
20191005,064500,298.99,6.59,0.22,0,0,54.39,0.15,0,0,0.45,29.15,126,4.52,15
20191005,070000,372.76,6.14,0.2,0,0,50.67,0.14,0,0,0.45,30.42,48,5.59,15
20191005,071500,308.64,5.87,0.19,0,0,48.4,0.13,0,0,0.46,29.04,90,7.45,15
20191005,073000,190.41,5.93,0.2,0,0,48.96,0.13,0,0,0.45,27.29,90,4.94,14
20191005,074500,219.14,6.2,0.21,0,0,51.17,0.14,0,0,0.45,27.6,42,3.55,15
20191005,080000,247.96,5.98,0.2,0,0,49.36,0.14,0,0,0.46,28.78,120,0.89,15
20191005,081500,292.65,6.16,0.21,0,0,50.81,0.14,0,0,0.46,28.47,108,4.97,15
20191005,083000,301.5,6.32,0.21,0,0,52.13,0.14,0,0,0.45,29.4,186,3.37,15
20191005,084500,225.75,6.55,0.22,0,0,54.07,0.15,0,0,0.45,29.05,177,4.26,15
20191005,090000,203.27,6.82,0.23,0,0,56.31,0.16,0,0,0.45,29.78,204,3.37,15
20191005,091500,169.03,6.41,0.21,0,0,52.85,0.14,0,0,0.45,29.98,216,2.75,15
20191005,093000,289.08,6.39,0.21,0,0,52.75,0.14,0,0,0.44,31.32,225,1.42,15
20191005,094500,487.26,6.84,0.23,0,0,56.42,0.15,0,0,0.44,32.68,240,6.92,15
20191005,100000,486.33,6.24,0.21,0,0,51.44,0.14,0,0,0.44,32.61,216,3.9,15
20191005,101500,856.65,5.76,0.19,0,0,47.52,0.13,0,0,0.44,33.07,141,4.97,15
20191005,103000,717.3,6.42,0.21,0,0,53,0.14,0,0,0.44,33.45,129,8.07,15
20191005,104500,202.61,6.41,0.21,0,0,52.88,0.15,0,0,0.45,31.42,180,5.5,15
20191005,110000,171.41,7.21,0.24,0,0,59.47,0.16,0,0,0.45,31.04,180,5.59,15
20191005,111500,167.97,7.69,0.26,0,0,63.48,0.17,0,0,0.45,31.13,246,4.88,15
20191005,113000,374.61,7.51,0.25,0,0,61.98,0.17,0,0,0.45,32.43,177,5.23,15
20191005,114500,557.33,7.26,0.24,0,0,59.91,0.16,0,0,0.45,33.05,234,11.35,15
20191005,120000,339.98,7.34,0.24,0,0,60.55,0.17,0,0,0.45,32.02,237,7.89,15
20191005,121500,475.49,7.79,0.26,0,0,64.29,0.18,0,0,0.46,32.28,258,7.8,15
20191005,123000,277.18,7,0.23,0,0,57.72,0.16,0,0,0.46,31.09,219,10.99,15
20191005,124500,231.43,7.22,0.24,0,0,59.58,0.16,0,0,0.45,30.56,243,11.26,15
20191005,130000,338.79,7.06,0.23,0,0,58.26,0.16,0,0,0.45,30.23,234,14.72,15
20191005,131500,624.76,6.36,0.21,0,0,52.49,0.14,0,0,0.45,31.28,231,15.34,15
20191005,133000,342.62,5.87,0.19,0,0,48.39,0.13,0,0,0.44,31.29,216,9.75,15
20191005,134500,199.57,6.27,0.21,0,0,51.73,0.14,0,0,0.45,30.08,234,12.68,15
20191005,140000,136.77,6.21,0.21,0,0,51.26,0.14,0,0,0.44,29.46,240,10.29,15
20191005,141500,110.59,6.47,0.22,0,0,53.38,0.15,0,0,0.44,29.45,231,9.75,15
20191005,143000,102.79,6.19,0.21,0,0,51.05,0.14,0,0,0.45,29.47,228,12.41,15
20191005,144500,98.83,5.84,0.19,0,0,48.18,0.13,0,0,0.45,28.14,237,27.93,15
20191005,150000,94.86,2.37,0.08,0,0,19.59,0.06,0,0,0.5,24.2,243,28.02,15
20191005,151500,96.71,1.95,0.06,0,0,16.08,0.04,0,0,0.49,23.72,234,21.28,15
20191005,153000,98.69,1.95,0.07,0,0,16.08,0.05,0,0,0.51,23.25,240,22.7,15
20191005,154500,80.19,1.75,0.06,0,0,14.39,0.04,0,0,0.49,22.94,240,17.91,15
20191005,160000,69.74,2.44,0.08,0,0,20.1,0.06,0,0,0.47,22.99,234,17.47,15
20191005,161500,61.28,4.18,0.14,0,0,34.49,0.09,0,0,0.45,22.67,225,17.73,15
20191005,163000,57.31,5.61,0.19,0,0,46.29,0.13,0,0,0.46,22.66,213,12.32,15
20191005,164500,79.92,6.36,0.21,0,0,52.47,0.14,0,0,0.46,23.1,213,10.37,15
20191005,170000,51.63,5.49,0.18,0,0,45.28,0.12,0,0,0.48,22.96,219,11.35,15
20191005,171500,13.68,5.24,0.18,0,0,43.2,0.12,0,0,0.47,22.71,219,9.66,15
20191005,173000,1.16,4.18,0.14,0,0,34.49,0.09,0,0,0.46,22.66,216,12.86,15
20191005,174500,0.17,4,0.13,0,0,32.97,0.09,0,0,0.46,22.26,213,8.42,15
20191005,180000,0,4.37,0.15,0,0,36.05,0.1,0,0,0.48,22.09,210,8.87,15
20191005,181500,0.04,4.82,0.16,0,0,39.73,0.11,0,0,0.47,21.92,213,10.02,15
20191005,183000,0,5.46,0.18,0,0,45.06,0.12,0,0,0.48,21.71,198,6.03,15
20191005,184500,0.08,4.96,0.16,0,0,40.93,0.11,0,0,0.46,21.49,207,9.75,15
20191005,190000,0.21,3.89,0.13,0,0,32.14,0.09,0,0,0.48,21.29,201,9.13,15
20191005,191500,0.04,3.68,0.12,0,0,30.34,0.08,0,0,0.49,21.1,201,7.09,15
20191005,193000,0,6.33,0.21,0,0,52.25,0.14,0,0,0.48,21,213,12.95,15
20191005,194500,0.21,4.56,0.15,0,0,37.62,0.1,0,0,0.48,20.98,204,14.9,15
20191005,200000,0.04,3.5,0.12,0,0,28.86,0.08,0,0,0.45,20.97,222,13.57,15
20191005,201500,0,3.78,0.13,0,0,31.16,0.09,0,0,0.46,20.81,222,11.7,15
20191005,203000,0,3.41,0.11,0,0,28.13,0.08,0,0,0.47,20.81,204,9.66,15
20191005,204500,0.17,2.82,0.09,0,0,23.24,0.06,0,0,0.46,20.8,195,8.42,15
20191005,210000,0.04,3.4,0.11,0,0,28.07,0.08,0,0,0.49,20.75,201,8.69,15
20191005,211500,0.17,2.82,0.09,0,0,23.3,0.07,0,0,0.47,20.63,198,10.82,15
20191005,213000,0.44,3.31,0.11,0,0,27.31,0.07,0,0,0.47,20.5,207,13.3,15
20191005,214500,0,3.42,0.11,0,0,28.2,0.08,0,0,0.45,20.18,213,12.68,15
20191005,220000,0.08,3.85,0.13,0,0,31.74,0.09,0,0,0.45,20.02,219,12.86,15
20191005,221500,0.12,4.09,0.14,0,0,33.71,0.09,0,0,0.45,19.99,201,11.88,15
20191005,223000,0.04,2.91,0.1,0,0,24.01,0.07,0,0,0.45,19.94,198,11.08,15
20191005,224500,0.04,3.23,0.11,0,0,26.7,0.07,0,0,0.46,19.68,207,10.73,15
20191005,230000,0.25,3.63,0.12,0,0,29.92,0.08,0,0,0.46,19.38,189,12.77,15
20191005,231500,0.12,3.47,0.12,0,0,28.59,0.08,0,0,0.45,19.03,180,7.36,15
20191005,233000,0,3.32,0.11,0,0,27.4,0.07,0,0,0.44,18.78,201,6.47,15
20191005,234500,0.21,3.19,0.11,0,0,26.34,0.07,0,0,0.46,18.79,198,7.8,15
