dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200405,054700,12,0.11,0.08,215.6,489.2,7
20200405,054800,15,0.13,0.1,215.9,473.5,6
20200405,054900,21,0.14,0.11,215.9,479.9,9
20200405,055000,27,0.16,0.12,216.1,478.7,7
20200405,055100,33,0.18,0.12,215.9,493.2,9
20200405,055200,38,0.2,0.14,216,497.5,12
20200405,055300,43,0.22,0.15,215.9,488.9,9
20200405,055400,48,0.25,0.15,216,506.9,12
20200405,055500,55,0.27,0.17,215.9,493.9,12
20200405,055600,60,0.3,0.18,216,500.6,12
20200405,055700,66,0.32,0.19,216.2,506.4,15
20200405,055800,72,0.35,0.2,216.3,499.7,15
20200405,055900,81,0.38,0.21,216.4,500.2,15
20200405,060000,87,0.41,0.23,216.3,518.6,13
20200405,060100,92,0.44,0.24,216.4,508.6,16
20200405,060200,99,0.46,0.25,216.4,504.9,16
20200405,060300,105,0.5,0.26,216.5,523.1,18
20200405,060400,117,0.56,0.28,216.2,526.8,21
20200405,060500,126,0.59,0.3,216.3,525.1,21
20200405,060600,132,0.62,0.3,216.2,529.4,19
20200405,060700,138,0.65,0.32,216.3,530.4,22
20200405,060800,147,0.69,0.33,216.1,532.2,24
20200405,060900,153,0.72,0.33,216.2,542.9,25
20200405,061000,159,0.75,0.35,216.3,539.6,25
20200405,061100,168,0.79,0.36,216.3,543.3,24
20200405,061200,174,0.82,0.37,216.1,545.1,24
20200405,061300,183,0.86,0.38,216.3,558.2,24
20200405,061400,192,0.9,0.39,216.3,571.9,28
20200405,061500,204,0.95,0.4,216.2,571.4,25
20200405,061600,216,1.01,0.41,215.9,583.1,25
20200405,061700,309,1.45,0.84,216.3,409.1,27
20200405,061800,393,1.82,0.97,216.3,442.5,31
20200405,061900,456,2.12,0.96,216.5,503.2,54
20200405,062000,495,2.3,1.06,216.3,492.3,73
20200405,062100,524,2.42,1.11,216.6,496,74
20200405,062200,558,2.58,1.16,216.7,505.6,79
20200405,062300,581,2.69,1.21,216.8,505.3,79
20200405,062400,607,2.82,1.25,216.4,506,82
20200405,062500,645,2.98,1.3,216.7,516.6,85
20200405,062600,675,3.12,1.37,216.6,517.5,89
20200405,062700,640,2.72,1.3,216.5,472.8,91
20200405,062800,744,3.45,1.48,216.6,529.1,95
20200405,062900,776,3.58,1.52,216.9,527,100
20200405,063000,804,3.73,1.59,216.9,527,103
20200405,063100,846,3.91,1.64,216.9,534.2,108
20200405,063200,885,4.09,1.69,216.6,539.6,111
20200405,063300,918,4.25,1.76,216.7,539.8,115
20200405,063400,942,4.35,1.78,216.9,543.2,118
20200405,063500,975,4.51,1.87,216.9,541.1,123
20200405,063600,1029,4.75,1.95,216.9,548.1,127
20200405,063700,1063,4.91,1.98,216.6,547.8,132
20200405,063800,1092,5.04,2.06,217,548.7,132
20200405,063900,1124,5.19,2.12,217.2,549.2,138
20200405,064000,1155,5.34,2.17,217.3,549.6,141
20200405,064100,1197,5.52,2.21,217,559.6,147
20200405,064200,1227,5.65,2.27,217.3,554,150
20200405,064300,1260,5.8,2.34,217.2,550.8,156
20200405,064400,1302,6,2.37,217.3,560.5,159
20200405,064500,1344,6.21,2.46,217,564.5,164
20200405,064600,1377,6.34,2.47,217.2,565.8,168
20200405,064700,1431,6.6,2.53,217.3,575.3,172
20200405,064800,1464,6.74,2.62,217.4,573.5,176
20200405,064900,1500,6.91,2.67,217.1,569.2,184
20200405,065000,1542,7.11,2.73,217.4,574,185
20200405,065100,1581,7.27,2.79,217.5,581.3,191
20200405,065200,1620,7.46,2.85,217.4,579.6,194
20200405,065300,1656,7.65,2.95,217.1,577.6,199
20200405,065400,1716,7.92,3,217,585.2,202
20200405,065500,1758,8.09,3.04,217.3,585.5,207
20200405,065600,1794,8.25,3.11,217.5,587.4,211
20200405,065700,1832,8.41,3.16,217.7,588.5,217
20200405,065800,1794,8.27,3.06,217.2,599.5,220
20200405,065900,1905,8.76,3.31,217.6,585.1,225
20200405,070000,1941,8.97,3.41,217.7,582.3,229
20200405,070100,1983,9.09,3.44,217.7,587,235
20200405,070200,2022,9.31,3.56,217.4,579.5,239
20200405,070300,2066,9.49,3.6,217.7,586.5,243
20200405,070400,2110,9.7,3.71,217.7,577.7,246
20200405,070500,2154,9.9,3.77,217.7,581.9,252
20200405,070600,2198,10.11,3.84,217.4,584.2,257
20200405,070700,2235,10.3,3.92,217.5,577.6,261
20200405,070800,2283,10.49,3.99,217.8,578.5,266
20200405,070900,2322,10.67,4.08,217.8,581.5,272
20200405,071000,2355,10.83,4.19,217.9,570.9,275
20200405,071100,2401,11.03,4.29,217.8,569.8,280
20200405,071200,2439,11.2,4.38,217.9,567,284
20200405,071300,2487,11.42,4.41,217.9,576.4,289
20200405,071400,2529,11.59,4.49,218.1,569.4,292
20200405,071500,2556,11.76,4.58,217.9,567.7,299
20200405,071600,2598,11.91,4.67,218.2,564.1,302
20200405,071700,2637,12.1,4.74,218.3,568.2,307
20200405,071800,2682,12.29,4.81,218.3,567.7,313
20200405,071900,2733,12.54,4.88,218.1,569.6,316
20200405,072000,2775,12.72,4.97,218.3,570.4,318
20200405,072100,2814,12.9,5.06,218.1,569.7,325
20200405,072200,2858,13.11,5.18,218.2,561.1,330
20200405,072300,2903,13.31,5.22,218.2,564.7,334
20200405,072400,2939,13.49,5.31,218,565.1,339
20200405,072500,2976,13.65,5.36,218.3,560.9,345
20200405,072600,3020,13.81,5.51,218.4,555.9,348
20200405,072700,3061,14.01,5.57,218.5,560.4,353
20200405,072800,3108,14.24,5.66,218.3,560.5,357
20200405,072900,3145,14.42,5.76,218.6,559.6,362
20200405,073000,3198,14.61,5.85,218.7,558.5,366
20200405,073100,3234,14.81,5.86,218.5,557.9,371
20200405,073200,3276,15.03,5.94,218.3,559.6,377
20200405,073300,3324,14.99,5.99,218.5,553.9,380
20200405,073400,3360,15.36,6.1,218.7,555.5,383
20200405,073500,3396,15.53,6.17,218.8,555,389
20200405,073600,3433,15.71,6.28,218.4,560.4,394
20200405,073700,3472,15.83,6.38,218.7,550.4,397
20200405,073800,3509,15.76,6.35,218.8,547.5,401
20200405,073900,3546,16.2,6.52,218.9,555.3,406
20200405,074000,3582,16.39,6.6,218.5,550.4,411
20200405,074100,3620,16.54,6.62,218.8,555.2,415
20200405,074200,3654,16.7,6.69,218.8,554.4,420
20200405,074300,3693,16.84,6.8,219,554.6,424
20200405,074400,3723,17.03,6.89,218.7,554,429
20200405,074500,3765,17.2,6.97,218.9,549.9,433
20200405,074600,3804,17.34,7.03,219.2,545.8,438
20200405,074700,3843,17.53,7.14,219.2,549.3,443
20200405,074800,3879,17.72,7.15,219,546.7,447
20200405,074900,3918,17.89,7.29,218.9,547.6,452
20200405,075000,3933,17.94,7.39,219.1,545.8,456
20200405,075100,3996,18.24,7.39,219.1,549.3,459
20200405,075200,4035,18.42,7.48,219,545.2,464
20200405,075300,4068,18.6,7.56,219,549.9,468
20200405,075400,4107,18.73,7.64,219.2,548.8,473
20200405,075500,4137,18.88,7.63,219.3,547.3,476
20200405,075600,4171,19.02,7.77,219.5,547.5,482
20200405,075700,4209,19.2,7.76,219.1,548.6,485
20200405,075800,4236,19.3,7.9,219.4,541.5,490
20200405,075900,4272,19.5,8.02,219.2,542.8,494
20200405,080000,4308,19.65,8.04,219.3,546.5,500
20200405,080100,4344,19.83,8.08,219.1,542.1,502
20200405,080200,4377,19.96,8.13,219.5,543.3,506
20200405,080300,4383,20.07,8.27,219.7,543.7,508
20200405,080400,4446,20.23,8.34,219.8,542.6,514
20200405,080500,4482,20.4,8.31,219.6,545.4,519
20200405,080600,4515,20.52,8.4,219.9,546.2,523
20200405,080700,4545,20.65,8.59,220.1,538.4,528
20200405,080800,4575,20.84,8.59,219.9,541.1,532
20200405,080900,4614,21,8.65,219.6,541.3,535
20200405,081000,4338,16.62,7.8,218.7,461.4,540
20200405,081100,4680,21.28,8.81,219.8,536.5,545
20200405,081200,4716,21.48,8.92,219.8,541.6,548
20200405,081300,4752,21.62,8.84,219.7,546.1,552
20200405,081400,4792,21.82,8.98,219.6,538.9,557
20200405,081500,4827,21.95,9.14,219.9,537.8,561
20200405,081600,4863,22.12,9.12,219.8,541.7,566
20200405,081700,4895,22.25,9.22,220,536.6,569
20200405,081800,4922,22.42,9.28,219.6,540.8,573
20200405,081900,4956,22.55,9.31,219.8,537.1,576
20200405,082000,4986,22.67,9.43,219.8,540.7,581
20200405,082100,5007,22.83,9.51,219.8,536.3,587
