dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200328,054200,0,0.08,0.06,218.4,461.5,4
20200328,054300,0,0.08,0.05,217.8,432,3
20200328,054400,0,0.08,0.05,217.6,421.7,1
20200328,054500,0,0.08,0.04,217.4,430.9,3
20200328,054600,0,0.08,0.04,217.8,447.4,1
20200328,054700,0,0.08,0.05,217.6,427.5,3
20200328,054800,0,0.08,0.06,217.6,432,3
20200328,054900,0,0.08,0.06,217.5,461.9,4
20200328,055000,4,0.09,0.07,217.4,457.4,6
20200328,055100,7,0.1,0.09,217.4,442.2,6
20200328,055200,15,0.11,0.1,217.5,429.9,6
20200328,055300,24,0.14,0.11,217.6,476.9,7
20200328,055400,33,0.17,0.13,217.4,465.7,9
20200328,055500,42,0.22,0.15,217.4,471.9,10
20200328,055600,51,0.26,0.17,217.3,490.8,10
20200328,055700,60,0.29,0.18,217.1,482.6,12
20200328,055800,66,0.32,0.19,217.2,487.8,10
20200328,055900,72,0.36,0.21,217.1,496.4,15
20200328,060000,83,0.4,0.23,217,484.3,15
20200328,060100,96,0.45,0.24,217.3,504.8,16
20200328,060200,106,0.51,0.27,217.5,500.9,18
20200328,060300,120,0.57,0.29,217.5,507.1,18
20200328,060400,138,0.64,0.32,217.3,506.8,21
20200328,060500,147,0.7,0.35,217.4,506,22
20200328,060600,159,0.74,0.35,217.2,521.5,22
20200328,060700,162,0.76,0.37,217,505.3,22
20200328,060800,162,0.75,0.37,216.9,513.9,24
20200328,060900,155,0.72,0.35,217.1,515.4,22
20200328,061000,154,0.72,0.35,217.1,507.1,22
20200328,061100,156,0.73,0.36,217.1,502,22
20200328,061200,162,0.75,0.37,217.1,502.4,24
20200328,061300,171,0.81,0.39,217.4,505.6,27
20200328,061400,171,0.81,0.38,217.4,514.2,22
20200328,061500,179,0.83,0.4,217.3,504.9,25
20200328,061600,183,0.86,0.41,216.9,515.7,24
20200328,061700,189,0.89,0.42,217.2,520.5,25
20200328,061800,201,0.94,0.44,217.2,512.7,28
20200328,061900,213,0.99,0.46,217.1,512,28
20200328,062000,225,1.05,0.49,216.8,518,30
20200328,062100,237,1.05,0.49,216.8,518,31
20200328,062200,243,1.13,0.52,217.3,517.7,33
20200328,062300,246,1.15,0.52,217.3,521.7,33
20200328,062400,249,1.16,0.53,217,526,33
20200328,062500,252,1.17,0.53,217.3,517,33
20200328,062600,255,1.19,0.54,217.3,522.3,33
20200328,062700,264,1.23,0.55,217.3,526.9,35
20200328,062800,282,1.31,0.58,217.4,527.2,38
20200328,062900,312,1.45,0.65,217.4,527.3,41
20200328,063000,354,1.65,0.73,217.6,528,47
20200328,063100,411,1.92,0.83,217.6,532.3,51
20200328,063200,477,2.19,0.93,218,534.3,59
20200328,063300,537,2.47,1.04,218,541.9,65
20200328,063400,578,2.66,1.12,218,536.1,70
20200328,063500,603,2.79,1.16,217.8,545.7,73
20200328,063600,627,2.88,1.2,218,541,74
20200328,063700,651,3,1.25,217.8,545.6,77
20200328,063800,671,3.09,1.28,217.9,541.6,79
20200328,063900,684,3.15,1.3,217.7,544.1,80
20200328,064000,684,3.14,1.3,218.1,543.7,82
20200328,064100,678,3.11,1.29,218.1,544.5,79
20200328,064200,669,3.07,1.27,218,540.7,79
20200328,064300,645,2.96,1.23,217.8,538.4,76
20200328,064400,597,2.75,1.13,218,538.9,71
20200328,064500,547,2.52,1.06,217.8,539.6,66
20200328,064600,507,2.33,1,217.7,533.6,60
20200328,064700,477,2.2,0.94,217.4,533.1,57
20200328,064800,455,2.1,0.9,217.7,526.7,56
20200328,064900,444,2.05,0.88,217.7,530.7,56
20200328,065000,417,1.92,0.83,217.7,527.5,51
20200328,065100,387,1.78,0.77,217.4,528.5,48
20200328,065200,354,1.64,0.73,217.5,524.7,45
20200328,065300,340,1.57,0.7,217.6,522.5,44
20200328,065400,336,1.55,0.69,217.5,523.3,44
20200328,065500,339,1.56,0.7,217.4,524.3,41
20200328,065600,339,1.57,0.7,217.1,521.9,44
20200328,065700,339,1.57,0.71,217.3,519,44
20200328,065800,339,1.56,0.69,217.1,520.9,44
20200328,065900,336,1.56,0.69,216.9,521.1,44
20200328,070000,336,1.56,0.69,216.9,522.3,42
20200328,070100,339,1.57,0.69,217.2,523.2,44
20200328,070200,345,1.61,0.71,217.3,524.1,44
20200328,070300,357,1.65,0.73,217.2,521.2,45
20200328,070400,303,1.38,0.74,216.7,438.9,47
20200328,070500,383,1.77,0.77,217,528.6,50
20200328,070600,405,1.87,0.81,217,529.7,50
20200328,070700,418,1.94,0.83,216.9,530.3,51
20200328,070800,432,2.01,0.87,216.7,530.8,56
20200328,070900,444,2.05,0.88,216.7,530.8,56
20200328,071000,441,2.04,0.88,217,530.7,54
20200328,071100,438,2.02,0.87,217,535.8,54
20200328,071200,441,2.04,0.88,217,531.3,54
20200328,071300,456,2.12,0.91,216.8,530.8,57
20200328,071400,483,2.23,0.96,217,535,59
20200328,071500,504,2.33,0.99,217,532.7,62
20200328,071600,510,2.37,1,217.1,535.6,63
20200328,071700,510,2.37,1.01,216.9,534.3,62
20200328,071800,504,2.33,0.98,217.1,537.3,62
20200328,071900,495,2.28,0.97,217.2,537.6,60
20200328,072000,486,2.24,0.94,217.1,533.6,59
20200328,072100,471,2.19,0.93,216.8,531.7,59
20200328,072200,455,2.11,0.9,217.1,532.3,57
20200328,072300,441,2.05,0.88,217,532.5,54
20200328,072400,425,1.97,0.85,217,532.1,53
20200328,072500,414,1.92,0.83,216.6,531.5,53
20200328,072600,405,1.87,0.81,216.9,531,51
20200328,072700,396,1.84,0.79,216.6,527.9,51
20200328,072800,387,1.8,0.79,216.8,526.9,50
20200328,072900,380,1.76,0.77,216.5,526.2,48
