dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200423,055100,6,0.09,0.07,219.9,473.1,6
20200423,055200,9,0.1,0.08,220,469.9,6
20200423,055300,15,0.12,0.09,220,482.3,6
20200423,055400,21,0.14,0.1,220.1,490.6,7
20200423,055500,24,0.15,0.11,219.7,482,9
20200423,055600,33,0.17,0.13,219.8,490.1,9
20200423,055700,36,0.19,0.14,219.6,487.5,10
20200423,055800,42,0.21,0.14,219.6,497.8,10
20200423,055900,48,0.24,0.15,219.5,501.4,10
20200423,060000,54,0.26,0.16,219.3,510.8,12
20200423,060100,60,0.29,0.17,219.3,511,12
20200423,060200,66,0.32,0.18,219.1,501.3,13
20200423,060300,72,0.35,0.2,219.4,505.6,15
20200423,060400,81,0.38,0.21,219.5,512.5,15
20200423,060500,90,0.42,0.23,219.4,516,18
20200423,060600,96,0.45,0.24,219.5,522.3,16
20200423,060700,104,0.49,0.24,219.7,527.3,16
20200423,060800,116,0.54,0.26,220,548.6,18
20200423,060900,140,0.66,0.29,219.8,578.7,19
20200423,061000,201,0.93,0.41,219.8,564.8,36
20200423,061100,259,1.19,0.59,219.8,488,47
20200423,061200,282,1.3,0.62,219.6,500.2,48
20200423,061300,303,1.39,0.67,219.6,499.6,51
20200423,061400,327,1.5,0.7,219.6,502.9,54
20200423,061500,348,1.6,0.76,219.5,498.3,59
20200423,061600,372,1.71,0.81,219.5,503.2,62
20200423,061700,399,1.82,0.85,219.6,502.4,65
20200423,061800,423,1.93,0.9,219.7,499.5,68
20200423,061900,453,2.07,0.93,219.8,520.3,71
20200423,062000,480,2.2,0.97,220.1,522.1,73
20200423,062100,513,2.34,1.05,220.3,513.8,79
20200423,062200,543,2.47,1.12,220.3,516,83
20200423,062300,573,2.61,1.15,220.3,516.1,86
20200423,062400,600,2.74,1.22,220.3,517.5,91
20200423,062500,642,2.92,1.28,220.4,528.9,95
20200423,062600,675,3.07,1.34,220.5,531.1,97
20200423,062700,706,3.21,1.38,220.4,531,103
20200423,062800,735,3.34,1.45,220.7,528.4,106
20200423,062900,783,3.56,1.51,220.7,537.9,111
20200423,063000,816,3.7,1.57,220.8,538,115
20200423,063100,851,3.86,1.64,220.8,542.6,118
20200423,063200,882,4,1.68,220.9,547.8,123
20200423,063300,933,4.24,1.76,220.7,548,126
20200423,063400,972,4.41,1.82,220.6,548.3,132
20200423,063500,1008,4.56,1.88,220.9,548.6,137
20200423,063600,1038,4.73,1.94,220.9,553.4,140
20200423,063700,1080,4.9,2,220.7,557.9,144
20200423,063800,1131,5.12,2.05,220.6,563.4,149
20200423,063900,1169,5.31,2.13,220.7,566.8,153
20200423,064000,1209,5.49,2.18,220.6,564.5,158
20200423,064100,1241,5.64,2.23,220.6,568.3,161
20200423,064200,1279,5.81,2.32,220.8,569.4,167
20200423,064300,1318,5.98,2.35,220.7,571.5,170
20200423,064400,1359,6.18,2.45,220.7,568,175
20200423,064500,1407,6.38,2.47,220.8,584.8,179
20200423,064600,1434,6.52,2.48,221,588.5,184
20200423,064700,1488,6.74,2.7,221.3,563.6,188
20200423,064800,1540,6.97,2.73,221.4,580.1,193
20200423,064900,1582,7.15,2.77,221.4,579.2,197
20200423,065000,1626,7.34,2.87,221.4,581.6,202
20200423,065100,1659,7.51,2.9,221.4,585.8,207
20200423,065200,1716,7.75,2.97,221.3,588.1,211
20200423,065300,1761,7.96,3.05,221.5,592.1,217
20200423,065400,1802,8.14,3.15,221.5,583.4,220
20200423,065500,1842,8.32,3.16,221.5,589.7,223
20200423,065600,1890,8.54,3.27,221.5,589.3,229
20200423,065700,1941,8.78,3.33,221.3,588.8,232
20200423,065800,1974,8.95,3.41,221.1,587.8,240
20200423,065900,1962,8.91,3.43,220.9,592.7,243
20200423,070000,2049,9.28,3.54,221.1,592.7,249
20200423,070100,2105,9.55,3.64,221,592.1,254
20200423,070200,2149,9.74,3.69,221,589.4,257
20200423,070300,2190,9.92,3.79,221.2,592,263
20200423,070400,2238,10.14,3.88,221.2,589.2,267
20200423,070500,2275,10.29,3.93,221.3,585.5,274
20200423,070600,2319,10.48,3.98,221.4,595,277
20200423,070700,2355,10.65,4.09,221.4,585.8,281
20200423,070800,2391,10.8,4.15,221.4,585.4,286
20200423,070900,2432,10.99,4.21,221.5,584.3,289
20200423,071000,2487,11.27,4.31,221.4,584.6,295
20200423,071100,2523,11.39,4.38,221.4,589.4,299
20200423,071200,2556,11.55,4.44,221.6,584.3,304
20200423,071300,2601,11.75,4.5,221.6,587,309
20200423,071400,2664,12.02,4.59,221.6,587,313
20200423,071500,2721,12.28,4.73,221.7,578.7,318
20200423,071600,2764,12.49,4.87,221.6,578.7,322
20200423,071700,2808,12.67,4.95,221.6,578.6,328
20200423,071800,2841,12.84,5,221.7,574.3,331
20200423,071900,2889,13.03,5.12,221.7,577.8,336
20200423,072000,2931,13.22,5.19,221.8,573.9,342
20200423,072100,2973,13.41,5.21,221.8,579.6,347
20200423,072200,3018,13.6,5.24,221.9,580.1,351
20200423,072300,2457,13.33,5.28,221.6,587.3,357
20200423,072400,3120,14.07,5.46,221.9,582.5,357
20200423,072500,3165,14.29,5.53,222,578.4,365
20200423,072600,3207,14.48,5.64,222,577.5,369
20200423,072700,3252,14.66,5.76,221.9,572.8,376
20200423,072800,3297,14.85,5.81,222.1,577.6,379
20200423,072900,3336,15.02,5.87,222.1,576.4,383
20200423,073000,3375,15.21,5.98,222.1,575.4,388
20200423,073100,3414,15.39,6,222,575.2,394
20200423,073200,3456,15.58,6.12,221.9,574,398
20200423,073300,3497,15.78,6.2,221.8,573.2,401
20200423,073400,3531,15.93,6.2,221.9,574.6,406
20200423,073500,3570,16.1,6.27,221.9,575.2,412
20200423,073600,3615,16.29,6.45,221.9,567.4,417
20200423,073700,3651,16.47,6.53,221.8,568.7,421
