dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200502,055400,6,0.09,0.07,218.8,478.9,6
20200502,055500,9,0.1,0.08,218.8,494.7,6
20200502,055600,15,0.11,0.09,218.7,500.1,7
20200502,055700,24,0.14,0.11,218.6,490.3,7
20200502,055800,33,0.17,0.12,218.7,502.3,12
20200502,055900,43,0.22,0.15,218.7,491.4,10
20200502,060000,54,0.26,0.17,218.6,500.9,12
20200502,060100,62,0.3,0.18,218.6,518.9,12
20200502,060200,69,0.33,0.19,218.6,515,13
20200502,060300,77,0.37,0.21,218.8,511.3,15
20200502,060400,84,0.4,0.22,218.9,515.3,15
20200502,060500,90,0.44,0.23,218.8,525.4,16
20200502,060600,110,0.52,0.26,218.9,541,19
20200502,060700,134,0.63,0.28,218.9,575.2,24
20200502,060800,147,0.69,0.31,219,573.7,28
20200502,060900,156,0.73,0.32,219,565.2,30
20200502,061000,162,0.75,0.33,218.8,575.7,30
20200502,061100,168,0.78,0.34,218.8,580.3,30
20200502,061200,197,0.91,0.4,218.8,547.4,36
20200502,061300,207,0.96,0.43,218.8,540.2,36
20200502,061400,222,1.03,0.46,218.8,554.2,38
20200502,061500,249,1.15,0.5,218.8,553.5,42
20200502,061600,243,1.12,0.5,218.8,549.5,39
20200502,061700,288,1.32,0.58,218.8,540.3,45
20200502,061800,297,1.36,0.61,219,539.6,45
20200502,061900,345,1.6,0.72,219.1,528.3,53
20200502,062000,390,1.79,0.78,219.3,535.1,57
20200502,062100,417,1.9,0.83,219.4,530.2,60
20200502,062200,453,2.07,0.89,219.3,539.3,65
20200502,062300,474,2.17,0.93,219.3,535.5,68
20200502,062400,512,2.35,0.99,219.3,545.5,76
20200502,062500,542,2.48,1.04,219.2,545.2,79
20200502,062600,564,2.58,1.09,219.2,549.4,80
20200502,062700,591,2.7,1.14,219.2,544.8,83
20200502,062800,582,2.66,1.12,219.3,540.2,83
20200502,062900,528,2.4,1,219.4,550.3,79
20200502,063000,627,2.9,1.21,219.5,549.8,95
20200502,063100,702,3.21,1.41,219.5,522.1,106
20200502,063200,732,3.34,1.39,219.6,544.9,111
20200502,063300,768,3.5,1.43,219.8,555.3,108
20200502,063400,681,3.31,1.42,219.7,534.4,115
20200502,063500,864,3.94,1.63,219.9,548.8,123
20200502,063600,894,4.06,1.65,220,552.8,126
20200502,063700,927,4.23,1.7,219.8,566.2,130
20200502,063800,957,4.38,1.76,219.9,565,133
20200502,063900,1000,4.55,1.83,219.8,563.7,138
20200502,064000,1032,4.7,1.87,220,569,144
20200502,064100,1062,4.84,1.91,219.9,570.2,147
20200502,064200,1092,4.97,1.96,219.9,570.1,150
20200502,064300,1119,5.09,2.03,220,563.5,155
20200502,064400,1150,5.26,2.05,220,577.2,155
20200502,064500,1170,5.33,2.08,220,578.2,158
20200502,064600,1173,5.33,2.08,220,574,158
20200502,064700,1155,5.27,2.07,220.1,576.6,155
20200502,064800,1041,4.74,1.89,219.8,572.7,140
20200502,064900,1236,5.63,2.2,220,576.2,165
20200502,065000,1280,5.82,2.26,220,582,170
20200502,065100,1254,5.71,2.26,219.9,571.3,167
20200502,065200,1290,5.87,2.32,219.9,570.1,170
20200502,065300,1301,5.93,2.31,219.9,573.6,172
20200502,065400,1347,6.13,2.37,219.9,586.8,176
20200502,065500,1360,6.21,2.4,219.7,578.8,176
20200502,065600,1473,6.7,2.55,220,585.1,191
20200502,065700,1523,6.93,2.67,220,587.2,197
20200502,065800,1545,7.03,2.7,220,583.5,197
20200502,065900,1605,7.31,2.8,219.9,587.8,207
20200502,070000,1716,7.84,3,220,587.6,220
20200502,070100,1791,8.13,3.1,220,583.8,228
20200502,070200,1845,8.39,3.22,220.3,586.6,232
20200502,070300,1850,8.4,3.2,220.1,586.2,237
20200502,070400,1755,7.98,3.02,220.1,584.1,223
20200502,070500,1722,7.83,3.12,219.9,566.3,222
20200502,070600,1962,8.92,3.42,220.1,587.2,246
20200502,070700,2019,9.18,3.53,220.2,584.3,254
20200502,070800,2046,9.28,3.56,220.1,579.8,258
20200502,070900,2103,9.59,3.65,220.3,589.4,266
20200502,071000,2151,9.77,3.77,220.4,581.9,270
20200502,071100,2124,9.64,3.74,220.3,578.8,267
20200502,071200,2232,10.12,3.95,220.5,575,278
20200502,071300,2301,10.43,4.04,220.7,577.4,289
20200502,071400,2349,10.65,4.17,220.8,569.6,293
20200502,071500,2374,10.77,4.24,220.6,573.6,295
20200502,071600,2413,10.94,4.32,220.7,567.3,299
20200502,071700,2478,11.25,4.42,220.8,571.8,307
20200502,071800,2529,11.48,4.51,220.8,571.5,315
20200502,071900,2571,11.65,4.61,220.8,568,319
20200502,072000,2523,11.44,4.45,220.8,570.4,313
20200502,072100,2658,12.03,4.71,221,569.2,328
20200502,072200,2708,12.26,4.79,221.1,576.1,336
20200502,072300,2748,12.44,4.91,221,568,337
20200502,072400,2814,12.74,5,220.9,571.5,345
20200502,072500,2850,12.92,5.08,221,567.3,350
20200502,072600,2859,12.95,5.08,221.1,573.8,348
20200502,072700,2841,13.08,5.16,221.1,570.9,350
20200502,072800,2901,13.13,5.19,221.2,569.9,353
20200502,072900,2937,13.28,5.22,221.1,570.6,354
20200502,073000,2982,13.56,5.36,221.1,568.5,362
20200502,073100,3051,13.72,5.36,221,571.8,368
20200502,073200,2535,11.46,4.51,220.5,565.1,309
20200502,073300,2211,10.05,4.02,220,558.1,269
20200502,073400,2433,11.04,4.42,220.5,561.7,296
20200502,073500,2351,10.66,4.25,220.5,560,287
20200502,073600,2706,12.25,4.84,220.8,564.3,325
20200502,073700,2817,12.75,5,221.1,564.6,342
20200502,073800,2634,11.94,4.77,220.8,559.5,315
20200502,073900,2574,11.61,4.61,220.5,564.1,312
20200502,074000,2454,11.07,4.38,220.3,559.2,298
20200502,074100,2667,12.08,4.82,220.4,563.4,324
20200502,074200,2784,12.61,5.02,220.2,562.4,337
20200502,074300,2898,13.15,5.32,220.5,562.4,348
20200502,074400,2902,13.17,5.25,220.4,560.1,351
20200502,074500,2904,13.17,5.27,220.4,559.6,350
20200502,074600,3150,14.28,5.69,220.6,564.3,379
20200502,074700,3048,13.91,5.54,220.7,562.6,368
20200502,074800,3162,14.32,5.77,221,560.1,376
20200502,074900,2710,12.2,4.86,220.3,555.8,331
20200502,075000,2853,12.99,5.19,220.6,564.1,345
20200502,075100,3027,13.71,5.47,220.8,563.3,365
20200502,075200,3417,15.46,6.15,221.1,560.3,411
20200502,075300,3565,16.11,6.45,221.3,562.9,429
20200502,075400,3816,17.23,6.85,221.5,561.7,459
20200502,075500,3744,16.8,6.72,221.4,560.5,452
20200502,075600,3843,17.54,7.05,221.6,559.9,462
20200502,075700,4026,18.2,7.29,221.7,559.2,485
20200502,075800,4064,18.31,7.33,221.6,563.2,490
20200502,075900,4041,18.23,7.31,221.7,555.3,490
20200502,080000,4109,18.56,7.47,221.5,554.3,496
20200502,080100,4130,18.63,7.53,221.7,553.8,499
20200502,080200,4152,18.73,7.54,221.7,554.7,503
20200502,080300,4173,18.82,7.56,221.7,555.4,505
20200502,080400,4197,18.95,7.7,221.6,553.9,508
20200502,080500,4227,19.05,7.76,221.7,549.2,513
20200502,080600,4242,19.16,7.84,221.8,552.7,516
20200502,080700,4272,19.27,7.83,221.8,552.1,520
20200502,080800,4302,19.38,7.86,221.9,551.6,525
20200502,080900,4313,19.45,7.89,221.7,552.5,525
20200502,081000,4299,19.44,7.97,221.6,550.1,525
20200502,081100,4290,19.36,7.86,221.7,553.4,525
20200502,081200,4370,19.65,8,221.6,553.7,534
20200502,081300,4422,19.94,8.25,221.8,545.1,540
20200502,081400,4457,20.09,8.29,221.7,544.3,543
20200502,081500,4479,20.18,8.31,221.9,544.2,546
20200502,081600,4509,20.33,8.37,222,548.8,551
20200502,081700,3891,16.7,6.95,221,532.6,554
20200502,081800,4544,20.49,8.44,221.9,544.2,555
20200502,081900,4559,20.54,8.47,221.9,549.2,557
20200502,082000,4599,20.76,8.51,222,543.8,563
20200502,082100,4628,20.84,8.62,222,548.4,566
20200502,082200,4656,20.99,8.59,222,546.4,569
