dia_mes_ano,hora_minuto,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n
20191012,000100,0,1.89,1.89,0,0,43.292857142857144,14
20191012,001500,0,1.89,1.89,0,0,44.14,15
20191012,003000,0,1.89,1.89,0,0,43.99333333333333,15
20191012,004500,0,1.89,1.89,0,0,43.093333333333334,15
20191012,010000,0,1.89,1.89,0,0,43.71333333333333,15
20191012,011500,0,1.89,1.89,0,0,44.16,15
20191012,013000,0,1.89,1.89,0,0,45.22857142857143,14
20191012,014500,0,1.89,1.89,0,0,45.46666666666667,15
20191012,020000,0,1.89,1.89,0,0,45.766666666666666,15
20191012,021500,0,1.89,1.89,0,0,46.333333333333336,15
20191012,023000,0,1.89,1.89,0,0,45.61333333333333,15
20191012,024500,0,1.89,1.89,0,0,45.339999999999996,15
20191012,030000,0,1.89,1.89,0,0,45.82666666666667,15
20191012,031500,0,1.89,1.89,0,0,44.64666666666667,15
20191012,033000,0,1.89,1.89,0,0,45.17333333333333,15
20191012,034500,0,1.89,1.89,0,0,46.413333333333334,15
20191012,040000,0,1.89,1.89,0,0,45.4,15
20191012,041500,0,1.89,1.89,0,0,45.406666666666666,15
20191012,043000,0,1.89,1.89,0,0,46.6,15
20191012,044500,0,1.89,1.89,0,0,166.05333333333334,15
20191012,050000,0.5333333333333333,1.89,1.89,0,0,526.1533333333333,15
20191012,051500,10.2,0.4033333333333333,203.43933333333334,55.93333333333333,0.16933333333333334,495.36,15
20191012,053000,30.6,1.032,217.34,222.66666666666666,0.46066666666666667,536.6466666666666,15
20191012,054500,61.06666666666667,2.0993333333333335,218.58666666666667,456.1333333333333,0.874,556.0133333333333,15
20191012,060000,110.86666666666666,3.874,218.62,849.6666666666666,1.6893333333333334,520.8466666666667,15
20191012,061500,157.53333333333333,5.9,218.41333333333333,1300.7333333333333,2.4686666666666666,530.78,15
20191012,063000,226.46666666666667,9.042,218.97333333333333,1977.3333333333333,3.6,560.0600000000001,15
20191012,064500,279.2,11.298,220.30666666666667,2486.266666666667,4.479333333333333,564.5600000000001,15
20191012,070000,365.3333333333333,14.763333333333334,219.87333333333333,3246.8,5.8613333333333335,560.4333333333333,15
20191012,071500,435,17.452666666666666,220.01999999999998,3839,7.023333333333333,554.6733333333333,15
20191012,073000,502.73333333333335,19.853333333333335,221.20666666666668,4391.2,8.136666666666667,547.2733333333333,15
20191012,074500,564.1333333333333,22.248,220.5,4903.533333333334,9.182,542.48,15
20191012,080000,628.2666666666667,24.182,221.13333333333333,5440.6,10.140666666666666,532.3066666666667,15
20191012,081500,690.4,26.771333333333335,221.72666666666666,5939.733333333334,11.293333333333333,534.96,15
20191012,083000,736.2142857142857,28.36857142857143,220.87142857142857,6276.357142857143,11.972142857142858,530.5,14
20191012,084500,761.6,29.514666666666667,220.39333333333335,6506.6,12.556,528.3,15
20191012,090000,843.4,32.17066666666667,221.41333333333333,7124.266666666666,13.896,521.28,15
20191012,091500,882.2857142857143,33.57071428571429,220.89285714285714,7418.142857142857,14.507857142857143,519.5857142857143,14
20191012,093000,919.5333333333333,34.64533333333333,221.6,7679.6,15.172,514.4866666666667,15
20191012,094500,952.2666666666667,35.01466666666667,222.19333333333333,7894.533333333334,15.523333333333333,504.0933333333333,15
20191012,100000,978,36.06,221.70666666666668,7997,16.074666666666666,506.55333333333334,15
20191012,101500,996.5333333333333,36.48266666666667,221.54666666666668,8083.6,16.458666666666666,499.7733333333333,15
20191012,103000,1015.3333333333334,36.82,223.51333333333332,8233.466666666667,16.574,505.42,15
20191012,104500,1032.6666666666667,37.071333333333335,223.11333333333334,8273.133333333333,16.429333333333332,512.7466666666667,15
20191012,110000,1042.6,37.06933333333333,223.16666666666666,8276,16.186666666666667,520.7466666666667,15
20191012,111500,1044.0666666666666,37.029333333333334,223.4,8275.466666666667,16.275333333333332,518.2266666666667,15
20191012,113000,1040.7333333333333,37.06733333333333,222.84666666666666,8263,16.876666666666665,498.38,15
20191012,114500,1038.4,37.038666666666664,223.29333333333332,8273.4,16.576,508.86,15
20191012,120000,1025.2,36.92933333333333,222.70666666666668,8226.133333333333,16.964666666666666,493.84000000000003,15
20191012,121500,1053.3333333333333,37.08266666666667,222.12,8218.266666666666,16.403333333333332,511.5466666666667,15
20191012,123000,1008.2,36.36866666666666,222.72666666666666,8138.333333333333,16.753333333333334,495.26666666666665,15
20191012,124500,971.5333333333333,35.46666666666667,222.57333333333332,7892.066666666667,16.184,497.32666666666665,15
20191012,130000,735.4666666666667,27.762,219.71333333333334,6145.4,12.355333333333334,503.59333333333336,15
20191012,131500,915.2,34.401333333333334,222.00666666666666,7624,15.294666666666666,507.87333333333333,15
20191012,133000,872.3333333333334,32.653999999999996,221.38,7233.133333333333,14.591333333333333,503.6333333333333,15
20191012,134500,850.7333333333333,31.791333333333334,220.4,7009.533333333334,14.136,504.86,15
20191012,140000,785.3333333333334,29.444,221.05333333333334,6489.066666666667,13.050666666666666,509.1333333333333,15
20191012,141500,257.53333333333336,28.908666666666665,219.52,6337.6,12.665333333333333,510.56,15
20191012,143000,240.13333333333333,28.292,220.00666666666666,6227,12.314,511.4866666666667,15
20191012,144500,216.93333333333334,22.454666666666668,218.42000000000002,4954.466666666666,9.652666666666667,513.2466666666667,15
20191012,150000,201.5,22.65142857142857,217.65714285714284,4933.285714285715,9.605714285714285,514.4785714285714,14
20191012,151500,145,18.584666666666667,217.67333333333335,4049.6666666666665,7.975333333333333,516.08,15
20191012,153000,127,16.439333333333334,216.66666666666666,3563.133333333333,7.018,513.6866666666667,15
