dia_mes_ano,hora_minuto,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n
20191024,230000,0,0.09,215.7,0,0,43.13,15
20191024,231500,0,0.09,215.7,0,0,43.37,15
20191024,233000,0,0.09,215.7,0,0,43.02,15
20191024,234500,0,0.09,215.7,0,0,42.19,15
20191024,50300,9.08,0.2,219.82,38.5,0.14,478.67,12
20191024,51500,19.8,0.62,220.09,133.27,0.31,514.94,15
20191024,53000,38.67,1.37,218.62,298.27,0.59,549.97,15
20191024,54500,74.6,2.84,219.82,623.13,1.16,560.39,15
20191024,60000,126.33,5.02,219.55,1100.67,2.03,557.13,15
20191024,61500,188.27,7.69,218.63,1677.93,3.1,551.73,15
20191024,63000,255.47,10.71,220.33,2357.4,4.2,568.61,15
20191024,64500,323.73,13.63,220.97,3006.33,5.35,572.24,15
20191024,70000,398.8,17,217.55,3696.2,6.6,566.45,15
20191024,71500,469,19.79,217.77,4314.67,7.75,562.97,15
20191024,73000,531.2,21.9,218.99,4809.33,8.82,554.12,15
20191024,74500,491.07,20.5,217.63,4416.27,8.17,557.28,15
20191024,80000,684.87,28.22,218.55,6174.47,11.29,554.87,15
20191024,81500,716.33,28.99,218.92,6347.73,11.91,540.4,15
20191024,83000,762.27,30.32,219.55,6659.4,12.64,536,15
20191024,84500,811.13,32.24,218.05,7030.27,13.48,529.41,15
20191024,90000,857.93,33.7,218.49,7364.27,14.28,524.77,15
20191024,91500,898.53,34.97,218.18,7631.07,14.96,519.67,15
20191024,93000,941.2,36.15,217.61,7868.87,15.58,513.21,15
20191024,94500,972.87,36.32,220.32,7896.47,16.08,506.97,15
20191024,100000,1002.2,37.17,219.01,8137.93,16.63,498.92,15
20191024,101500,1029.8,37.61,218.95,8237.67,16.91,496.41,15
20191024,103000,1040.6,37.25,219.91,8057.93,15.78,526.59,15
20191024,104500,996.93,34.43,218.65,7565.27,14.39,527.24,15
20191024,110000,1020.27,33.87,218.1,7433,14.04,527.94,15
20191024,111500,1136.27,37.67,219.68,8276.93,15.84,531.87,15
20191024,113000,1138.07,36.57,222.15,8129.6,15.66,528.57,15
20191024,114500,493.87,16.7,216.07,3637.07,7.24,508.1,15
20191024,120000,353.67,14.3,215.78,3095,5.8,535.45,15
20191024,121500,888.4,28.47,220.29,6331.87,11.43,547.69,15
20191024,123000,293.93,11.13,214.92,2410.4,4.7,515.7,15
20191024,124500,240.13,10.02,215,2162.73,4.09,536.59,15
20191024,130000,795.47,27.08,220.04,5994.47,10.74,552.09,15
20191024,131500,966.6,33.25,218.92,7249.27,14.17,527.95,15
20191024,133000,961.67,35.34,219.22,7745.67,15.7,501.35,15
20191024,134500,687.47,24.16,217.03,5357.27,10.51,506.03,15
20191024,140000,156.2,6.24,211.71,1317.13,2.54,528.02,15
20191024,141500,337.4,13.62,214.75,2955,5.57,535.43,15
20191024,143000,749.27,28.74,216.53,6241.93,12.16,523.5,15
20191024,144500,345,13.29,213.05,2787.07,5.53,524.48,15
20191024,150000,334.47,13.11,213.8,2814.27,5.44,523.73,15
20191024,151500,524.6,20.25,214.53,4345.47,8.45,521.61,15
20191024,153000,442,16.8,213.67,3592.73,7.04,516.11,15
20191024,154500,373.27,14.07,212.53,2991.8,5.92,511.83,15
20191024,160000,304.53,11.19,212.45,2377.53,4.77,506.34,15
20191024,161500,234.27,8.18,212.79,1722.87,3.59,495.9,15
20191024,163000,104.47,5.44,212.55,1154.73,2.5,470.43,15
20191024,164500,81.2,2.72,214.67,583.53,1.41,430.79,15
20191024,170000,54.13,1.25,213.81,264.53,0.6,491.68,15
20191024,171500,20.67,0.66,214.37,139.33,0.33,486.69,15
20191024,173000,7.13,0.21,213.45,39.2,0.13,459.76,15
20191024,174500,0.07,0.09,214.47,0,0.01,453.3,15
20191024,180000,0,0.09,214.8,0,0,149.51,15
20191024,181500,0,0.09,214.8,0,0,46.63,15
20191024,183000,0,0.09,214.8,0,0,44.45,15
20191024,184500,0,0.09,214.8,0,0,44.17,15
20191024,190000,0,0.09,214.8,0,0,45.09,15
20191024,191500,0,0.09,214.8,0,0,44.28,15
20191024,193000,0,0.09,214.8,0,0,42.93,15
20191024,194500,0,0.09,214.8,0,0,44.23,15
20191024,200000,0,0.09,214.8,0,0,44.07,15
20191024,201500,0,0.09,214.8,0,0,43.89,15
20191024,203000,0,0.09,214.8,0,0,43.39,15
20191024,204500,0,0.09,214.8,0,0,43.87,15
20191024,210000,0,0.09,214.8,0,0,43.32,15
20191024,211500,0,0.09,214.8,0,0,43.14,15
20191024,213000,0,0.09,214.8,0,0,43.99,15
20191024,214500,0,0.09,214.8,0,0,44.31,15
20191024,220000,0,0.09,214.8,0,0,43.22,15
20191024,221500,0,0.09,214.8,0,0,43.26,15
20191024,223000,0,0.09,214.8,0,0,43.91,15
20191024,224500,0,0.09,214.8,0,0,43.86,15
