dia_mes_ano,hora_minuto,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n
20191110,000000,0,0.1,214.6,0,0,42.99,15
20191110,001500,0,0.1,214.6,0,0,43.27,15
20191110,003000,0,0.1,214.6,0,0,42.55,15
20191110,004500,0,0.09,200.42,0,0,44.01,15
20191110,010000,0,0,1.93,0,0,43.98,15
20191110,011500,0,0,1.93,0,0,43.1,15
20191110,013000,0,0,1.93,0,0,44.61,15
20191110,014500,0,0,1.93,0,0,45.66,15
20191110,020000,0,0,1.93,0,0,43.97,15
20191110,021500,0,0,1.93,0,0,43.93,15
20191110,023000,0,0,1.93,0,0,43.62,15
20191110,024500,0,0,1.93,0,0,42.98,15
20191110,030000,0,0,1.93,0,0,44.54,15
20191110,031500,0,0,1.93,0,0,44.67,15
20191110,033000,0,0,1.93,0,0,43.31,15
20191110,034500,0,0,1.93,0,0,43.11,15
20191110,040000,0,0,1.93,0,0,43.15,15
20191110,041500,0,0,1.93,0,0,43.7,15
20191110,043000,0,0,1.93,0,0,163.35,15
20191110,044500,0.13,0,1.93,0,0,498.03,15
20191110,050000,5.8,0.11,144.85,17.33,0.08,496.23,15
20191110,051500,16,0.45,217.27,93.8,0.25,486.11,15
20191110,053000,63.47,2.39,217.93,518.4,1.01,537.83,15
20191110,054500,95,3.73,217.55,806,1.53,547.94,15
20191110,060000,134.53,5.35,218.91,1166.73,2.14,559.72,15
20191110,061500,150.87,5.99,218.11,1304.4,2.37,560.63,15
20191110,063000,223.93,9.08,218.71,1987.6,3.53,570.2,15
20191110,064500,300.27,12.39,220.35,2720.13,4.89,568.81,15
20191110,070000,359.4,14.73,219.15,3237,5.86,557.98,15
20191110,071500,551.07,22.44,221.43,4972.4,9.07,555.49,15
20191110,073000,395.6,15.94,220.64,3502.73,6.4,553.91,15
20191110,074500,402.4,16.72,218.95,3657.53,6.74,553.23,15
20191110,080000,657,26.05,220.88,5763.6,10.84,546.37,15
20191110,081500,911.13,34.13,224.1,7647.73,14.93,520.9,15
20191110,083000,786.47,29.57,221.76,6555.6,12.93,516.63,15
20191110,084500,742.33,28.44,220.73,6282.27,12.29,524,15
20191110,090000,694.8,26.98,220.26,5941.87,11.45,527.97,15
20191110,091500,786.2,30.09,220.94,6645.2,12.83,527.64,15
20191110,093000,612.8,23.83,219.9,5243.53,9.96,534.76,15
20191110,094500,568.4,22.31,218.79,4881.67,9.15,541.51,15
20191110,100000,782,29.91,221.14,6628.93,12.69,529.39,15
20191110,101500,640.27,24.86,218.69,5435.93,10.41,529.13,15
20191110,103000,571.87,22.26,217.85,4865.8,9.2,536.17,15
20191110,104500,481.33,19.17,217.35,4170.4,7.87,538.03,15
20191110,110000,404.73,16.25,217.03,3504.07,6.62,540.87,15
20191110,111500,515.47,20.58,217.85,4525.07,8.49,537.45,15
20191110,113000,802.2,30.91,220.36,6829.13,13.03,531.59,15
20191110,114500,860.53,32.12,220.93,7100.8,14.08,512.89,15
20191110,120000,788.27,29.86,219.83,6571.6,12.88,517.4,15
20191110,121500,852.87,30.68,219.79,6735.33,12.91,530.9,15
20191110,123000,712,24.76,219.01,5437.93,10.26,517.69,15
