dia_mes_ano,hora_minuto,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n
20191005,052200,8.75,0.19,219.12,35.75,0.14,478.45,8
20191005,053000,12.87,0.35,217.65,72.33,0.21,491.61,15
20191005,054500,33.93,1.14,218.27,246.33,0.52,524.11,15
20191005,060000,66.2,2.42,218.91,527.73,1.02,543.95,15
20191005,061500,99.67,3.82,217.92,831.27,1.59,545.89,15
20191005,063000,118.2,5.08,219.17,1112.2,2.04,557.4,15
20191005,064500,277.53,11.58,221.1,2559.2,4.57,568.93,15
20191005,070000,372.13,15.53,220.11,3415.53,6.17,560.15,15
20191005,071500,313.53,13.35,219.18,2938.8,5.36,552.88,15
20191005,073000,191.47,8.38,218.13,1825.13,3.38,548.94,15
20191005,074500,214.87,9.42,218.8,2058.67,3.78,553.91,15
20191005,080000,241.73,10.56,217.38,2287,4.24,550.67,15
20191005,081500,280.13,12.3,217.83,2672,4.9,554.63,15
20191005,083000,290.67,12.8,218.48,2796,5.14,551.67,15
20191005,084500,210.6,9.56,217.2,2076.4,3.84,548.43,15
20191005,090000,192,8.75,216.6,1894.67,3.52,548.17,15
20191005,091500,163.87,7.6,216.27,1641.6,3.05,549.37,15
20191005,093000,281.53,12.76,218.5,2787.47,5.13,552.2,15
20191005,094500,471.53,20.05,219.92,4391.07,8.28,542.79,15
20191005,100000,458.07,19.74,218.85,4324.53,8.1,541.88,15
20191005,101500,871.07,31.32,221.5,6949.13,12.85,547.32,15
20191005,103000,843.8,29.84,221.41,6630.13,12.68,523.17,15
20191005,104500,198.33,8.66,217.13,1882.8,3.66,525.09,15
20191005,110000,165.8,7.56,216.47,1634.87,3.09,539.81,15
20191005,111500,175.2,7.85,217.87,1708.67,3.18,548.13,15
20191005,113000,381.33,16.88,218.99,3695.2,6.83,551.37,15
20191005,114500,588.13,23.22,220.73,5132.13,9.49,541.68,15
20191005,120000,357.53,15.72,219.17,3364.2,6.48,542.65,15
20191005,121500,446.4,18.6,220.48,4121.73,7.64,541.57,15
20191005,123000,271.47,12.02,217.95,2620.13,4.88,543.69,15
20191005,124500,231.07,10.62,217.42,2308.07,4.24,552.63,15
20191005,130000,309.67,14.58,219.02,3191.47,5.81,558.35,15
20191005,131500,595.4,24.2,220.98,5388.67,9.79,547.94,15
20191005,133000,334.67,14.7,219.67,3230.53,6.03,542.07,15
20191005,134500,194.87,8.77,217.81,1910.8,3.56,545.27,15
20191005,140000,143.33,6.44,216.57,1394.4,2.6,546.83,15
20191005,141500,117.73,5.19,216.48,1122.8,2.11,544.9,15
20191005,143000,115.67,5.03,216.06,1084.4,2.04,544.61,15
20191005,144500,114.67,4.96,216.89,1074.4,2.01,547.73,15
20191005,150000,113.93,4.89,218.3,1080.13,1.98,547.33,15
20191005,151500,111.07,4.9,217.29,1062.6,1.95,558.86,15
20191005,153000,104.87,4.63,217.45,1006.13,1.85,558,15
20191005,154500,86.33,3.81,218.08,829.33,1.54,554.17,15
20191005,160000,79,3.52,217.69,765.13,1.44,550.01,15
20191005,161500,65.33,2.91,217.71,632.2,1.2,548.37,15
20191005,163000,58.87,2.71,218.11,589.07,1.1,560.82,15
20191005,164500,72,3.45,217.61,747.53,1.41,545.47,15
20191005,170000,50.53,2.29,218.25,497.47,0.97,534.89,15
20191005,171500,19.53,0.73,217.43,156,0.35,504.9,15
20191005,173000,5.6,0.17,216.05,26.8,0.1,465.87,15
20191005,174500,0,0.1,215.6,0,0,270.44,15
20191005,180000,0,0.1,215.6,0,0,48.86,15
20191005,181500,0,0.1,215.6,0,0,43.16,15
20191005,183000,0,0.1,215.6,0,0,43.24,15
20191005,184500,0,0.1,215.6,0,0,43.29,15
20191005,190000,0,0.1,215.6,0,0,42.74,15
20191005,191500,0,0.1,215.6,0,0,43.64,15
20191005,193000,0,0.1,215.6,0,0,43.93,15
20191005,194500,0,0.1,215.6,0,0,43.85,15
20191005,200000,0,0.1,215.6,0,0,44.65,15
20191005,201500,0,0.1,215.6,0,0,44.1,15
20191005,203000,0,0.1,215.6,0,0,45.05,15
20191005,204500,0,0.1,215.6,0,0,45.56,15
20191005,210000,0,0.1,215.6,0,0,44.99,15
20191005,211500,0,0.1,215.6,0,0,45.9,15
20191005,213000,0,0.1,215.6,0,0,46.3,15
20191005,214500,0,0.1,215.6,0,0,46.81,15
20191005,220000,0,0.1,215.6,0,0,45.8,15
20191005,221500,0,0.1,215.6,0,0,45.79,15
20191005,223000,0,0.1,215.6,0,0,45.47,15
20191005,224500,0,0.1,215.6,0,0,44.36,15
20191005,230000,0,0.1,215.6,0,0,45.02,15
20191005,231500,0,0.1,215.6,0,0,44.1,15
20191005,233000,0,0.1,215.6,0,0,44.56,15
20191005,234500,0,0.1,215.6,0,0,46.31,15
