dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_DC,x_gauss,P_AC,I_AC,V_AC,I_DC,V_DC,massaPM4,numPM4,massaPM10,numPM10,rainfall,irr_est,Vd1,Pd,Nloss,Vd2,m,SR
20191223,000900,0,3.62,29.84,0.12,0.08,0.48,19.57,0,115,0,6.37825381215725,0,0.09,214.1,0,44.96,0,0,0,0,0,0,0.0262433781646405,0.00116215,1.743225e-5,0.0262497906040992,72.1047665134225,-33.37
20191223,001900,0,3.72,30.67,0.12,0.08,0.47,19.64,0,126,0,6.37808223394739,0,0.09,214.1,0,44.68,0,0,0,0,0,0,0.0262394803353335,0.00116195,1.742925e-5,0.0262458927747923,72.1024773012275,-33.37
20191223,002900,0,3,24.75,0.1,0.07,0.48,19.44,0,117,0,6.37778856093316,0,0.09,214.1,0,44.5,0,0,0,0,0,0,0.0262355827733071,0.00116172,1.74258e-5,0.0262419952127658,72.0985591147218,-33.37
20191223,003900,0,2.94,24.22,0.1,0.07,0.48,19.6,0,117,0,6.37748418445851,0,0.09,214.1,0,45.38,0,0,0,0,0,0,0.0262316873793026,0.00116149,1.742235e-5,0.0262380998187613,72.0944981569191,-33.37
20191223,004900,0,3.34,27.58,0.11,0.08,0.47,19.83,0,130.5,0,6.37724933019082,0,0.09,214.1,0,45.25,0,0,0,0,0,0,0.0262277932359434,0.00116127,1.741905e-5,0.0262342056754021,72.0913647807095,-33.37
20191223,005900,0,3.84,31.7,0.13,0.09,0.45,20,0.53,121.5,0,6.37715244549931,0,0.09,214.1,0,45.09,0,0,0,0,0,0,0.0262241578907236,0.00116108,1.74162e-5,0.0262305703301823,72.0900721716057,-33.37
20191223,010900,0,3.75,30.89,0.12,0.08,0.49,20.12,0.4,207,0,6.37702520177672,0,0,0,0,0,0,0,0,0,0,0,0.0262204588810157,0.00116089,1.741335e-5,0.0262268713204745,72.0883745259738,-33.37
20191223,011900,0,4.52,37.27,0.15,0.1,0.47,20.05,0,193.5,0,6.37698877470896,0,0,0,0,0,0,0,0,0,0,0,0.0262165670101139,0.00116072,1.74108e-5,0.0262229794495726,72.0878885286439,-33.37
20191223,012900,0,5,41.23,0.17,0.11,0.48,20.08,0,189,0,6.37703423480875,0,0,0,0,0,0,0,0,0,0,0,0.0262126764702063,0.00116056,1.74084e-5,0.0262190889096651,72.0884950416381,-33.37
20191223,013900,0,5.18,42.76,0.17,0.12,0.48,20.17,0,184.5,0,6.37711086201655,0,0,0,0,0,0,0,0,0,0,0,0.0262087872000482,0.00116041,1.740615e-5,0.0262151996395069,72.0895173772169,-33.37
20191223,014900,0,5.67,46.81,0.19,0.13,0.48,20.25,2.13,193.5,0,6.37748306723377,0,0,0,0,0,0,0,0,0,0,0,0.0262059297632391,0.00116033,1.740495e-5,0.0262123422026978,72.0944832510926,-33.37
20191223,015900,0,6.76,55.79,0.22,0.15,0.48,20.69,5.99,193.5,0,6.37842489044114,0,0,0,0,0,0,0,0,0,0,0,0.026204942263403,0.00116036,1.74054e-5,0.0262113547028617,72.1070490666091,-33.37
20191223,020900,0,6.78,55.91,0.22,0.15,0.48,20.78,5.99,193.5,0,6.37936907092601,0,0,0,0,0,0,0,0,0,0,0,0.0262039540146655,0.0011604,1.7406e-5,0.0262103664541242,72.1196466685949,-33.37
20191223,021900,0,8.14,67.15,0.27,0.18,0.49,20.75,8.38,184.5,0,6.38078303701087,0,0,0,0,0,0,0,0,0,0,0,0.0262041248357846,0.00116054,1.74081e-5,0.0262105372752433,72.1385129505862,-33.37
20191223,022900,0,7.18,59.26,0.24,0.16,0.5,20.57,9.44,166.5,0,6.38214132506463,0,0,0,0,0,0,0,0,0,0,0,0.0262048102331296,0.00116067,1.741005e-5,0.0262112226725884,72.1566370406861,-33.37
20191223,023900,0,5.26,43.41,0.17,0.12,0.5,20.53,6.25,162,0,6.38285496397643,0,0,0,0,0,0,0,0,0,0,0,0.026203950779165,0.00116065,1.740975e-5,0.0262103632186237,72.1661596410551,-33.37
20191223,024900,0,3.83,31.56,0.13,0.09,0.49,20.57,8.25,198,0,6.38352478911822,0,0,0,0,0,0,0,0,0,0,0,0.0262040573583927,0.00116063,1.740945e-5,0.0262104697978514,72.1750977771581,-33.37
20191223,025900,0,2.75,22.65,0.09,0.06,0.46,20.39,10.24,144,0,6.38421125508143,0,0,0,0,0,0,0,0,0,0,0,0.026205128663375,0.00116061,1.740915e-5,0.0262115411028337,72.184258143496,-33.37
20191223,030900,0,1.7,14.07,0.06,0.04,0.44,20.01,14.9,144,0,6.385185501401,0,0,0,0,0,0,0,0,0,0,0,0.0262084513467712,0.00116066,1.74099e-5,0.0262148637862299,72.1972590246148,-33.37
20191223,031900,0,1.74,14.37,0.06,0.04,0.43,19.86,15.56,162,0,6.38623253069588,0,0,0,0,0,0,0,0,0,0,0,0.0262120954815927,0.00116072,1.74108e-5,0.0262185079210515,72.2112315605237,-33.37
20191223,032900,0,2.15,17.71,0.07,0.05,0.43,19.56,19.95,144,0,6.38778614837221,0,0,0,0,0,0,0,0,0,0,0,0.0262178609970623,0.00116088,1.74132e-5,0.026224273436521,72.2319652452917,-33.37
20191223,033900,0,2.3,19,0.08,0.05,0.43,19.41,13.7,144,0,6.38874204503406,0,0,0,0,0,0,0,0,0,0,0,0.0262206021225692,0.00116092,1.74138e-5,0.0262270145620279,72.2447225420238,-33.37
20191223,034900,0,2.01,16.59,0.07,0.05,0.44,19.35,14.5,166.5,0,6.38972833422605,0,0,0,0,0,0,0,0,0,0,0,0.0262237286154537,0.00116097,1.741455e-5,0.0262301410549125,72.2578858148626,-33.37
20191223,035900,0,1.97,16.29,0.06,0.05,0.45,19.51,9.04,130.5,0,6.39016387238581,0,0,0,0,0,0,0,0,0,0,0,0.0262242184360382,0.0011609,1.74135e-5,0.0262306308754969,72.2636987373138,-33.37
20191223,040900,0,1.99,16.42,0.06,0.04,0.46,19.54,4.26,130.5,0,6.39012398733804,0,0,0,0,0,0,0,0,0,0,0,0.0262223931900299,0.00116073,1.741095e-5,0.0262288056294886,72.263166407418,-33.37
20191223,041900,0,2.02,16.71,0.07,0.05,0.44,19.56,1.86,135,0,6.38985150177012,0,0,0,0,0,0,0,0,0,0,0,0.0262194112711985,0.0011605,1.74075e-5,0.0262258237106572,72.2595296667555,-33.37
20191223,042900,0,1.99,16.41,0.07,0.04,0.44,19.62,2.13,139.5,0,6.38959944328565,0,0,0,0,0,0,0,0,0,0,0,0.0262165588622164,0.00116028,1.74042e-5,0.0262229713016751,72.2561655819488,-33.37
20191223,043900,0,2.25,18.59,0.07,0.05,0.46,19.6,9.97,121.5,0,6.39017523530212,0,0,0,0,0,0,0,0,0,0,0,0.0262174987747549,0.00116024,1.74036e-5,0.0262239112142136,72.2638503937557,-33.37
20191223,044900,0,2.24,18.52,0.08,0.05,0.43,19.57,8.78,144,0,6.39063009155627,0,0,0,0,0,0,0,0,0,0,0,0.0262178600438178,0.00116017,1.740255e-5,0.0262242724832765,72.2699212238723,-33.37
20191223,045900,6,2.1,17.33,0.07,0.05,0.43,19.39,3.99,139.5,36.81,6.39058247564823,6,0.08,220.6,0.08,460.1,0,0,0,0,0,0,0.0262159078297701,0.00116,1.74e-5,0.0262223202692288,72.2692857049675,-33.37
20191223,050900,10.9,2.09,17.23,0.07,0.05,0.42,19.34,5.85,139.5,80.75,6.39071875042588,49.4,0.25,220.48,0.16,489.06,0,0,0,0,0,0,0.0262148558820692,0.00115986,1.73979e-5,0.0262212683215279,72.2711045363052,-33.37
20191223,051900,23.1,1.99,16.4,0.07,0.05,0.44,19.44,5.32,112.5,191.2,6.39078553745369,163.2,0.75,220.02,0.37,520.69,0,0,0,0,0,0,0.0262135477840406,0.00115971,1.739565e-5,0.0262199602234993,72.2719959315365,-33.37
