dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_DC,x_gauss,P_AC,I_AC,V_AC,I_DC,V_DC,massaPM4,numPM4,massaPM10,numPM10,rainfall,irr_est,Vd1,Pd,Nloss,Vd2,m,SR
20191031,000900,0,4.55,37.57,0.15,0.1,0.44,28.08,3.4,105,0,3.10840060235048,0,0,0,0,0,0,0,0,0,0,0,0.0273430952602023,4.9418e-4,7.4127e-6,0.027349507699661,30.8703084608389,-33.369620922144
20191031,001900,0,4.56,37.6,0.15,0.1,0.45,27.78,4.39,94.5,0,3.1088443885657,0,0,0,0,0,0,0,0,0,0,0,0.0273381810448633,4.9409e-4,7.41135e-6,0.0273445934843221,30.8755101712826,-33.369622016073
20191031,002900,0,4.18,34.48,0.14,0.09,0.44,27.61,3.06,76.5,0,3.10905326658108,0,0,0,0,0,0,0,0,0,0,0,0.0273316264336342,4.9395e-4,7.40925e-6,0.0273380388730929,30.8779585202211,-33.3696225299116
20191031,003900,0,4.55,37.56,0.15,0.1,0.44,27.49,4.52,81,0,3.10951179143361,0,0,0,0,0,0,0,0,0,0,0,0.027326884676718,4.9385e-4,7.40775e-6,0.0273332971161767,30.8833331909303,-33.3696236555421
20191031,004900,0,4.47,36.86,0.15,0.1,0.44,27.54,5.72,67.5,0,3.11009582921775,0,0,0,0,0,0,0,0,0,0,0,0.0273236256287271,4.9378e-4,7.4067e-6,0.0273300380681858,30.8901792879101,-33.3696250846534
20191031,005900,0,4.44,36.6,0.15,0.1,0.44,27.51,6.12,58.5,0,3.11072113765932,0,0,0,0,0,0,0,0,0,0,0,0.0273208614490701,4.9372e-4,7.4058e-6,0.0273272738885288,30.8975094167985,-33.3696266090079
20191031,010900,0,4.48,36.99,0.15,0.1,0.44,27.56,7.98,63,0,3.11157776336937,0,0,0,0,0,0,0,0,0,0,0,0.027320398177403,4.937e-4,7.4055e-6,0.0273268106168617,30.907551575192,-33.3696286876557
20191031,011900,0,4.55,37.57,0.15,0.11,0.44,27.16,5.45,49.5,0,3.11214727361896,0,0,0,0,0,0,0,0,0,0,0.7,0.0273168154827971,4.9363e-4,7.40445e-6,0.0273232279222558,30.9142281765107,-33.3696300634831
20191031,012900,0,4.7,38.81,0.16,0.11,0.44,26.88,8.25,54,0,3.11307958044023,0,0,0,0,0,0,0,0,0,0,0,0.0273166812701738,4.9362e-4,7.4043e-6,0.0273230937096325,30.925158465517,-33.3696323052566
20191031,013900,0,4.69,38.67,0.16,0.11,0.45,27.12,11.7,49.5,0,3.11442026515823,0,0,0,0,0,0,0,0,0,0,0,0.0273208129309397,4.9369e-4,7.40535e-6,0.0273272253703985,30.940877577751,-33.3696355062661
20191031,014900,0,4.8,39.63,0.16,0.11,0.45,27.06,10.24,58.5,0,3.11560989625873,0,0,0,0,0,0,0,0,0,0,0,0.0273231372462697,4.9373e-4,7.40595e-6,0.0273295496857284,30.9548266543877,-33.3696383243244
20191031,015900,0,4.55,37.58,0.15,0.1,0.44,27.05,8.11,54,0,3.11649648993917,0,0,0,0,0,0,0,0,0,0,0,0.0273228377223846,4.9372e-4,7.4058e-6,0.0273292501618433,30.9652230754844,-33.3696404109888
20191031,020900,0,4.57,37.72,0.15,0.1,0.44,27.02,8.78,9,0,3.11746551461119,0,0,0,0,0,0,0,0,0,0,0,0.0273233575454634,4.9372e-4,7.4058e-6,0.0273297699849221,30.976586712849,-33.3696426785101
20191031,021900,0,4.6,37.98,0.15,0.1,0.45,26.89,10.11,18,0,3.11859920561643,0,0,0,0,0,0,0,0,0,0,0,0.0273255144255944,4.9375e-4,7.40625e-6,0.0273319268650531,30.9898821808094,-33.3696453140194
20191031,022900,0,4.53,37.34,0.15,0.1,0.45,26.65,7.85,45,0,3.11944789053217,0,0,0,0,0,0,0,0,0,0,0,0.0273248863184481,4.9373e-4,7.40595e-6,0.0273312987579068,30.9998357831685,-33.3696472748096
20191031,023900,0,4.41,36.39,0.15,0.1,0.43,26.76,7.98,31.5,0,3.12029009491653,0,0,0,0,0,0,0,0,0,0,0,0.0273244232658181,4.9371e-4,7.40565e-6,0.0273308357052768,31.0097138626036,-33.3696492103907
20191031,024900,0,4.44,36.62,0.15,0.1,0.43,26.56,7.71,31.5,0,3.12110538230558,0,0,0,0,0,0,0,0,0,0,0,0.027323632529638,4.9368e-4,7.4052e-6,0.0273300449690968,31.0192766946666,-33.3696510744447
20191031,025900,0,4.06,33.48,0.14,0.09,0.43,26.76,7.05,31.5,0,3.12176537871078,0,0,0,0,0,0,0,0,0,0,0,0.0273220257675005,4.9363e-4,7.40445e-6,0.0273284382069592,31.0270183863733,-33.3696525765123
20191031,030900,0,4.03,33.25,0.13,0.09,0.44,26.88,7.25,49.5,0,3.122443314426,0,0,0,0,0,0,0,0,0,0,0,0.0273206657953378,4.9358e-4,7.4037e-6,0.0273270782347965,31.0349708115008,-33.3696541129767
20191031,031900,0,3.67,30.29,0.12,0.08,0.44,26.99,9.04,58.5,0,3.12326268834908,0,0,0,0,0,0,0,0,0,0,0,0.0273215122838755,4.9355e-4,7.40325e-6,0.0273279247233342,31.0445827720306,-33.3696559613335
20191031,032900,0,3.7,30.53,0.12,0.08,0.45,27.09,7.05,49.5,0,3.12385088711658,0,0,0,0,0,0,0,0,0,0,0,0.0273199077731379,4.9348e-4,7.4022e-6,0.0273263202125966,31.0514831294706,-33.3696572823808
20191031,033900,0,3.53,29.14,0.12,0.08,0.44,26.93,7.18,22.5,0,3.12442043734655,0,0,0,0,0,0,0,0,0,0,0,0.0273184669997006,4.9341e-4,7.40115e-6,0.0273248794391593,31.0581649377919,-33.3696585569269
20191031,034900,0,3.33,27.49,0.11,0.08,0.43,27.16,8.11,36,0,3.12506098438392,0,0,0,0,0,0,0,0,0,0,0,0.0273181710077759,4.9335e-4,7.40025e-6,0.0273245834472346,31.065679923604,-33.3696599849414
20191031,035900,0,3.14,25.87,0.1,0.07,0.44,27.34,8.38,49.5,0,3.12569368058209,0,0,0,0,0,0,0,0,0,0,0,0.0273182014818008,4.9329e-4,7.39935e-6,0.0273246139212596,31.0731030748168,-33.3696613898523
