dia_mes_ano,hora_minuto,irr,massaPM1,massaPM2,numPM1,numPM2,tamanho_medio,temp,vento_dir,vento_vel,massaPM4,massaPM10,numPM4,numPM10,rainfall,P_AC,I_AC,I_DC,V_AC,V_DC,IRR,P_DC
20200404,000100,0,2.14,0.07,17.69,0.05,0.48,18.38,180,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,000200,0,2.24,0.07,18.46,0.05,0.48,18.47,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,000300,0,2.14,0.07,17.62,0.05,0.48,18.56,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,000400,0,2.09,0.07,17.27,0.05,0.48,18.5,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,000500,0,2.31,0.08,19.02,0.05,0.49,18.69,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,000600,0,2.41,0.08,19.87,0.05,0.48,18.56,90,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,000700,0,2.06,0.07,17.03,0.05,0.48,18.62,180,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,000800,0,2.21,0.07,18.22,0.05,0.48,18.62,135,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,000900,0,2,0.07,16.52,0.05,0.49,18.62,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,001000,0,2.35,0.08,19.39,0.05,0.48,18.62,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,001100,0,2.53,0.08,20.9,0.06,0.49,18.56,180,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,001200,0,2.12,0.07,17.47,0.05,0.48,18.56,135,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,001300,0,2.18,0.07,17.97,0.05,0.48,18.62,180,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,001400,0,2.44,0.08,20.16,0.06,0.47,18.69,135,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,001500,0,2.21,0.07,18.27,0.05,0.48,18.62,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,001600,0,2.08,0.07,17.18,0.05,0.5,18.62,180,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,001700,0,1.78,0.06,14.7,0.04,0.5,18.44,180,1.33,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,001800,0,2.05,0.07,16.95,0.05,0.5,18.31,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,001900,0,2.02,0.07,16.64,0.05,0.5,18.38,180,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,002000,0,2.42,0.08,20,0.05,0.48,18.25,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,002100,0,2.17,0.07,17.87,0.05,0.48,18.44,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,002200,0,2.32,0.08,19.16,0.05,0.5,18.31,180,1.33,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,002300,0,1.94,0.06,15.99,0.04,0.49,18.38,180,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,002400,0,1.91,0.06,15.77,0.04,0.49,18.44,135,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,002500,0,2.39,0.08,19.68,0.05,0.5,18.38,180,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,002600,0,2.27,0.08,18.73,0.05,0.5,18.25,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,002700,0,2.16,0.07,17.83,0.05,0.5,18.12,180,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,002800,0,2.19,0.07,18.03,0.05,0.5,18.19,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,002900,0,2.53,0.08,20.88,0.06,0.47,18.31,135,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,003000,0,2.75,0.09,22.65,0.06,0.47,18.38,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,003100,0,2.57,0.09,21.21,0.06,0.48,18.25,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,003200,0,2.65,0.09,21.86,0.06,0.49,18.12,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,003300,0,2.35,0.08,19.41,0.05,0.49,17.88,180,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,003400,0,2.68,0.09,22.07,0.06,0.5,18.12,180,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,003500,0,3.09,0.1,25.51,0.07,0.48,18.06,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,003600,0,2.52,0.08,20.8,0.06,0.49,17.75,135,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,003700,0,2.89,0.1,23.85,0.07,0.49,17.75,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,003800,0,2.8,0.09,23.09,0.06,0.5,17.88,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,003900,0,3.21,0.11,26.47,0.07,0.51,17.94,180,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,004000,0,3.65,0.12,30.13,0.08,0.49,17.94,180,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,004100,0,3.41,0.11,28.15,0.08,0.5,18.25,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,004200,0,3.17,0.11,26.14,0.07,0.49,18.12,135,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,004300,0,3.14,0.1,25.93,0.07,0.51,18.06,90,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,004400,0,3.51,0.12,28.94,0.08,0.53,17.88,90,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,004500,0,3.41,0.11,28.15,0.08,0.52,18,180,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,004600,0,3.17,0.11,26.15,0.07,0.52,18.12,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,004700,0,3.06,0.1,25.27,0.07,0.51,18.19,135,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,004800,0,3.1,0.1,25.58,0.07,0.51,18.44,135,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,004900,0,3.56,0.12,29.4,0.08,0.5,18.25,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,005000,0,2.84,0.09,23.39,0.06,0.53,18.12,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,005100,0,2.8,0.1,23.12,0.07,0.55,18.12,180,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,005200,0,2.86,0.1,23.58,0.07,0.54,17.88,180,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,005300,0,3.01,0.1,24.86,0.07,0.53,17.94,180,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,005400,0,2.63,0.09,21.66,0.06,0.53,17.88,180,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,005500,0,2.87,0.1,23.64,0.06,0.53,17.75,180,1.33,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,005600,0,3,0.1,24.74,0.07,0.52,17.88,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,005700,0,2.07,0.07,17.07,0.05,0.51,17.94,90,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,005800,0,2.29,0.08,18.89,0.05,0.52,18.12,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,005900,0,2.49,0.08,20.51,0.06,0.52,18.06,90,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,010000,0,2.45,0.08,20.23,0.06,0.52,18.12,135,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,010100,0,3.1,0.1,25.56,0.07,0.5,18.09,180,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,010200,0,2.49,0.08,20.57,0.06,0.5,18.06,180,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,010300,0,2.47,0.08,20.34,0.06,0.51,17.94,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,010400,0,2.51,0.08,20.69,0.06,0.52,18.06,180,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,010500,0,2.53,0.08,20.84,0.06,0.53,18.12,180,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,010600,0,2.61,0.09,21.54,0.06,0.53,17.88,135,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,010700,0,2.72,0.09,22.46,0.06,0.53,18,180,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,010800,0,2.23,0.07,18.36,0.05,0.52,18.06,180,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,010900,0,2.2,0.07,18.13,0.05,0.53,17.88,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,011000,0,2.5,0.08,20.62,0.06,0.53,18.25,135,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,011100,0,2.38,0.08,19.66,0.05,0.51,18.12,180,1.33,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,011200,0,2.35,0.08,19.42,0.05,0.51,18.19,180,10.64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,011300,0,2.49,0.08,20.54,0.06,0.51,18,180,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,011400,0,2.33,0.08,19.24,0.05,0.51,18.06,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,011500,0,2.73,0.09,22.51,0.06,0.5,18.06,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,011600,0,2.44,0.08,20.1,0.06,0.5,17.88,135,19.95,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,011700,0,2.69,0.09,22.22,0.06,0.51,17.88,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,011800,0,2.23,0.07,18.4,0.05,0.52,18.06,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,011900,0,2.25,0.07,18.58,0.05,0.53,18,180,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,012000,0,2.11,0.07,17.42,0.05,0.52,17.94,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,012100,0,2.13,0.07,17.57,0.05,0.53,17.94,180,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,012200,0,2.13,0.07,17.57,0.05,0.52,17.88,90,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,012300,0,2.1,0.07,17.3,0.05,0.51,17.88,180,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,012400,0,2.21,0.07,18.25,0.05,0.51,17.88,180,10.64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,012500,0,2.32,0.08,19.12,0.05,0.51,18,180,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,012600,0,2.06,0.07,17.03,0.05,0.51,17.88,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,012700,0,2.19,0.07,18.05,0.05,0.52,17.88,135,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,012800,0,2.26,0.08,18.65,0.05,0.53,17.75,180,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,012900,0,2.78,0.09,22.94,0.06,0.52,17.81,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,013000,0,2.43,0.08,20.07,0.06,0.51,18,180,18.62,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,013100,0,2.28,0.08,18.78,0.05,0.5,17.75,135,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,013200,0,2.11,0.07,17.44,0.05,0.51,18,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,013300,0,2.22,0.07,18.35,0.05,0.51,17.88,180,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,013400,0,1.91,0.06,15.78,0.04,0.52,17.88,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,013500,0,1.76,0.06,14.48,0.04,0.53,17.81,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,013600,0,2,0.08,16.49,0.06,0.55,17.94,180,2.66,0.01,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,013700,0,2.3,0.09,18.92,0.07,0.55,17.56,180,3.99,0.01,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,013800,0,2.07,0.08,17.05,0.06,0.54,17.75,135,10.64,0.01,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,013900,0,1.82,0.08,15.01,0.06,0.55,17.81,180,15.96,0.01,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,014000,0,1.93,0.08,15.93,0.06,0.55,17.75,180,6.65,0.01,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,014100,0,1.68,0.06,13.82,0.04,0.53,17.69,180,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,014200,0,1.83,0.06,15.07,0.04,0.52,17.81,180,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,014300,0,2.13,0.07,17.57,0.05,0.52,17.62,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,014400,0,2.25,0.08,18.6,0.05,0.53,17.75,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,014500,0,2.07,0.07,17.05,0.05,0.52,17.62,90,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,014600,0,2.01,0.07,16.57,0.05,0.52,17.75,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,014700,0,1.93,0.14,15.82,0.12,0.54,17.75,135,6.65,0.05,0.01,0.01,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,014800,0,2.07,0.07,17.08,0.05,0.52,17.5,135,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,014900,0,2.24,0.07,18.48,0.05,0.5,17.69,180,18.62,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,015000,0,2.43,0.08,20.02,0.06,0.51,17.88,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,015100,0,1.97,0.07,16.24,0.04,0.5,17.62,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,015200,0,2.56,0.09,21.1,0.06,0.51,17.81,90,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,015300,0,1.97,0.07,16.21,0.04,0.51,17.5,90,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,015400,0,1.86,0.06,15.38,0.04,0.53,17.56,135,10.64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,015500,0,2.04,0.07,16.82,0.05,0.53,17.62,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,015600,0,1.95,0.09,16.03,0.07,0.54,17.38,180,3.99,0.02,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,015700,0,2.04,0.11,16.74,0.09,0.55,17.38,135,3.99,0.03,0.01,0.01,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,015800,0,2.27,0.12,18.69,0.09,0.55,17.62,180,13.3,0.03,0,0.01,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,015900,0,1.93,0.09,15.89,0.07,0.55,17.56,180,5.32,0.02,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,020000,0,1.7,0.09,13.97,0.07,0.55,17.44,180,2.66,0.02,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,020100,0,2.27,0.13,18.6,0.11,0.57,17.38,180,2.66,0.04,0.01,0.01,0,0,NA,NA,NA,NA,NA,NA,NA
20200404,020200,0,2.37,0.16,19.44,0.14,0.56,17.19,180,5.32,0.06,0.01,0.01,0,0,NA,NA,NA,NA,NA,NA,NA
