dia_mes_ano,hora_minuto,irr,massaPM1,massaPM2,numPM1,numPM2,tamanho_medio,temp,vento_dir,vento_vel,massaPM4,massaPM10,numPM4,numPM10,rainfall,P_AC,I_AC,I_DC,V_AC,V_DC,IRR,P_DC
20200420,000300,0,6.05,0.2,49.95,0.14,0.45,21.12,135,23.94,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,000400,0,6.55,0.22,54.04,0.15,0.46,21,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,000500,0,6.35,0.21,52.38,0.14,0.46,21,135,17.29,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,000600,0,6.23,0.21,51.44,0.14,0.45,20.81,45,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,000700,0,5.9,0.2,48.72,0.13,0.45,20.62,90,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,000800,0,6.33,0.21,52.25,0.14,0.44,20.62,90,33.25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,000900,0,6.36,0.21,52.44,0.14,0.45,20.75,90,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,001000,0,6.3,0.21,51.98,0.14,0.45,20.88,90,17.29,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,001100,0,6.12,0.2,50.52,0.14,0.45,20.88,135,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,001200,0,5.54,0.18,45.68,0.13,0.45,20.88,135,19.95,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,001300,0,6.01,0.2,49.59,0.14,0.44,20.88,90,17.29,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,001400,0,6.25,0.21,51.53,0.14,0.43,20.69,135,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,001500,0,7.18,0.24,59.23,0.16,0.43,20.88,135,13.3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,001600,0,6.3,0.21,51.98,0.14,0.43,20.81,90,18.62,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,001700,0,6.27,0.21,51.76,0.14,0.44,20.75,90,14.63,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,001800,0,6.73,0.22,55.54,0.15,0.46,20.75,135,13.3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,001900,0,7.77,0.26,64.1,0.18,0.47,20.69,90,14.63,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,002000,0,6.83,0.23,56.35,0.15,0.46,20.69,135,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,002100,0,6.13,0.2,50.6,0.14,0.45,20.75,90,22.61,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,002200,0,6.39,0.21,52.68,0.14,0.45,20.75,90,23.94,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,002300,0,6.54,0.22,53.98,0.15,0.45,20.56,90,29.26,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,002400,0,7.56,0.25,62.34,0.17,0.45,20.69,135,13.3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200420,002500,0,6.87,0.23,56.71,0.16,0.43,20.81,135,19.95,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
