dia_mes_ano,hora_minuto,irr,massaPM1,massaPM2,numPM1,numPM2,tamanho_medio,temp,vento_dir,vento_vel,massaPM4,massaPM10,numPM4,numPM10,rainfall,P_AC,I_AC,I_DC,V_AC,V_DC,IRR,P_DC
20200330,000100,0,0.68,0.02,5.62,0.02,0.48,22.19,90,13.3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,000200,0,0.51,0.02,4.25,0.01,0.48,22.38,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,000300,0,0.76,0.03,6.23,0.02,0.48,22.25,0,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,000400,0,0.64,0.02,5.27,0.01,0.47,22.19,90,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,000500,0,0.6,0.02,4.91,0.01,0.47,22.31,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,000600,0,0.62,0.02,5.11,0.01,0.47,22.31,45,17.29,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,000700,0,0.94,0.03,7.77,0.02,0.47,22.19,0,14.63,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,000800,0,0.49,0.02,4.05,0.01,0.47,22.12,0,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,000900,0,0.71,0.02,5.87,0.02,0.46,22.12,90,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,001000,0,0.76,0.03,6.27,0.02,0.47,21.94,45,14.63,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,001100,0,1.02,0.03,8.44,0.02,0.48,22.06,225,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,001200,0,0.59,0.02,4.87,0.01,0.48,22.06,45,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,001300,0,0.69,0.02,5.72,0.02,0.48,22.06,45,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,001400,0,0.75,0.02,6.19,0.02,0.48,22.12,45,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,001500,0,0.84,0.03,6.9,0.02,0.48,22.12,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,001600,0,0.64,0.02,5.26,0.01,0.48,22,180,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,001700,0,0.61,0.02,5.02,0.01,0.48,22.06,135,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,001800,0,0.67,0.02,5.56,0.02,0.49,22,45,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,001900,0,0.87,0.03,7.17,0.02,0.48,22.12,0,15.96,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,002000,0,0.7,0.02,5.8,0.02,0.47,21.94,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,002100,0,0.82,0.03,6.77,0.02,0.48,22,0,10.64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,002200,0,0.67,0.02,5.52,0.02,0.48,21.81,90,10.64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,002300,0,0.7,0.02,5.77,0.02,0.47,21.88,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,002400,0,0.95,0.03,7.87,0.02,0.47,21.81,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,002500,0,0.74,0.02,6.08,0.02,0.47,21.88,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,002600,0,0.64,0.02,5.29,0.01,0.47,21.88,0,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,002700,0,0.76,0.03,6.24,0.02,0.47,21.75,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,002800,0,0.65,0.02,5.38,0.01,0.47,21.81,90,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,002900,0,0.64,0.02,5.3,0.01,0.47,21.69,90,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,003000,0,0.62,0.02,5.08,0.01,0.47,21.81,90,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,003100,0,0.69,0.02,5.73,0.02,0.47,21.81,180,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,003200,0,0.74,0.02,6.09,0.02,0.47,21.88,90,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,003300,0,0.53,0.02,4.34,0.01,0.47,21.75,135,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,003400,0,0.54,0.02,4.45,0.01,0.46,21.69,135,15.96,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,003500,0,0.73,0.02,6.01,0.02,0.47,21.81,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,003600,0,0.71,0.02,5.83,0.02,0.46,21.75,135,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,003700,0,0.58,0.02,4.82,0.01,0.45,21.75,180,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,003800,0,0.71,0.02,5.86,0.02,0.45,21.62,90,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,003900,0,0.82,0.03,6.79,0.02,0.45,21.75,180,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,004000,0,0.61,0.02,5.07,0.01,0.45,21.69,45,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,004100,0,0.57,0.02,4.72,0.01,0.46,21.69,90,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,004200,0,0.69,0.02,5.66,0.02,0.46,21.88,45,13.3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,004300,0,0.61,0.02,5.02,0.01,0.47,21.81,90,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,004400,0,0.64,0.02,5.29,0.01,0.48,21.81,135,13.3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,004500,0,0.82,0.03,6.75,0.02,0.48,21.75,0,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,004600,0,0.64,0.02,5.25,0.01,0.48,21.62,90,17.29,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,004700,0,0.68,0.02,5.59,0.02,0.48,21.75,45,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,004800,0,0.7,0.02,5.8,0.02,0.49,21.69,90,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,004900,0,0.71,0.02,5.86,0.02,0.48,21.62,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,005000,0,0.81,0.03,6.67,0.02,0.48,21.81,90,17.29,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,005100,0,0.61,0.02,5,0.01,0.48,21.75,135,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,005200,0,0.71,0.02,5.82,0.02,0.49,21.69,180,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,005300,0,0.66,0.02,5.47,0.02,0.49,21.62,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,005400,0,0.63,0.02,5.17,0.01,0.48,21.56,135,1.33,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,005500,0,0.64,0.02,5.31,0.01,0.48,21.5,90,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,005600,0,0.98,0.03,8.09,0.02,0.47,21.5,135,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,005700,0,0.79,0.03,6.51,0.02,0.47,21.38,90,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,005800,0,0.83,0.03,6.83,0.02,0.47,21.38,90,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,005900,0,0.68,0.02,5.57,0.02,0.46,21.62,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,010000,0,0.57,0.02,4.69,0.01,0.46,21.88,90,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,010100,0,0.74,0.02,6.11,0.02,0.46,21.75,90,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,010200,0,0.6,0.02,4.98,0.01,0.46,21.5,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,010300,0,0.56,0.02,4.62,0.01,0.46,21.62,0,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,010400,0,0.85,0.03,7.01,0.02,0.47,21.69,0,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,010500,0,0.62,0.02,5.1,0.01,0.46,21.69,45,10.64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,010600,0,0.75,0.03,6.21,0.02,0.47,21.62,180,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,010700,0,0.5,0.02,4.15,0.01,0.46,21.56,90,10.64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,010800,0,0.78,0.03,6.45,0.02,0.47,21.5,135,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,010900,0,0.47,0.02,3.91,0.01,0.48,21.44,90,10.64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,011000,0,0.69,0.02,5.7,0.02,0.47,21.38,135,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,011100,0,0.81,0.03,6.64,0.02,0.48,21.44,90,22.61,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,011200,0,0.67,0.02,5.49,0.02,0.47,21.44,90,18.62,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,011300,0,0.74,0.02,6.09,0.02,0.48,21.62,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,011400,0,0.71,0.02,5.88,0.02,0.47,21.38,90,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,011500,0,0.78,0.03,6.42,0.02,0.47,21.38,135,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,011600,0,0.5,0.02,4.12,0.01,0.47,21.38,45,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,011700,0,0.81,0.03,6.66,0.02,0.48,21.38,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200330,011800,0,0.72,0.02,5.91,0.02,0.48,21.38,45,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
