dia_mes_ano,hora_minuto,irr,massaPM1,massaPM2,numPM1,numPM2,tamanho_medio,temp,vento_dir,vento_vel,massaPM4,massaPM10,numPM4,numPM10,rainfall,P_AC,I_AC,I_DC,V_AC,V_DC,IRR,P_DC
20200401,000100,0,2.15,0.07,17.75,0.05,0.42,23.5,180,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,000200,0,2.84,0.09,23.46,0.06,0.43,23.38,135,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,000300,0,2.27,0.08,18.76,0.05,0.42,23.5,135,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,000400,0,2.65,0.09,21.87,0.06,0.43,23.69,135,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,000500,0,2.22,0.07,18.29,0.05,0.43,23.62,135,13.3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,000600,0,2.05,0.07,16.94,0.05,0.43,23.5,45,10.64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,000700,0,2.33,0.08,19.19,0.05,0.43,23.56,90,15.96,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,000800,0,2.26,0.08,18.68,0.05,0.43,23.69,90,22.61,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,000900,0,2.18,0.07,18,0.05,0.45,23.56,90,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,001000,0,2.16,0.07,17.81,0.05,0.43,23.62,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,001100,0,2.17,0.07,17.89,0.05,0.45,23.5,90,17.29,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,001200,0,2.44,0.08,20.15,0.06,0.44,23.62,45,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,001300,0,1.96,0.07,16.14,0.04,0.44,23.56,90,14.63,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,001400,0,2.41,0.08,19.9,0.05,0.44,23.75,135,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,001500,0,2.47,0.08,20.41,0.06,0.41,23.88,135,13.3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,001600,0,1.96,0.07,16.16,0.04,0.42,23.62,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,001700,0,2.57,0.09,21.21,0.06,0.42,23.38,135,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,001800,0,2.65,0.09,21.87,0.06,0.42,23.38,90,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,001900,0,2.3,0.08,18.98,0.05,0.41,23.44,90,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,002000,0,2.39,0.08,19.74,0.05,0.42,23.31,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,002100,0,2.34,0.08,19.32,0.05,0.42,23.62,90,13.3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,002200,0,2.64,0.09,21.79,0.06,0.43,23.69,135,10.64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,002300,0,2.55,0.08,21.07,0.06,0.45,23.5,135,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,002400,0,2.3,0.08,18.98,0.05,0.45,23.62,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,002500,0,1.93,0.06,15.94,0.04,0.46,23.38,135,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,002600,0,2.2,0.07,18.17,0.05,0.45,23.44,90,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,002700,0,2.44,0.08,20.15,0.06,0.44,23.5,135,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,002800,0,2.31,0.08,19.02,0.05,0.44,23.5,90,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,002900,0,2.64,0.09,21.79,0.06,0.43,23.44,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,003000,0,2.32,0.08,19.11,0.05,0.44,23.38,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,003100,0,2.37,0.08,19.51,0.05,0.44,23.5,90,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,003200,0,2.79,0.09,23.05,0.06,0.44,23.38,90,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,003300,0,2.1,0.07,17.34,0.05,0.43,23.25,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,003400,0,2.23,0.07,18.4,0.05,0.44,23.5,90,19.95,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,003500,0,2.12,0.07,17.49,0.05,0.43,23.56,0,14.63,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,003600,0,2.44,0.08,20.15,0.06,0.42,23.56,90,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,003700,0,2.02,0.07,16.64,0.05,0.43,23.62,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,003800,0,2.03,0.07,16.74,0.05,0.43,23.5,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,003900,0,2.24,0.07,18.48,0.05,0.44,23.38,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,004000,0,2.11,0.07,17.39,0.05,0.44,23.19,90,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,004100,0,2.13,0.07,17.55,0.05,0.44,23.44,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,004200,0,2.47,0.08,20.36,0.06,0.43,23.25,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,004300,0,1.95,0.06,16.1,0.04,0.43,23.19,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,004400,0,2.41,0.08,19.85,0.05,0.44,23.06,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,004500,0,2.57,0.09,21.17,0.06,0.44,23.06,135,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,004600,0,2.67,0.09,22.03,0.06,0.44,23,0,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,004700,0,2.22,0.07,18.29,0.05,0.44,23.12,90,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,004800,0,2.11,0.07,17.38,0.05,0.45,23.19,90,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,004900,0,2.52,0.08,20.76,0.06,0.46,23.19,90,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,005000,0,2.3,0.08,18.96,0.05,0.46,23.19,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,005100,0,2.18,0.07,17.98,0.05,0.46,23.19,135,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,005200,0,2.09,0.07,17.23,0.05,0.47,22.94,135,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,005300,0,2.26,0.08,18.61,0.05,0.46,22.88,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200401,005400,0,2.22,0.07,18.34,0.05,0.44,22.88,90,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
