dia_mes_ano,hora_minuto,irr,massaPM1,massaPM2,numPM1,numPM2,tamanho_medio,temp,vento_dir,vento_vel,massaPM4,massaPM10,numPM4,numPM10,rainfall,P_AC,I_AC,I_DC,V_AC,V_DC,IRR,P_DC
20200422,000200,0,4.55,0.15,37.5,0.1,0.46,20.25,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,000300,0,4.5,0.15,37.1,0.1,0.47,20.06,135,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,000400,0,3.81,0.13,31.47,0.09,0.46,19.88,135,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,000500,0,4.16,0.14,34.33,0.09,0.46,20.12,180,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,000600,0,4.2,0.14,34.68,0.1,0.46,19.88,180,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,000700,0,3.79,0.13,31.25,0.09,0.48,20.19,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,000800,0,4.05,0.13,33.39,0.09,0.49,19.88,135,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,000900,0,3.92,0.13,32.38,0.09,0.48,19.75,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,001000,0,3.67,0.12,30.3,0.08,0.47,19.56,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,001100,0,3.8,0.13,31.33,0.09,0.47,19.62,180,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,001200,0,3.37,0.11,27.84,0.08,0.46,19.44,180,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,001300,0,3.45,0.11,28.47,0.08,0.46,19.69,135,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,001400,0,3.8,0.13,31.34,0.09,0.46,19.75,135,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,001500,0,3.34,0.11,27.56,0.08,0.46,19.69,180,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,001600,0,3.71,0.12,30.61,0.08,0.46,19.81,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,001700,0,3.19,0.11,26.33,0.07,0.45,20.06,135,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,001800,0,3.86,0.13,31.83,0.09,0.45,19.94,90,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,001900,0,3.78,0.13,31.22,0.09,0.47,20,135,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,002000,0,3.3,0.11,27.23,0.07,0.47,19.94,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,002100,0,3.7,0.12,30.52,0.08,0.48,19.88,90,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,002200,0,3.28,0.11,27.09,0.07,0.48,19.75,180,2.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,002300,0,3.82,0.13,31.55,0.09,0.47,19.62,135,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,002400,0,3.63,0.12,29.93,0.08,0.45,19.69,135,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,002500,0,3.36,0.11,27.74,0.08,0.44,19.75,90,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,002600,0,3.42,0.11,28.18,0.08,0.45,19.69,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,002700,0,3.75,0.12,30.95,0.09,0.47,19.56,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,002800,0,4.21,0.14,34.76,0.1,0.47,19.81,180,14.63,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,002900,0,3.99,0.13,32.93,0.09,0.46,19.81,135,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,003000,0,3.45,0.11,28.49,0.08,0.47,19.75,135,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,003100,0,2.97,0.1,24.52,0.07,0.46,19.62,135,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,003200,0,3.37,0.11,27.83,0.08,0.46,19.69,90,13.3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,003300,0,3.78,0.13,31.17,0.09,0.46,19.75,135,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,003400,0,3.19,0.11,26.31,0.07,0.45,19.88,180,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,003500,0,3.26,0.11,26.89,0.08,0.44,19.69,180,5.32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,003600,0,3.33,0.11,27.48,0.08,0.44,19.5,180,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,003700,0,3.28,0.11,27.05,0.07,0.48,19.44,180,1.33,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,003800,0,3.34,0.11,27.53,0.08,0.46,19.38,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,003900,0,3.09,0.1,25.46,0.07,0.46,19.69,135,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,004000,0,3.66,0.12,30.16,0.08,0.47,19.69,135,14.63,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,004100,0,3.22,0.11,26.53,0.07,0.47,19.75,135,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,004200,0,3.78,0.13,31.18,0.09,0.47,19.62,135,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,004300,0,3.12,0.1,25.75,0.07,0.48,19.62,135,7.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,004400,0,3.67,0.12,30.27,0.08,0.48,19.56,135,3.99,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,004500,0,3.67,0.12,30.32,0.08,0.48,19.5,135,11.97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,004600,0,3.4,0.11,28.01,0.08,0.47,19.75,135,9.31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,004700,0,3.59,0.12,29.62,0.08,0.45,19.69,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,004800,0,3.79,0.13,31.23,0.09,0.46,19.62,135,6.65,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
20200422,004900,0,3.8,0.13,31.32,0.09,0.45,19.69,90,10.64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
