dia_mes_ano,hora_minuto,irr,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,temp,vento_dir,vento_vel,rainfall,P_AC,I_AC,I_DC,V_AC,V_DC,IRR,P_DC
20200408,000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026313758755044e29,44.7,0,0
20200408,000100,0,2.89,0.1,0,0,23.86,0.07,0,0,0.46,19.5,225,3.99,0,0,0,0,2026313758755044e29,44.7,0,0
20200408,000200,0,2.79,0.09,0,0,23,0.06,0,0,0.47,19.25,180,2.66,0,0,0,0,2026313758755044e29,44.7,0,0
20200408,000300,0,2.62,0.09,0,0,21.63,0.06,0,0,0.48,19.31,225,0,0,0,0,0,2026313758755044e29,44.7,0,0
20200408,000400,0,2.18,0.07,0,0,18,0.05,0,0,0.46,19.44,135,3.99,0,0,0,0,2026313758755044e29,44.7,0,0
20200408,000500,0,2.14,0.07,0,0,17.68,0.05,0,0,0.45,19.44,135,2.66,0,0,0,0,2026313758755044e29,44.8,0,0
20200408,000600,0,2.02,0.07,0,0,16.66,0.05,0,0,0.45,19.25,180,1.33,0,0,0,0,2026313758755044e29,44.8,0,0
20200408,000700,0,2.16,0.07,0,0,17.84,0.05,0,0,0.45,19.31,180,0,0,0,0,0,2026313758755044e29,45.3,0,0
20200408,000800,0,1.91,0.06,0,0,15.78,0.04,0,0,0.45,19.25,180,1.33,0,0,0,0,2026313758755044e29,45.3,0,0
20200408,000900,0,2.3,0.08,0,0,18.99,0.05,0,0,0.45,19.19,135,0,0,0,0,0,2026313758755044e29,45.5,0,0
20200408,001000,0,2.16,0.07,0,0,17.83,0.05,0,0,0.46,19.12,135,2.66,0,0,0,0,2026313758755044e29,45.5,0,0
20200408,001100,0,2.14,0.07,0,0,17.67,0.05,0,0,0.47,19.12,180,0,0,0,0,0,2026313758755044e29,45.5,0,0
20200408,001200,0,2.24,0.07,0,0,18.49,0.05,0,0,0.46,19.06,180,3.99,0,0,0,0,2026313758755044e29,45.5,0,0
20200408,001300,0,2.08,0.07,0,0,17.13,0.05,0,0,0.45,19.12,180,0,0,0,0,0,2026313758755044e29,46,0,0
20200408,001400,0,2.32,0.08,0,0,19.11,0.05,0,0,0.45,19,135,0,0,0,0,0,2026313758755044e29,46,0,0
20200408,001500,0,1.98,0.07,0,0,16.31,0.04,0,0,0.45,18.88,135,0,0,0,0,0,2026313758755044e29,46.2,0,0
20200408,001600,0,1.78,0.06,0,0,14.65,0.04,0,0,0.45,18.75,180,2.66,0,0,0,0,2026313758755044e29,46.2,0,0
20200408,001700,0,1.74,0.06,0,0,14.39,0.04,0,0,0.45,18.81,225,0,0,0,0,0,2026313758755044e29,46.6,0,0
20200408,001800,0,1.8,0.06,0,0,14.82,0.04,0,0,0.44,18.75,135,0,0,0,0,0,2026313758755044e29,46.6,0,0
20200408,001900,0,1.78,0.06,0,0,14.68,0.04,0,0,0.44,18.75,180,0,0,0,0,0,2026313758755044e29,46.6,0,0
20200408,002000,0,1.71,0.06,0,0,14.09,0.04,0,0,0.43,18.81,135,0,0,0,0,0,2026313758755044e29,46.5,0,0
20200408,002100,0,2.08,0.07,0,0,17.13,0.05,0,0,0.43,18.94,45,14.63,0,0,0,0,2026313758755044e29,46.5,0,0
20200408,002200,0,1.4,0.05,0,0,11.55,0.03,0,0,0.42,19,225,3.99,0,0,0,0,2026313758755044e29,46.3,0,0
20200408,002300,0,1.47,0.05,0,0,12.11,0.03,0,0,0.42,18.94,180,0,0,0,0,0,2026313758755044e29,46.2,0,0
20200408,002400,0,1.12,0.04,0,0,9.23,0.03,0,0,0.43,18.88,180,3.99,0,0,0,0,2026313758755044e29,46.1,0,0
20200408,002500,0,1.85,0.06,0,0,15.25,0.04,0,0,0.43,18.88,135,3.99,0,0,0,0,2026313758755044e29,46.1,0,0
20200408,002600,0,1.44,0.05,0,0,11.91,0.03,0,0,0.42,18.81,225,6.65,0,0,0,0,2026313758755044e29,46.2,0,0
20200408,002700,0,1.34,0.04,0,0,11.08,0.03,0,0,0.42,18.81,180,3.99,0,0,0,0,2026313758755044e29,46.2,0,0
20200408,002800,0,1.66,0.06,0,0,13.74,0.04,0,0,0.43,18.94,180,0,0,0,0,0,2026313758755044e29,45.9,0,0
20200408,002900,0,1.68,0.06,0,0,13.88,0.04,0,0,0.43,18.94,180,0,0,0,0,0,2026313758755044e29,46,0,0
20200408,003000,0,1.68,0.06,0,0,13.85,0.04,0,0,0.44,18.88,180,3.99,0,0,0,0,2026313758755044e29,46,0,0
20200408,003100,0,2.07,0.07,0,0,17.1,0.05,0,0,0.44,18.81,225,0,0,0,0,0,2026313758755044e29,46.2,0,0
20200408,003200,0,1.96,0.07,0,0,16.14,0.04,0,0,0.45,18.62,135,7.98,0,0,0,0,2026313758755044e29,46.3,0,0
20200408,003300,0,2.17,0.07,0,0,17.92,0.05,0,0,0.44,18.88,135,3.99,0,0,0,0,2026313758755044e29,46.3,0,0
20200408,003400,0,2.52,0.08,0,0,20.81,0.06,0,0,0.45,18.75,135,1.33,0,0,0,0,2026313758755044e29,46,0,0
