dia_mes_ano,hora_minuto,m,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n.x,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n.y,P_DC
20191003,154500,3,30.74608695652174,9.651739130434782,0.7573913043478261,0.32913043478260867,0.051304347826086956,78.98304347826087,0.6847826086956522,0.06173913043478261,0.011304347826086957,0.07130434782608695,26.220434782608695,90,0.5695652173913044,23,91.73333333333333,4.386666666666667,207.54,909.5333333333333,1.788,524.12,15,937.12656
20191003,171500,1,19.765333333333334,4.796,0.15933333333333333,0,0,39.56,0.10866666666666666,0,0,4.876666666666667,29.528,174,0.44266666666666665,15,23.266666666666666,1.004,213.42666666666668,211.93333333333334,0.4666666666666667,502.5466666666667,15,234.5217777777778
20191003,173000,2,1.084,4.426666666666667,0.14666666666666667,0,0,36.50666666666667,0.09933333333333333,0,0,5.142666666666667,29.451333333333334,177,0.4693333333333333,15,3.6666666666666665,0.16933333333333334,213.1,24.933333333333334,0.09066666666666667,461.36,15,41.829973333333335
20191003,174500,3,0.304,5.352666666666667,0.17866666666666667,0,0,44.160666666666664,0.12066666666666667,0,0,3.812666666666667,29.07,147,0.4686666666666667,15,0,0.09,211.7,0,0,264.08,15,0
20191003,180000,0,0.04,5.134,0.17,0,0,42.362,0.11666666666666667,0,0,17.201333333333334,28.400666666666666,81,0.4666666666666667,15,0,0.09,211.7,0,0,41.92,15,0
20191003,181500,1,0,5.462,0.18133333333333335,0,0,45.06933333333333,0.124,0,0,12.945333333333334,28.11466666666667,75,0.46266666666666667,15,0,0.09,211.7,0,0,37.626666666666665,15,0
20191003,183000,2,0,4.512,0.15,0,0,37.218,0.10266666666666667,0,0,13.122666666666667,28.02,78,0.4686666666666667,15,0,0.09,211.7,0,0,36.946666666666665,15,0
20191003,184500,3,0,3.9873333333333334,0.13266666666666668,0,0,32.89266666666666,0.09066666666666667,0,0,13.654666666666667,27.649333333333335,81,0.466,15,0,0.09,211.7,0,0,36.553333333333335,15,0
20191003,190000,0,0,4.2299999999999995,0.14266666666666666,0,0,34.904666666666664,0.09533333333333334,0,0,12.058666666666667,27.464,75,0.44733333333333336,15,0,0.09,211.7,0,0,37.67333333333333,15,0
20191003,191500,1,0,4.027333333333333,0.134,0,0,33.226,0.09133333333333334,0,0,7.536666666666667,27.439333333333334,81,0.464,15,0,0.09,211.7,0,0,37.82666666666667,15,0
20191003,193000,2,0.34400000000000003,3.9226666666666667,0.13066666666666668,0,0,32.35466666666667,0.08933333333333333,0,0,5.674666666666667,27.558666666666667,66,0.46599999999999997,15,0,0.09,211.7,0,0,39.04666666666667,15,0
20191003,194500,3,0.5686666666666667,4.259333333333333,0.14066666666666666,0,0,35.14533333333333,0.09733333333333334,0,0,6.65,27.867333333333335,96,0.4646666666666667,15,0,0.09,211.7,0,0,38.03333333333333,15,0
20191003,200000,0,0,4.027333333333333,0.13333333333333333,0,0,33.226,0.09066666666666666,0,0,3.546666666666667,27.724666666666668,102,0.444,15,0,0.09,211.7,0,0,38.77333333333333,15,0
20191003,201500,1,0,3.978,0.13333333333333333,0,0,32.834,0.09066666666666666,0,0,5.408666666666667,27.711333333333332,90,0.46066666666666667,15,0,0.09,211.7,0,0,38.7,15,0
20191003,203000,2,0,4.0873333333333335,0.136,0,0,33.718666666666664,0.09266666666666666,0,0,5.586,27.802,105,0.4553333333333333,15,0,0.09,211.7,0,0,39.64666666666667,15,0
20191003,204500,3,0.516,4.410666666666667,0.14733333333333334,0,0,36.386,0.09933333333333334,0,0,8.157333333333334,27.878666666666668,105,0.44866666666666666,15,0,0.09,211.7,0,0,38.96,15,0
20191003,210000,0,0.252,4.683333333333334,0.15733333333333333,0,0,38.641999999999996,0.10533333333333333,0,0,6.738666666666667,27.678666666666665,108,0.44333333333333336,15,0,0.09,211.7,0,0,38.8,15,0
20191003,211500,1,0,4.842,0.16066666666666668,0,0,39.938,0.11066666666666666,0,0,3.724,27.433333333333334,81,0.4653333333333333,15,0,0.09,211.7,0,0,37.89333333333333,15,0
20191003,213000,2,0,4.634,0.154,0,0,38.242,0.106,0,0,3.1033333333333335,26.811333333333334,261,0.4633333333333333,15,0,0.09,211.7,0,0,39.06666666666666,15,0
20191003,214500,3,0,5.075333333333333,0.17,0,0,41.87,0.11466666666666667,0,0,0.532,26.008666666666667,270,0.4726666666666666,15,0,0.09,211.7,0,0,39.56666666666667,3,0
20191004,053000,2,22.277333333333335,7.744,0.25733333333333336,0,0,63.89533333333333,0.17466666666666666,0,0,0.48266666666666663,22.788,102,0,15,20.4,0.6733333333333333,217.41333333333333,143.86666666666667,0.32866666666666666,519.22,15,170.65030666666667
20191004,054500,3,60.222,6.298666666666667,0.21133333333333335,0,0,51.970666666666666,0.14333333333333334,0,0,0.478,27.71,180,0,15,48.8,1.686,218.45333333333332,366.3333333333333,0.7013333333333334,560.9666666666667,15,393.42462222222224
20191004,060000,0,99.224,9.247333333333334,0.3086666666666667,0,0,76.27266666666667,0.20933333333333334,0,0,0.47733333333333333,30.552,180,0,15,86.6,3.0153333333333334,218.21333333333334,655.7333333333333,1.2253333333333334,561.9200000000001,15,688.5393066666668
20191004,061500,1,150.12466666666666,17.996000000000002,0.598,0,0,148.46933333333334,0.40800000000000003,0.004666666666666667,0.0033333333333333335,0.486,30.008666666666667,180,1.064,15,140.4,5.292666666666666,217.99333333333334,1151.8666666666666,2.219333333333333,532.5066666666667,15,1181.8097955555554
20191004,063000,2,208.03266666666667,9.702666666666667,0.32333333333333336,0,0,80.04266666666666,0.22,0,0,0.486,29.346,156,3.280666666666667,15,199.86666666666667,7.9526666666666666,219.36,1742.6666666666667,3.1973333333333334,555.5666666666667,15,1776.3318222222224
20191004,064500,3,264.08866666666665,11.911333333333333,0.396,0,0,98.26266666666666,0.27,0.0013333333333333333,0,0.49066666666666664,29.546,123,4.699333333333334,15,263.1333333333333,10.848666666666666,217.82,2360.2,4.219333333333333,568.36,15,2398.1002933333334
20191004,070000,0,327.4173333333333,5.782,0.19066666666666668,0,0,47.69266666666667,0.13133333333333333,0,0,0.446,29.7,96,12.147333333333334,15,332.73333333333335,13.699333333333334,218.54666666666665,2967.866666666667,5.314,570.06,15,3029.29884
20191004,071500,1,386.25,5.206,0.17400000000000002,0,0,42.946,0.11733333333333333,0,0,0.446,30.242,96,14.186666666666667,15,398.73333333333335,16.570666666666668,215.91333333333333,3575.4666666666667,6.421333333333333,563.3466666666667,15,3617.436728888889
20191004,073000,2,446.80133333333333,5.6033333333333335,0.18733333333333335,0,0,46.226,0.126,0,0,0.454,31.608666666666664,96,12.236,15,467.53333333333336,19.14,216.86,4150.133333333333,7.552666666666666,556.62,15,4203.965319999999
20191004,074500,3,507.09066666666666,5.715333333333334,0.19,0,0,47.15533333333333,0.12866666666666668,0,0,0.44666666666666666,32.234,93,13.3,15,536.2666666666667,21.766,216.05333333333334,4702.2,8.690666666666667,548.6,15,4767.699733333334
20191004,080000,0,559.1800000000001,6.100666666666666,0.20400000000000001,0,0,50.33533333333333,0.13933333333333334,0,0,0.45666666666666667,32.45,57,12.413333333333334,15,596.2666666666667,24.03066666666667,215.82,5187.2,9.681333333333333,542.8266666666667,15,5255.285902222223
20191004,081500,1,614.18,6.002,0.198,0,0,49.52066666666667,0.1366666666666667,0,0,0.44133333333333336,32.00866666666667,39,19.506666666666668,15,651.5333333333333,26.088666666666665,216.37333333333333,5645.666666666667,10.657333333333334,538.1333333333333,15,5735.066311111112
20191004,083000,2,667.7246666666666,5.698666666666667,0.19,0,0,46.995333333333335,0.12733333333333333,0,0,0.44466666666666665,32.95933333333333,84,14.541333333333334,15,709.2,28.54,214.19333333333333,6111.933333333333,11.620666666666667,535.0733333333334,15,6217.908848888889
20191004,084500,3,699.7193333333333,5.751333333333333,0.19066666666666668,0,0,47.44,0.12933333333333333,0,0,0.44666666666666666,33.73733333333333,87,11.792666666666667,15,747.2,29.600666666666665,214.44666666666666,6335.866666666667,12.316,528.04,15,6503.34064
20191004,090000,0,765.428,5.6433333333333335,0.18666666666666668,0,0,46.55733333333333,0.12733333333333333,0,0,0.44666666666666666,34.64933333333333,72,13.477333333333334,15,837.2666666666667,32.12533333333333,216.86666666666667,6974.266666666666,13.741333333333333,520.0666666666667,15,7146.409422222223
20191004,091500,1,559.9733333333334,5.855333333333333,0.19533333333333333,0,0,48.30733333333333,0.13333333333333333,0,0,0.43666666666666665,33.676,93,11.97,15,632.4666666666667,23.928666666666665,216.78666666666666,5237,9.722,534.9466666666667,15,5200.751493333333
20191004,093000,2,748.9013333333334,7.322666666666667,0.24333333333333335,0,0,60.407333333333334,0.16733333333333333,0,0,0.436,34.696,93,9.576,15,743,28.337333333333333,218.80666666666667,6253,11.776666666666667,531.2866666666666,15,6256.785977777778
20191004,094500,3,849.2486666666666,5.933333333333334,0.198,0,0,48.94,0.134,0,0,0.438,35.474,69,9.132666666666667,15,864.4,32.480000000000004,220.12,7095.6,14.231333333333334,512.48,15,7293.273706666667
20191004,100000,0,889.5733333333334,5.242666666666667,0.174,0,0,43.24333333333333,0.11866666666666667,0,0,0.42933333333333334,35.75066666666667,105,11.083333333333334,15,949.8,35.187333333333335,219.5,7724.133333333333,15.687333333333333,500.73333333333335,15,7855.170711111111
20191004,101500,1,904.9086666666667,5.016666666666667,0.16666666666666669,0,0,41.38333333333333,0.114,0,0,0.42933333333333334,36.687333333333335,141,6.472666666666667,15,970.9333333333333,35.67133333333333,219.65333333333334,7836.333333333333,16.056,496.1666666666667,15,7966.452000000001
20191004,103000,2,927.7813333333334,5.269333333333333,0.17533333333333334,0,0,43.47933333333334,0.11866666666666667,0,0,0.43266666666666664,35.912,51,10.728666666666667,15,990.3333333333334,35.980666666666664,221.24,7961.933333333333,16.346,495.0933333333333,15,8092.795626666666
20191004,104500,3,937.8293333333334,5.093333333333334,0.16933333333333334,0,0,42.02466666666667,0.11533333333333333,0,0,0.42266666666666663,35.904666666666664,99,11.881333333333334,15,995.6,36.33133333333333,220.05333333333334,7997.133333333333,16.46666666666667,494.24,15,8138.485333333334
20191004,110000,0,967.0486666666667,5.476,0.182,0,0,45.18533333333333,0.124,0,0,0.43066666666666664,36.96666666666667,69,11.172,15,1024.8666666666666,37.029333333333334,221.14666666666668,8190.4,16.865333333333332,494.47333333333336,15,8339.457591111111
20191004,111500,1,1007.106,5.154,0.17133333333333334,0,0,42.52333333333333,0.118,0,0,0.44,37.644666666666666,138,10.994666666666667,15,1062.9333333333334,37.12133333333333,222.68,8269.533333333333,16.536666666666665,509.1933333333333,15,8420.360422222222
20191004,113000,2,704.744,4.641333333333333,0.154,0,0,38.294666666666664,0.10533333333333333,0,0,0.43666666666666665,37.36266666666667,219,9.132666666666667,15,803.5333333333333,28.140666666666668,219.19333333333333,6144.2,11.805333333333333,524.2533333333333,15,6188.985351111111
20191004,114500,3,558.518,4.689333333333333,0.15466666666666667,0,0,38.68266666666667,0.106,0,0,0.43466666666666665,37.41733333333333,183,9.044,15,701.2666666666667,25.77466666666667,219.77333333333334,5608.8,10.76,528.6266666666667,15,5688.022933333334
20191004,120000,0,471.92133333333334,5.003333333333333,0.16666666666666666,0,0,41.27733333333333,0.11333333333333333,0,0,0.432,36.70733333333333,177,7.270666666666667,15,477.1333333333333,18.182666666666666,217.9,4064.5333333333333,7.432666666666667,530.5133333333333,15,3943.1287688888888
20191004,121500,1,126.986,5.132666666666667,0.17133333333333334,0,0,42.344,0.11533333333333333,0,0,0.438,33.903999999999996,72,13.3,15,121,5.408666666666667,215.5,1163.8666666666666,2.2853333333333334,522.4866666666667,15,1194.0561955555556
20191004,123000,2,109.932,4.685333333333333,0.15533333333333332,0,0,38.67,0.10533333333333333,0,0,0.4766666666666667,25.400666666666666,96,11.792666666666667,15,116.8,5.319333333333333,216.56,1151.2666666666667,2.11,558.22,15,1177.8442
20191004,124500,3,82.69733333333333,5.246666666666666,0.17333333333333334,0,0,43.278666666666666,0.12,0,0,0.4706666666666667,25.721333333333334,93,14.541333333333334,15,79.8,3.756666666666667,216.40666666666667,812.4,1.4946666666666666,557.4066666666666,15,833.1371644444444
20191004,130000,0,109.404,4.5713333333333335,0.152,0,0,37.71666666666667,0.104,0,0,0.482,21.066,213,8.512,15,112,5.144,216.16666666666666,1111.6,2.0100000000000002,566.1,15,1137.861
20191004,131500,1,186.74666666666667,4.558666666666666,0.15133333333333335,0,0,37.60733333333333,0.10400000000000001,0,0,0.45,24.03,222,0.532,15,189.2,8.834,216.79333333333332,1911.9333333333334,3.414,570.5266666666666,15,1947.77804
20191004,133000,2,309.30466666666666,5.5873333333333335,0.186,0,0,46.09,0.126,0,0,0.4726666666666667,27.008,84,5.142666666666667,15,294.93333333333334,13.814666666666666,217.3,2997.2,5.4093333333333335,563.28,15,3046.96928
20191004,134500,3,640.358,6.752666666666666,0.224,0,0,55.705333333333336,0.15333333333333335,0,0,0.4786666666666667,29.567333333333334,54,7.891333333333334,15,569.0666666666667,23.664666666666665,220.04,5245.066666666667,9.427333333333333,555.7266666666667,15,5239.020528888889
20191004,140000,0,487.522,5.482666666666667,0.182,0,0,45.22666666666667,0.124,0,0,0.448,32.370666666666665,117,4.610666666666667,15,484.93333333333334,20.175333333333334,219.64,4429.066666666667,8.52,530.5333333333333,15,4520.143999999999
20191004,141500,1,319.17285714285714,5.3757142857142854,0.18071428571428572,0,0,44.34571428571429,0.12071428571428572,0,0,0.4342857142857143,34.434285714285714,266.7857142857143,4.275,14,306.73333333333335,13.415333333333333,217.07333333333332,2914.4,5.553333333333334,532.8533333333334,15,2959.112177777778
20191004,143000,2,125.26733333333334,5.732,0.19133333333333333,0,0,47.278666666666666,0.13066666666666668,0,0,0.45466666666666666,32.15,252,8.423333333333334,15,131.13333333333333,5.6353333333333335,216.06666666666666,1221.4,2.3586666666666667,528.4466666666667,15,1246.4295377777778
20191004,144500,3,120.77466666666666,4.564,0.152,0,0,37.648,0.10333333333333333,0,0,0.46799999999999997,27.992,240,11.792666666666667,15,123.93333333333334,5.795333333333334,214.60666666666668,1241.3333333333333,2.3273333333333333,545.7066666666667,15,1270.0413155555557
20191004,150000,0,77.27733333333333,4.918,0.16466666666666668,0,0,40.576,0.11066666666666666,0,0,0.45133333333333336,26.900666666666666,252,8.600666666666667,15,82.73333333333333,3.772,214.26666666666668,806.9333333333333,1.5286666666666666,544.62,15,832.5424399999999
20191004,151500,1,71.72333333333333,5.224666666666667,0.17400000000000002,0,0,43.105333333333334,0.11866666666666667,0,0,0.4686666666666667,26.132666666666665,204,4.788,15,75.4,3.4273333333333333,215.31333333333333,736.5333333333333,1.3906666666666667,548.04,15,762.14096
20191004,153000,2,82.82933333333334,4.827333333333334,0.16066666666666668,0,0,39.821333333333335,0.11,0,0,0.4673333333333333,26.063333333333333,207,5.408666666666667,15,89.73333333333333,4.076,215.22,875.2666666666667,1.6333333333333333,550.4933333333333,15,899.1391111111111
20191004,154500,3,77.80533333333334,4.386666666666667,0.14600000000000002,0,0,36.18866666666667,0.1,0,0,0.4573333333333333,26.129333333333335,237,6.916,15,79.33333333333333,3.5893333333333333,215.3,772.1333333333333,1.4533333333333334,547.7933333333334,15,796.1263111111112
