"","dia_mes_ano","hora_minuto","P_AC","I_AC","I_DC","V_AC","V_DC","IRR"
"1",20200401,54500,6,0.09,0.08,219,468.8,6
"2",20200401,54600,12,0.09,0.09,218.6,454,7
"3",20200401,54700,15,0.11,0.1,218.8,466.2,7
"4",20200401,54800,21,0.12,0.1,219,479.8,6
"5",20200401,54900,24,0.14,0.11,218.2,485.8,7
"6",20200401,55000,32,0.17,0.12,217.9,491.7,9
"7",20200401,55100,36,0.19,0.13,217.8,493.7,9
"8",20200401,55200,39,0.2,0.14,218.3,491.7,7
"9",20200401,55300,40,0.21,0.14,218.2,482.8,9
"10",20200401,55400,44,0.22,0.15,218.2,482.3,10
"11",20200401,55500,51,0.22,0.15,218.2,482.3,12
"12",20200401,55600,60,0.29,0.18,218.2,501.1,12
"13",20200401,55700,72,0.34,0.2,218.1,505.7,15
"14",20200401,55800,84,0.4,0.22,218,516.2,13
"15",20200401,55900,96,0.45,0.24,218.2,509.8,16
"16",20200401,60000,105,0.49,0.26,218.2,510.6,16
"17",20200401,60100,114,0.52,0.27,218.3,521,18
"18",20200401,60200,121,0.56,0.29,218.1,514.2,18
"19",20200401,60300,129,0.6,0.3,218.1,525,19
"20",20200401,60400,140,0.65,0.32,218.3,526.2,21
"21",20200401,60500,141,0.66,0.36,218.2,487.9,21
"22",20200401,60600,159,0.74,0.35,217.9,531.5,22
"23",20200401,60700,165,0.77,0.36,218,532.7,24
"24",20200401,60800,170,0.79,0.37,217.9,536.4,24
"25",20200401,60900,173,0.8,0.37,218,531.9,24
"26",20200401,61000,177,0.82,0.38,217.7,528.3,25
"27",20200401,61100,180,0.84,0.39,218,536.2,25
"28",20200401,61200,186,0.86,0.39,218,532.3,25
"29",20200401,61300,189,0.86,0.39,218,532.3,25
"30",20200401,61400,201,0.93,0.41,217.9,554.7,27
"31",20200401,61500,207,0.96,0.42,217.9,570.9,27
"32",20200401,61600,213,0.99,0.41,217.8,578.1,27
"33",20200401,61700,227,1.06,0.43,217.6,591.7,27
"34",20200401,61800,246,1.14,0.48,217.8,587.1,27
"35",20200401,61900,348,1.61,0.8,218,477.1,36
"36",20200401,62000,396,1.82,0.91,218,462.8,51
"37",20200401,62100,411,1.9,0.89,217.9,493.4,59
"38",20200401,62200,411,1.9,0.88,218.2,496.4,59
"39",20200401,62300,396,1.83,0.86,218,494.9,57
"40",20200401,62400,489,2.26,1.04,218.1,500.4,70
"41",20200401,62500,519,2.39,1.04,217.9,516.2,74
"42",20200401,62600,378,1.74,0.8,218,504.1,56
"43",20200401,62700,420,1.93,0.89,218.1,500.4,60
"44",20200401,62800,330,1.53,0.7,217.9,510,48
"45",20200401,62900,327,1.5,0.68,217.8,511,47
"46",20200401,63000,282,1.3,0.59,217.9,515.9,42
"47",20200401,63100,267,1.23,0.53,218,545.4,38
"48",20200401,63200,228,1.05,0.47,217.8,541.7,31
"49",20200401,63300,219,1.01,0.46,217.7,538.9,30
