"","dia_mes_ano","hora_minuto","P_AC","I_AC","I_DC","V_AC","V_DC","IRR"
"1",20200129,0,0,0.1,0,214.3,43.6,0
"2",20200129,100,0,0.1,0,214.3,43.5,0
"3",20200129,200,0,0.1,0,214.3,43.5,0
"4",20200129,300,0,0.1,0,214.3,43.3,0
"5",20200129,400,0,0.1,0,214.3,43.3,0
"6",20200129,500,0,0.1,0,214.3,43.4,0
"7",20200129,600,0,0.1,0,214.3,43.4,0
"8",20200129,700,0,0.1,0,214.3,43.6,0
"9",20200129,800,0,0.1,0,214.3,43.6,0
"10",20200129,900,0,0.1,0,214.3,43.3,0
"11",20200129,1000,0,0.1,0,214.3,43.3,0
"12",20200129,1100,0,0.1,0,214.3,43,0
"13",20200129,1200,0,0.1,0,214.3,43,0
"14",20200129,1300,0,0.1,0,214.3,42.9,0
"15",20200129,1400,0,0.1,0,214.3,42.9,0
"16",20200129,1500,0,0.1,0,214.3,42.6,0
"17",20200129,1600,0,0.1,0,214.3,42.6,0
"18",20200129,1700,0,0.1,0,214.3,42.4,0
"19",20200129,1800,0,0.1,0,214.3,42.3,0
"20",20200129,1900,0,0.1,0,214.3,42.3,0
"21",20200129,2000,0,0.1,0,214.3,42.2,0
"22",20200129,2100,0,0.1,0,214.3,42.1,0
"23",20200129,2200,0,0.1,0,214.3,42,0
"24",20200129,2300,0,0.1,0,214.3,42,0
"25",20200129,2400,0,0.1,0,214.3,42,0
"26",20200129,2500,0,0.1,0,214.3,42.1,0
"27",20200129,2600,0,0.1,0,214.3,42.2,0
"28",20200129,2700,0,0.1,0,214.3,42.3,0
"29",20200129,2800,0,0.1,0,214.3,42.4,0
"30",20200129,2900,0,0.1,0,214.3,42.5,0
"31",20200129,3000,0,0.1,0,214.3,42.7,0
"32",20200129,3100,0,0.1,0,214.3,42.8,0
"33",20200129,3200,0,0.1,0,214.3,42.8,0
"34",20200129,3300,0,0.1,0,214.3,42.8,0
"35",20200129,3400,0,0.1,0,214.3,42.9,0
"36",20200129,3500,0,0.1,0,214.3,42.9,0
"37",20200129,3600,0,0.1,0,214.3,43.1,0
"38",20200129,3700,0,0.1,0,214.3,43.1,0
"39",20200129,3800,0,0.1,0,214.3,43.6,0
"40",20200129,3900,0,0.1,0,214.3,43.6,0
"41",20200129,4000,0,0.1,0,214.3,43.9,0
"42",20200129,4100,0,0.1,0,214.3,43.9,0
"43",20200129,4200,0,0.1,0,214.3,43.8,0
"44",20200129,4300,0,0.1,0,214.3,43.8,0
"45",20200129,4400,0,0.1,0,214.3,43.7,0
"46",20200129,4500,0,0.1,0,214.3,43.7,0
"47",20200129,4600,0,0.1,0,214.3,43.7,0
"48",20200129,4700,0,0.1,0,214.3,43.7,0
"49",20200129,4800,0,0.1,0,214.3,43.5,0
"50",20200129,4900,0,0.1,0,214.3,43.5,0
"51",20200129,5000,0,0.1,0,214.3,43.5,0
"52",20200129,5100,0,0.1,0,214.3,43.5,0
"53",20200129,5200,0,0.1,0,214.3,43.5,0
"54",20200129,5300,0,0.1,0,214.3,43.5,0
"55",20200129,5400,0,0.1,0,214.3,43.3,0
"56",20200129,5500,0,0.1,0,214.3,43.3,0
"57",20200129,51700,6,0.09,0.08,217,452.9,6
"58",20200129,51800,12,0.09,0.09,217.3,446.9,4
"59",20200129,51900,15,0.11,0.1,217.4,430.9,6
"60",20200129,52000,21,0.13,0.11,217.3,453.3,7
"61",20200129,52100,30,0.16,0.12,217,464.9,7
"62",20200129,52200,36,0.2,0.14,217.2,479.6,12
"63",20200129,52300,45,0.22,0.15,217.3,494.4,10
"64",20200129,52400,54,0.26,0.17,217.4,489.3,12
"65",20200129,52500,60,0.3,0.19,217.3,474.5,12
"66",20200129,52600,69,0.33,0.2,217.4,491.7,13
"67",20200129,52700,78,0.37,0.21,217.6,502.3,13
"68",20200129,52800,87,0.41,0.23,217.4,494.4,13
"69",20200129,52900,96,0.45,0.24,217.7,500.9,16
"70",20200129,53000,102,0.48,0.26,217.6,504.3,16
"71",20200129,53100,107,0.51,0.27,217.7,504.5,18
"72",20200129,53200,114,0.55,0.28,217.3,499.3,18
"73",20200129,53300,123,0.58,0.3,217.6,506,19
"74",20200129,53400,132,0.61,0.31,218.6,507.3,19
"75",20200129,53500,141,0.66,0.33,218.5,508.6,22
"76",20200129,53600,147,0.69,0.34,218.2,519.5,24
"77",20200129,53700,156,0.73,0.35,218.6,512,22
"78",20200129,53800,162,0.75,0.36,218.6,515,22
"79",20200129,53900,165,0.77,0.37,218.6,518.3,25
"80",20200129,54000,171,0.8,0.38,218.3,516.1,25
"81",20200129,54100,180,0.83,0.39,218.5,524,25
"82",20200129,54200,189,0.87,0.41,218.4,523.1,28
"83",20200129,54300,195,0.9,0.42,218.6,519.4,28
"84",20200129,54400,201,0.94,0.44,218.3,522.2,30
"85",20200129,54500,210,0.97,0.45,218.5,524.4,30
"86",20200129,54600,216,1,0.46,218.6,522.9,30
"87",20200129,54700,224,1.04,0.48,218.5,530.1,31
"88",20200129,54800,234,1.08,0.5,218.4,527.1,35
"89",20200129,54900,240,1.11,0.5,218.6,527.8,33
"90",20200129,55000,249,1.15,0.52,218.6,528.3,35
"91",20200129,55100,258,1.2,0.54,218.6,525.1,35
"92",20200129,55200,270,1.25,0.56,217.3,531.1,39
"93",20200129,55300,279,1.29,0.57,217.4,533.7,36
"94",20200129,55400,294,1.36,0.59,217.3,540.4,38
"95",20200129,55500,309,1.43,0.61,217.1,539.7,39
"96",20200129,55600,321,1.49,0.64,217.3,545.6,41
"97",20200129,55700,336,1.55,0.66,217.2,548.6,41
"98",20200129,55800,348,1.61,0.69,217.3,547.8,42
"99",20200129,55900,361,1.67,0.7,216.9,547.4,42
"100",20200129,60000,373,1.73,0.73,217,554.5,44
"101",20200129,60100,390,1.81,0.75,217.1,550.2,45
"102",20200129,60200,405,1.88,0.77,217.3,558.8,47
"103",20200129,60300,426,1.96,0.81,217.1,559.4,47
"104",20200129,60400,444,2.05,0.85,217.2,554.6,50
"105",20200129,60500,462,2.13,0.88,217.1,558.3,50
"106",20200129,60600,477,2.21,0.9,217.2,556.5,51
"107",20200129,60700,495,2.29,0.92,216.9,559.9,53
"108",20200129,60800,513,2.36,0.96,217.4,564.1,54
"109",20200129,60900,533,2.46,1,217.2,563,56
"110",20200129,61000,552,2.56,1.03,217.2,562.1,59
"111",20200129,61100,576,2.67,1.08,217.1,560.1,60
"112",20200129,61200,603,2.78,1.11,217.3,564.6,62
"113",20200129,61300,624,2.88,1.14,217.5,566.3,66
"114",20200129,61400,651,3,1.2,217.4,564.5,66
"115",20200129,61500,678,3.13,1.25,217.4,564.9,70
"116",20200129,61600,717,3.33,1.32,217.3,564.1,74
"117",20200129,61700,756,3.5,1.38,217.2,569.1,77
"118",20200129,61800,753,3.49,1.38,217.1,568.3,77
"119",20200129,61900,768,3.55,1.4,217.4,570,80
"120",20200129,62000,798,3.68,1.44,217.4,569.7,82
"121",20200129,62100,831,3.83,1.5,217.1,574,85
"122",20200129,62200,861,3.98,1.55,216.9,570.3,88
"123",20200129,62300,888,4.11,1.61,217,572.2,91
"124",20200129,62400,921,4.25,1.65,217.2,572.2,94
"125",20200129,62500,943,4.34,1.69,218.6,572.9,98
"126",20200129,62600,978,4.5,1.75,218.4,573.4,98
"127",20200129,62700,1014,4.65,1.83,218.6,574.1,103
"128",20200129,62800,1053,4.82,1.9,218.8,569.9,106
"129",20200129,62900,1112,5.09,2,218.8,570.5,114
"130",20200129,63000,1170,5.35,2.09,218.8,574,120
"131",20200129,63100,1197,5.46,2.13,218.8,569.7,123
"132",20200129,63200,933,4.97,2.17,218.6,539.9,101
"133",20200129,63300,1224,5.58,2.15,218.8,578.9,124
"134",20200129,63400,1236,5.66,2.19,218.6,574.8,126
"135",20200129,63500,1269,5.84,2.29,218.9,571.2,130
"136",20200129,63600,1323,6.04,2.35,218.8,570.5,135
"137",20200129,63700,1383,6.33,2.46,218.8,574.3,141
"138",20200129,63800,1443,6.61,2.58,218.6,569.6,147
"139",20200129,63900,1442,5.08,2.4,218.5,426.3,147
"140",20200129,64000,1446,6.63,2.61,219.1,574.4,147
"141",20200129,64100,1485,6.78,2.64,219.1,570.8,150
"142",20200129,64200,1522,6.96,2.71,219,572.4,155
