"","dia_mes_ano","hora_minuto","P_AC","I_AC","I_DC","V_AC","V_DC","IRR"
"1",20200319,54400,18,0.12,0.1,215.5,471.3,7
"2",20200319,54500,27,0.15,0.11,216,493.6,9
"3",20200319,54600,36,0.18,0.13,215.9,478.9,7
"4",20200319,54700,46,0.23,0.15,216,480,10
"5",20200319,54800,57,0.28,0.17,216.2,500.1,12
"6",20200319,54900,66,0.33,0.19,216.2,494.5,13
"7",20200319,55000,78,0.37,0.21,216,494.7,15
"8",20200319,55100,90,0.44,0.23,213.1,502.4,16
"9",20200319,55200,102,0.49,0.25,213.3,505,16
"10",20200319,55300,114,0.54,0.28,213.5,508.7,18
"11",20200319,55400,123,0.58,0.29,213.4,505.2,16
"12",20200319,55500,132,0.63,0.31,213.2,505.2,21
"13",20200319,55600,138,0.67,0.32,213.2,515.7,21
"14",20200319,55700,147,0.7,0.33,213.2,516.7,22
"15",20200319,55800,156,0.75,0.35,213.2,517.3,22
"16",20200319,55900,165,0.79,0.36,213,520.3,25
"17",20200319,60000,174,0.84,0.38,213.2,528.5,24
"18",20200319,60100,186,0.88,0.39,213.1,529.3,25
"19",20200319,60200,198,0.94,0.41,213,542.6,28
"20",20200319,60300,222,1.05,0.45,212.8,544.8,31
"21",20200319,60400,246,1.17,0.49,212.9,557.4,35
"22",20200319,60500,264,1.25,0.53,212.9,550.6,35
"23",20200319,60600,291,1.37,0.57,213,551.9,36
"24",20200319,60700,327,1.55,0.62,212.9,562.3,39
"25",20200319,60800,364,1.73,0.69,213.2,565.2,45
"26",20200319,60900,392,1.84,0.73,213.2,565.7,47
"27",20200319,61000,397,1.86,0.74,213.2,567.2,47
"28",20200319,61100,423,2,0.8,212.9,563.6,50
"29",20200319,61200,465,2.2,0.86,213.2,571.5,54
"30",20200319,61300,521,2.47,0.95,213.2,573.7,62
"31",20200319,61400,558,2.64,1.02,213.4,578.3,66
"32",20200319,61500,588,2.76,1.06,213.4,574.1,71
"33",20200319,61600,615,2.89,1.12,213.5,575.9,74
"34",20200319,61700,645,3.03,1.16,213.4,575,77
"35",20200319,61800,675,3.17,1.21,213.3,577.9,80
"36",20200319,61900,708,3.32,1.27,213.5,578.3,85
"37",20200319,62000,735,3.45,1.32,213.4,578.1,89
"38",20200319,62100,741,3.49,1.35,213.1,564,92
"39",20200319,62200,765,3.6,1.4,212.9,567.5,94
"40",20200319,62300,783,3.68,1.42,213.3,573.2,98
"41",20200319,62400,735,3.46,1.51,213.2,532,101
"42",20200319,62500,807,3.79,1.6,213.3,518.9,105
"43",20200319,62600,792,3.72,1.55,212.9,528.4,101
"44",20200319,62700,775,3.64,1.57,213.2,510.5,103
"45",20200319,62800,777,3.64,1.6,213.4,499.9,101
"46",20200319,62900,735,3.44,1.5,213.3,501.2,97
"47",20200319,63000,663,3.12,1.36,212.9,503.8,88
"48",20200319,63100,664,3.14,1.37,212.9,507.4,88
"49",20200319,63200,717,3.37,1.47,212.9,506.6,95
"50",20200319,63300,737,3.47,1.48,213,508,97
"51",20200319,63400,777,3.66,1.55,212.7,515.4,100
"52",20200319,63500,852,4.01,1.54,213.1,567.4,111
"53",20200319,63600,984,4.64,1.79,213.3,572.6,127
"54",20200319,63700,1053,4.95,1.88,213.2,571.3,137
"55",20200319,63800,1068,5.03,1.93,213,570.6,137
"56",20200319,63900,1080,5.07,1.99,213.3,558.3,138
"57",20200319,64000,1086,5.1,2.06,213.3,543.3,135
"58",20200319,64100,1122,5.27,2.13,213.2,543.7,140
