"","dia_mes_ano","hora_minuto","P_AC","I_AC","I_DC","V_AC","V_DC","IRR"
"1",20200404,54600,6,0.09,0.08,222.1,455.3,6
"2",20200404,54700,15,0.1,0.09,222.1,489.7,7
"3",20200404,54800,18,0.12,0.1,222.2,488.3,7
"4",20200404,54900,24,0.14,0.12,222.3,491.6,4
"5",20200404,55000,33,0.17,0.13,222.1,489,9
"6",20200404,55100,39,0.19,0.14,222.3,508,10
"7",20200404,55200,45,0.22,0.15,222.2,498.7,10
"8",20200404,55300,50,0.25,0.16,221.6,506.6,10
"9",20200404,55400,57,0.28,0.17,221.4,499.8,12
"10",20200404,55500,66,0.31,0.19,221.4,503.5,13
"11",20200404,55600,72,0.34,0.2,221.4,517.4,13
"12",20200404,55700,81,0.37,0.21,221.4,519.4,15
"13",20200404,55800,87,0.41,0.22,221.5,527.7,15
"14",20200404,55900,96,0.44,0.23,221.7,528.1,16
"15",20200404,60000,103,0.48,0.25,221.6,524.3,16
"16",20200404,60100,110,0.51,0.26,221.5,532.4,18
"17",20200404,60200,117,0.54,0.28,221.6,525,18
"18",20200404,60300,129,0.59,0.29,221.7,535.5,19
"19",20200404,60400,138,0.64,0.31,221.6,536.9,21
"20",20200404,60500,147,0.68,0.32,221.3,543.6,24
"21",20200404,60600,120,0.7,0.34,221.5,545,24
"22",20200404,60700,165,0.76,0.36,221.5,541.6,24
"23",20200404,60800,172,0.79,0.37,221.5,553,27
"24",20200404,60900,183,0.84,0.38,221.6,549.4,30
"25",20200404,61000,193,0.88,0.4,221.5,547.6,28
"26",20200404,61100,201,0.92,0.42,221.5,538.7,27
"27",20200404,61200,213,0.98,0.44,221.5,554.5,28
"28",20200404,61300,225,1.03,0.45,221.6,564.5,30
"29",20200404,61400,240,1.1,0.47,221.5,570.9,30
"30",20200404,61500,259,1.18,0.49,221.4,581.9,33
"31",20200404,61600,276,1.25,0.51,221.2,589.9,31
"32",20200404,61700,294,1.34,0.54,221.5,594.3,33
"33",20200404,61800,320,1.46,0.57,221.6,606.3,38
"34",20200404,61900,429,1.94,0.88,221.8,519.1,50
"35",20200404,62000,466,2.11,0.96,221.9,509.4,62
"36",20200404,62100,486,2.2,0.99,222,514.2,70
"37",20200404,62200,521,2.36,1.04,221.9,524.4,73
"38",20200404,62300,555,2.52,1.1,221.6,534,77
"39",20200404,62400,591,2.67,1.13,221.8,554.1,83
"40",20200404,62500,616,2.78,1.2,221.9,536.2,85
"41",20200404,62600,636,2.88,1.23,221.8,542.9,88
"42",20200404,62700,671,3.04,1.35,221.8,525.9,92
"43",20200404,62800,719,3.25,1.4,222.1,535.5,95
"44",20200404,62900,750,3.4,1.45,222.2,534.9,101
"45",20200404,63000,780,3.52,1.52,222.3,534,105
"46",20200404,63100,819,3.69,1.57,222.2,539,108
"47",20200404,63200,858,3.86,1.63,222.2,542.7,111
"48",20200404,63300,886,4.01,1.69,222.1,546.9,114
"49",20200404,63400,923,4.16,1.76,222.1,543.3,117
"50",20200404,63500,957,4.33,1.82,222.1,545.2,123
"51",20200404,63600,1011,4.57,1.89,222.1,554.5,127
"52",20200404,63700,1042,4.7,1.94,222.4,550.1,127
"53",20200404,63800,1089,4.91,2.01,222.3,558.4,135
"54",20200404,63900,1131,5.1,2.09,222.5,554.8,141
"55",20200404,64000,1170,5.26,2.13,222.6,554.9,144
"56",20200404,64100,1221,5.49,2.21,222.8,568.9,147
"57",20200404,64200,1239,5.57,2.19,222.7,573.9,150
"58",20200404,64300,1272,5.74,2.28,222.6,570.2,156
"59",20200404,64400,1323,5.95,2.38,222.6,568.6,159
"60",20200404,64500,1368,6.16,2.47,222.3,565.2,164
"61",20200404,64600,1407,6.34,2.51,222.6,571.7,170
"62",20200404,64700,1472,6.62,2.6,222.7,581.2,173
"63",20200404,64800,1515,6.8,2.67,222.6,578.2,178
"64",20200404,64900,1542,6.93,2.72,222.5,582,182
"65",20200404,65000,1575,7.07,2.75,222.8,579.8,185
"66",20200404,65100,1621,7.29,2.86,222.8,579.3,190
"67",20200404,65200,1650,7.4,2.86,222.8,577.8,193
