"","dia_mes_ano","hora_minuto","P_AC","I_AC","I_DC","V_AC","V_DC","IRR"
"1",20200226,0,0,0.1,0,214,44,0
"2",20200226,100,0,0.1,0,214,44,0
"3",20200226,200,0,0.1,0,214,44,0
"4",20200226,300,0,0.1,0,214,43.9,0
"5",20200226,400,0,0.1,0,214,43.9,0
"6",20200226,500,0,0.1,0,214,44,0
"7",20200226,600,0,0.1,0,214,44.1,0
"8",20200226,700,0,0.1,0,214,44.2,0
"9",20200226,800,0,0.1,0,214,44.2,0
"10",20200226,900,0,0.1,0,214,44.2,0
"11",20200226,1000,0,0.1,0,214,44.1,0
"12",20200226,1100,0,0.1,0,214,44.1,0
"13",20200226,1200,0,0.1,0,214,43.4,0
"14",20200226,1300,0,0.1,0,214,43.4,0
"15",20200226,1400,0,0.1,0,214,43.1,0
"16",20200226,1500,0,0.1,0,214,43.1,0
"17",20200226,1600,0,0.1,0,214,43,0
"18",20200226,1700,0,0.1,0,214,43,0
"19",20200226,1800,0,0.1,0,214,43,0
"20",20200226,1900,0,0.1,0,214,43,0
"21",20200226,2000,0,0.1,0,214,43.1,0
"22",20200226,2100,0,0.1,0,214,43.1,0
"23",20200226,2200,0,0.1,0,214,43.7,0
"24",20200226,2300,0,0.1,0,214,43.7,0
"25",20200226,2400,0,0.1,0,214,44.1,0
"26",20200226,2500,0,0.1,0,214,44.1,0
"27",20200226,2600,0,0.1,0,214,44,0
"28",20200226,2700,0,0.1,0,214,44,0
"29",20200226,2800,0,0.1,0,214,44,0
"30",20200226,2900,0,0.1,0,214,44,0
"31",20200226,3000,0,0.1,0,214,44.3,0
"32",20200226,3100,0,0.1,0,214,44.3,0
"33",20200226,3200,0,0.1,0,214,44.7,0
"34",20200226,3300,0,0.1,0,214,44.7,0
"35",20200226,3400,0,0.1,0,214,44.8,0
"36",20200226,3500,0,0.1,0,214,44.8,0
"37",20200226,3600,0,0.1,0,214,44.9,0
"38",20200226,3700,0,0.1,0,214,45,0
"39",20200226,3800,0,0.1,0,214,45.1,0
"40",20200226,3900,0,0.1,0,214,45.2,0
"41",20200226,4000,0,0.1,0,214,45.3,0
"42",20200226,4100,0,0.1,0,214,45.3,0
"43",20200226,4200,0,0.1,0,214,45.2,0
"44",20200226,4300,0,0.1,0,214,44.8,0
"45",20200226,4400,0,0.1,0,214,44.6,0
"46",20200226,4500,0,0.1,0,214,44.2,0
"47",20200226,4600,0,0.1,0,214,43.8,0
"48",20200226,4700,0,0.1,0,214,43.3,0
"49",20200226,4800,0,0.1,0,214,42.5,0
"50",20200226,4900,0,0.1,0,214,42,0
"51",20200226,5000,0,0.1,0,214,42,0
"52",20200226,5100,0,0.1,0,214,42,0
"53",20200226,5200,0,0.1,0,214,42,0
"54",20200226,5300,0,0.1,0,214,43.1,0
"55",20200226,5400,0,0.1,0,214,43.1,0
"56",20200226,5500,0,0.1,0,214,44.1,0
"57",20200226,5600,0,0.1,0,214,44.1,0
"58",20200226,5700,0,0.1,0,214,44.4,0
"59",20200226,5800,0,0.1,0,214,44.4,0
"60",20200226,53900,15,0.11,0.09,218.3,458.6,7
"61",20200226,54000,27,0.15,0.12,218.4,466.1,7
"62",20200226,54100,39,0.19,0.14,218.3,474.7,9
"63",20200226,54200,45,0.23,0.15,218.3,489,10
"64",20200226,54300,57,0.27,0.17,218.3,491.7,10
"65",20200226,54400,70,0.34,0.21,218.4,489.4,13
"66",20200226,54500,90,0.42,0.24,218.3,499.7,15
"67",20200226,54600,105,0.5,0.26,218.3,505.9,16
"68",20200226,54700,123,0.58,0.3,219.8,506.3,19
"69",20200226,54800,144,0.67,0.34,219.9,515.2,21
"70",20200226,54900,163,0.75,0.37,219.9,509.8,22
"71",20200226,55000,180,0.83,0.4,220,517.1,24
"72",20200226,55100,195,0.89,0.42,219.9,517.6,24
"73",20200226,55200,207,0.95,0.45,219.9,524.3,27
"74",20200226,55300,225,1.04,0.49,219.8,523.5,31
"75",20200226,55400,255,1.17,0.54,219.5,528.7,33
"76",20200226,55500,279,1.28,0.58,219.3,524.9,36
"77",20200226,55600,300,1.38,0.61,219.6,533.7,39
"78",20200226,55700,324,1.49,0.67,219.5,529.7,41
"79",20200226,55800,346,1.59,0.7,219.7,529.8,42
"80",20200226,55900,366,1.68,0.74,219.5,533.5,45
"81",20200226,60000,387,1.77,0.77,219.6,538.6,47
"82",20200226,60100,411,1.88,0.82,219.8,539.8,50
"83",20200226,60200,430,1.97,0.85,219.8,540,50
"84",20200226,60300,444,2.04,0.88,219.6,538.2,54
"85",20200226,60400,468,2.14,0.9,219.4,543.9,56
"86",20200226,60500,495,2.26,0.96,219.7,544.7,59
"87",20200226,60600,513,2.34,0.98,219.9,545.7,59
"88",20200226,60700,534,2.46,1.03,218.6,546.2,62
"89",20200226,60800,561,2.58,1.08,218.4,549.4,65
"90",20200226,60900,597,2.74,1.13,218.5,550.3,70
"91",20200226,61000,636,2.91,1.19,218.6,552.7,73
"92",20200226,61100,675,3.09,1.27,218.6,555.5,77
"93",20200226,61200,708,3.24,1.31,218.7,561.9,80
"94",20200226,61300,732,3.37,1.35,218.4,557.1,83
"95",20200226,61400,759,3.49,1.42,218.6,561,86
"96",20200226,61500,792,3.64,1.47,218.7,560,89
"97",20200226,61600,825,3.79,1.52,218.7,560.1,94
"98",20200226,61700,849,3.9,1.56,218.7,562.2,97
"99",20200226,61800,891,4.08,1.62,218.5,562.9,100
"100",20200226,61900,902,4.11,1.66,220,561.5,101
"101",20200226,62000,888,4.03,1.64,220,558.6,98
"102",20200226,62100,798,3.62,1.47,219.9,552.3,91
"103",20200226,62200,756,3.43,1.41,219.9,555.8,88
"104",20200226,62300,660,3,1.25,219.6,547.2,76
