"","dia_mes_ano","hora_minuto","P_AC","I_AC","I_DC","V_AC","V_DC","IRR"
"1",20191112,0,0,0.09,0,213.3,44,0
"2",20191112,100,0,0.09,0,213.3,44.2,0
"3",20191112,200,0,0.09,0,213.3,44.3,0
"4",20191112,300,0,0.09,0,213.3,44.3,0
"5",20191112,400,0,0.09,0,213.3,44.3,0
"6",20191112,500,0,0.09,0,213.3,44.3,0
"7",20191112,600,0,0.09,0,213.3,44.2,0
"8",20191112,700,0,0.09,0,213.3,44.3,0
"9",20191112,800,0,0.09,0,213.3,44.3,0
"10",20191112,900,0,0.09,0,213.3,44.4,0
"11",20191112,1000,0,0.09,0,213.3,44.4,0
"12",20191112,1100,0,0.09,0,213.3,44.7,0
"13",20191112,1200,0,0.09,0,213.3,44.7,0
"14",20191112,1300,0,0.09,0,213.3,44.8,0
"15",20191112,1400,0,0.09,0,213.3,44.8,0
"16",20191112,1500,0,0.09,0,213.3,44,0
"17",20191112,1600,0,0.09,0,213.3,44,0
"18",20191112,1700,0,0.09,0,213.3,43.7,0
"19",20191112,1800,0,0.09,0,213.3,43.7,0
"20",20191112,1900,0,0.09,0,213.3,43.4,0
"21",20191112,2000,0,0.09,0,213.3,43.4,0
"22",20191112,2100,0,0.09,0,213.3,43.6,0
"23",20191112,2200,0,0.09,0,213.3,43.6,0
"24",20191112,2300,0,0.09,0,213.3,43.7,0
"25",20191112,2400,0,0.09,0,213.3,43.7,0
"26",20191112,2500,0,0.09,0,213.3,43.6,0
"27",20191112,2600,0,0.09,0,213.3,43.6,0
"28",20191112,2700,0,0.09,0,213.3,43.9,0
"29",20191112,2800,0,0.09,0,213.3,43.9,0
"30",20191112,2900,0,0.09,0,213.3,43.9,0
"31",20191112,3000,0,0.09,0,213.3,43.9,0
"32",20191112,3100,0,0.09,0,213.3,43.9,0
"33",20191112,3200,0,0.09,0,213.3,43.9,0
"34",20191112,3300,0,0.09,0,213.3,43.9,0
"35",20191112,3400,0,0.09,0,213.3,43.9,0
"36",20191112,3500,0,0.09,0,213.3,44.1,0
"37",20191112,3600,0,0.09,0,213.3,44.1,0
"38",20191112,3700,0,0.09,0,213.3,44.5,0
"39",20191112,3800,0,0.09,0,213.3,44.5,0
"40",20191112,3900,0,0.09,0,213.3,45.2,0
"41",20191112,4000,0,0.09,0,213.3,45.2,0
"42",20191112,4100,0,0.09,0,213.3,44.7,0
"43",20191112,4200,0,0.09,0,213.3,44.6,0
"44",20191112,4300,0,0.09,0,213.3,44.6,0
"45",20191112,4400,0,0.09,0,213.3,44.7,0
"46",20191112,4500,0,0.09,0,213.3,44.8,0
"47",20191112,4600,0,0.09,0,213.3,44.9,0
"48",20191112,4700,0,0.09,0,213.3,44.9,0
"49",20191112,4800,0,0.09,0,213.3,44.8,0
"50",20191112,4900,0,0.09,0,213.3,44.8,0
"51",20191112,5000,0,0.09,0,213.3,44.6,0
"52",20191112,5100,0,0.09,0,213.3,44.4,0
"53",20191112,5200,0,0.09,0,213.3,44.3,0
"54",20191112,5300,0,0.09,0,213.3,44.1,0
"55",20191112,5400,0,0.09,0,213.3,44,0
"56",20191112,5500,0,0.09,0,213.3,43.9,0
"57",20191112,5600,0,0.09,0,213.3,43.8,0
"58",20191112,5700,0,0.09,0,213.3,43.8,0
"59",20191112,5800,0,0.09,0,213.3,43.2,0
"60",20191112,45400,6,0.09,0.07,217,487.5,6
"61",20191112,45500,12,0.11,0.09,217,467.1,7
"62",20191112,45600,18,0.12,0.11,217,463.8,6
"63",20191112,45700,29,0.16,0.12,217,484.7,7
"64",20191112,45800,36,0.19,0.14,217,495.7,9
"65",20191112,45900,45,0.22,0.15,216.8,487.8,10
"66",20191112,50000,51,0.26,0.17,216.8,501.1,10
"67",20191112,50100,60,0.29,0.18,216.8,500,12
"68",20191112,50200,66,0.32,0.19,216.7,498.6,13
"69",20191112,50300,72,0.35,0.2,216.7,502.7,13
"70",20191112,50400,81,0.39,0.22,216.6,509.2,15
"71",20191112,50500,90,0.43,0.23,216.5,503.2,15
"72",20191112,50600,96,0.45,0.25,216.8,498.9,16
"73",20191112,50700,105,0.49,0.26,216.9,504.6,16
"74",20191112,50800,111,0.52,0.28,217.2,505.6,18
"75",20191112,50900,117,0.55,0.28,218.4,524.2,18
"76",20191112,51000,124,0.58,0.3,218.4,521.4,19
"77",20191112,51100,132,0.61,0.31,218.6,517.3,19
"78",20191112,51200,138,0.65,0.32,218.6,517.7,21
"79",20191112,51300,145,0.67,0.33,218.6,522.7,21
"80",20191112,51400,153,0.71,0.34,218.6,518.2,21
"81",20191112,51500,159,0.74,0.35,218.5,525.2,24
"82",20191112,51600,165,0.77,0.36,218.5,526.7,24
