"","dia_mes_ano","hora_minuto","P_AC","I_AC","I_DC","V_AC","V_DC","IRR"
"1",20191127,0,0,0.1,0,214.2,38.2,0
"2",20191127,100,0,0.1,0,214.2,38.3,0
"3",20191127,200,0,0.1,0,214.2,38.4,0
"4",20191127,300,0,0.1,0,214.2,38.4,0
"5",20191127,400,0,0.1,0,214.2,38.5,0
"6",20191127,500,0,0.1,0,214.2,38.6,0
"7",20191127,600,0,0.1,0,214.2,38.6,0
"8",20191127,700,0,0.1,0,214.2,38.6,0
"9",20191127,800,0,0.1,0,214.2,38.5,0
"10",20191127,900,0,0.1,0,214.2,38.5,0
"11",20191127,1000,0,0.1,0,214.2,38.5,0
"12",20191127,1100,0,0.1,0,214.2,38.6,0
"13",20191127,1200,0,0.1,0,214.2,38.6,0
"14",20191127,1300,0,0.1,0,214.2,38.5,0
"15",20191127,1400,0,0.1,0,214.2,38.5,0
"16",20191127,1500,0,0.1,0,214.2,38.5,0
"17",20191127,1600,0,0.1,0,214.2,38.5,0
"18",20191127,1700,0,0.1,0,214.2,38.6,0
"19",20191127,1800,0,0.1,0,214.2,38.6,0
"20",20191127,1900,0,0.1,0,214.2,38.5,0
"21",20191127,2000,0,0.1,0,214.2,38.5,0
"22",20191127,2100,0,0.1,0,214.2,38.4,0
"23",20191127,2200,0,0.1,0,214.2,38.4,0
"24",20191127,2300,0,0.1,0,214.2,38.3,0
"25",20191127,2400,0,0.1,0,214.2,38.3,0
"26",20191127,2500,0,0.1,0,214.2,38.4,0
"27",20191127,2600,0,0.1,0,214.2,38.4,0
"28",20191127,2700,0,0.1,0,214.2,38.5,0
"29",20191127,2800,0,0.1,0,214.2,38.5,0
"30",20191127,2900,0,0.1,0,214.2,38.7,0
"31",20191127,3000,0,0.1,0,214.2,38.7,0
"32",20191127,3100,0,0.1,0,214.2,39.4,0
"33",20191127,3200,0,0.1,0,214.2,39.4,0
"34",20191127,3300,0,0.1,0,214.2,39.6,0
"35",20191127,3400,0,0.1,0,214.2,39.6,0
"36",20191127,3500,0,0.1,0,214.2,39.7,0
"37",20191127,3600,0,0.1,0,214.2,39.8,0
"38",20191127,3700,0,0.1,0,214.2,39.8,0
"39",20191127,3800,0,0.1,0,214.2,39.8,0
"40",20191127,3900,0,0.1,0,214.2,39.8,0
"41",20191127,4000,0,0.1,0,214.2,39.8,0
"42",20191127,4100,0,0.1,0,214.2,39.8,0
"43",20191127,4200,0,0.1,0,214.2,39.8,0
"44",20191127,4300,0,0.1,0,214.2,39.7,0
"45",20191127,4400,0,0.1,0,214.2,39.7,0
"46",20191127,4500,0,0.1,0,214.2,39.6,0
"47",20191127,4600,0,0.1,0,214.2,39.4,0
"48",20191127,4700,0,0.1,0,214.2,39,0
"49",20191127,4800,0,0.1,0,214.2,38.8,0
"50",20191127,4900,0,0.1,0,214.2,38.6,0
"51",20191127,5000,0,0.1,0,214.2,38.6,0
"52",20191127,5100,0,0.1,0,214.2,38.6,0
"53",20191127,5200,0,0.1,0,214.2,38.8,0
"54",20191127,5300,0,0.1,0,214.2,38.8,0
"55",20191127,5400,0,0.1,0,214.2,39,0
"56",20191127,5500,0,0.1,0,214.2,39,0
"57",20191127,5600,0,0.1,0,214.2,39,0
"58",20191127,5700,0,0.1,0,214.2,39,0
"59",20191127,45600,9,0.1,0.11,218.6,410.4,6
"60",20191127,45700,24,0.13,0.11,218.9,475.3,7
