"","DIA","TIME","IRR","TEMP","MA","PDC"
"1",1,1,6,24.02,0.47144,47.12
"2",1,2,13.3,24.09,0.47156,107
"3",1,3,24.4,24.13,0.47167,204.55
"4",1,4,37.2,24.35,0.47178,318.77
"5",1,5,51.1,24.63,0.47192,444.81
"6",1,6,67.1,24.92,0.47204,603.88
"7",1,7,81.4,25.26,0.47214,731.16
"8",1,8,95.5,25.57,0.47222,864.13
"9",1,9,120.4,25.89,0.47234,1071.3
"10",1,10,153.7,26.43,0.4724,1420.72
"11",1,11,177.3,27.25,0.47244,1638.06
"12",1,12,229.1,27.71,0.47251,2152.58
"13",1,13,279.4,28.06,0.47263,2644.35
"14",1,14,345,28.24,0.47276,3288.82
"15",1,15,386,28.52,0.47288,3693.54
"16",1,16,313.7,28.43,0.47301,2960.79
"17",1,17,292.6,28.58,0.47315,2746.5
"18",1,18,242.8,28.63,0.47331,2279.89
"19",1,19,390.9,29.48,0.47343,3676.7
"20",1,20,379.1,29.95,0.47351,3482.43
"21",1,21,372.8,30.51,0.47358,3439.73
"22",1,22,405,30.53,0.47366,3711.07
"23",1,23,593.4,30.94,0.47375,5403.12
"24",1,24,742.4,32.13,0.47388,6735.85
"25",1,25,454.7,31.43,0.474,4154.66
"26",1,26,484.1,30.99,0.47413,4433.27
"27",1,27,431.7,31.34,0.47426,3889.54
"28",1,28,359.8,30.84,0.47439,3270.02
"29",1,29,312.2,30.24,0.47449,2856.49
"30",1,30,427.8,30.43,0.47459,3863.58
"31",1,31,611.4,31.42,0.47469,5166.87
"32",1,32,773.3,33.02,0.47482,6021.73
"33",1,33,629.9,31.91,0.47495,5186.4
"34",1,34,1023.6,34.11,0.47509,7196.37
"35",1,35,916.4,33.96,0.47518,5946.54
"36",1,36,579.7,33.38,0.47529,4849.52
"37",1,37,729.4,33.83,0.47543,5181.07
"38",1,38,216,29.94,0.47553,1938.96
"39",1,39,522.8,29.96,0.47558,4607.78
"40",1,40,514.2,30.07,0.47574,4262.91
"41",1,41,200.5,22.42,0.47588,1873.28
