"","DIA","TIME","IRR","TEMP","MA","PDC"
"319",5,8,83.6,22,0.35834,713.02
"320",5,9,70.8,21.89,0.3584,603.02
"321",5,10,78.6,21.82,0.3585,674.43
"322",5,11,167,22.56,0.35857,1481.94
"323",5,12,203.8,23.24,0.35865,1819.17
"324",5,13,279.7,23.51,0.35873,2534.07
"325",5,14,196.3,24.35,0.35877,1739.51
"326",5,15,135.4,22.63,0.35882,1189.16
"327",5,16,279.4,23.76,0.35882,2526.25
"328",5,17,452.6,25.08,0.35882,4156.99
"329",5,18,527.1,25.18,0.35887,4769.11
"330",5,19,442.6,25.33,0.35891,3959.84
"331",5,20,453,25.73,0.35893,4080.68
"332",5,21,575.8,25.76,0.35901,5214.22
"333",5,22,654.6,26.57,0.35912,5971.62
"334",5,23,440.9,27.09,0.3592,3708.61
"335",5,24,198.5,25.68,0.35922,1744.57
"336",5,25,186.4,25.9,0.35924,1678.13
"337",5,26,154.8,25.34,0.35928,1383.89
"338",5,27,148.2,24.64,0.35936,1312.53
"339",5,28,282,24.93,0.35947,2578.44
"340",5,29,375.8,26.3,0.35955,3423.34
"341",5,30,432.5,26.47,0.35964,3897.71
"342",5,31,492.4,26.43,0.35973,4450.42
"343",5,32,629.2,27.59,0.3598,5608.63
"344",5,33,887.1,28.79,0.35987,7502.45
"345",5,34,806.5,29.36,0.35992,6780.57
"346",5,35,769.2,28.82,0.36,6638.39
"347",5,36,830,29.58,0.36008,7074.75
"348",5,37,735.8,29.47,0.36013,6294.48
"349",5,38,729.1,29.5,0.3602,6232.46
"350",5,39,571.7,29.2,0.36027,4933.28
"351",5,40,411.6,29.25,0.36028,3553.54
"352",5,41,485.3,28.71,0.36033,4326.43
"353",5,42,536.7,29.18,0.36038,4712.67
"354",5,43,865.25,30.31,0.36044,7028.31
"355",5,44,695.7,29.56,0.36052,6021.87
"356",5,45,539.4,29.61,0.36058,4652.79
"357",5,46,665.3,29.77,0.36062,5396.31
"358",5,47,657.3,29.64,0.3607,5743.14
"359",5,48,719.2,29.47,0.36081,6133.51
"360",5,49,590.6,29.53,0.36087,5089.56
"361",5,50,497.5,28.93,0.36093,4314.96
"362",5,51,447,28.26,0.36099,3912.75
"363",5,52,468.8,28.6,0.36105,4123.34
"364",5,53,465.1,28.12,0.36111,3978.99
"365",5,54,468.7,28.44,0.36121,4105.06
"366",5,55,446.8,28.95,0.36126,3898.55
"367",5,56,599.6,29.85,0.36128,5163.35
"368",5,57,490.5,28.63,0.36132,4242.88
"369",5,58,861.3,30.58,0.36138,7252.75
"370",5,59,626.3,30.69,0.3614,5514.64
"371",5,60,607.7,30.74,0.36144,5029.99
"372",5,61,431,31.48,0.36147,3704.8
"373",5,62,247.9,29.25,0.36149,2107.63
"374",5,63,271.9,29.24,0.36152,2259.26
"375",5,64,250.8,28.95,0.36151,2198.55
"376",5,65,204.5,29.3,0.36152,1792.45
"377",5,66,160.1,28.84,0.36152,1415.47
"378",5,67,128.3,28.31,0.36154,1130.98
"379",5,68,126.4,28.02,0.36156,1118.97
"380",5,69,105.3,27.91,0.36157,924.62
"381",5,70,91.4,27.8,0.36159,800.37
"382",5,71,66.1,27.66,0.36158,572.33
"383",5,72,50.5,27.59,0.36155,437.25
"384",5,73,40.7,27.14,0.36153,336.05
"385",5,74,30.3,26.98,0.36149,258.09
"386",5,75,19.7,26.45,0.36143,161.84
"387",5,76,5.8,26.02,0.36138,50.23
"388",5,77,0.1,26.04,0.36133,9.66
"389",6,1,4,22.05,0.36412,34.82
"390",6,2,7.2,21.98,0.36418,47.72
"391",6,3,13.6,22.05,0.36422,109.72
"392",6,4,25.1,22.12,0.36427,201.57
"393",6,5,27.6,22.46,0.36434,230.49
"394",6,6,36.7,22.66,0.36437,305.71
"395",6,7,61.5,22.95,0.36443,531.11
"396",6,8,66.9,23.05,0.36451,577.95
"397",6,9,80.5,23.13,0.36462,705.56
"398",6,10,97.6,23.33,0.36468,868.49
"399",6,11,115.2,23.46,0.36477,1018.28
"400",6,12,138.7,23.98,0.36482,1238.32
"401",6,13,171.3,24.39,0.36489,1542.35
"402",6,14,212.2,24.79,0.36497,1926.96
"403",6,15,236.2,25.14,0.36505,2119.42
"404",6,16,238.1,25.51,0.36513,2138.5
"405",6,17,238.4,25.44,0.36524,2138.87
"406",6,18,265.9,25.62,0.36535,2403.03
"407",6,19,277.2,25.87,0.36547,2500.37
"408",6,20,257.1,26.15,0.36555,2300.29
"409",6,21,273,26.05,0.36564,2452.36
"410",6,22,212.6,25.83,0.36573,1880.87
"411",6,23,191.5,25.94,0.36579,1698.7
"412",6,24,189.4,25.58,0.36588,1671.65
"413",6,25,165.4,25.55,0.36597,1440.22
"414",6,26,159.5,25.46,0.36604,1399.37
"415",6,27,198.4,25.76,0.36609,1757.68
"416",6,28,253.2,26.34,0.36614,2241.44
"417",6,29,265.1,26.52,0.36622,2338.48
"418",6,30,269.6,26.7,0.3663,2379.74
"419",6,31,265.8,26.78,0.36636,2354.7
"420",6,32,275.1,27.28,0.3664,2450.96
"421",6,33,341.2,27.31,0.36643,3075.88
"422",6,34,455.8,28.1,0.36652,4092.88
"423",6,35,422.3,28.88,0.36655,3731.98
"424",6,36,409.6,28.8,0.36658,3653.18
"425",6,37,335.4,29.06,0.36657,3000.04
"426",6,38,162.4,28.23,0.36655,1426.72
"427",6,39,98.9,28.08,0.36656,871.43
"428",6,40,92.6,27.73,0.36655,829.88
"429",6,41,87.4,25.92,0.36659,776.86
"430",6,42,118,25.2,0.36663,1057.03
"431",6,43,130.2,25.72,0.36666,1167.99
"432",6,44,191.4,26.16,0.36667,1738.68
"433",6,45,242.93,27.2,0.36672,2210.34
"434",6,46,258.6,27.64,0.36694,2327.23
"435",6,47,266.9,28.06,0.36708,2429.76
"436",6,48,253.6,28.68,0.36716,2302.89
"437",6,49,241.4,28.58,0.36719,2173.08
"438",6,50,239.9,28.19,0.36726,2144.62
"439",6,51,275.4,28.21,0.3674,2476.05
"440",6,52,369.2,28.16,0.36746,3304.64
"441",6,53,499.1,30.13,0.36745,4445.31
"442",6,54,663.7,31.18,0.36747,5765.29
"443",6,55,732.8,31.3,0.36752,6213.27
"444",6,56,348.6,30.92,0.36758,2918.63
"445",6,57,373.3,30.36,0.36763,3201.83
"446",6,58,465.6,29.91,0.36771,3985.13
"447",6,59,390,29.9,0.36774,3347.67
"448",6,60,555.2,29.92,0.36787,4783.72
"449",6,61,547.7,29.79,0.36796,4730.33
"450",6,62,658.8,30.54,0.36805,5619
"451",6,63,525.1,30.05,0.36811,4346.38
"452",6,64,476.6,30.03,0.36819,3977.24
"453",6,65,445.9,30.05,0.36829,3671.5
"454",6,66,389.1,30.42,0.36832,3185.59
"455",6,67,353.5,30.12,0.36835,2485.77
"456",6,68,319.3,29.83,0.36843,1777.73
"457",6,69,291.2,29.72,0.36853,1610.04
"458",6,70,221.8,29.73,0.36864,1196.83
"459",6,71,170.4,29.4,0.36874,793.07
"460",6,72,131.8,29.27,0.3688,684.61
"461",6,73,65,28.59,0.3689,409.66
"462",6,74,29.8,28.12,0.369,218.94
"463",6,75,23.1,27.82,0.36906,164.58
"464",6,76,15.9,27.5,0.36916,122.16
"465",6,77,6.5,27.2,0.36923,53.74
"466",6,78,0.3,27.12,0.36933,8.02
"467",7,1,0.2,22.57,0.37146,0
"468",7,2,4.4,22.57,0.37142,21.26
"469",7,3,7.9,22.69,0.37142,63.37
"470",7,4,20.4,22.46,0.37143,157.62
"471",7,5,53.7,22.71,0.37144,458.65
"472",7,6,81.9,23.12,0.37147,712.87
"473",7,7,102.1,23.18,0.37148,907.65
"474",7,8,135,23.9,0.37146,1209.78
"475",7,9,113.9,24.11,0.37146,997.37
"476",7,10,179.2,24.66,0.37146,1604.44
"477",7,11,232.2,25.84,0.37147,2090.09
"478",7,12,209.9,25.06,0.37146,1911.19
"479",7,13,344.2,25.79,0.37146,3213.96
"480",7,14,331.5,26.08,0.37147,3031.64
"481",7,15,453.1,26.29,0.37146,4198.78
"482",7,16,581.1,26.91,0.37149,5266.2
"483",7,17,370.1,26.66,0.37149,3339.81
"484",7,18,450.2,27,0.37148,3972.33
"485",7,19,376.7,27.18,0.37148,3615.14
"486",7,20,536.8,28.31,0.37147,4865.87
"487",7,21,897.4,30.43,0.37147,7868.09
"488",7,22,918,31.55,0.37148,7773.82
"489",7,23,860.2,30.42,0.37151,7294.09
"490",7,24,633.7,29.9,0.37157,5444.44
"491",7,25,799.3,29.09,0.37169,6942.75
"492",7,26,694.1,29.46,0.37182,6047.32
"493",7,27,744.1,29.61,0.37197,6453.73
"494",7,28,783.3,30.65,0.37208,6719.02
"495",7,29,621.8,30.72,0.37219,5389.71
"496",7,30,584.1,30.31,0.37226,5081.61
"497",7,31,565.9,30.58,0.37234,4943.81
"498",7,32,806.9,32.38,0.3724,6923.02
"499",7,33,689.3,33.02,0.37244,5893.35
"500",7,34,637.2,32.03,0.37249,5528.8
"501",7,35,611.3,32.58,0.37254,5249.8
"502",7,36,521.2,31.81,0.37257,4569.16
"503",7,37,447.3,31.67,0.37262,3924.57
"504",7,38,393.4,31.02,0.37267,3458.24
"505",7,39,441.8,31.38,0.37271,3925.8
"506",7,40,545.1,31.61,0.37277,4840.34
"507",7,41,781.1,31.7,0.37286,6768.81
"508",7,42,817.2,32.09,0.37293,6951.54
"509",7,43,895.8,32.54,0.37299,7477.14
"510",7,44,751.1,33.24,0.3731,6326.9
"511",7,45,924.3,33.47,0.37315,7763.61
"512",7,46,786.3,33.91,0.3732,6229.97
"513",7,47,750.2,33.69,0.37324,5332.76
"514",7,48,504,32.57,0.37331,4233.1
"515",7,49,197.6,31.14,0.37337,1692.25
"516",7,50,136.8,30.5,0.3734,1220.7
"517",7,51,148.8,30.46,0.37345,1299.21
"518",7,52,132.8,29.81,0.37352,1191.58
"519",7,53,256.5,29.72,0.37365,2341.01
"520",7,54,251.6,28.84,0.37377,2296.23
"521",7,55,204.4,28.14,0.37383,1866.31
"522",7,56,158.3,27.63,0.37392,1436.36
"523",7,57,137.6,27.11,0.37403,1208.89
"524",7,58,133,26.74,0.37416,1205.45
"525",7,59,128.6,26.59,0.37428,1163.84
"526",7,60,109.7,26.36,0.3744,988.36
"527",7,61,111.7,26.21,0.37447,986.85
"528",7,62,51.1,26.09,0.37456,427.07
"529",7,63,60.4,25.53,0.3747,522.93
"530",7,64,41.5,24.61,0.37488,345.75
"531",7,65,17.8,24.14,0.37495,143.88
"532",7,66,2.6,22.24,0.37506,10.99
"533",7,67,12.7,20.45,0.37505,96.5
"534",7,68,15.4,19.64,0.37499,122.32
"535",7,69,11.2,19.89,0.37495,87.95
"536",7,70,10.6,19.84,0.37489,78.32
"537",7,71,10.3,20.05,0.37483,80.43
"538",7,72,10.4,20.07,0.37477,78
"539",7,73,8.7,20.14,0.37471,61.38
"540",7,74,6.4,20.33,0.37466,43.31
"541",7,75,5,20.42,0.37462,29.47
"542",7,76,2.8,20.56,0.37458,18.03
"543",7,77,1.3,20.54,0.37454,14.63
"544",7,78,1.4,20.66,0.3745,9.8
"545",8,1,7.88,20.56,0.37221,53.01
"546",8,2,18.5,20.7,0.37216,143.74
"547",8,3,34.8,21.46,0.37211,261.76
"548",8,4,44.1,22.85,0.37206,342.3
"549",8,5,48.6,23.08,0.372,414.64
"550",8,6,81.9,26.48,0.37195,655.9
"551",8,7,106,27.98,0.37189,877.24
"552",8,8,138.6,31.64,0.37184,1185.33
"553",8,9,175,31.71,0.37178,1533.35
"554",8,10,217.8,30.15,0.37173,1944.02
"555",8,11,258.9,32.5,0.37167,2338.8
"556",8,12,299.6,29.71,0.37162,2717.29
"557",8,13,301.8,26.67,0.37159,2755.06
"558",8,14,392.1,26.85,0.37155,3583.41
"559",8,15,435,27.09,0.37153,3976.59
"560",8,16,477.1,27.38,0.37154,4344.54
"561",8,17,520.2,27.58,0.37156,4710.89
"562",8,18,561,27.89,0.37155,5025.75
"563",8,19,600.6,28.16,0.37159,5357.34
"564",8,20,639.7,28.9,0.3716,5686.52
"565",8,21,675.9,29.28,0.37164,5952.47
"566",8,22,711.4,29.74,0.37168,6223.96
"567",8,23,744.9,30.16,0.37172,6448.81
