"","DIA","TIME","IRR","TEMP","MA","PDC"
"1",1,1,5.56,22.21,0.60049,48.46
"2",1,2,10.6,22.29,0.60046,82.8
"3",1,3,15.4,22.42,0.60044,126.7
"4",1,4,20.2,22.38,0.60039,167.41
"5",1,5,28.2,22.44,0.60037,236.7
"6",1,6,37,22.6,0.60035,315.67
"7",1,7,39.1,22.79,0.60031,334.34
"8",1,8,49.5,22.99,0.60027,429.28
"9",1,9,68.9,23.21,0.60026,614.26
"10",1,10,97.1,23.45,0.60026,875.48
"11",1,11,136.3,23.82,0.60024,1238.06
"12",1,12,207.6,24.52,0.60024,1917.35
"13",1,13,267.3,25.35,0.60026,2476.11
"14",1,14,307.3,26.55,0.60028,2819.08
"15",1,15,301.9,27.2,0.60028,2758.5
"16",1,16,292.6,27.51,0.60029,2662.93
"17",1,17,316.2,27.27,0.6003,2869.04
"18",1,18,353.1,27.84,0.60029,3207.45
"19",1,19,468.2,28.02,0.60031,4238.96
"20",1,20,399.6,28.78,0.60031,3625.15
"21",1,21,405.5,28.14,0.60033,3678.05
"22",1,22,389.9,29.03,0.60033,3501.2
"23",1,23,386.5,27.99,0.60034,3516.99
"24",1,24,411,28.04,0.60033,3720.25
"25",1,25,421.7,28.62,0.60033,3811.57
"26",1,26,456,28.84,0.60034,4110.71
"27",1,27,435.1,29.31,0.60036,3893.25
"28",1,28,365.9,28.08,0.60037,3286.05
"29",1,29,340.9,28.14,0.60038,3083.38
"30",1,30,387.4,28.34,0.60041,3546.26
"31",1,31,452.5,28.46,0.60042,4115.92
"32",1,32,515.5,29.09,0.60044,4634.61
"33",1,33,536.7,29.42,0.60046,4789.98
"34",1,34,632,29.44,0.60048,5616.08
"35",1,35,887.4,30.55,0.60051,7512.54
"36",1,36,1135.95,31.45,0.60055,8241.62
"37",1,37,1075.5,31.79,0.60057,8040.28
"38",1,38,1056.05,31.68,0.60063,8196.96
"39",1,39,1079.4,31.9,0.60066,7843.14
"40",1,40,1132.9,31.08,0.60069,7942.67
"41",1,41,1164.8,31.83,0.60072,8390.13
"42",1,42,749.2,32.16,0.60075,6099.68
"43",1,43,500.5,31.41,0.60079,4373.66
"44",1,44,600.6,31.42,0.60079,5282.1
"45",1,45,765.1,31.37,0.60083,6507.83
"46",1,46,524.8,31.03,0.60086,4581.14
"47",1,47,824,30.62,0.6009,7123.12
"48",1,48,977.8,31.46,0.60093,8211.41
"49",1,49,806.8,31.57,0.60097,6872.76
"50",1,50,703.2,30.9,0.601,6202.48
"51",1,51,824.5,31.78,0.60103,7005
"52",1,52,616.5,31.98,0.60107,5189.9
"53",1,53,481.2,30.61,0.6011,4201.24
"54",1,54,334.7,30.05,0.60113,2966.13
"55",1,55,309.4,29.35,0.60114,2760.44
"56",1,56,287.6,29.41,0.60116,2566.45
"57",1,57,350.9,29.32,0.60118,3112.68
"58",1,58,641.4,29.88,0.6012,5813.35
"59",1,59,753.4,33.03,0.6012,6640.43
"60",1,60,732.5,33.97,0.60122,6155.06
"61",1,61,459.2,31.55,0.60127,3990.59
"62",1,62,601.4,32.71,0.60129,5146.22
"63",1,63,442.8,32.85,0.6013,3541.92
"64",1,64,530.5,32.86,0.60133,4518.65
"65",1,65,256.8,32.54,0.60134,2128.81
"66",1,66,201.2,29.58,0.60135,1779.13
"67",1,67,263.7,29.87,0.60138,1932.56
"68",1,68,306.1,30.12,0.60139,2104.73
"69",1,69,221.5,31.78,0.6014,1652.6
"70",1,70,199.7,29.43,0.60139,1383.02
"71",1,71,149.4,31.79,0.60138,936.31
"72",1,72,123.5,30.63,0.60138,721.9
"73",1,73,83.4,31.2,0.60138,537.12
"74",1,74,53.6,29.36,0.60139,397.13
"75",1,75,27.35,27.71,0.60139,230.78
"76",1,76,11.6,27.22,0.60138,96.83
"77",1,77,2.7,26.89,0.60137,26.28
"78",2,1,5.4,22.39,0.59959,36.24
"79",2,2,6.9,22.42,0.59956,52.62
"80",2,3,11.4,22.69,0.59955,85.56
"81",2,4,15.3,22.68,0.59955,121.11
"82",2,5,23.8,22.2,0.59953,194.42
"83",2,6,45.2,22.08,0.59951,392.64
"84",2,7,83.8,22.57,0.59947,757.29
"85",2,8,127.5,23.06,0.59945,1182.51
"86",2,9,164,24.32,0.59942,1522.07
"87",2,10,194.3,25.06,0.5994,1803.62
"88",2,11,190.8,25.71,0.59939,1733.44
"89",2,12,217.2,25.39,0.59941,1982.7
"90",2,13,277.1,25.82,0.5994,2549.06
"91",2,14,410.1,27.02,0.59941,3788.11
"92",2,15,384.4,27.71,0.59942,3484.43
"93",2,16,311.2,27.16,0.59945,2788.04
"94",2,17,308.1,26.46,0.59945,2764.72
"95",2,18,326,26.65,0.59947,2944.35
"96",2,19,318.9,26.86,0.59947,2867.72
