dia_mes_ano,hora_minuto,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n
20191116,000000,0,0.09,215.3,0,0,45.11,15
20191116,001500,0,0.09,215.3,0,0,45.63,15
20191116,003000,0,0.09,215.3,0,0,46.22,15
20191116,004500,0,0.09,215.3,0,0,46.39,14
20191116,045000,8.6,0.18,219.94,32,0.12,492.69,10
20191116,050000,18,0.53,220.34,114.73,0.27,528.27,15
20191116,051500,31.33,1.04,217.92,223.4,0.45,554.77,15
20191116,053000,54.6,2.14,219.16,467.13,0.84,587.57,15
20191116,054500,95,3.88,219.01,847.47,1.48,590.67,15
20191116,060000,149.07,6.1,218.49,1332,2.31,590.45,15
20191116,061500,212.13,8.64,219.95,1895.87,3.27,590.63,15
20191116,063000,278.4,11.58,219.51,2540.53,4.42,583.59,15
20191116,064500,347.93,14.44,220.41,3180.2,5.62,573.97,15
20191116,070000,418.47,17.37,221.61,3847.33,6.85,571.03,15
20191116,071500,487.07,20.24,220.5,4461.93,8.01,564.27,15
20191116,073000,552.33,22.64,221.28,5012.33,9.09,558.87,15
20191116,074500,614.13,24.82,222.54,5524.33,10.14,552.9,15
20191116,080000,675.33,26.69,221.96,5951.67,11.07,543.44,15
20191116,081500,731.13,28.76,222.27,6389.4,12.09,537.54,15
20191116,083000,783.53,30.32,223.22,6771.33,12.93,532.73,15
20191116,084500,835.67,32.17,223.03,7175.6,13.81,527.59,15
20191116,090000,879.73,33.58,222.63,7471.53,14.55,524.12,15
20191116,091500,919.93,34.69,222.59,7723.8,15.22,516.24,15
20191116,093000,960.47,35.44,224.24,7951.73,15.82,512.13,15
20191116,094500,990.6,35.8,224.73,8048.53,16.2,502.16,15
20191116,100000,1015.8,36.85,223.51,8238.47,16.58,506.07,15
20191116,101500,1047,37.09,223.13,8277,16.22,519.97,15
20191116,103000,1063.4,37.16,222.75,8279.53,15.95,528.62,15
20191116,104500,1073,37.1,223.11,8279.4,15.95,528.45,15
20191116,110000,1086.93,37.15,222.83,8279.6,15.74,536.13,15
20191116,111500,1089.27,37.15,222.82,8280.13,15.74,535.81,15
20191116,113000,1088.87,37.11,223.06,8280.53,15.89,531.03,15
20191116,114500,1082.53,37.19,222.61,8280,15.93,529.37,15
20191116,120000,1075.13,37.16,222.71,8279.8,15.92,529.11,15
20191116,121500,1058.47,37.23,222.31,8279.27,16.11,523.53,15
20191116,123000,1031.93,37.07,222.4,8247,16.52,508.57,15
20191116,124500,1007.53,36.63,222.65,8159,16.47,504.33,15
20191116,130000,985.4,36,223.1,8031.6,16.15,507.62,15
20191116,131500,960.07,35.35,221.25,7824.13,15.64,509.13,15
20191116,133000,774.07,28.62,219.35,6338.07,12.44,513.59,15
20191116,134500,674.27,25.41,218.31,5648.93,10.92,520.01,15
20191116,140000,841.2,31.64,219.85,6958.4,13.64,518.46,15
20191116,141500,776.33,29.38,219.38,6449.47,12.56,521.63,15
20191116,143000,736.2,28.05,218.64,6133.47,11.9,522.85,15
20191116,144500,671.07,25.48,217.91,5553.2,10.8,522.25,15
20191116,150000,597.93,22.73,218.05,4958.87,9.59,524.74,15
20191116,151500,533.73,20.26,216.47,4386.27,8.54,520.36,15
20191116,153000,472.33,17.64,215.97,3869.8,7.48,514.51,15
20191116,154500,400.8,13.33,216.34,2884.93,5.99,488.41,15
20191116,160000,328.4,7.93,213.78,1699.07,3.57,489.35,15
20191116,161500,255.2,5.58,213.15,1188.27,2.43,499.28,15
20191116,163000,138.4,2.54,213.09,538.53,1.06,534.89,15
20191116,164500,125,2.2,212.61,465.87,0.88,554.2,15
20191116,170000,72.73,1.71,213.03,362.33,0.73,525.92,15
20191116,171500,35.73,1.1,213.41,237.87,0.51,500.8,15
20191116,173000,14.93,0.47,213.02,98.33,0.26,476.15,15
20191116,174500,2.6,0.11,213.4,12.8,0.08,442.39,15
20191116,180000,0,0.09,212.1,0,0,426.05,15
20191116,181500,0,0.09,212.1,0,0,79.35,15
20191116,183000,0,0.09,212.1,0,0,44.99,15
20191116,184500,0,0.09,212.1,0,0,42.59,15
20191116,190000,0,0.09,212.1,0,0,43.17,15
20191116,191500,0,0.09,212.1,0,0,42.86,15
20191116,193000,0,0.09,212.1,0,0,43.79,15
20191116,194500,0,0.09,212.1,0,0,43.6,15
20191116,200000,0,0.09,212.1,0,0,43.07,15
20191116,201500,0,0.09,212.1,0,0,44.43,15
20191116,203000,0,0.09,212.1,0,0,44.53,15
20191116,204500,0,0.09,212.1,0,0,43.91,15
20191116,210000,0,0.09,212.1,0,0,44.23,15
20191116,211500,0,0.09,212.1,0,0,44.53,15
20191116,213000,0,0.09,212.1,0,0,44.35,15
20191116,214500,0,0.09,212.1,0,0,45.4,15
20191116,220000,0,0.09,212.1,0,0,45.17,15
20191116,221500,0,0.09,212.1,0,0,45.43,15
20191116,223000,0,0.09,212.1,0,0,45.97,15
20191116,224500,0,0.09,212.1,0,0,45.15,15
20191116,230000,0,0.09,212.1,0,0,45.45,15
20191116,231500,0,0.09,212.1,0,0,45.7,15
20191116,233000,0,0.09,212.1,0,0,44.37,15
20191116,234500,0,0.09,212.1,0,0,44.72,15
